"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","number","offerings","pn","section","semester","status","term","type","year"
"0000020984","1.0","0000000097","ASIAN","1","0","1","0","0","","Wan, Pin Pin","{'fsnum': '8890', 'name': 'Wan, Pin Pin'}","300","","IR/Expectation Adopt.","398","","False","","5","O","19965","Research","1996"
"0000020985","1.0","0000000102","BIO","17","4","3","0","10","NSC;NSL","Staff","{'fsnum': '', 'name': 'Staff'}","100","17","Human Biology","123","","False","","5","O","19965","Research","1996"
"0000020986","1.0","0000000153","BIO","1","0","1","0","0","","Kermott, Louis Henry","{'fsnum': '4284', 'name': 'Kermott, Louis Henry'}","200","","Academic Internship","294","","True","","5","O","19965","Research","1996"
"0000020987","1.0","0000000153","BIO","1","0","1","0","0","","Pritchard, Kristen","{'fsnum': '6419', 'name': 'Pritchard, Kristen'}","200","","Academic Internship","294","","True","A","5","O","19965","Research","1996"
"0000020988","1.0","0000000154","BIO","1","0","0","1","0","","Johnson, Theodore","{'fsnum': '4110', 'name': 'Johnson, Theodore'}","200","","IS/Emerging Diseases","298","","False","","5","O","19965","Research","1996"
"0000020989","1.0","0000000174","BIO","1","0","0","1","0","","Walter, Anne","{'fsnum': '8876', 'name': 'Walter, Anne'}","300","","Academic Internship","394","","True","","5","O","19965","Research","1996"
"0000020990","1.0","0000000194","CHEM","10","5","0","1","4","","Pearson, Wesley","{'fsnum': '6161', 'name': 'Pearson, Wesley'}","100","","Chemical Reactions","126","{'day': 'Mo', 'end': '11:30', 'location': 'SC 378', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'SC 378', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'SC 378', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'SC 378', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'SC 378', 'start': '10:00'}","False","","5","O","19965","Research","1996"
"0000020991","","0000000195","CHEM","0","0","0","0","0","","Pearson, Wesley","{'fsnum': '6161', 'name': 'Pearson, Wesley'}","100","","Chem Reactions/Lab","126","{'day': 'We', 'end': '11:30', 'location': 'SC 374', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'SC 374', 'start': '10:00'}","False","","5","O","19965","Lab","1996"
"0000020992","1.0","0000000197","CHEM","9","1","1","2","5","","Pearson, Wesley","{'fsnum': '6161', 'name': 'Pearson, Wesley'}","200","","Organic Chemistry","248","{'day': 'Mo', 'end': '11:30', 'location': 'SC 374', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'SC 374', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'SC 374', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'SC 374', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'SC 374', 'start': '10:00'}","False","","5","O","19965","Research","1996"
"0000020993","0.25","0000000200","CHEM","9","1","1","2","5","","Pearson, Wesley","{'fsnum': '6161', 'name': 'Pearson, Wesley'}","200","","Synthesis Lab","254","","True","","5","O","19965","Lab","1996"
