"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","number","offerings","pn","section","semester","status","term","type","year"
"0000003668","1.0","0000001815","HIST","8","0","4","2","2","HWC;ORC","Carrington, J. L.","{'fsnum': '971', 'name': 'Carrington, J. L.'}","200","","Age of Renaissance","213","{'day': 'Mo', 'end': '11:30', 'location': 'L 525', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'L 525', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'L 525', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'L 525', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'L 525', 'start': '10:00'}","False","","5","O","20015","Research","2001"
"0000003670","1.0","0000000697","ID","13","0","8","1","4","EIN;WRI","Carrington, J. L.","{'fsnum': '971', 'name': 'Carrington, J. L.'}","200","","War and Peace","238","{'day': 'Mo', 'end': '14:00', 'location': 'L 525', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'L 525', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'L 525', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'L 525', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'L 525', 'start': '12:30'}","False","","5","O","20015","Research","2001"
"0000003663","1.0","0000000472","IDFA","1","0","1","0","0","","Bauer, Susan","{'fsnum': '338', 'name': 'Bauer, Susan'}","200","","IS/Perf-Art-Choreog","298","","False","","5","O","20015","Research","2001"
"0000003671","1.0","0000000712","LATIN","1","0","1","0","0","","Groton, Anne","{'fsnum': '2771', 'name': 'Groton, Anne'}","100","","Beginning Latin II","112","","False","","5","O","20015","Research","2001"
"0000003673","1.0","0000000795","MEDIA","8","0","6","2","0","","Sonnega, Bill","{'fsnum': '7676', 'name': 'Sonnega, Bill'}","200","","Academic Internship","294","","True","","5","O","20015","Research","2001"
"0000003672","1.0","0000000784","MGMT","1","0","1","0","0","","Thomforde, Kathy C.","{'fsnum': '1070', 'name': 'Thomforde, Kathy C.'}","200","","Academic Internship","294","","True","","5","O","20015","Research","2001"
"0000003674","1.0","0000000822","MUSIC","1","0","0","1","0","ALS-A","Schnauber, Thomas C.","{'fsnum': '14180', 'name': 'Schnauber, Thomas C.'}","200","","Composition I","223","{'day': 'Mo', 'end': '11:30', 'location': 'CHM 232', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'CHM 232', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'CHM 232', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'CHM 232', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'CHM 232', 'start': '10:00'}","False","","5","O","20015","Research","2001"
"0000003678","0.25","0000001008","PEAC","9","0","5","4","0","PHA","Campion, John","{'fsnum': '920', 'name': 'Campion, John'}","100","","Scuba Diving","126","","False","","5","O","20015","Research","2001"
"0000003675","1.0","0000000979","PHIL","22","1","15","5","1","EIN","Marino, Gordon D.","{'fsnum': '5051', 'name': 'Marino, Gordon D.'}","200","","Ethics/The Good Life","252","","False","","5","O","20015","Research","2001"
"0000003676","1.0","0000000986","PHIL","1","0","0","0","1","","Marino, Gordon D.","{'fsnum': '5051', 'name': 'Marino, Gordon D.'}","200","","IS/Philosophy in Lit","298","","False","","5","O","20015","Research","2001"
"0000003677","1.0","0000000993","PHIL","1","0","1","0","0","","Taliaferro, Charles","{'fsnum': '8230', 'name': 'Taliaferro, Charles'}","300","","IR/Religious Phil","398","","False","","5","O","20015","Research","2001"
"0000003679","1.0","0000001104","PSCI","7","0","2","2","3","HBS;MCS-G","Brooks, D Christopher","{'fsnum': '14170', 'name': 'Brooks, D Christopher'}","100","","Comparative Politics","112","{'day': 'Mo', 'end': '09:30', 'location': 'L 421', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'L 421', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'L 421', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'L 421', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'L 421', 'start': '08:00'}","False","","5","O","20015","Research","2001"
"0000003680","1.0","0000001105","PSCI","7","1","2","4","0","HWC;MCS-D","Brooks, D Christopher","{'fsnum': '14170', 'name': 'Brooks, D Christopher'}","100","","Intro: Polit. Theory","113","{'day': 'Mo', 'end': '14:00', 'location': 'L 421', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'L 421', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'L 421', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'L 421', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'L 421', 'start': '12:30'}","False","","5","O","20015","Research","2001"
"0000003681","1.0","0000001190","PSYCH","1","0","0","0","1","","Thorsheim, Howard","{'fsnum': '8376', 'name': 'Thorsheim, Howard'}","300","","IR/Cov Oral Behavior","398","","False","","5","O","20015","Research","2001"
"0000003682","1.0","0000001205","REL","9","2","6","0","1","BTS-T","Hanson, James","{'fsnum': '3061', 'name': 'Hanson, James'}","200","","Jesus in Script/Trad","221","{'day': 'Mo', 'end': '11:30', 'location': 'L 420', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'L 420', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'L 420', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'L 420', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'L 420', 'start': '10:00'}","False","","5","O","20015","Research","2001"
"0000003683","1.0","0000001207","REL","5","0","2","3","0","BTS-T","Hanson, James","{'fsnum': '3061', 'name': 'Hanson, James'}","200","","St.Paul/Letter/Gospel","223","{'day': 'Mo', 'end': '14:00', 'location': 'L 420', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'L 420', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'L 420', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'L 420', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'L 420', 'start': '12:30'}","False","","5","O","20015","Research","2001"
"0000003684","1.0","0000001239","REL","1","0","1","0","0","","Benson, W. Bruce","{'fsnum': '368', 'name': 'Benson, W. Bruce'}","200","","IS/Spiritual Friendsh","298","","False","","5","O","20015","Research","2001"
"0000003685","1.0","0000001392","THEAT","1","0","1","0","0","ALS-L;HWC","Wilson, Karen","{'fsnum': '9093', 'name': 'Wilson, Karen'}","200","","Hist/Theat-Since 1700","271","","False","","5","O","20015","Research","2001"
"0000003686","1.0","0000001401","THEAT","1","0","1","0","0","","Gisselman, Gary C.","{'fsnum': '10426', 'name': 'Gisselman, Gary C.'}","300","","IR/Theater & Educ","398","","False","","5","O","20015","Research","2001"

