"clbid","credits","crsid","department","enrolled","firstyear","halfcredit","instructors","junior","learningmode","level","max","name","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","type","year"
"0000014657","1.0","0000000033","ART","21","","","Staff","","S","200","20","Oil/Acrylic Paintng","231","{'day': 'Mo', 'end': '14:55', 'location': 'FH 40', 'start': '12:55'};{'day': 'We', 'end': '14:55', 'location': 'FH 40', 'start': '12:55'};{'day': 'Fr', 'end': '14:55', 'location': 'FH 40', 'start': '12:55'}","False","False","","1","","","C","19941","Research","1994"
"0000014658","1.0","0000000035","ART","5","","","Staff","","S","200","8","Sculpt: Metal Casting","233","{'day': 'Tu', 'end': '14:45', 'location': 'FH 18', 'start': '11:45'};{'day': 'Th', 'end': '14:45', 'location': 'FH 18', 'start': '11:45'}","False","False","","1","","","O","19941","Research","1994"
"0000014659","1.0","0000000037","ART","11","","","Staff","","S","200","20","Arch Drawing/Design","235","{'day': 'Mo', 'end': '14:55', 'location': 'FHAB', 'start': '12:55'};{'day': 'We', 'end': '14:55', 'location': 'FHAB', 'start': '12:55'};{'day': 'Fr', 'end': '14:55', 'location': 'FHAB', 'start': '12:55'}","False","False","","1","","","O","19941","Research","1994"
"0000014660","1.0","0000000038","ART","13","","","Staff","","S","200","15","Printmkg/Relief/Litho","236","{'day': 'Mo', 'end': '12:45', 'location': 'FH 44', 'start': '10:45'};{'day': 'We', 'end': '12:45', 'location': 'FH 44', 'start': '10:45'};{'day': 'Fr', 'end': '12:45', 'location': 'FH 44', 'start': '10:45'}","False","False","","1","","","O","19941","Research","1994"
"0000014661","1.0","0000000043","ART","15","","","Staff","","S","200","22","Figure Drawing I","242","{'day': 'Mo', 'end': '10:00', 'location': 'FH 40', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'FH 40', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'FH 40', 'start': '08:00'}","False","False","","1","","","O","19941","Research","1994"
"0000014662","1.0","0000000045","ART","6","","","Staff","","S","200","15","Advanced Ceramics","244","{'day': 'Tu', 'end': '14:45', 'location': 'FH 19', 'start': '11:45'};{'day': 'Th', 'end': '14:45', 'location': 'FH 19', 'start': '11:45'}","False","False","","1","","","O","19941","Research","1994"
"0000014663","1.0","0000000064","ART","9","","","Staff","","S","200","14","Issues Art Criticism","245","{'day': 'Mo', 'end': '14:55', 'location': 'FHSEM', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'FHSEM', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'FHSEM', 'start': '14:00'}","False","False","","1","","","O","19941","Research","1994"
"0000014664","1.0","0000001500","ART","12","","","Staff","","S","200","20","Graphic Design","246","{'day': 'Mo', 'end': '22:00', 'location': 'FH 21', 'start': '19:00'};{'day': 'Th', 'end': '22:00', 'location': 'FH 21', 'start': '19:00'}","False","False","","1","","","O","19941","Research","1994"
"0000014665","1.0","0000000046","ART","7","","","Staff","","S","200","12","Advanced Photography","248","{'day': 'Tu', 'end': '14:45', 'location': 'FH 2', 'start': '11:45'};{'day': 'Th', 'end': '14:45', 'location': 'FH 2', 'start': '11:45'}","False","False","","1","","","O","19941","Research","1994"
"0000014666","1.0","0000000050","ART","19","","","Staff","","S","200","40","Arts of the U.S.","251","{'day': 'Mo', 'end': '13:50', 'location': 'FH 01', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'FH 01', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'FH 01', 'start': '12:55'}","False","False","","1","","","O","19941","Research","1994"
"0000014667","1.0","0000001503","ART","40","","","Staff","","S","200","60","The 20th Century","253","{'day': 'Mo', 'end': '10:00', 'location': 'FH 01', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'FH 01', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'FH 01', 'start': '09:05'}","False","False","","1","","","O","19941","Research","1994"
"0000014668","1.0","0000000053","ART","32","","","Staff","","S","200","30","Renaissance in Europe","254","{'day': 'Tu', 'end': '13:10', 'location': 'FH 01', 'start': '11:45'};{'day': 'Th', 'end': '13:10', 'location': 'FH 01', 'start': '11:45'}","False","False","","1","","","C","19941","Research","1994"
"0000014669","1.0","0000001506","ART","50","","","Staff","","S","200","60","Cinema 1950-Present","257","{'day': 'Tu', 'end': '11:00', 'location': 'FH 01', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'FH 01', 'start': '09:35'};{'day': 'Mo', 'end': '22:00', 'location': 'FH 01', 'start': '19:00'}","False","False","","1","","","O","19941","Research","1994"
"0000014670","1.0","0000000047","ART","6","","","Staff","","S","200","14","Multimedia/Video Prod","264","{'day': 'Tu', 'end': '14:45', 'location': 'SC 18', 'start': '11:25'};{'day': 'Th', 'end': '14:45', 'location': 'SC 18', 'start': '11:25'}","False","False","","1","","","O","19941","Research","1994"
"0000014671","1.0","0000000068","ART","1","","","Staff","","S","200","999","Internship","294","","True","False","","1","","","O","19941","Research","1994"
"0000014672","1.0","0000000069","ART","1","","","Staff","","S","200","999","IS/Hndthrown Ceramics","298","","False","False","A","1","","","O","19941","Research","1994"
"0000014673","1.0","0000001513","ART","1","","","Staff","","S","300","6","Advanced Sculpture","333","{'day': 'Tu', 'end': '14:45', 'location': 'FH 18', 'start': '11:45'};{'day': 'Th', 'end': '14:45', 'location': 'FH 18', 'start': '11:45'}","False","False","","1","","","O","19941","Research","1994"
"0000014674","1.0","0000001514","ART","2","","","Staff","","S","300","8","Figure Drawing II","342","{'day': 'Mo', 'end': '10:00', 'location': 'FH 40', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'FH 40', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'FH 40', 'start': '08:00'}","False","False","","1","","","O","19941","Research","1994"
"0000014675","1.0","0000000075","ART","1","","","Staff","","S","300","999","IR/Mythology in Art","398","","False","False","","1","","","O","19941","Research","1994"
"0000014676","1.0","0000000075","ART","1","","","Staff","","S","300","999","IR/Adv Painting","398","","False","False","A","1","","","O","19941","Research","1994"
"0000014677","1.0","0000000075","ART","1","","","Staff","","S","300","999","IR/Independent Design","398","","False","False","B","1","","","O","19941","Research","1994"
"0000014678","1.0","0000000078","ASIAN","25","","","Staff","","S","100","30","Asian Cultures","121","{'day': 'Mo', 'end': '13:50', 'location': 'MO 1', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'MO 1', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'MO 1', 'start': '12:55'}","False","False","","1","","","O","19941","Research","1994"
"0000014679","1.0","0000000098","ASIAN","10","","","Staff","","S","300","30","Asia Seminar","399","{'day': 'Tu', 'end': '11:00', 'location': 'H 515', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'H 515', 'start': '09:35'}","False","False","","1","","","O","19941","Seminar","1994"
"0000014680","1.0","0000000102","BIO","99","","","Staff","","S","100","96","Human Biology","123","{'day': 'Mo', 'end': '10:00', 'location': 'SC 280', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 280', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 280', 'start': '09:05'}","False","False","","1","","","C","19941","Research","1994"
"0000014681","0.0","0000000103","BIO","0","","","Staff","","S","100","24","Human Biology/Lab","123","{'day': 'We', 'end': '16:00', 'location': 'SC 253L', 'start': '14:00'}","False","False","A","1","","","O","19941","Lab","1994"
"0000014682","0.0","0000000103","BIO","0","","","Staff","","S","100","24","Human Biology/Lab","123","{'day': 'Th', 'end': '10:00', 'location': 'SC 253L', 'start': '08:00'}","False","False","B","1","","","C","19941","Lab","1994"
"0000014683","0.0","0000000103","BIO","0","","","Staff","","S","100","24","Human Biology/Lab","123","{'day': 'Th', 'end': '13:45', 'location': 'SC 253L', 'start': '11:45'}","False","False","C","1","","","C","19941","Lab","1994"
"0000014684","0.0","0000000103","BIO","0","","","Staff","","S","100","24","Human Biology/Lab","123","{'day': 'Th', 'end': '17:00', 'location': 'SC 253L', 'start': '15:00'}","False","False","D","1","","","C","19941","Lab","1994"
"0000014685","1.0","0000000106","BIO","60","","","Staff","","S","100","72","Cellular Bio & Genetics","125","{'day': 'Mo', 'end': '08:55', 'location': 'SC 278', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'SC 278', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'SC 278', 'start': '08:00'}","False","False","A","1","","","O","19941","Research","1994"
"0000014686","0.0","0000000107","BIO","0","","","Staff","","S","100","24","Cell Bio & Genetics/Lab","125","{'day': 'Mo', 'end': '16:00', 'location': 'SC 273L', 'start': '14:00'}","False","False","A","1","","","C","19941","Lab","1994"
"0000014687","1.0","0000000106","BIO","49","","","Staff","","S","100","48","Cellular Bio & Genetics","125","{'day': 'Mo', 'end': '10:00', 'location': 'SC 278', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 278', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 278', 'start': '09:05'}","False","False","B","1","","","C","19941","Research","1994"
"0000014688","0.0","0000000107","BIO","0","","","Staff","","S","100","24","Cell Bio & Genetics/Lab","125","{'day': 'We', 'end': '13:50', 'location': 'SC 273L', 'start': '11:50'}","False","False","B","1","","","O","19941","Lab","1994"
"0000014689","1.0","0000000106","BIO","66","","","Staff","","S","100","72","Cellular Bio & Genetics","125","{'day': 'Mo', 'end': '11:40', 'location': 'SC 278', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SC 278', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SC 278', 'start': '10:45'}","False","False","C","1","","","O","19941","Research","1994"
"0000014690","0.0","0000000107","BIO","0","","","Staff","","S","100","24","Cell Bio & Genetics/Lab","125","{'day': 'Fr', 'end': '12:45', 'location': 'SC 273L', 'start': '10:45'}","False","False","C","1","","","O","19941","Lab","1994"
"0000014691","1.0","0000000106","BIO","45","","","Staff","","S","100","48","Cellular Bio & Genetics","125","{'day': 'Mo', 'end': '12:45', 'location': 'SC 278', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'SC 278', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'SC 278', 'start': '11:50'}","False","False","D","1","","","O","19941","Research","1994"
"0000014692","0.0","0000000107","BIO","0","","","Staff","","S","100","24","Cell Bio & Genetics/Lab","125","{'day': 'Tu', 'end': '13:45', 'location': 'SC 273L', 'start': '11:45'}","False","False","D","1","","","O","19941","Lab","1994"
"0000014693","0.0","0000000107","BIO","0","","","Staff","","S","100","24","Cell Bio & Genetics/Lab","125","{'day': 'Th', 'end': '17:00', 'location': 'SC 273L', 'start': '15:00'}","False","False","E","1","","","C","19941","Lab","1994"
"0000014694","0.0","0000000107","BIO","0","","","Staff","","S","100","24","Cell Bio & Genetics/Lab","125","{'day': 'Tu', 'end': '10:00', 'location': 'SC 273L', 'start': '08:00'}","False","False","F","1","","","C","19941","Lab","1994"
"0000014695","0.0","0000000107","BIO","0","","","Staff","","S","100","24","Cell Bio & Genetics/Lab","125","{'day': 'We', 'end': '16:30', 'location': 'SC 273L', 'start': '14:30'}","False","False","G","1","","","O","19941","Lab","1994"
"0000014696","0.0","0000000107","BIO","0","","","Staff","","S","100","24","Cell Bio & Genetics/Lab","125","{'day': 'Th', 'end': '13:45', 'location': 'SC 273L', 'start': '11:45'}","False","False","H","1","","","O","19941","Lab","1994"
"0000014697","0.0","0000000107","BIO","0","","","Staff","","S","100","24","Cell Bio & Genetics/Lab","125","{'day': 'Tu', 'end': '17:00', 'location': 'SC 273L', 'start': '15:00'}","False","False","I","1","","","C","19941","Lab","1994"
"0000014698","0.0","0000000107","BIO","0","","","Staff","","S","100","24","Cell Bio & Genetics/Lab","125","{'day': 'Th', 'end': '10:00', 'location': 'SC 273L', 'start': '08:00'}","False","False","J","1","","","C","19941","Lab","1994"
"0000014699","1.0","0000000122","BIO","64","","","Staff","","S","200","72","Intermediate Genetics","233","{'day': 'Mo', 'end': '08:55', 'location': 'SC 280', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'SC 280', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'SC 280', 'start': '08:00'}","False","False","","1","","","C","19941","Research","1994"
"0000014700","0.0","0000000123","BIO","0","","","Staff","","S","200","24","Intermed Genetics/Lab","233","{'day': 'Tu', 'end': '11:00', 'location': 'SC 229L', 'start': '08:00'}","False","False","A","1","","","C","19941","Lab","1994"
"0000014701","0.0","0000000123","BIO","0","","","Staff","","S","200","24","Intermed Genetics/Lab","233","{'day': 'Tu', 'end': '16:20', 'location': 'SC 229L', 'start': '13:20'}","False","False","B","1","","","C","19941","Lab","1994"
"0000014702","0.0","0000000123","BIO","0","","","Staff","","S","200","24","Intermed Genetics/Lab","233","{'day': 'We', 'end': '15:55', 'location': 'SC 229L', 'start': '12:55'}","False","False","C","1","","","O","19941","Lab","1994"
"0000014703","1.0","0000000126","BIO","78","","","Staff","","S","200","72","Human Anatomy & Physiol","243","{'day': 'Mo', 'end': '11:40', 'location': 'SC 280', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SC 280', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SC 280', 'start': '10:45'}","False","False","","1","","","C","19941","Research","1994"
"0000014704","0.0","0000000127","BIO","0","","","Staff","","S","200","24","Human Anat & Phys/Lab","243","{'day': 'Mo', 'end': '15:55', 'location': 'SC 253L', 'start': '12:55'}","False","False","A","1","","","C","19941","Lab","1994"
"0000014705","0.0","0000000127","BIO","0","","","Staff","","S","200","24","Human Anat & Phys/Lab","243","{'day': 'Tu', 'end': '11:00', 'location': 'SC 253L', 'start': '08:00'}","False","False","B","1","","","O","19941","Lab","1994"
"0000014706","0.0","0000000127","BIO","0","","","Staff","","S","200","24","Human Anat & Phys/Lab","243","{'day': 'Tu', 'end': '16:20', 'location': 'SC 253L', 'start': '13:20'}","False","False","C","1","","","C","19941","Lab","1994"
"0000014707","1.0","0000001537","BIO","12","","","Staff","","S","200","24","Freshwater Ecology","244","{'day': 'Tu', 'end': '11:00', 'location': 'SC 278', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'SC 278', 'start': '09:35'}","False","False","","1","","","O","19941","Research","1994"
"0000014708","0.0","0000001538","BIO","0","","","Staff","","S","200","12","Freshwater Ecolog/Lab","244","{'day': 'Th', 'end': '14:45', 'location': 'SC 211L', 'start': '11:45'}","False","False","B","1","","","O","19941","Lab","1994"
"0000014709","1.0","0000000128","BIO","24","","","Staff","","S","200","36","Animal Physiology","247","{'day': 'Tu', 'end': '09:25', 'location': 'SC 278', 'start': '08:00'};{'day': 'Th', 'end': '09:25', 'location': 'SC 278', 'start': '08:00'}","False","False","","1","","","O","19941","Research","1994"
"0000014710","0.0","0000000129","BIO","0","","","Staff","","S","200","12","Animal Physiology/Lab","247","{'day': 'Tu', 'end': '16:20', 'location': 'SC 269L', 'start': '13:20'}","False","False","A","1","","","O","19941","Lab","1994"
"0000014711","0.0","0000000129","BIO","0","","","Staff","","S","200","12","Animal Physiology/Lab","247","{'day': 'We', 'end': '15:55', 'location': 'SC 269L', 'start': '12:55'}","False","False","B","1","","","O","19941","Lab","1994"
"0000014712","0.0","0000000129","BIO","0","","","Staff","","S","200","12","Animal Physiology/Lab","247","{'day': 'Th', 'end': '16:20', 'location': 'SC 269L', 'start': '13:20'}","False","False","C","1","","","O","19941","Lab","1994"
"0000014713","1.0","0000000134","BIO","17","","","Staff","","S","200","24","Plant Physiology","251","{'day': 'Mo', 'end': '10:00', 'location': 'SC 274', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 274', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 274', 'start': '09:05'}","False","False","","1","","","O","19941","Research","1994"
"0000014714","0.0","0000000135","BIO","0","","","Staff","","S","200","12","Plant Physiology/Lab","251","{'day': 'Tu', 'end': '16:20', 'location': 'SC 227L', 'start': '13:20'}","False","False","A","1","","","C","19941","Lab","1994"
"0000014715","0.0","0000000135","BIO","0","","","Staff","","S","200","12","Plant Physiology/Lab","251","{'day': 'We', 'end': '15:55', 'location': 'SC 227L', 'start': '12:55'}","False","False","B","1","","","O","19941","Lab","1994"
"0000014716","1.0","0000000136","BIO","22","","","Staff","","S","200","24","Plant Morphology","252","{'day': 'Tu', 'end': '09:25', 'location': 'SC 130', 'start': '08:00'};{'day': 'Th', 'end': '09:25', 'location': 'SC 130', 'start': '08:00'}","False","False","","1","","","O","19941","Research","1994"
"0000014717","0.0","0000000137","BIO","0","","","Staff","","S","200","13","Plant Morphology/Lab","252","{'day': 'Tu', 'end': '14:45', 'location': 'SC 211L', 'start': '11:45'}","False","False","A","1","","","C","19941","Lab","1994"
"0000014718","0.0","0000000137","BIO","0","","","Staff","","S","200","12","Plant Morphology/Lab","252","{'day': 'Mo', 'end': '15:55', 'location': 'SC 211L', 'start': '12:55'}","False","False","B","1","","","C","19941","Lab","1994"
"0000014719","1.0","0000000139","BIO","30","","","Staff","","S","200","32","Ecological Principles","261","{'day': 'Mo', 'end': '08:55', 'location': 'SC 374', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'SC 374', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'SC 374', 'start': '08:00'}","False","False","","1","","","O","19941","Research","1994"
"0000014720","0.0","0000000140","BIO","0","","","Staff","","S","200","16","Ecolog Principles/Lab","261","{'day': 'Th', 'end': '10:30', 'location': 'SC 248L', 'start': '08:00'}","False","False","A","1","","","O","19941","Lab","1994"
"0000014721","0.0","0000000140","BIO","0","","","Staff","","S","200","16","Ecolog Principles/Lab","261","{'day': 'Th', 'end': '15:50', 'location': 'SC 248L', 'start': '13:20'}","False","False","B","1","","","C","19941","Lab","1994"
"0000014722","1.0","0000000144","BIO","10","0/0","","Staff","4/0","S","200","0","IS in India","271","","False","False","","1","6/0","0/0","O","19941","Research","1994"
"0000014723","1.0","0000000145","BIO","10","0/0","","Staff","4/0","S","200","0","IS in India","272","","False","False","","1","6/0","0/0","O","19941","Research","1994"
"0000014724","1.0","0000000154","BIO","3","","","Staff","","S","200","999","IS/Ecol Rest/MN Schls","298","","False","False","","1","","","O","19941","Research","1994"
"0000014725","1.0","0000000154","BIO","4","","","Staff","","S","200","999","IS/Humn Gross Anatomy","298","","False","False","A","1","","","O","19941","Research","1994"
"0000014726","1.0","0000000161","BIO","4","","","Staff","","S","300","12","Field Ecology","371","{'day': 'Tu', 'end': '13:50', 'location': 'SC 210', 'start': '12:55'};{'day': 'Th', 'end': '13:50', 'location': 'SC 210', 'start': '12:55'}","False","False","","1","","","O","19941","Research","1994"
"0000014727","0.0","0000000163","BIO","0","","","Staff","","S","300","12","Field Ecology/Disc","371","{'day': 'Tu', 'end': '15:00', 'location': 'SC 210', 'start': '14:00'};{'day': 'Th', 'end': '15:00', 'location': 'SC 210', 'start': '14:00'}","False","False","","1","","","O","19941","Discussion","1994"
"0000014728","0.0","0000000162","BIO","0","","","Staff","","S","300","12","Field Ecology/Lab","371","{'day': 'Tu', 'end': '17:00', 'location': 'SC 248', 'start': '15:00'}","False","False","","1","","","O","19941","Lab","1994"
"0000014729","1.0","0000000166","BIO","23","","","Staff","","S","300","24","Immunology","382","{'day': 'Mo', 'end': '11:40', 'location': 'SC 274', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SC 274', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SC 274', 'start': '10:45'}","False","False","","1","","","O","19941","Research","1994"
"0000014730","0.0","0000000167","BIO","0","","","Staff","","S","300","12","Immunology/Lab","382","{'day': 'Tu', 'end': '14:45', 'location': 'SC 263', 'start': '11:45'}","False","False","A","1","","","O","19941","Lab","1994"
"0000014731","0.0","0000000167","BIO","0","","","Staff","","S","300","12","Immunology/Lab","382","{'day': 'We', 'end': '15:55', 'location': 'SC 263', 'start': '12:55'}","False","False","B","1","","","C","19941","Lab","1994"
"0000014732","1.0","0000000175","BIO","1","","","Staff","","S","300","999","IR/Analysis of Cnj 7","398","","False","False","","1","","","O","19941","Research","1994"
"0000014733","1.0","0000000175","BIO","1","","","Staff","","S","300","999","IR/Ubiquitin Targetng","398","","False","False","A","1","","","O","19941","Research","1994"
"0000014734","1.0","0000000175","BIO","1","","","Staff","","S","300","999","IR/Biochem Analysis","398","","False","False","B","1","","","O","19941","Research","1994"
"0000014735","1.0","0000000175","BIO","1","","","Staff","","S","300","999","IR/Membrane Fusion","398","","False","False","C","1","","","O","19941","Research","1994"
"0000014736","1.0","0000000175","BIO","1","","","Staff","","S","300","999","IR/Avian Behavior","398","","False","False","D","1","","","O","19941","Research","1994"
"0000014737","1.0","0000000175","BIO","1","","","Staff","","S","300","999","IR/Uva in Tetrahymena","398","","False","False","E","1","","","O","19941","Research","1994"
"0000014738","1.0","0000000182","CHEM","10","","","Staff","","S","100","24","Fundamentls of Chem","111","{'day': 'Tu', 'end': '11:00', 'location': 'SC 274', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'SC 274', 'start': '09:35'}","False","False","","1","","","O","19941","Research","1994"
"0000014739","0.0","0000000183","CHEM","0","","","Staff","","S","100","24","Fundamentls Chem/Lab","111","{'day': 'We', 'end': '17:00', 'location': 'SC 371', 'start': '14:00'}","False","False","A","1","","","O","19941","Lab","1994"
"0000014740","1.0","0000000187","CHEM","43","","","Staff","","S","100","45","General Chemistry","121","{'day': 'Mo', 'end': '12:45', 'location': 'SC 282', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'SC 282', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'SC 282', 'start': '11:50'}","False","False","A","1","","","O","19941","Research","1994"
