"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","number","offerings","pn","section","semester","status","term","type","year"
"0000025104","1.0","0000000012","AMST","1","0","1","0","0","","Farrell, James","{'fsnum': '2030', 'name': 'Farrell, James'}","200","","IS/Rating Presidents","298","","False","","5","O","19985","Research","1998"
"0000025105","1.0","0000000069","ART","1","0","1","0","0","","Rohn, Matthew","{'fsnum': '6758', 'name': 'Rohn, Matthew'}","200","","IS/Stave Churches","298","","False","","5","O","19985","Research","1998"
"0000025106","1.0","0000000100","BIO","21","5","0","0","16","NSC;NSL","Van Wylen, David","{'fsnum': '8768', 'name': 'Van Wylen, David'}","100","21","Biological Science","121","","False","","5","O","19985","Research","1998"
"0000025107","1.0","0000000153","BIO","1","0","0","1","0","","Umbanhowar, Charles Jr.","{'fsnum': '8616', 'name': 'Umbanhowar, Charles Jr.'}","200","","Academic Internship","294","","True","","5","O","19985","Research","1998"
"0000025108","1.0","0000000153","BIO","2","1","0","0","1","","Shea, Kathleen L.","{'fsnum': '7450', 'name': 'Shea, Kathleen L.'}","200","","Academic Internship","294","","True","A","5","O","19985","Research","1998"
"0000025109","1.0","0000000153","BIO","1","0","1","0","0","","Walter, Anne","{'fsnum': '8876', 'name': 'Walter, Anne'}","200","","Academic Internship","294","","True","B","5","O","19985","Research","1998"
"0000025110","1.0","0000000197","CHEM","14","3","4","6","1","","Pearson, Wesley","{'fsnum': '6161', 'name': 'Pearson, Wesley'}","200","","Organic Chemistry","248","{'day': 'Mo', 'end': '09:30', 'location': 'SC 378', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'SC 378', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'SC 378', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'SC 378', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'SC 378', 'start': '08:00'}","False","","5","O","19985","Research","1998"
"0000025111","0.25","0000000200","CHEM","12","3","3","5","1","","Pearson, Wesley","{'fsnum': '6161', 'name': 'Pearson, Wesley'}","200","","Synthesis Lab","254","{'day': 'Mo', 'end': '16:00', 'location': 'SC 311', 'start': '13:00'};{'day': 'Tu', 'end': '16:00', 'location': 'SC 311', 'start': '13:00'}","True","","5","O","19985","Lab","1998"
"0000025112","1.0","0000000204","CHEM","1","0","0","1","0","","Pearson, Wesley","{'fsnum': '6161', 'name': 'Pearson, Wesley'}","200","","Academic Internship","294","","True","","5","O","19985","Research","1998"
"0000025118","1.0","0000000306","CSCI","1","0","1","0","0","","Richey, Matthew","{'fsnum': '6658', 'name': 'Richey, Matthew'}","300","","Academic Internship","394","","True","","5","O","19985","Research","1998"
"0000025119","1.0","0000000307","CSCI","2","0","2","0","0","","Richey, Matthew","{'fsnum': '6658', 'name': 'Richey, Matthew'}","300","","IR/Computation Theory","398","","False","","5","O","19985","Research","1998"
"0000025113","1.0","0000000276","ECON","2","0","2","0","0","","","","200","","Academic Internship","294","","True","","5","O","19985","Research","1998"
"0000025114","1.0","0000000276","ECON","1","0","1","0","0","","Judge, Rebecca","{'fsnum': '4137', 'name': 'Judge, Rebecca'}","200","","Academic Internship","294","","True","A","5","O","19985","Research","1998"
"0000025115","1.0","0000000276","ECON","1","0","0","1","0","","Wojick, Paul","{'fsnum': '9114', 'name': 'Wojick, Paul'}","200","","Academic Internship","294","","True","B","5","O","19985","Research","1998"
"0000025116","1.0","0000000277","ECON","1","0","1","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","1","IS/Impact/St Chld Spt","298","","False","","5","O","19985","Research","1998"
"0000025117","1.0","0000000284","ECON","1","0","1","0","0","","Wojick, Paul","{'fsnum': '9114', 'name': 'Wojick, Paul'}","300","","Academic Internship","394","","True","","5","O","19985","Research","1998"
"0000025120","1.0","0000000426","ENGL","10","2","2","3","3","ALS-L;WRI","Day, John T.","{'fsnum': '1354', 'name': 'Day, John T.'}","200","","Intro to Shakespeare","280","{'day': 'Mo', 'end': '11:30', 'location': 'L 525', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'L 525', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'L 525', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'L 525', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'L 525', 'start': '10:00'}","False","","5","O","19985","Research","1998"
"0000025121","1.0","0000000433","ENGL","1","0","1","0","0","","Frey, Olivia","{'fsnum': '2455', 'name': 'Frey, Olivia'}","200","","Academic Internship","294","","True","","5","O","19985","Research","1998"
"0000025122","1.0","0000000434","ENGL","1","0","0","1","0","WRI","Frey, Olivia","{'fsnum': '2455', 'name': 'Frey, Olivia'}","200","","IS/Writing Child Lit","298","","False","","5","O","19985","Research","1998"
"0000025123","1.0","0000000444","ENGL","1","0","1","0","0","WRI","Day, John T.","{'fsnum': '1354', 'name': 'Day, John T.'}","300","","Shakespeare","380","{'day': 'Mo', 'end': '11:30', 'location': 'L 525', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'L 525', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'L 525', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'L 525', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'L 525', 'start': '10:00'}","False","","5","O","19985","Research","1998"
"0000025124","1.0","0000000465","ENVST","1","0","0","0","1","","Deason, Gary","{'fsnum': '1355', 'name': 'Deason, Gary'}","200","","IS/Park User Study","298","","False","","5","O","19985","Research","1998"
"0000025125","1.0","0000000465","ENVST","2","0","0","1","1","","Bakko, Eugene","{'fsnum': '325', 'name': 'Bakko, Eugene'}","200","","IS/Humans and Animals","298","","False","A","5","O","19985","Research","1998"
"0000025126","1.0","0000000465","ENVST","1","0","0","1","0","WRI","Deason, Gary","{'fsnum': '1355', 'name': 'Deason, Gary'}","200","","IS/Sustainability","298","","False","B","5","O","19985","Research","1998"
"0000025127","1.0","0000000465","ENVST","2","1","1","0","0","","Deason, Gary","{'fsnum': '1355', 'name': 'Deason, Gary'}","200","","IS/Sustainability","298","","False","C","5","O","19985","Research","1998"
"0000025128","1.0","0000000467","ENVST","1","0","0","0","1","","Deason, Gary","{'fsnum': '1355', 'name': 'Deason, Gary'}","300","","IR/Park User Study","398","","False","","5","O","19985","Research","1998"
"0000025129","1.0","0000000467","ENVST","1","0","1","0","0","","Bakko, Eugene","{'fsnum': '325', 'name': 'Bakko, Eugene'}","300","","IR/Warbler Study","398","","False","A","5","O","19985","Research","1998"
"0000025132","1.0","0000000653","FAMST","1","0","1","0","0","","Holt, C. George","{'fsnum': '3431', 'name': 'Holt, C. George'}","200","","Academic Internship","294","","True","","5","O","19985","Research","1998"
"0000025133","1.0","0000000654","FAMST","1","0","1","0","0","","Holt, C. George","{'fsnum': '3431', 'name': 'Holt, C. George'}","200","","IS/Fam Res/Management","298","","False","","5","O","19985","Research","1998"
"0000025134","1.0","0000000654","FAMST","1","0","0","0","1","","Benedict, Rebecca A.","{'fsnum': '353', 'name': 'Benedict, Rebecca A.'}","200","","IS/Human Nutrition","298","","False","A","5","O","19985","Research","1998"
"0000025130","1.0","0000000504","GERM","1","0","0","1","0","","Rippley, Lavern","{'fsnum': '6671', 'name': 'Rippley, Lavern'}","100","","Beginning German I","111","","False","","5","O","19985","Research","1998"
"0000025131","1.0","0000000515","GERM","1","0","1","0","0","","Rippley, Lavern","{'fsnum': '6671', 'name': 'Rippley, Lavern'}","200","","Writing German","251","","False","","5","O","19985","Research","1998"
"0000025135","1.0","0000000784","MGMT","1","0","1","0","0","","Thomforde, Kathy C.","{'fsnum': '1070', 'name': 'Thomforde, Kathy C.'}","200","","Academic Internship","294","","True","","5","O","19985","Research","1998"
"0000025136","1.0","0000000784","MGMT","1","0","1","0","0","","Emery, Mary Ann","{'fsnum': '1746', 'name': 'Emery, Mary Ann'}","200","","Academic Internship","294","","True","A","5","O","19985","Research","1998"
"0000025137","1.0","0000000803","MUSIC","2","0","2","0","0","ALS-A","Forsberg, Charles","{'fsnum': '2241', 'name': 'Forsberg, Charles'}","100","","The Music Spectrum","130","{'day': 'Mo', 'end': '09:30', 'location': 'CHM 222/224', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'CHM 222/224', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'CHM 222/224', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'CHM 222/224', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'CHM 222/224', 'start': '08:00'}","False","","5","O","19985","Research","1998"
"0000025138","1.0","0000000822","MUSIC","1","1","0","0","0","ALS-A","Forsberg, Charles","{'fsnum': '2241', 'name': 'Forsberg, Charles'}","200","","Composition I","223","{'day': 'Mo', 'end': '11:30', 'location': 'CHM 224', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'CHM 224', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'CHM 224', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'CHM 224', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'CHM 224', 'start': '10:00'}","False","","5","O","19985","Research","1998"
"0000025139","1.0","0000000849","MUSIC","1","0","0","0","1","","Forsberg, Charles","{'fsnum': '2241', 'name': 'Forsberg, Charles'}","300","","Analysis/Tonal Music","313","","False","","5","O","19985","Research","1998"
"0000025156","0.25","0000000997","PEAC","8","0","2","2","4","PHA","Bentley, Aaron","{'fsnum': '376', 'name': 'Bentley, Aaron'}","100","","Golf","103","","False","","5","O","19985","Research","1998"
"0000025157","0.25","0000001016","PEAC","5","1","2","0","2","PHA","Bentley, Aaron","{'fsnum': '376', 'name': 'Bentley, Aaron'}","100","","Wt Training Co-Ed .25","140","","False","","5","O","19985","Research","1998"
"0000025158","1.0","0000001057","PETH","1","0","0","0","1","","Hagen, Daniel","{'fsnum': '2890', 'name': 'Hagen, Daniel'}","200","","Academic Internship","294","","True","","5","O","19985","Research","1998"
"0000025159","1.0","0000001058","PETH","1","0","0","0","1","","Hagen, Daniel","{'fsnum': '2890', 'name': 'Hagen, Daniel'}","200","","IS/Athl Training II","298","","False","","5","O","19985","Research","1998"
"0000025155","1.0","0000000985","PHIL","1","0","0","1","0","","Poling, John","{'fsnum': '6392', 'name': 'Poling, John'}","200","","Academic Internship","294","","True","","5","O","19985","Research","1998"
"0000025160","1.0","0000001139","PSCI","1","0","0","1","0","","Hofrenning, Dan","{'fsnum': '3418', 'name': 'Hofrenning, Dan'}","200","","Academic Internship","294","","True","","5","O","19985","Research","1998"
"0000025161","1.0","0000001154","PSYCH","9","1","0","0","8","HBS;MCS-D","Staff","{'fsnum': '', 'name': 'Staff'}","100","","Principles: Psych","121","","False","","5","O","19985","Research","1998"
"0000025162","1.0","0000001178","PSYCH","1","0","0","1","0","","Gross, Dana","{'fsnum': '2768', 'name': 'Gross, Dana'}","200","","Academic Internship","294","","True","","5","O","19985","Research","1998"
"0000025163","1.0","0000001190","PSYCH","1","0","0","0","1","","Ross, Mary Ellen","{'fsnum': '6902', 'name': 'Ross, Mary Ellen'}","300","","IR/Music & Developmnt","398","","False","","5","O","19985","Research","1998"
"0000025164","1.0","0000001194","REL","8","0","4","2","2","BTS-T;WRI","Granquist, Mark A.","{'fsnum': '2683', 'name': 'Granquist, Mark A.'}","200","","The Greats","203","{'day': 'Mo', 'end': '09:30', 'location': 'L 577', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'L 577', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'L 577', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'L 577', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'L 577', 'start': '08:00'}","False","","5","O","19985","Research","1998"
"0000025165","1.0","0000001198","REL","15","0","5","7","3","BTS-T;WRI","Granquist, Mark A.","{'fsnum': '2683', 'name': 'Granquist, Mark A.'}","200","","Chr Theol in Histor","212","{'day': 'Mo', 'end': '14:00', 'location': 'L 577', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'L 577', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'L 577', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'L 577', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'L 577', 'start': '12:30'}","False","","5","O","19985","Research","1998"
"0000025166","1.0","0000001253","REL","1","0","1","0","0","","Wilson, Charles","{'fsnum': '9090', 'name': 'Wilson, Charles'}","300","","Academic Internship","394","","True","","5","O","19985","Research","1998"
