"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","number","offerings","pn","section","semester","status","term","type","year"
"0000025167","1.0","0000001257","REL","1","0","1","0","0","","Wilson, Charles","{'fsnum': '9090', 'name': 'Wilson, Charles'}","300","","IR/Muslim/Chr Dialog","398","","False","","5","O","19985","Research","1998"
"0000025168","1.0","0000001308","SOAN","10","1","4","2","3","HBS","Leming, Michael","{'fsnum': '4762', 'name': 'Leming, Michael'}","200","","Dying,Death,Bereave","248","{'day': 'Mo', 'end': '09:30', 'location': 'H 403', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'H 403', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'H 403', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'H 403', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'H 403', 'start': '08:00'}","False","","5","O","19985","Research","1998"
"0000025169","1.0","0000001310","SOAN","10","1","4","2","3","HBS;MCS-D","Leming, Michael","{'fsnum': '4762', 'name': 'Leming, Michael'}","200","","Marriage & the Family","260","{'day': 'Mo', 'end': '11:30', 'location': 'H 403', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'H 403', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'H 403', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'H 403', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'H 403', 'start': '10:00'}","False","","5","O","19985","Research","1998"
"0000025170","1.0","0000001320","SOAN","1","0","1","0","0","","DeVries, Raymond","{'fsnum': '1367', 'name': 'DeVries, Raymond'}","300","","IR/Analy of Deviance","398","","False","","5","O","19985","Research","1998"
"0000025171","1.0","0000001325","SPAN","2","2","0","0","0","","","","100","","Beginning Spanish II","112","{'day': 'Mo', 'end': '09:30', 'location': 'M 20', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'M 20', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'M 20', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'M 20', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'M 20', 'start': '08:00'}","False","","5","O","19985","Research","1998"
"0000025172","1.0","0000001327","SPAN","10","6","2","1","1","FOL-S;MCS-D","","","200","","Intermed Spanish II","232","{'day': 'Mo', 'end': '11:30', 'location': 'M 20', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'M 20', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'M 20', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'M 20', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'M 20', 'start': '10:00'}","False","","5","O","19985","Research","1998"
"0000025173","1.0","0000001355","SPAN","1","0","1","0","0","","Dunlop, James A.","{'fsnum': '1541', 'name': 'Dunlop, James A.'}","300","","IR/Adv Spa Grammar","398","","False","","5","O","19985","Research","1998"
"0000025174","1.0","0000001355","SPAN","1","0","1","0","0","","Dunlop, James A.","{'fsnum': '1541', 'name': 'Dunlop, James A.'}","300","","IR/Adv Gr & Trans","398","","False","A","5","O","19985","Research","1998"
"0000025175","1.0","0000001366","SWRK","1","0","1","0","0","","Carlsen, Mary","{'fsnum': '938', 'name': 'Carlsen, Mary'}","200","","Academic Internship","294","","True","","5","O","19985","Research","1998"
"0000025176","1.0","0000001394","THEAT","1","0","1","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","1","Academic Internship","294","","True","","5","O","19985","Research","1998"
"0000025177","1.0","0000001395","THEAT","1","0","0","0","1","","Sonnega, Bill","{'fsnum': '7676', 'name': 'Sonnega, Bill'}","200","","IS/Theater From 1700","298","","False","","5","O","19985","Research","1998"
"0000025178","1.0","0000001400","THEAT","1","0","0","0","1","","Wilson, Karen","{'fsnum': '9093', 'name': 'Wilson, Karen'}","300","","Academic Internship","394","","True","","5","O","19985","Research","1998"
"0000025179","1.0","0000001401","THEAT","1","0","0","0","1","","Sonnega, Bill","{'fsnum': '7676', 'name': 'Sonnega, Bill'}","300","","IR/Th Hist 1700-Pres","398","","False","","5","O","19985","Research","1998"
"0000025180","1.0","0000001401","THEAT","1","0","0","0","1","","Wilson, Karen","{'fsnum': '9093', 'name': 'Wilson, Karen'}","300","","IR/Speech Disorders","398","","False","A","5","O","19985","Research","1998"

