"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000171810","1.0","0000000232","CLASS","This course introduces students to the history and art of ancient Greece. It covers more than 2000 years of Greek civilization, from the Bronze Age through the archaic, classical, and Hellenistic periods. The itinerary takes students all over Greece, with extended stays in Athens and Attica, Crete, the Peloponnese, and Thessaloniki. When not visiting museums and archaeological sites, students have the opportunity to experience modern Greek culture as well. Offered alternate years during January term. Apply through Smith Center for Global Engagement.","29","0","14","8","7","ALS-A;CRE;GHS;HWC","Groton, Anne","{'fsnum': '2771', 'name': 'Groton, Anne'}","200","30","","","","","Classical Studies Greece","This is a study abroad course. You will find this course listed in Studio Abroad;under its course title.","251","","False","False","","2","O","20262","Classical Studies in Greece","Research","2026"
"0000170319","1.0","0000000287","CSCI","This course introduces students to computer science (CS), a field devoted to creative problem solving with computers, and its applications to other disciplines. Students explore fundamental concepts, including iteration, recursion, object-oriented software design, algorithm efficiency, levels of naming, and computing ethics. Students apply these concepts daily in hands-on homework exercises relevant to fields in the arts, humanities (including digital humanities computations), social sciences, and natural sciences. Includes a team project applying CS to a chosen discipline. No prior experience with programming is expected or required. Offered each semester. One of CSCI 121, CSCI 125, or CSCI 251 counts toward applied linguistics concentration.","0","0","0","0","0","AQR;MAR;QCR","Drake, Daniel","{'fsnum': '9006346', 'name': 'Drake, Daniel'}","100","30","","","","","Principles Comp Sci","","121","{'day': 'Mo', 'end': '15:00', 'location': 'RNS 310', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 310', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'RNS 310', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'RNS 310', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'RNS 310', 'start': '13:00'};{'day': 'Mo', 'end': '12:40', 'location': 'RNS 310', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'RNS 310', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'RNS 310', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'RNS 310', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'RNS 310', 'start': '22:40'}","False","False","","2","O","20262","Principles of Computer Science","Research","2026"
"0000170368","1.0","0000034973","CSCI","Students explore special topics in computer science. Topics may vary from year-to-year. May be repeated if topics are different. Offered periodically. Prerequisite: permission of instructor.","0","0","0","0","0","","Leeson, Will E.","{'fsnum': '9002459', 'name': 'Leeson, Will E.'}","200","20","0","","","","Top: Intro to Cybersecurity","Prerequisite: CSCI 251.                                                         ;Not open to first-year students.","200","{'day': 'Mo', 'end': '15:00', 'location': 'RNS 203', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 203', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'RNS 203', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'RNS 203', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'RNS 203', 'start': '13:00'};{'day': 'Mo', 'end': '12:40', 'location': 'RNS 203', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'RNS 203', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'RNS 203', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'RNS 203', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'RNS 203', 'start': '22:40'}","False","permission of instructor.","A","2","O","20262","Topics in Computer Science","Topic","2026"
"0000171966","1.0","0000034973","CSCI","Students explore special topics in computer science. Topics may vary from year-to-year. May be repeated if topics are different. Offered periodically. Prerequisite: permission of instructor.","0","0","0","0","0","","Mandery, Kim","{'fsnum': '34040', 'name': 'Mandery, Kim'}","200","20","0","","","","Top: Topics in Computer Science","Prerequisite: CSCI 251.                                                         ;Not open to first-year students.","200","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '22:40'}","False","permission of instructor.","B","2","O","20262","Topics in Computer Science","Topic","2026"
"0000171967","1.0","0000034799","CSCI","Class members participate in a team research project abroad. The central activity of the project teams is to implement an applied research project in collaboration with a host community in West Africa. This research project drives the other elements of the course, which include readings from the research literature, ethical analysis of their project applying CSCI 263 principles, documentation practices, and writing a research paper for public presentation. Offered periodically during January Term. Apply through the Smith Center for Global Engagement. Prerequisites: computer science major with junior or senior status and completion of computer science core courses, ordinarily including CSCI 353 and CSCI 263, or permission of instructor.","8","0","2","0","6","OEP","Hall-Holt, Olaf A.","{'fsnum': '16583', 'name': 'Hall-Holt, Olaf A.'}","300","12","0","","0","","Ghana International Capstone","This is a study abroad course. You will find this course listed in Studio Abroad;under its course title.","391","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '22:40'}","False","Prerequisites: computer science major with junior or senior status and completion of computer science core courses, ordinarily including CSCI 353 and CSCI 263, or permission of instructor.","","2","O","20262","","Research","2026"
"0000172219","1.0","0000037268","DANCE","This course provides intensive exposure to New York City, one of the major dance capitals of the world. Students attend dance classes (students choose what forms of dance they want to take), performances, visit historical sites and museums, meet and interview working dance artists and alumni, and write extensively about dance. Students develop a greater understanding of and reflect upon their interests within and connected to the dance world. May be repeated. Offered alternate years during January term. Apply through Smith Center for Global Engagement. Prerequisite: At least 2 movement intensive dance courses at St Olaf, sophomore status and above, and either DANCE 170: Veselica International Dance Ensemble or DANCE 180: Companydance. Completion of one of the following courses is highly recommended but not required: DANCE 100, DANCE 246 or DANCE 124.","23","0","6","8","9","ACB;OEP","Klopchin, Heather J.","{'fsnum': '10044', 'name': 'Klopchin, Heather J.'}","200","21","","","","","Dance NOW/NY January Experience","This is a study away course. You will find this course listed in Studio Abroad  ;under its course title.","249","","False","At least 2 movement intensive dance courses at St Olaf, sophomore status and above, and either DANCE 170: Veselica International Dance Ensemble or DANCE 180: Companydance. Completion of one of the following courses is highly recommended but not required: DANCE 100, DANCE 246 or DANCE 124.","","2","C","20262","Dance NOW/NY January Term Experience","Research","2026"
"0000170321","1.0","0000000259","ECON","This course takes an analytical approach to economic reasoning and contemporary issues. The course introduces microeconomic and macroeconomic theories with applications to relevant topics, such as employment, growth, environmental protection, affirmative action, exchange rate fluctuations, taxes, and welfare reform. Students explore economics as an intelligent approach to understanding our daily lives as citizens, workers, managers and consumers. Offered each semester. This course does NOT count toward the economics major, but is the prerequisite for all higher-level economics courses.","0","0","0","0","0","HBS;QCR;SCS","Mookerjee, Urbashi","{'fsnum': '35113', 'name': 'Mookerjee, Urbashi'}","100","25","","","","","Principles of Econ","","121","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'}","False","False","A","2","O","20262","Principles of Economics","Research","2026"
"0000170322","1.0","0000000259","ECON","This course takes an analytical approach to economic reasoning and contemporary issues. The course introduces microeconomic and macroeconomic theories with applications to relevant topics, such as employment, growth, environmental protection, affirmative action, exchange rate fluctuations, taxes, and welfare reform. Students explore economics as an intelligent approach to understanding our daily lives as citizens, workers, managers and consumers. Offered each semester. This course does NOT count toward the economics major, but is the prerequisite for all higher-level economics courses.","0","0","0","0","0","HBS;QCR;SCS","Mullick, Anushka","{'fsnum': '9006586', 'name': 'Mullick, Anushka'}","100","25","","","","","Principles of Econ","","121","{'day': 'Mo', 'end': '12:40', 'location': 'HH 522', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'HH 522', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'HH 522', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'HH 522', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'HH 522', 'start': '22:40'}","False","False","B","2","O","20262","Principles of Economics","Research","2026"
"0000170351","1.0","0000040377","ECON","Students have the opportunity to follow through on a project that they began in one of their 300-level economic analysis elective courses. Students gain hands-on experience in economic writing by turning a draft of this economics research paper into a complete journal article. They learn about the writing process, develop strong writing habits, prepare compelling data visualizations, and incorporate feedback from peers and experts in their areas of interest. Offered alternate years during January term. Prerequisites: ECON 260, ECON 261, and ECON 262, any 300-level Economic Analysis elective, and instructor permission.","0","0","0","0","0","OEP","Luedtke, Allison","{'fsnum': '32138', 'name': 'Luedtke, Allison'}","300","15","0","","0","","The Economic Writing Process","Instructor permission required","393","{'day': 'Mo', 'end': '15:00', 'location': 'HH 429', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'HH 429', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'HH 429', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'HH 429', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'HH 429', 'start': '13:00'}","False","Prerequisites: ECON 260, ECON 261, and ECON 262, any 300-level Economic Analysis elective, and instructor permission.","","2","O","20262","","Research","2026"
"0000170328","1.0","0000019399","ECON","This course provides a comprehensive research opportunity, including an introduction to relevant background material, technical instruction, identification of a meaningful project, and data collection. The topic is determined by the faculty member in charge of the course and may relate to their research interests. Offered based on department decision. May be offered as a 1.00 credit course or .50 credit course. Prerequisite: determined by individual instructor.","0","0","0","0","0","","Harris, Colin","{'fsnum': '30113', 'name': 'Harris, Colin'}","300","12","","","","","Research Experience","This class is not a Level III economic analysis elective for the Econ major.    ;This class counts toward the quantitative research requirement for the          ;Quantitative Economics major.","396","{'day': 'Mo', 'end': '12:40', 'location': 'HH 429', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'HH 429', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'HH 429', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'HH 429', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'HH 429', 'start': '22:40'}","False","determined by individual instructor.","","2","O","20262","Directed Undergraduate Research","Research","2026"
"0000170381","1.0","0000000308","EDUC","In this course, students examine how schools and communities in the Twin Cities interact to provide support and developmental opportunities for school-age children. Through lectures, readings, discussions, field trips, and in-school and co-curricular placements, students gain an understanding and awareness of how race, class, ethnicity, national origin, and gender shape the complex character of urban youth and schools. Students spend one week in orientation activities on campus and two weeks in the Twin Cities. During the time in the Twin Cities, St. Olaf students participate as tutors and classroom assistants during the school day and then assist in various after-school and community programs. The last week of January Term is spent back on campus discussing the experience. P/N only. Preference given to first-year students, but all students may apply. Offered during January Term.","6","0","0","1","5","MCD;MCS-D;OEP","Humm, Courtney A.","{'fsnum': '15009', 'name': 'Humm, Courtney A.'}","100","18","","","","","Urban Schools and Communities","This course is open to all students. (International students must be sophomores,;juniors, or seniors as CPT approval is required).  Admission by application.    ;This course includes an academic civic engagement (ACE) component.","170","{'day': 'Mo', 'end': '13:30', 'location': 'TOH 214', 'start': '22:30'};{'day': 'Tu', 'end': '13:30', 'location': 'TOH 214', 'start': '22:30'};{'day': 'We', 'end': '13:30', 'location': 'TOH 214', 'start': '22:30'};{'day': 'Th', 'end': '13:30', 'location': 'TOH 214', 'start': '22:30'};{'day': 'Fr', 'end': '13:30', 'location': 'TOH 214', 'start': '22:30'}","True","False","","2","O","20262","","Research","2026"
"0000172119","1.0","0000030096","EDUC","This course provides a significant placement in a school setting for students wanting to explore a career in teaching or gain greater understanding of teaching as a profession. Directed by host teachers, students may observe, assist within the classroom, tutor, teach, coach, attend faculty meetings and functions, and meet with school personnel. Students attend orientation sessions on campus before placements begin, complete assigned readings and reflective writings, and present on their school experience during on-campus sessions following the placements. Offered alternate January terms, odd years. Counts as the January term requirement for the TEFL certificate education concentration. Prerequisite: EDUC 295.","0","0","0","0","0","OEP","Staff","{'fsnum': '', 'name': 'Staff'}","200","18","","","","","Exploring Teaching","Prerequisite: EDUC 295                                                          ;This course includes an academic civic engagement (ACE) component.","270","","True","EDUC 295.","","2","O","20262","","Research","2026"
"0000170380","1.0","0000000339","EDUC","This program provides an opportunity for students to gain direct teaching experience by serving as an intern for a teacher in a Minneapolis/St. Paul public school. The January Term will heighten students' sensitivities to the complexities of multicultural, urban education and provide exposure to models used to foster educational and personal success in diverse student populations. On/off-campus orientation will be followed by four weeks of full-time work in a classroom with a host teacher and participation in weekly seminars with the college instructor. Reading assignments, reflective journals, and guest speakers will complement the experience. Intended for education major/licensure students. P/N only. Offered during January term. Apply through the Education Department by Oct.15. Prerequisites: EDUC 330.","0","0","0","0","0","MCD;MCS-D;OEP;PAR","Veverka, Nancy","{'fsnum': '34051', 'name': 'Veverka, Nancy'}","300","26","0","","0","","Urban Education Practicum & Seminar","Admission by application.                                                       ;Open to Juniors and Seniors only.                                               ;Prerequisite: EDUC 330","379","","True","Prerequisites: EDUC 330.","A","2","O","20262","Urban Education Practicum and Seminar","Research","2026"
"0000173833","1.0","0000000339","EDUC","This program provides an opportunity for students to gain direct teaching experience by serving as an intern for a teacher in a Minneapolis/St. Paul public school. The January Term will heighten students' sensitivities to the complexities of multicultural, urban education and provide exposure to models used to foster educational and personal success in diverse student populations. On/off-campus orientation will be followed by four weeks of full-time work in a classroom with a host teacher and participation in weekly seminars with the college instructor. Reading assignments, reflective journals, and guest speakers will complement the experience. Intended for education major/licensure students. P/N only. Offered during January term. Apply through the Education Department by Oct.15. Prerequisites: EDUC 330.","0","0","0","0","0","MCD;MCS-D;OEP;PAR","Staff","{'fsnum': '', 'name': 'Staff'}","300","16","0","","0","","Urban Education Practicum & Seminar","Admission by application.                                                       ;Open to Juniors and Seniors only.                                               ;Prerequisite: EDUC 330","379","","True","Prerequisites: EDUC 330.","B","2","O","20262","Urban Education Practicum and Seminar","Research","2026"
"0000172120","1.0","0000037515","ENCON","The field of environmental studies explores how different parts of the Earth system interact with each other, as well as the role that we - as humans - have in shaping our surroundings. In this introductory class, students draw upon a network of scientific, economic, political, and ethical concepts and assemble a toolkit for approaching environmental problems creatively and analytically. Building upon work in the fall EnCon course, students take a deep look at three broad, current environmental issues: climate change, resources, and waste. This course is the second in a three-course Conversation Program. Prerequisite: ENCON 110.","0","0","0","0","0","","Grossman, Jake","{'fsnum': '33960', 'name': 'Grossman, Jake'}","100","22","","","","","Ways of Seeing the Environment","Open only to Environmental Conversation students.","111","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'}","False","ENCON 110.","","2","O","20262","","Research","2026"
"0000172356","1.0","0000042946","ENGL","Set in Otepoti/Dunedin - where coastlines, hills, and histories converge - this course introduces creative writing as a practice of attention and connection. Through poetry, fiction, and nonfiction, students explore language, place, and identity while engaging with Aotearoa New Zealand's voices. Workshops, readings, and field visits to sites such as the Otago Peninsula and Botanic Gardens support students in developing their creative voices within a collaborative community of writers. Offered alternate years during January term.","19","0","9","5","5","CRE;OEP","Patterson, Juliet","{'fsnum': '25348', 'name': 'Patterson, Juliet'}","100","20","","","","","Creative Writing & Place","","156","","False","False","","2","O","20262","Writing The World Around You: Creative Writing and Place in Aotearoa","Research","2026"
"0000170358","1.0","0000021510","ENGL","In addition to the traditional practices of literary study, cross-disciplinary courses include materials from at least one other academic discipline, requiring students to compare and combine disciplinary perspectives in literary analysis. Examples of courses taught under this heading might include Literature and Politics; Religion and the Novel; Philosophical Approaches to Literature. May be repeated if topic is different. Offered periodically. Prerequisite: WRIT 120 or equivalent.","0","0","0","0","0","ALS-L;WRI","Marsalek, Karen E.","{'fsnum': '10015', 'name': 'Marsalek, Karen E.'}","200","30","","","","","Top: Shakespeare/Material Culture","","260","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'}","False","WRIT 120 or equivalent.","","2","O","20262","Topics in Cross-Disciplinary Literary Study","Topic","2026"
"0000171969","1.0","0000040043","ENGL","Using literature as the primary lens, this course studies soccer as a unique phenomenon with deep roots in British society, paying particular attention to the sport's historical, social, cultural, and aesthetic aspects. While in England, students attend matches, stadium tours, and speak with supporters' organizations from the Premier League to the lower divisions. Students think about how soccer informs other aspects of British culture, and how British society finds its way into England's most popular game. Offered alternate years in January term. Prerequisite: FYS and WRR.","20","0","6","6","8","OEP","Nordfjörd, Björn","{'fsnum': '26260', 'name': 'Nordfjörd, Björn'}","200","17","","","","","Soccer in England","This is a study abroad course. You will find this course listed in Studio Abroad;under its course title.","270","","False","FYS and WRR.","","2","C","20262","","Research","2026"
"0000172472","1.0","0000038375","ENGL","This course guides students through crafts of poetry writing through the lens of Asian Diasporic creative and community practices. From public poems at Angel Island to intimate, multilingual acts of memory, crafts of Asian Diasporic poetry reimagine English-language prosodies to speak to lived experiences of coloniality, forced migration, and racial-gendered violence. In a workshop setting, students explore techniques, develop poems of their own, and learn how to refine drafts through peer critique and reflection. Prerequisite: WRIT 120 or equivalent.","0","0","0","0","0","ALS-L;CRE;WAC;WRI","Kwon Dobbs, Jennifer","{'fsnum': '20156', 'name': 'Kwon Dobbs, Jennifer'}","200","18","","","","","Top: Asian Diasporic Poetry","Full topic title: Workshop: Crafts of Asian Diasporic Poetry","274","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '22:40'}","False","WRIT 120 or equivalent.","","2","O","20262","Topics in Creative Writing","Topic","2026"
"0000171970","1.0","0000022130","ENGL","These courses emphasize the study of literature united by specific formal elements rather than by theme, topic, historical period, or national origin. The genre studied may be broad, such as narrative fiction, or narrowly defined, such as the elegy. The course focuses on the study of literature through a critical exploration of form. May be repeated if topic is different. Prerequisite: WRIT 120 or equivalent.","0","0","0","0","0","ALS-L","Alderks, Elisabeth G.","{'fsnum': '18431', 'name': 'Alderks, Elisabeth G.'}","200","30","","","","","Top: Global Graphic Narratives","","280","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '22:40'}","False","WRIT 120 or equivalent.","","2","O","20262","Topics in Genre","Topic","2026"
"0000171971","1.0","0000025190","ENGL","This course gives students a hands-on opportunity to develop their use of writing strategies and technologies appropriate to workplaces. Course themes include workplace practices, professional ethics, technology resources, promotional resources, and writing on behalf of an organization. Students create individual and collaborative projects including employment documents, proposals, brochures, memos, and other professional genres. Through case studies, readings, and/or client-based projects, students analyze writing practices in a range of professional settings. Offered periodically. Prerequisite: WRIT 120 or equivalent.","0","0","0","0","0","WAC","Shaiman, Jennifer","{'fsnum': '30174', 'name': 'Shaiman, Jennifer'}","200","18","","","","","Professional and Business Writing","","287","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '22:40'}","False","WRIT 120 or equivalent.","","2","O","20262","","Research","2026"
"0000171843","1.0","0000036001","ENGR","How do we ensure complex structures don't fail? How can we model air flow around a wind turbine? How does heat get distributed as a rocket reenters the atmosphere? To solve real-world problems, computational tools are essential in the engineer's toolbox. Students will learn and apply numerical methods for interpolation, differentiation, integration, and solving ordinary and partial differential equations. After grasping these fundamentals, students will use finite element simulation software to model increasingly complex systems. Offered every other year. Prerequisites: PHYS 130, PHYS 131 (or PHYS 124, PHYS 125, and CSCI 121 or CSCI 125), MATH 226, MATH 230.","0","0","0","0","0","","Hazlett, Eric L.","{'fsnum': '31195', 'name': 'Hazlett, Eric L.'}","300","24","","","","","Computer Aided Engineering","","365","{'day': 'Mo', 'end': '10:00', 'location': 'TBA', 'start': '08:30'};{'day': 'Tu', 'end': '10:00', 'location': 'TBA', 'start': '08:30'};{'day': 'We', 'end': '10:00', 'location': 'TBA', 'start': '08:30'};{'day': 'Th', 'end': '10:00', 'location': 'TBA', 'start': '08:30'};{'day': 'Fr', 'end': '10:00', 'location': 'TBA', 'start': '08:30'};{'day': 'Mo', 'end': '13:10', 'location': 'TBA', 'start': '22:40'};{'day': 'Tu', 'end': '13:10', 'location': 'TBA', 'start': '22:40'};{'day': 'We', 'end': '13:10', 'location': 'TBA', 'start': '22:40'};{'day': 'Th', 'end': '13:10', 'location': 'TBA', 'start': '22:40'};{'day': 'Fr', 'end': '13:10', 'location': 'TBA', 'start': '22:40'}","False","Prerequisites: PHYS 130, PHYS 131 (or PHYS 124, PHYS 125, and CSCI 121 or CSCI 125), MATH 226, MATH 230.","","2","O","20262","","Research","2026"
"0000170258","1.0","0000000455","ENVST","This interdisciplinary course uses basic concepts of environmental science to explore global environmental issues. Topics are drawn from recent texts and current periodic literature, and participants will recognize many of the themes from coverage in the media. Because most environmental problems involve issues beyond the sciences, the class examines the economic, political, and ethical dimensions of environmental questions and environmental decision-making. Offered each semester. This course is equivalent to ENCON 111 and students can earn credit from only one of them.","0","0","0","0","0","IST;NST","Abraham, Elizabeth","{'fsnum': '9003395', 'name': 'Abraham, Elizabeth'}","100","35","","9","","6","Intro: Env Studies","This course has junior and senior class-year limits.","137","{'day': 'Mo', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'}","False","False","","2","O","20262","Introduction to Environmental Studies","Research","2026"
"0000173079","1.0","0000039925","ENVST","This course examines environmental issues foregrounded by questions of social justice, exploring how to combine concern for the natural world with attention to inequality and power. How do intersecting oppressions contribute to environmental crises? How do people and communities negotiate with the unequal impacts of environmental degradation? We will experiment with interdisciplinary approaches to unpack the possibilities of ""environmental justice"" and to engage in research and activism that is radically accountable to the environment and to other people.","0","0","0","0","0","ERC;PAR","Staff","{'fsnum': '', 'name': 'Staff'}","200","26","","","","","Environmental Justice","","233","","False","False","","2","O","20262","","Research","2026"
"0000170227","1.0","0000000460","ENVST","This course is an interdisciplinary seminar on climate throughout the earth's history, including recent changes caused by humankind. It examines the climate system in the larger framework of planetary evolution and explores evidence from the geologic record for climates of the past. Using current scientific literature, students investigate causes of climate change and consider scenarios for future climate based on models incorporating alternative global development strategies. Offered annually. Prerequisites: sophomore standing; one level I biology, chemistry, or physics course or ENVST 137 strongly encouraged.","0","0","0","0","0","IST;NST;NTS","Gothmann, Anne M.","{'fsnum': '29141', 'name': 'Gothmann, Anne M.'}","200","26","","","","","Global Climate Change","","245","{'day': 'Mo', 'end': '15:00', 'location': 'RNS 190', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 190', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'RNS 190', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'RNS 190', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'RNS 190', 'start': '13:00'}","False","Prerequisites: sophomore standing; one level I biology, chemistry, or physics course or ENVST 137 strongly encouraged.","","2","O","20262","","Research","2026"
"0000172121","1.0","0000000649","FAMST","Students explore how family relationships are influenced by social, historical, and political contexts. Drawing on a range of disciplinary contexts and research, this course underscores the ways family relationships are constructed, sustained and challenged in society, with emphasis on theories and practice of family communication. Students draw on the relational dynamics studied in the introductory family studies course to transition to elaborating on the complexities of family functioning in U.S. society and beyond. Offered each semester.","0","0","0","0","0","","Anderson, Wendy D.","{'fsnum': '10757', 'name': 'Anderson, Wendy D.'}","200","28","2","8","10","8","Family Relationships","","242","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '22:40'}","False","False","","2","O","20262","","Research","2026"
"0000171972","1.0","0000000489","FREN","Students delve into advanced French language and culture through background readings, site visits, and multimedia exploration of topics including the French court, the medieval cathedral, visual art, immigration, and social protest. They read, discuss, and analyze texts from the Middle Ages to the 21st century, engaging with plays and films to discover Paris through diverse perspectives. Taught in French. Offered alternate years during January term. Apply through Smith Center for Global Engagement. Prerequisite: One French 250-level course (two recommended).","11","0","4","4","3","GHS;OEP;ORC;WRI","Yoshioka-Maxwell, Livi C.","{'fsnum': '29128', 'name': 'Yoshioka-Maxwell, Livi C.'}","200","15","","","","","ID French Studies - Paris","One French 250-level course (two recommended)                                   ;This is a study abroad course. You will find this course listed in Studio Abroad;under its course title.","275","","False","One French 250-level course (two recommended).","","2","O","20262","Interdisciplinary French Studies in Paris","Research","2026"
