"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","number","offerings","pn","section","semester","status","term","type","year"
"0000018910","1.0","0000000004","AMST","27","1","13","5","8","HBS;MCS-D","Farrell, James","{'fsnum': '2030', 'name': 'Farrell, James'}","100","25","","","","","Perspec Amer Culture","100","{'day': 'Mo', 'end': '13:50', 'location': 'CH 110', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CH 110', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'CH 110', 'start': '12:55'}","False","","1","C","19961","Research","1996"
"0000018911","1.0","0000000015","AMST","1","0","0","0","1","","Farrell, James","{'fsnum': '2030', 'name': 'Farrell, James'}","300","","","","","","IR/Wendell Berry","398","","False","","1","O","19961","Research","1996"
"0000019780","1.0","0000001482","ARMS","25","2","7","6","10","MCS-D;WRI","Hepburn, Joan;Fitzgerald, Michael","{'fsnum': '3322', 'name': 'Hepburn, Joan'};{'fsnum': '2113', 'name': 'Fitzgerald, Michael'}","100","50","","","","","Intro to Arms","121","{'day': 'Tu', 'end': '14:45', 'location': 'M 4', 'start': '13:20'};{'day': 'Th', 'end': '14:45', 'location': 'M 4', 'start': '13:20'}","False","","1","O","19961","Research","1996"
"0000018912","1.0","0000000018","ART","19","12","1","4","2","ALS-A","Griep, Mary","{'fsnum': '2757', 'name': 'Griep, Mary'}","100","22","15","6","13","3","Foundation Drawing","110","{'day': 'Mo', 'end': '12:45', 'location': 'FH 42', 'start': '22:45'};{'day': 'We', 'end': '12:45', 'location': 'FH 42', 'start': '22:45'};{'day': 'Fr', 'end': '12:45', 'location': 'FH 42', 'start': '22:45'}","False","","1","O","19961","Research","1996"
"0000018913","0.5","0000000019","ART","21","8","3","2","8","ALS-A","Griep, Mary","{'fsnum': '2757', 'name': 'Griep, Mary'}","100","22","10","4","7","3","Found Perceptual Draw","111","{'day': 'Mo', 'end': '10:00', 'location': 'FH AB', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'FH AB', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'FH AB', 'start': '09:05'}","False","A","1","O","19961","Research","1996"
"0000018914","0.5","0000000019","ART","19","11","1","4","3","ALS-A","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","100","22","14","6","11","3","Found Perceptual Draw","111","{'day': 'Tu', 'end': '14:45', 'location': 'FH 42', 'start': '13:20'};{'day': 'Th', 'end': '14:45', 'location': 'FH 42', 'start': '13:20'}","False","B","1","O","19961","Research","1996"
"0000018915","0.5","0000000020","ART","19","8","5","4","2","ALS-A","Shoger, Jan","{'fsnum': '7486', 'name': 'Shoger, Jan'}","100","22","15","6","11","2","Found Conceptual Draw","112","{'day': 'Mo', 'end': '14:55', 'location': 'FH 42', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'FH 42', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'FH 42', 'start': '14:00'}","False","","1","O","19961","Research","1996"
"0000018916","0.5","0000000021","ART","22","5","4","8","5","ALS-A","Arneson, Wendell","{'fsnum': '276', 'name': 'Arneson, Wendell'}","100","22","6","5","9","4","Found Color Design","113","{'day': 'Mo', 'end': '11:40', 'location': 'FH AB', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'FH AB', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'FH AB', 'start': '10:45'}","False","A","1","C","19961","Research","1996"
"0000018917","0.5","0000000021","ART","22","6","1","5","10","ALS-A","Arneson, Wendell","{'fsnum': '276', 'name': 'Arneson, Wendell'}","100","22","9","5","10","4","Found Color Design","113","{'day': 'Mo', 'end': '12:45', 'location': 'FH AB', 'start': '23:50'};{'day': 'We', 'end': '12:45', 'location': 'FH AB', 'start': '23:50'};{'day': 'Fr', 'end': '12:45', 'location': 'FH AB', 'start': '23:50'}","False","B","1","C","19961","Research","1996"
"0000018918","0.5","0000000022","ART","14","9","1","3","1","ALS-A","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","100","15","7","5","7","3","Foundation Sculpture","114","{'day': 'Tu', 'end': '09:25', 'location': 'FH 18', 'start': '08:00'};{'day': 'Th', 'end': '09:25', 'location': 'FH 18', 'start': '08:00'}","False","A","1","O","19961","Research","1996"
"0000018919","0.5","0000000022","ART","13","7","2","1","3","ALS-A","Dell, Irve","{'fsnum': '1369', 'name': 'Dell, Irve'}","100","15","5","3","5","3","Foundation Sculpture","114","{'day': 'Tu', 'end': '16:00', 'location': 'FH 18', 'start': '15:05'};{'day': 'Th', 'end': '16:00', 'location': 'FH 18', 'start': '15:05'}","False","B","1","O","19961","Research","1996"
"0000018920","0.5","0000000023","ART","15","3","3","3","6","ALS-A","Ojala, Margaret","{'fsnum': '5816', 'name': 'Ojala, Margaret'}","100","20","4","5","7","4","Found Photography","115","{'day': 'Tu', 'end': '09:25', 'location': 'FH 2', 'start': '08:00'};{'day': 'Th', 'end': '09:25', 'location': 'FH 2', 'start': '08:00'}","False","A","1","O","19961","Research","1996"
"0000018921","0.5","0000000023","ART","15","2","3","8","2","ALS-A","Ojala, Margaret","{'fsnum': '5816', 'name': 'Ojala, Margaret'}","100","20","4","5","8","4","Found Photography","115","{'day': 'Tu', 'end': '11:00', 'location': 'FH 2', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'FH 2', 'start': '09:35'}","False","B","1","O","19961","Research","1996"
"0000018922","0.5","0000000024","ART","15","4","4","1","6","ALS-A","Gallas, Ron","{'fsnum': '2492', 'name': 'Gallas, Ron'}","100","20","10","6","7","4","Found Ceramics: Hand","116","{'day': 'Tu', 'end': '11:00', 'location': 'FH 19', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'FH 19', 'start': '09:35'}","False","","1","O","19961","Research","1996"
"0000018923","0.5","0000000026","ART","12","2","3","4","3","ALS-A","Gallas, Ron","{'fsnum': '2492', 'name': 'Gallas, Ron'}","100","16","3","4","6","3","Found Ceramics: Throw","119","{'day': 'Tu', 'end': '16:30', 'location': 'FH 19', 'start': '15:00'};{'day': 'Th', 'end': '16:30', 'location': 'FH 19', 'start': '15:00'}","False","A","1","O","19961","Research","1996"
"0000018924","0.5","0000000026","ART","10","2","2","2","4","ALS-A","Gallas, Ron","{'fsnum': '2492', 'name': 'Gallas, Ron'}","100","7","","","","","Found Ceramics: Throw","119","{'day': 'Tu', 'end': '14:45', 'location': 'FH 19', 'start': '13:20'};{'day': 'Th', 'end': '14:45', 'location': 'FH 19', 'start': '13:20'}","False","B","1","C","19961","Research","1996"
"0000018925","1.0","0000000027","ART","10","7","0","0","3","ALS-A","Shoger, Jan","{'fsnum': '7486', 'name': 'Shoger, Jan'}","100","15","15","","","","Honors Found Drawing","120","{'day': 'Mo', 'end': '10:00', 'location': 'FH 42', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'FH 42', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'FH 42', 'start': '08:00'}","False","","1","O","19961","Research","1996"
"0000018926","1.0","0000000031","ART","33","7","3","13","10","ALS-A;HWC;WRI","Michelli, Perette","{'fsnum': '5286', 'name': 'Michelli, Perette'}","100","60","30","17","24","10","Ancient--Medieval","150","{'day': 'Mo', 'end': '14:55', 'location': 'FH 01', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'FH 01', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'FH 01', 'start': '14:00'}","False","","1","O","19961","Research","1996"
"0000018927","1.0","0000000033","ART","21","0","6","5","10","","Arneson, Wendell","{'fsnum': '276', 'name': 'Arneson, Wendell'}","200","20","","9","7","8","Oil/Acrylic Paintng","231","{'day': 'Mo', 'end': '14:55', 'location': 'FH 40', 'start': '12:55'};{'day': 'We', 'end': '14:55', 'location': 'FH 40', 'start': '12:55'};{'day': 'Fr', 'end': '14:55', 'location': 'FH 40', 'start': '12:55'}","False","","1","C","19961","Research","1996"
"0000018928","1.0","0000000035","ART","10","0","2","2","6","","Dell, Irve","{'fsnum': '1369', 'name': 'Dell, Irve'}","200","10","","6","","6","Sculpt: Metal Casting","233","{'day': 'Tu', 'end': '14:45', 'location': 'FH 18', 'start': '23:45'};{'day': 'Th', 'end': '14:45', 'location': 'FH 18', 'start': '23:45'}","False","","1","C","19961","Research","1996"
"0000018929","1.0","0000000037","ART","7","0","2","0","5","","Edwins, Steven","{'fsnum': '1564', 'name': 'Edwins, Steven'}","200","20","","10","13","6","Arch Drawing/Design I","235","{'day': 'Mo', 'end': '14:55', 'location': 'FH AB', 'start': '12:55'};{'day': 'We', 'end': '14:55', 'location': 'FH AB', 'start': '12:55'};{'day': 'Fr', 'end': '14:55', 'location': 'FH AB', 'start': '12:55'}","False","","1","O","19961","Research","1996"
"0000018930","1.0","0000000038","ART","15","0","3","4","8","","Shoger, Jan","{'fsnum': '7486', 'name': 'Shoger, Jan'}","200","15","","6","4","6","Printmkg: Relief/Litho","236","{'day': 'Mo', 'end': '12:45', 'location': 'FH 44', 'start': '22:45'};{'day': 'We', 'end': '12:45', 'location': 'FH 44', 'start': '22:45'};{'day': 'Fr', 'end': '12:45', 'location': 'FH 44', 'start': '22:45'}","False","","1","C","19961","Research","1996"
"0000018931","1.0","0000000045","ART","6","1","3","2","0","","Gallas, Ron","{'fsnum': '2492', 'name': 'Gallas, Ron'}","200","15","","12","13","6","Ceramics","244","{'day': 'Tu', 'end': '14:45', 'location': 'FH 19', 'start': '23:45'};{'day': 'Th', 'end': '14:45', 'location': 'FH 19', 'start': '23:45'}","False","","1","O","19961","Research","1996"
"0000018932","1.0","0000001500","ART","18","1","6","8","3","","","","200","20","","9","9","6","Graphic Design","246","{'day': 'Mo', 'end': '22:00', 'location': 'FH AB', 'start': '19:00'};{'day': 'Th', 'end': '22:00', 'location': 'FH AB', 'start': '19:00'}","False","","1","O","19961","Research","1996"
"0000018933","1.0","0000000046","ART","9","1","5","1","2","","Ojala, Margaret","{'fsnum': '5816', 'name': 'Ojala, Margaret'}","200","12","","8","7","4","Photography","248","{'day': 'Tu', 'end': '14:45', 'location': 'FH 2', 'start': '23:45'};{'day': 'Th', 'end': '14:45', 'location': 'FH 2', 'start': '23:45'}","False","","1","O","19961","Research","1996"
"0000018934","1.0","0000000051","ART","18","1","6","4","7","ALS-A;HWC","Rohn, Matthew","{'fsnum': '6758', 'name': 'Rohn, Matthew'}","200","50","","21","39","10","High Modernism","252","{'day': 'Mo', 'end': '11:40', 'location': 'FH 01', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'FH 01', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'FH 01', 'start': '10:45'}","False","","1","O","19961","Research","1996"
"0000018935","1.0","0000000053","ART","21","0","5","6","10","ALS-A;HWC","Michelli, Perette","{'fsnum': '5286', 'name': 'Michelli, Perette'}","200","40","","26","31","10","Italian Renaissance","254","{'day': 'Mo', 'end': '10:00', 'location': 'FH 01', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'FH 01', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'FH 01', 'start': '09:05'}","False","","1","O","19961","Research","1996"
"0000018936","1.0","0000001506","ART","38","1","13","11","13","ALS-A;HWC","","","200","50","","21","17","15","Cinema 1950-Present","257","{'day': 'Mo', 'end': '21:30', 'location': 'SC 280', 'start': '19:00'};{'day': 'Tu', 'end': '11:00', 'location': 'FH 01', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'FH 01', 'start': '09:35'}","False","","1","C","19961","Research","1996"
"0000018937","1.0","0000000057","ART","15","1","5","3","6","ALS-A;MCS-G","Gimse, A. Malcolm","{'fsnum': '2641', 'name': 'Gimse, A. Malcolm'}","200","50","","","","","Art of China/Japan","259","{'day': 'Mo', 'end': '13:50', 'location': 'FH 01', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'FH 01', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'FH 01', 'start': '12:55'}","False","","1","O","19961","Research","1996"
"0000018938","1.0","0000000059","ART","23","1","4","0","18","ALS-A","Gimse, A. Malcolm","{'fsnum': '2641', 'name': 'Gimse, A. Malcolm'}","200","50","","15","33","10","Hist of Architecture","261","{'day': 'Tu', 'end': '14:45', 'location': 'FH 01', 'start': '13:20'};{'day': 'Th', 'end': '14:45', 'location': 'FH 01', 'start': '13:20'}","False","","1","O","19961","Research","1996"
"0000018939","1.0","0000000064","ART","9","0","4","0","5","ALS-A","Rohn, Matthew","{'fsnum': '6758', 'name': 'Rohn, Matthew'}","200","14","","9","","8","Issues Art Criticism","270","{'day': 'Tu', 'end': '14:45', 'location': 'FH SEM', 'start': '13:20'};{'day': 'Th', 'end': '14:45', 'location': 'FH SEM', 'start': '13:20'}","False","","1","O","19961","Research","1996"
"0000018940","1.0","0000000069","ART","1","0","0","0","1","","Dell, Irve","{'fsnum': '1369', 'name': 'Dell, Irve'}","200","","","","","","IS/Functnl Sculpture","298","","False","","1","O","19961","Research","1996"
"0000018941","1.0","0000000069","ART","1","0","1","0","0","","Gallas, Ron","{'fsnum': '2492', 'name': 'Gallas, Ron'}","200","","","","","","IS/Ceramics","298","","False","A","1","O","19961","Research","1996"
"0000018942","1.0","0000001512","ART","6","0","1","0","5","","Griep, Mary","{'fsnum': '2757', 'name': 'Griep, Mary'}","300","12","","8","","8","Painting II","331","{'day': 'Mo', 'end': '14:55', 'location': 'FH 40', 'start': '12:55'};{'day': 'We', 'end': '14:55', 'location': 'FH 40', 'start': '12:55'};{'day': 'Fr', 'end': '14:55', 'location': 'FH 40', 'start': '12:55'}","False","","1","O","19961","Research","1996"
"0000018943","1.0","0000000073","ART","1","0","0","0","1","","","","300","","","","","","Internship","394","","True","","1","O","19961","Research","1996"
"0000018944","1.0","0000000075","ART","1","0","0","0","1","","Griep, Mary","{'fsnum': '2757', 'name': 'Griep, Mary'}","300","","","","","","IR/Adv Oil Painting","398","","False","","1","O","19961","Research","1996"
"0000018945","1.0","0000000075","ART","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","IR/","398","","False","A","1","O","19961","Research","1996"
"0000018946","1.0","0000000078","ASIAN","25","9","2","8","6","HBS;MCS-G","Larson, Phyllis Hyland","{'fsnum': '4624', 'name': 'Larson, Phyllis Hyland'}","100","30","","","","","Asian Cultures","121","{'day': 'Mo', 'end': '13:50', 'location': 'M 1', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'M 1', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'M 1', 'start': '12:55'}","False","","1","O","19961","Research","1996"
"0000018947","1.0","0000000094","ASIAN","1","0","1","0","0","","Someya, Gia","{'fsnum': '7673', 'name': 'Someya, Gia'}","200","","","","","","IS/Japanese Culture","298","","False","","1","O","19961","Research","1996"
"0000018948","1.0","0000000098","ASIAN","14","0","4","1","9","WRI","Wan, Pin Pin","{'fsnum': '8890', 'name': 'Wan, Pin Pin'}","300","30","","","","","Asia Seminar","399","{'day': 'Tu', 'end': '13:00', 'location': 'M 2', 'start': '23:45'};{'day': 'Th', 'end': '13:00', 'location': 'M 2', 'start': '23:45'}","False","","1","O","19961","Seminar","1996"
"0000018949","1.0","0000000102","BIO","88","11","19","39","19","NSC;NSL","","","100","96","","","","","Human Biology","123","{'day': 'Mo', 'end': '10:00', 'location': 'SC 280', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 280', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 280', 'start': '09:05'}","False","","1","O","19961","Research","1996"
"0000018950","","0000000103","BIO","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","100","24","","","","","Human Biology/Lab","123","{'day': 'We', 'end': '16:00', 'location': 'SC 253', 'start': '14:00'}","False","A","1","O","19961","Lab","1996"
"0000018951","","0000000103","BIO","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","100","24","","","","","Human Biology/Lab","123","{'day': 'Th', 'end': '10:00', 'location': 'SC 253', 'start': '08:00'}","False","B","1","O","19961","Lab","1996"
"0000018952","","0000000103","BIO","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","100","24","","","","","Human Biology/Lab","123","{'day': 'Th', 'end': '14:00', 'location': 'SC 253', 'start': '12:00'}","False","C","1","O","19961","Lab","1996"
"0000018953","","0000000103","BIO","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","100","24","","","","","Human Biology/Lab","123","{'day': 'Th', 'end': '17:00', 'location': 'SC 253', 'start': '15:00'}","False","D","1","O","19961","Lab","1996"
"0000018954","1.0","0000000106","BIO","48","29","1","11","7","NSC;NSL","Cole, Eric","{'fsnum': '1206', 'name': 'Cole, Eric'}","100","72","","","","","Cellular Bio & Genetics","125","{'day': 'Mo', 'end': '08:55', 'location': 'SC 278', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'SC 278', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'SC 278', 'start': '08:00'}","False","A","1","C","19961","Research","1996"
"0000018956","1.0","0000000106","BIO","69","46","1","20","2","NSC;NSL","Pritchard, Kristen","{'fsnum': '6419', 'name': 'Pritchard, Kristen'}","100","72","","","","","Cellular Bio & Genetics","125","{'day': 'Mo', 'end': '10:00', 'location': 'SC 278', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 278', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 278', 'start': '09:05'}","False","B","1","C","19961","Research","1996"
"0000018958","1.0","0000000106","BIO","66","7","4","49","6","NSC;NSL","Giannini, John","{'fsnum': '2593', 'name': 'Giannini, John'}","100","72","","","","","Cellular Bio & Genetics","125","{'day': 'Mo', 'end': '11:40', 'location': 'SC 278', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SC 278', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SC 278', 'start': '10:45'}","False","C","1","C","19961","Research","1996"
"0000018960","1.0","0000000106","BIO","47","19","1","26","1","NSC;NSL","Cabe, Paul","{'fsnum': '890', 'name': 'Cabe, Paul'}","100","48","","","","","Cellular Bio & Genetics","125","{'day': 'Mo', 'end': '12:45', 'location': 'SC 278', 'start': '23:50'};{'day': 'We', 'end': '12:45', 'location': 'SC 278', 'start': '23:50'};{'day': 'Fr', 'end': '12:45', 'location': 'SC 278', 'start': '23:50'}","False","D","1","C","19961","Research","1996"
"0000018955","","0000000107","BIO","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","100","24","","","","","Cell Bio & Genetics/Lab","125","{'day': 'Mo', 'end': '16:00', 'location': 'SC 273', 'start': '14:00'}","False","A","1","O","19961","Lab","1996"
"0000018957","","0000000107","BIO","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","100","24","","","","","Cell Bio & Genetics/Lab","125","{'day': 'Tu', 'end': '17:00', 'location': 'SC 273', 'start': '15:00'}","False","B","1","O","19961","Lab","1996"
"0000018959","","0000000107","BIO","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","100","24","","","","","Cell Bio & Genetics/Lab","125","{'day': 'We', 'end': '13:50', 'location': 'SC 273', 'start': '23:50'}","False","C","1","O","19961","Lab","1996"
"0000018961","","0000000107","BIO","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","100","24","","","","","Cell Bio & Genetics/Lab","125","{'day': 'Tu', 'end': '10:00', 'location': 'SC 273', 'start': '08:00'}","False","D","1","C","19961","Lab","1996"
"0000018962","","0000000107","BIO","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","100","24","","","","","Cell Bio & Genetics/Lab","125","{'day': 'Tu', 'end': '13:45', 'location': 'SC 273', 'start': '23:45'}","False","E","1","O","19961","Lab","1996"
"0000018963","","0000000107","BIO","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","100","20","","","","","Cell Bio & Genetics/Lab","125","{'day': 'Tu', 'end': '17:00', 'location': 'SC 263', 'start': '15:00'}","False","F","1","O","19961","Lab","1996"
"0000018964","","0000000107","BIO","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","100","24","","","","","Cell Bio & Genetics/Lab","125","{'day': 'We', 'end': '16:30', 'location': 'SC 273', 'start': '14:30'}","False","G","1","O","19961","Lab","1996"
"0000018965","","0000000107","BIO","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","100","24","","","","","Cell Bio & Genetics/Lab","125","{'day': 'Th', 'end': '13:45', 'location': 'SC 273', 'start': '23:45'}","False","H","1","O","19961","Lab","1996"
"0000018966","","0000000107","BIO","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","100","24","","","","","Cell Bio & Genetics/Lab","125","{'day': 'Fr', 'end': '16:00', 'location': 'SC 273', 'start': '14:00'}","False","I","1","C","19961","Lab","1996"
"0000018967","","0000000107","BIO","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","100","24","","","","","Cell Bio & Genetics/Lab","125","{'day': 'Th', 'end': '10:00', 'location': 'SC 273', 'start': '08:00'}","False","J","1","C","19961","Lab","1996"
"0000018968","","0000000107","BIO","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","100","24","","","","","Cell Bio & Genetics/Lab","125","{'day': 'Th', 'end': '17:00', 'location': 'SC 273', 'start': '15:00'}","False","K","1","O","19961","Lab","1996"
