"clbid","credits","crsid","department","description","enrolled","firstyear","gereqs","groupid","grouptype","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000140850","1.0","0000000029","ART","This course introduces students to digital photographic processes as a means for creating works of art. Students learn terminology and critical approaches to photography. The course includes presentations on concepts and photographers' works, discussions of articles, and regular critiques. Students are introduced to the history of the medium through presentations and readings. Students develop critical skills and the ability to analyze and interpret photographic work. Materials fee. Offered each semester. Also counts toward management studies concentration.","16","","CRE","","","D'Angelo M. Christian","","S","200","16","Photography","The materials fee for ART 205 will be $170.","205","{'day': 'Mo', 'end': '12:10', 'location': 'CAD 122', 'start': '10:40'};{'day': 'Tu', 'end': '12:10', 'location': 'CAD 122', 'start': '10:40'};{'day': 'We', 'end': '12:10', 'location': 'CAD 122', 'start': '10:40'};{'day': 'Th', 'end': '12:10', 'location': 'CAD 122', 'start': '10:40'};{'day': 'Fr', 'end': '12:10', 'location': 'CAD 122', 'start': '10:40'};{'day': 'Mo', 'end': '15:00', 'location': 'CAD 122', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 122', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 122', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 122', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 122', 'start': '13:00'}","False","False","","2","","","C","20212","","Research","2021"
"0000140928","1.0","0000036253","REL","How do biblical narratives tell the story of land, water, and creature alongside that of humans and how have Jewish, Christian, and Muslim communities understood and applied these sacred texts? This course introduces eco-critical methods of biblical study to determine the Bible’s ecological efficacy. Students explore historical and contemporary ideological landscapes to analyze how the Bible has impacted variant environmental dispositions and practices. Also counts toward environmental studies major and concentration.","20","","RFV","","","Kiara Jorgenson","","S","100","20","A Green Bible?","","124","","False","False","","2","","","C","20212","","Research","2021"
"0000141250","1.0","0000000626","HIST","This course offers selected surveys in historical studies. Topics depend on instructor. Recent topics have included ""Women in Early America,"" ""U.S.-Latin American Relations,"" and ""Doing Public History."" May be repeated if topic is different. Offered periodically.","22","","GHS","","","Sara Halpern","","A","200","22","Top: Race/Ethnicity/Nation Mod Euro","","299","","False","False","","2","","","C","20212","Topics in History","Topic","2021"
"0000141266","1.0","0000016236","HIST","Selected topics in historical studies, depending on instructor. Offered periodically. Prerequisite: first-year student standing.","23","","GHS","","","Sergio E. Pinto-Handler","","S","100","24","Top: Race in Latin America","","189","","False","first-year student standing.","","2","","","O","20212","Topical Seminar","Topic","2021"
"0000141325","1.0","0000000982","PHIL","Valuing nature raises significant philosophical and ethical issues. This course considers the nature of animal life, the character and control of pollution, the conflict between preservationism and conservationism, corporate and governmental responsibility for the eco-crisis, the use of economic categories to assess wilderness areas and endangered species, the conflict between eco-holism and individualism, and the philosophy of wilderness management. Offered annually. Also counts toward environmental studies major (all emphases) and environmental studies and management studies concentrations.","23","0/0","ERC","","","Alberto Urquidez","","S","200","22","Environmental Ethics","Open only to juniors and seniors.;Prerequisite: completion of BTS-T or permission of instructor.","257","","False","completion of BTS-T or permission of instructor.","","2","","0/0","C","20212","","Research","2021"
"0000141333","1.0","0000000075","ART","Prerequisites: (for studio art) four foundation courses and three courses in area of study.;Prerequisites: (for art history) three courses in area of study.","4","","","","","Peter B. Nelson","","S","300","4","IR/Fifth-Year Emerging Artist","","398","","False","Prerequisites: (for studio art) four foundation courses and three courses in area of study.\nPrerequisites: (for art history) three courses in area of study.","A","2","","","C","20212","Independent Research","Research","2021"
"0000141339","1.0","0000001152","PSCI","Students who have taken five political science courses, one of which is in the area of the proposed research, may propose an independent research project to a member of the departmental faculty. Prerequisite: PSCI 220 and one course in the subfield, or permission of instructor.","1","","","","","Douglas J. Casson","","S","300","0","IR/Tracing Korean Ideology","","398","","False","PSCI 220 and one course in the subfield, or permission of instructor.","A","2","","","C","20212","Independent Research","Research","2021"
"0000141668","1.0","0000020060","REL","","35","","CTD","","","Benjamin E. Heidgerken","","S","200","35","Tolkien and Theology","","238","","False","False","","2","","","C","20212","","Research","2021"
"0000142360","1.0","0000036002","MUSIC","The musical product is an artistic expression; acquiring the skills necessary to make good music depends on the performer's analytical thinking and good time management - also, at times, imagination. This performance-based course will help students develop good practice management skills, working with several strategies and techniques that may enable them to better discern and achieve their musical objectives. Offered periodically during Interim. Prerequisite: permission of instructor.","14","","","","","Scott Anderson","","S","200","14","Practicing for Musical Success","Registration by permission of instructor only.","227","{'day': 'Mo', 'end': '12:40', 'location': 'CHM 233', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'CHM 233', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'CHM 233', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'CHM 233', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'CHM 233', 'start': '10:40'}","False","permission of instructor.","","2","","","C","20212","","Research","2021"
"0000142472","1.0","0000001232","REL","This course examines the ethical teachings of Jesus as found in the canonical Gospels (with special focus on the Sermon on the Mount), explores how these teachings have been understood at some major moments in Western history, and brings them to bear on the task of contemporary ethical reflection. Issues examined include, for example, non-violence, social and economic justice, sexuality, and ethnic conflict. Offered periodically. Also counts toward ancient studies major.","28","0/0","ERC","","","James Hanson","","S","200","25","The Ethics of Jesus","Open only to juniors and seniors.;Prerequisite: completion of BTS-T or permission of instructor.","276","","False","completion of BTS-T or permission of instructor.","","2","","1/0","C","20212","","Research","2021"
"0000142504","1.0","0000001357","SWRK","Students explore service to human beings as a profession, both vocation and avocation. Who needs help? Who helps? Where? How? What motivates people to help? Using the liberal arts as a foundation for helping people, students study opportunities in areas such as health care, social services, ministry, youth work, and the arts. The class includes lectures, discussions, speakers, and field visits. Open only to first-year students. Offered annually in Interim. Does not count toward social work major.","16","0/0","","","","Kristen Perron","4/6","S","100","14","I Want to Help People","This course has class-year limits and is not open to first-year students.;This course includes an academic civic engagement (ACE) component.","120","","False","False","B","2","1/6","11/12","C","20212","","Research","2021"
"0000142533","1.0","0000020054","ART","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of two-dimensional art-making and the ways drawing informs the creation and understanding of art in cultural contexts. Students explore color, value, form, and space through a wide variety of materials. The course emphasizes strategies for idea generation and visual problem solving. Students engage in spirited investigation, critiques, and thoughtful creative expression. Materials fee. Offered each semester.","17","8/8","CRE","","","Michon Weeks","","S","100","20","Foundation 2-D Media","This course is open to a limited number of first-year students.","102","{'day': 'Mo', 'end': '12:10', 'location': 'CAD 216', 'start': '10:40'};{'day': 'Tu', 'end': '12:10', 'location': 'CAD 216', 'start': '10:40'};{'day': 'We', 'end': '12:10', 'location': 'CAD 216', 'start': '10:40'};{'day': 'Th', 'end': '12:10', 'location': 'CAD 216', 'start': '10:40'};{'day': 'Fr', 'end': '12:10', 'location': 'CAD 216', 'start': '10:40'};{'day': 'Mo', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'}","False","False","","2","","","C","20212","Foundation Two-Dimensional Media","Research","2021"
"0000142535","1.0","0000002168","PHIL","Kierkegaard is regarded as the founder of both existentialism and existential psycho-analysis. In this seminar, we will study and assess his views on mental health issues (e.g. anxiety and depression) and their relation to both our ethical and spiritual well-being.","24","","WAC","","","Gordon D. Marino","","S","200","18","Top: Kierkegaard's Philosoph Psych","","247","","False","False","","2","","","C","20212","Selected Topics in Philosophy","Topic","2021"
"0000142537","1.0","0000022443","PSYCH","","29","","","","","Jeremy Loebach","","S","200","25","Psychology of Hearing","","222","","False","False","","2","","","C","20212","","Research","2021"
"0000142548","1.0","0000000229","CLASS","With their tales of shape-shifting, vengeance, heroic quests, and tragic turns of fortune, the myths of the ancient Greeks and Romans have long inspired artists, poets, and philosophers. Even today, they continue to influence how human beings view the world and interact with one another. In this course students read thought-provoking stories about gods, heroes, and mortals, explore them in their original contexts, and investigate their connections with modern times and with students' own experiences. Offered annually. Also counts toward ancient studies, Greek, and Latin majors.","33","","CRE","","","Kathryn L. Steed","","S","100","30","Greek & Roman Myth-Tr","","120","","False","False","","2","","","C","20212","Greek and Roman Myth","Research","2021"
"0000142549","1.0","0000000225","CLASS","This course introduces students to the wild and wacky world of ancient Greek and Roman comedy. It traces the development of the genre with discussion of how the plays were produced in antiquity and what influence they wielded on the drama of later centuries. Students read works by Aristophanes, Menander, Plautus, and Terence and stage selected scenes. Offered periodically during Interim. Also counts toward ancient studies, Greek, and Latin majors.","36","","CRE","","","Anne Groton","","S","100","30","Ancient Comedy-Tr","","126","","False","False","","2","","","C","20212","Ancient Comedy: A Funny Thing Happened","Research","2021"
"0000142550","1.0","0000022130","ENGL","This course examines poetry written by African poets who have emerged since the 1980s. Students study the factors that have influenced the development of African poetry and learn to evaluate how literature enacts and reflects the efforts of individuals and groups to negotiate political, social, and cultural contexts. Course materials and discussions invite the exploration of African poets and their poetic personas as witnesses, activists, and spokespeople, and their struggle against tyranny, dictatorship, oppression, and injustice. Offered periodically. Prerequisite: FYW or WRR.","15","","","","","Dike Okoro","","S","200","30","Top: Contemporary African Poetry","","280","","False","FYW or WRR.","B","2","","","O","20212","Topics in Genre","Topic","2021"
"0000142551","1.0","0000000572","HIST","Recent struggles for racial justice have reignited debates about how US history should be told. Do we have one cohesive history? Whose stories should we tell and why? Who gets to choose? This course explores these questions by analyzing recent attempts to create and present a national history. We examine the 1619 Project, which foregrounds the introduction of slavery to North America, the 1776 Project, which locates patriotism as an essential element of history education, and Educating for American Democracy, which emphasizes civic understanding. At its core, this course asks students to consider history as a space of conflict for the present and the future.","24","","GHS","","","Kent J. Weber","","S","100","24","Top: History Wars in the U.S.","","188","","False","False","A","2","","","C","20212","Topical Seminar","Topic","2021"
"0000142552","1.0","0000017201","HIST","This seminar designed for majors examines secession and the southern rebellion, especially their relationship to slavery and racial violence. Topics include society during wartime, gender and the home front, what happened on the battlefield and the coming of emancipation. The course concludes with an examination of the modern debates over the Confederate legacy, including the controversy over Confederate statues at places like Charlottesville and Richmond.","17","","","","","Michael Fitzgerald","","S","200","20","Top: Confederacy in Reality & Myth","","297","","False","False","","2","","","O","20212","Topical Seminar","Topic","2021"
"0000142558","1.0","0000000779","MGMT","This course investigates the legal framework in which business enterprise is conducted, including personal rights and duties, contracts, sales, agency, negotiable personal rights and duties, negotiable instruments, bailments, personal property and corporate obligations, and equities. Offered annually in the spring semester. Prerequisite: one of Economics 110-121 and sophomore standing or above, or permission of instructor.","15","0/0","","","","Adam J. Dowd","","S","200","30","Legal Aspects of Bus","Not open to first-year students.","252","","False","one of Economics 110-121 and sophomore standing or above, or permission of instructor.","","2","","","O","20212","Legal Aspects of Business","Research","2021"
"0000142566","1.0","0000000465","ENVST","","1","","","","","Anne M. Gothmann","","S","200","0","IS/Sustainability in the U.S. NPS","","298","","False","False","A","2","","","C","20212","Independent Study","Research","2021"
"0000142570","1.0","0000028963","BIO","This course will cover a range of topics related to fungi, including types of fungi, their nutritional needs, medical mycology, and how fungi affect plant growth. The course consists of lectures and direct interaction with fungal specimens.","20","","","","","Steven Cole","","S","200","20","Top: Mycology","Prerequisite: BIO 150","292","","False","BIO 150","","2","","","C","20212","Topics in Biology","Topic","2021"
"0000142571","1.0","0000033762","PHIL","Confucius, Buddha, and Socrates are foundational philosophers of the ancient world. Yet, Socrates holds a privileged position in the history of philosophy due to his emphasis on reason, argumentation, and his influence on Plato. In this course students take a comparative approach to the philosophies of these three thinkers with the aim of examining their method of practicing philosophy, analyzing their philosophical theories, and investigating what it is to be a philosopher in each of their cultures. Offered annually. Also counts toward Asian studies major and concentration. Prerequisite: first-year student or sophomore standing.","20","","GHS","","","Danny Muñoz-Hutchinson","1/0","S","100","20","Confucius, Buddha, and Socrates","This course is open only for sophomore and first-year students.","117","","False","first-year student or sophomore standing.","","2","0/0","","C","20212","","Research","2021"
"0000142572","1.0","0000001142","PSCI","Korea is now the only divided country in the world and is technically at war since its armistice in 1953. Its division continues to pose a serious security threat to its neighbors in Asia and the U.S. This course will engage students to explore the following questions and think about strategic interactions among states. How did Korea come to be divided in the first place? What role did the U.S. play in its division? How did South Korea, which was as poor as Ghana (per capita income of $490) in the 1950s achieve such a rapid economic growth ($4,832) by 1990 and outdo both Ghana ($481) and North Korea ($725)? Do people in each country want Korea to be reunified? What do their neighboring countries think about their reunification? How are South Korea and its allies coping with North Korea’s nuclear and missile programs? What effect does K-pop have on inter-Korean relations and on its diplomatic ties with China and Japan? Can soft power enable South Korea to overcome geopolitics?","12","","","","","Seo Nyeong Jo","","S","200","27","Top: Politics in the Two Koreas","","299","","False","False","","2","","","O","20212","Topics in Political Science","Topic","2021"
"0000142582","1.0","0000000572","HIST","The Cold War was more than a geopolitical contest between two rival superpowers, but a global phenomenon that transformed societies, cultures, and communities throughout the world. We will follow the ongoing competition between capitalism and communism, but also the process of decolonization and the Civil Rights Movement, the Vietnam War and global protests of 1968, the promise of detente, and the environmental movements of the 1980s. We will focus on the role of popular culture in this period, as film, music, television, and print media were not merely influenced by the dynamics of the Cold War, but rather in their creativity and power were able to change the course of history.","22","","GHS","","","Patrick Wilz","","S","100","24","Top: The Cold War","","188","","False","False","B","2","","","O","20212","Topical Seminar","Topic","2021"
"0000142584","1.0","0000029415","ID","","34","","OEP","","","Elisabeth G. Alderks","","S","200","30","Internship and Reflection Seminar","","295","","True","False","","2","","","C","20212","","Research","2021"
"0000142587","1.0","0000001197","REL","Students examine traditional Christian doctrines in light of feminist critiques and reformulations. The course focuses especially upon language and images of God, the person of Christ and the work of redemption and understandings of human nature. Students evaluate arguments for and against the compatibility of Christianity and feminism. Offered periodicallly. Also counts toward gender and sexuality studies major and concentration.","36","","CTD","","","Dana K. Scopatz","","S","200","35","Intro Feminist Theol","","209","","False","False","","2","","","C","20212","Introduction to Feminist Theology","Research","2021"
"0000142590","1.0","0000037177","NORST","""The Ethics of Print: Hans Christian Andersen, Søren Kierkegaard, and the Danish Golden Age"" will explore the literary polemics of the period (ca. 1800-1850) involving the two figures named in the title. The course fulfills Ethical Issues and Normative Perspectives (EIN), Ethical Reasoning in Context (ERC), and Writing in Context (WRI), and it counts towards the Philosophy and Norwegian majors, and the Nordic Studies concentration.","19","0/0","ERC","","","Troy Wellington Smith","","S","200","19","Top: The Ethics of Print","Prerequisite: completion of BTS-T or permission of instructor.;Open only to juniors and seniors.","219","","False","completion of BTS-T or permission of instructor.","","2","","2/0","C","20212","Transdisciplinary Topics in Nordic Studies","Topic","2021"
"0000142600","1.0","0000037183","ASIAN","In this course students read and analyze a selection of 20th- and 21st-century Japanese novels and short stories in English translation, and then watch film adaptations of the same works. Students analyze the literary and cinematic works in terms of cultural themes, artistic expression, and specific socio-historical contexts. Students learn and apply introductory approaches to adaptation theory, and consider the creative process of adapting literary works to film. Taught in English. No knowledge of Japanese required. Evening film screenings are required in addition to class meetings. Offered periodically during interim. Also counts toward Japanese and film studies majors. Also counts toward film studies concentration.","18","","CRE","","","Joanne Quimby","","S","200","25","Japanese Literature in Film","This course requires evening film screenings, 6:30-9:00 PM. Ask instructor for;schedule.","224","{'day': 'Mo', 'end': '12:40', 'location': 'TOH 312', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TOH 312', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TOH 312', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TOH 312', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TOH 312', 'start': '10:40'}","False","False","","2","","","O","20212","Page to Screen: Modern Japanese Literature in Film","Research","2021"
"0000142601","1.0","0000037182","FAMST","","25","","RFV","","","Erica Kanewischer","","S","200","20","Family, Faith and Values","","230","","False","False","","2","","","C","20212","","Research","2021"
"0000142605","1.0","0000000847","MUSIC","","1","","","","","Karl Wiederwohl","","S","200","0","IS/Trombone Literature and Pedagogy","","298","","False","False","A","2","","","C","20212","Independent Study","Research","2021"
"0000142608","1.0","0000027054","GERM","The genre film often has a reputation as a lower or less artistically valid form of cinema, but scholarship in recent years has called for a reexamination of its status. Genre cinema leads contemporary scholars to reevaluate what were often presented as binary conflicts within film history and view them in a more nuanced light: the tension between cinema as mass medium versus higher art form; its reproduction of reality versus source of imaginative flight. Moreover, genre film has also long been associated with female-identifying filmmakers, as well as spectators. This identification has, of course, played into the films’ status as outside of the traditional (white cishet male dominated) canon. The purpose of this course is to examine films outside of the traditional German cinema canon, as well as explore the conversations around and attitudes towards gender in the Germanophone world from the early twentieth century onwards.","25","","CRE","","","Andrea L. Schmidt","","S","200","35","Top: Gender/Genre in Germ Cinema","Film screenings Monday and Wednesday 7-9pm (optional)","263","","False","False","","2","","","O","20212","Topics in German Arts","Topic","2021"
"0000142617","1.0","0000027324","RACE","This course provides an introduction to critical concepts and key readings about race and racism that are important to the field of Ethnic Studies. Focusing on identities and communities, students learn about racial formation and difference in U.S. and comparative cultural and historical contexts. How does race intersect with class, gender, nation, and sexuality to produce privileges and oppressions? Students survey the emergence of Ethnic Studies through literary texts including art, creative writing, film, music, popular culture, and/or the sciences to become acquainted with interdisciplinary approaches and how concerns for racial equity and social justice formed this academic field. Offered annually. Also counts toward Latin American studies major and Africa and the African Diaspora and Latin American studies concentrations.","27","","CRE;PAR","","","SooJin Pate","","S","100","25","Intro to Race and Ethnic Studies","","121","","False","False","","2","","","C","20212","Introduction to Race and Ethnic Studies","Research","2021"
"0000142620","1.0","0000000454","BI/ES","Conservation biology focuses on the study of biological diversity. Students examine why people should be concerned about the number and types of species on earth, what factors threaten the survival of species, and how people can conserve them. Using principles of ecology and evolution, with input from other disciplines, students gain a better understanding of the impact of humans on biodiversity and the importance of responsible environmental decision-making. Offered annually. Prerequisite: One natural science course.","28","","","","","Naomi Rushing","","S","200","24","Conservation Biology","","226","","False","One natural science course.","","2","","","C","20212","","Research","2021"
"0000142660","0.0","0000037200","ASIAN","","4","","","","","Joanne Quimby","","S","200","10","FLC - Japanese","Prerequisite: Completion of Japanese 231 or equivalent.;Meeting time will be decided based on availablity of the registered students.","224","","True","Completion of Japanese 231 or equivalent.","","2","","","O","20212","","FLAC","2021"
"0000142661","0.5","0000000942","NURS","Does not count toward the major. Students may choose a 1.00, 0.50, or 0.25 credit option","5","","","","","Susan Huehn","","S","200","0","Academic Internship","","294","","True","False","A","2","","","C","20212","","Research","2021"
"0000142666","1.0","0000000544","GREEK","","1","","","","","Anne Groton","","S","200","0","IS/Ancient Greek Comedy: Menander","","298","","False","False","A","2","","","C","20212","Independent Study","Research","2021"
"0000142669","1.0","0000001394","THEAT","Prerequisite: at least three previous courses in department.","1","","OEP","","","Todd F. Edwards","","S","200","0","Academic Internship","","294","","True","at least three previous courses in department.","A","2","","","C","20212","Academic Internships","Research","2021"
"0000142670","0.0","0000001386","THEAT","This theater lab involves the student in the conceptual and practical processes of artistic creation and performance production in theater. Students study current theory and practice as well as historical approaches to performance problems. Lab sessions include creative projects and practical problem-solving in assistant directing, acting, or dramaturgy as part of the St. Olaf theater season. P/N only. First-year students are encouraged to enroll. May be repeated. Registration is by audition or interview only. Offered each semester.","2","","CRE;OEP","","","Peter C. Hansen","","S","200","0","Theater Lab: Act/Direct","Registration by Theater Department permission only.","233","","True","False","","2","","","C","20212","Theater Lab: Acting, Directing, Dramaturgy","Lab","2021"
"0000142671","0.0","0000001390","THEAT","This theater lab involves the student in the conceptual and practical processes of stage performance. Class sessions include practical problem-solving and hands-on experiences for productions which are part of the St. Olaf theater season. Experiences in scenery, props, costumes, lighting, sound, and stage management are available. P/N only. First-year students are encouraged to enroll. May be repeated. Registration is by audition or interview only. The theater lab 253A: Design, Technical Production is offered each semester.","2","","CRE;OEP","","","Megan E. Riley","","S","200","0","Theater Lab: Design/Tech Prod","Registration by Theater Department permission only.","253","","True","False","","2","","","C","20212","Theater Lab: Design, Technical Production","Lab","2021"
"0000142701","1.0","0000001239","REL","","1","","","","","Timothy M. II. Rainey","","S","200","0","IS/Christian Nationalist Education","","298","","False","False","A","2","","","C","20212","Independent Study","Research","2021"
"0000145555","1.0","0000000791","MEDVL","","1","","","","","Anne Groton","","S","300","0","IR/Hunyadi Hungary: A Renaissance","","398","","False","False","A","2","","","C","20212","","Research","2021"
"0000145565","1.0","0000000640","HIST","","1","","","","","Timothy R. Howe","","S","300","0","Academic Internship","","394","","True","False","A","2","","","C","20212","","Research","2021"
"0000145567","1.0","0000001257","REL","","1","","","","","James Hanson","","S","300","0","IR/Queer Christian Perspectives","","398","","False","False","A","2","","","C","20212","Independent Research","Research","2021"
"0000145576","1.0","0000027683","ENGL","This cross-disciplinary course traces the flourishing of British creativity in art, design,and literature from the postwar era to the present--a period in which Britain emerged as an influential nation in a number of creative fields, from music to fashion, product design to architecture. Students examine works, movements, creative practices, and critical methodologies from art, design, and literature in order to develop a panoramic understanding of contemporary British creativity. Offered periodically. Prerequisite: WRIT 120 or equivalent.","18","","CRE","","","Jon T. Naito","","S","200","30","Art, Design & Lit in Britain","","269","","False","WRIT 120 or equivalent.","","2","","","O","20212","Art, Design, and Literature in Britain Since 1950","Research","2021"
"0000145585","1.0","0000000846","MUSIC","","1","","","","","Catherine R. Rodland","","S","200","0","Academic Internship","","294","","True","False","A","2","","","C","20212","","Research","2021"
"0000145600","1.0","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","10","","","","","Jean C. Porterfield","","S","200","0","Academic Internship","","294","","True","False","A","2","","","C","20212","","Research","2021"
"0000145615","1.0","0000001319","SOAN","","1","","","","","Ryan R. Sheppard","","S","300","0","Academic Internship","","394","","True","False","A","2","","","C","20212","","Research","2021"
"0000145619","1.0","0000036753","NORST","","1","","","","R","Jenna M. Coughlin","","S","200","0","IS/Global Perspectives on Thunberg","","298","","False","False","A","2","","","C","20212","Independent Study","Research","2021"
"0000145620","1.0","0000000204","CHEM","","1","","","","","Douglas J. Beussman","","S","200","0","Academic Internship","","294","","True","False","A","2","","","C","20212","","Research","2021"
"0000145629","1.0","0000000464","ENVST","","1","","","","","Anthony Lott","","S","200","0","Academic Internship","","294","","True","False","A","2","","","C","20212","","Research","2021"
"0000145631","1.0","0000000642","HIST","","1","","","","","Timothy R. Howe","","S","300","0","IR/Cultural Exchange & The Crusades","","398","","False","False","A","2","","","C","20212","Independent Research","Research","2021"
"0000145636","1.0","0000001190","PSYCH","Students have the opportunity to work in depth on a research project of interest under the supervision of a member of the psychology department faculty. Offered each semester. Depending on course topic, may count toward the neuroscience concentration. Prerequisite: STAT 110, STAT 212, STAT 214 or ECON 263; PSYCH 230; four additional courses in the department; and permission of instructor. PSYCH 298 is strongly recommended.","1","","","","","Jeremy Loebach","","S","300","0","IR/Face Masks, Unmasked","","398","","False","STAT 110, STAT 212, STAT 214 or ECON 263; PSYCH 230; four additional courses in the department; and permission of instructor. PSYCH 298 is strongly recommended.","A","2","","","C","20212","Independent Research","Research","2021"
"0000145637","1.0","0000000449","ENGL","","1","","","","","Carlos Gallego","","S","300","0","Academic Internship","","394","","True","False","A","2","","","C","20212","","Research","2021"
"0000145647","1.0","0000001394","THEAT","Prerequisite: at least three previous courses in department.","1","","OEP","","","Bryan Schmidt","","S","200","0","Academic Internship","","294","","True","at least three previous courses in department.","B","2","","","C","20212","Academic Internships","Research","2021"
"0000145648","1.0","0000001178","PSYCH","","2","","","","","Carlo O. Veltri","","S","200","0","Academic Internship","","294","","True","False","A","2","","","C","20212","","Research","2021"
"0000145649","1.0","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","1","","","","","Anne Walter","","S","200","0","Academic Internship","","294","","True","False","B","2","","","C","20212","","Research","2021"
"0000145650","1.0","0000000846","MUSIC","","1","","","","","Justin W. Merritt","","S","200","0","Academic Internship","","294","","True","False","B","2","","","C","20212","","Research","2021"
"0000145652","1.0","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","1","","","","","Diane K. Angell","","S","200","0","Academic Internship","","294","","True","False","C","2","","","C","20212","","Research","2021"
"0000145653","1.0","0000001342","SPAN","","1","","","","","Gwen Barnes-Karol","","S","200","0","IS/Spanish Applied to Healthcare","","298","","False","False","A","2","","","C","20212","Independent Study","Research","2021"
"0000145656","1.0","0000001367","SWRK","","2","","","","","Susan E. Smalling","","S","200","0","IS/Economics of the Opioid Crisis","","298","","False","False","A","2","","","C","20212","Independent Study","Research","2021"
"0000145657","1.0","0000001178","PSYCH","","1","","","","","Jeremy Loebach","","S","200","0","Academic Internship","","294","","True","False","B","2","","","C","20212","","Research","2021"
"0000145658","1.0","0000001151","PSCI","Students with ideas for internships are encouraged to approach instructors within the departmentin order to arrange supervision for credit. For Level III credit students must have successfullycompleted a Level II internship in the same area. Prerequisite: PSCI 294.","1","","","","","Douglas J. Casson","","S","300","0","Academic Internship","","394","","True","PSCI 294.","A","2","","","C","20212","","Research","2021"
"0000145667","1.0","0000001233","REL","Students explore the religious significance of selected works of literature and examine how literary plot, character, symbolism, and theme raise religious questions, reveal ethical concerns and imply theological convictions. Offered periodically.","19","","","","","Jason J. Ripley","","S","200","19","Religion & Literature","WRI is pending approval.","280","","False","False","","2","","","C","20212","Religion and Literature","Research","2021"
"0000145668","1.0","0000029314","ENVST","In this course, students examine the ethical underpinnings of the sustainable development concept; explore the interdependence of society and environment in a variety of contexts (primarily but not exclusively in ""developing"" countries); learn about the social factors that have led economic growth to be particularly unsustainable, especially with respect to the environment. Offered annually in the spring semester. Prerequisite: ENVST 137.","16","","ERC","","","Seth Binder","","S","200","18","Sustainable Development","Students that have not met the prerequisite are welcome to register.","235","","False","ENVST 137.","","2","","","O","20212","","Research","2021"
"0000145669","1.0","0000001338","SPAN","","12","","","","","Jonathan P. O'Conner","","S","200","22","Contemporary Issues","","274","","False","False","","2","","","O","20212","","Research","2021"
