"clbid","credits","crsid","department","enrolled","firstyear","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","type","year"
"0000022346","1.0","0000000327","EDUC","8","0/0","","","Martha Wallace","5/21","S","300","25","Tchg of Mathematics","350","{'day': 'Tu', 'end': '09:25', 'location': 'SC 188', 'start': '08:00'};{'day': 'Th', 'end': '09:25', 'location': 'SC 188', 'start': '08:00'}","False","False","","3","3/10","0/0","C","19973","Research","1997"
"0000022347","1.0","0000000329","EDUC","30","0/0","","","Linda Berger","15/15","S","300","25","Tchg Music-Elem Schls","355","{'day': 'Tu', 'end': '14:45', 'location': 'CHM 233', 'start': '13:20'};{'day': 'Th', 'end': '14:45', 'location': 'CHM 233', 'start': '13:20'}","False","False","","3","14/10","1/0","C","19973","Research","1997"
"0000022348","0.5","0000001632","EDUC","3","0/0","","2","Patrice Buresh","1/25","S","300","25","Teaching Phys Educ","362","{'day': 'Tu', 'end': '09:25', 'location': 'SAC 140', 'start': '08:00'};{'day': 'Th', 'end': '09:25', 'location': 'SAC 140', 'start': '08:00'}","False","False","","3","2/10","0/0","C","19973","Research","1997"
"0000022349","0.5","0000000334","EDUC","15","0/0","","1","Larry Fowler","11/20","S","300","25","Tchg of Soc Studies","365","{'day': 'Mo', 'end': '19:30', 'location': 'FH 10', 'start': '18:00'};{'day': 'We', 'end': '19:30', 'location': 'FH 10', 'start': '18:00'}","False","False","","3","4/10","0/0","C","19973","Research","1997"
"0000022350","0.5","0000000335","EDUC","23","1/0","","2","Larry Zimmerman","13/18","S","300","25","Counsel/Comm in Schls","372","{'day': 'Mo', 'end': '13:50', 'location': 'FH 10', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'FH 10', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'FH 10', 'start': '12:55'}","False","False","A","3","7/10","2/0","C","19973","Research","1997"
"0000022351","0.5","0000000335","EDUC","17","0/0","","2","Larry Zimmerman","6/23","S","300","25","Counsel/Comm in Schls","372","{'day': 'Mo', 'end': '14:55', 'location': 'FH 10', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'FH 10', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'FH 10', 'start': '14:00'}","False","False","B","3","9/10","2/0","C","19973","Research","1997"
"0000022352","0.5","0000000336","EDUC","23","1/0","","1","Ann A. Leming","11/15","S","300","25","The Exceptional Child","375","{'day': 'Mo', 'end': '13:50', 'location': 'FH 10', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'FH 10', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'FH 10', 'start': '12:55'}","False","False","A","3","10/10","1/0","C","19973","Research","1997"
"0000022353","0.5","0000000336","EDUC","14","0/0","","1","Ann A. Leming","4/23","S","300","25","The Exceptional Child","375","{'day': 'Mo', 'end': '14:55', 'location': 'FH 10', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'FH 10', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'FH 10', 'start': '14:00'}","False","False","B","3","9/10","1/0","C","19973","Research","1997"
"0000022354","1.0","0000000337","EDUC","1","0/0","","","Ann A. Leming","0/0","S","300","3","The Exceptional Child","376","{'day': 'Mo', 'end': '13:50', 'location': 'FH 10', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'FH 10', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'FH 10', 'start': '12:55'}","False","False","A","3","1/3","0/0","C","19973","Research","1997"
"0000022355","0.5","0000000340","EDUC","25","0/0","","1","Debra E. Anderson","","S","300","999","Senior Seminar Educ","381","{'day': 'Mo', 'end': '08:55', 'location': 'FH 10', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'FH 10', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'FH 10', 'start': '08:00'}","False","False","","3","","0/0","C","19973","Research","1997"
"0000022356","1.0","0000000322","EDUC","16","0/0","","","John Welckle","11/20","S","300","25","Social Studies Persp","334","{'day': 'Tu', 'end': '13:10', 'location': 'FH 10', 'start': '11:45'};{'day': 'Th', 'end': '13:10', 'location': 'FH 10', 'start': '11:45'}","False","False","","3","5/10","0/0","C","19973","Research","1997"
"0000022357","0.5","0000000342","EDUC","25","0/0","","2","Myron L. Solid","0/0","S","300","999","Human ISSues in Educ","385","{'day': 'Mo', 'end': '16:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '16:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '16:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '16:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '16:00', 'location': 'TBA', 'start': '13:00'}","False","False","","3","","0/0","C","19973","Research","1997"
"0000022358","3.0","0000000343","EDUC","25","0/0","","","Debra E. Anderson","0/0","S","300","999","Student Teaching","389","","False","False","","3","","0/0","C","19973","Research","1997"
"0000022359","1.0","0000000345","EDUC","1","","","","Mark Schelske","","S","300","999","IR/Elem Teaching","398","","False","False","","3","","","O","19973","Research","1997"
"0000022360","1.0","0000000345","EDUC","1","","","","Mark Schelske","","S","300","999","IR/Youth Development","398","","False","False","A","3","","","O","19973","Research","1997"
"0000022361","0.5","0000001639","DNCTE","19","","","","Sheryl Saterstrom","","S","100","18","The Body Movable","101","{'day': 'Mo', 'end': '14:55', 'location': 'CHM 140', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'CHM 140', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'CHM 140', 'start': '14:00'}","False","False","","3","","","C","19973","Research","1997"
"0000022362","0.25","0000000347","DNCTE","16","","","","Ann (wagner) Wagner","","S","100","20","Ballroom I (Men)","106","{'day': 'Tu', 'end': '13:50', 'location': 'SAC S GYM', 'start': '12:55'};{'day': 'Th', 'end': '13:50', 'location': 'SAC S GYM', 'start': '12:55'}","True","False","A","3","","","O","19973","Research","1997"
"0000022363","0.25","0000000347","DNCTE","13","","","","Ann (wagner) Wagner","","S","100","12","Ballroom I (Women)","106","{'day': 'Tu', 'end': '13:50', 'location': 'SAC S GYM', 'start': '12:55'};{'day': 'Th', 'end': '13:50', 'location': 'SAC S GYM', 'start': '12:55'}","True","False","B","3","","","C","19973","Research","1997"
"0000022364","0.25","0000000347","DNCTE","27","","","","Ann (wagner) Wagner","","S","100","20","Ballroom I (Men)","106","{'day': 'Tu', 'end': '14:55', 'location': 'SAC S GYM', 'start': '14:00'};{'day': 'Th', 'end': '14:55', 'location': 'SAC S GYM', 'start': '14:00'}","True","False","C","3","","","C","19973","Research","1997"
"0000022365","0.25","0000000347","DNCTE","29","","","","Ann (wagner) Wagner","","S","100","12","Ballroom I (Women)","106","{'day': 'Tu', 'end': '14:55', 'location': 'SAC S GYM', 'start': '14:00'};{'day': 'Th', 'end': '14:55', 'location': 'SAC S GYM', 'start': '14:00'}","True","False","D","3","","","C","19973","Research","1997"
"0000022366","0.25","0000000349","DNCTE","17","","","","Anne von Bibra","","S","100","18","Int'l Dance I","109","{'day': 'Tu', 'end': '14:55', 'location': 'CTR ST', 'start': '14:00'};{'day': 'Th', 'end': '14:55', 'location': 'CTR ST', 'start': '14:00'}","True","False","","3","","","O","19973","Research","1997"
"0000022367","0.25","0000000351","DNCTE","16","","","","Anthony Roberts","","S","100","16","Modern Dance I","111","{'day': 'Mo', 'end': '12:45', 'location': 'CHM 140', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'CHM 140', 'start': '11:50'}","True","False","A","3","","","C","19973","Research","1997"
"0000022368","0.25","0000000351","DNCTE","12","","","","Sheryl Saterstrom","","S","100","16","Modern Dance I","111","{'day': 'Mo', 'end': '13:50', 'location': 'CHM 140', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CHM 140', 'start': '12:55'}","True","False","B","3","","","O","19973","Research","1997"
"0000022369","0.25","0000000351","DNCTE","16","","","","Anthony Roberts","","S","100","16","Modern Dance I","111","{'day': 'Mo', 'end': '10:00', 'location': 'SPT RHT', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SPT RHT', 'start': '09:05'}","True","False","C","3","","","C","19973","Research","1997"
"0000022372","0.25","0000000355","DNCTE","20","","","","Ann (wagner) Wagner","","S","200","25","Ballrm II (Men)","206","{'day': 'Mo', 'end': '14:55', 'location': 'SAC S GYM', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'SAC S GYM', 'start': '14:00'}","True","False","A","3","","","O","19973","Research","1997"
"0000022373","0.25","0000000355","DNCTE","23","","","","Ann (wagner) Wagner","","S","200","17","Ballrm II (Wm)","206","{'day': 'Mo', 'end': '14:55', 'location': 'SAC S GYM', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'SAC S GYM', 'start': '14:00'}","True","False","B","3","","","C","19973","Research","1997"
"0000022374","0.5","0000000357","DNCTE","1","","","","Anthony Roberts","","S","200","6","Modern Dance II","210","{'day': 'Mo', 'end': '15:30', 'location': 'SPT RHT', 'start': '14:00'};{'day': 'We', 'end': '15:30', 'location': 'SPT RHT', 'start': '14:00'}","False","False","A","3","","","O","19973","Research","1997"
"0000022375","0.5","0000000357","DNCTE","5","","","","Sheryl Saterstrom","","S","200","6","Modern Dance II","210","{'day': 'Tu', 'end': '13:10', 'location': 'CHM 140', 'start': '11:45'};{'day': 'Th', 'end': '13:10', 'location': 'CHM 140', 'start': '11:45'}","False","False","B","3","","","O","19973","Research","1997"
"0000022376","0.25","0000000358","DNCTE","15","","","","Anthony Roberts","","S","200","16","Modern Dance II","211","{'day': 'Mo', 'end': '15:30', 'location': 'SPT RHT', 'start': '14:00'};{'day': 'We', 'end': '15:30', 'location': 'SPT RHT', 'start': '14:00'}","False","False","A","3","","","C","19973","Research","1997"
"0000022377","0.25","0000000358","DNCTE","6","","","","Sheryl Saterstrom","","S","200","16","Modern Dance II","211","{'day': 'Tu', 'end': '13:10', 'location': 'CHM 140', 'start': '11:45'};{'day': 'Th', 'end': '13:10', 'location': 'CHM 140', 'start': '11:45'}","False","False","B","3","","","O","19973","Research","1997"
"0000022378","0.5","0000000359","DNCTE","6","","","","Anthony Roberts","","S","200","6","Ballet II","220","{'day': 'Tu', 'end': '11:00', 'location': 'SPT RHT', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'SPT RHT', 'start': '09:35'}","False","False","","3","","","C","19973","Research","1997"
"0000022379","0.25","0000000360","DNCTE","12","","","","Anthony Roberts","","S","200","12","Ballet II","221","{'day': 'Tu', 'end': '11:00', 'location': 'SPT RHT', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'SPT RHT', 'start': '09:35'}","False","False","","3","","","C","19973","Research","1997"
"0000022380","0.5","0000000362","DNCTE","3","","","","Janice Roberts","","S","300","5","Modern III","310","{'day': 'Mo', 'end': '17:00', 'location': 'SPT RHT', 'start': '15:30'};{'day': 'We', 'end': '17:00', 'location': 'SPT RHT', 'start': '15:30'};{'day': 'Fr', 'end': '17:00', 'location': 'SPT RHT', 'start': '15:30'}","False","False","","3","","","O","19973","Research","1997"
"0000022381","0.25","0000000363","DNCTE","12","","","","Janice Roberts","","S","300","12","Modern III","311","{'day': 'Mo', 'end': '17:00', 'location': 'SPT RHT', 'start': '15:30'};{'day': 'We', 'end': '17:00', 'location': 'SPT RHT', 'start': '15:30'};{'day': 'Fr', 'end': '17:00', 'location': 'SPT RHT', 'start': '15:30'}","False","False","","3","","","C","19973","Research","1997"
"0000022382","0.5","0000000364","DNCTE","4","","","","Anthony Roberts","","S","300","5","Ballet III","320","{'day': 'Tu', 'end': '17:00', 'location': 'SPT RHT', 'start': '15:30'};{'day': 'Th', 'end': '17:00', 'location': 'SPT RHT', 'start': '15:30'}","False","False","","3","","","O","19973","Research","1997"
"0000022383","0.25","0000000365","DNCTE","13","","","","Anthony Roberts","","S","300","12","Ballet III","321","{'day': 'Tu', 'end': '17:00', 'location': 'SPT RHT', 'start': '15:30'};{'day': 'Th', 'end': '17:00', 'location': 'SPT RHT', 'start': '15:30'}","False","False","","3","","","C","19973","Research","1997"
"0000022384","1.0","0000001650","DNCTH","20","","","","Ann (wagner) Wagner","","S","200","20","Rise of Ballet","245","{'day': 'Mo', 'end': '12:45', 'location': 'TB 227', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'TB 227', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'TB 227', 'start': '11:50'}","False","False","","3","","","C","19973","Research","1997"
"0000022385","1.0","0000000375","DNCTH","1","","","","Sheryl Saterstrom","","S","200","999","IS/Movement Awareness","298","","False","False","","3","","","O","19973","Research","1997"
"0000022386","1.0","0000000376","DNCTH","10","","","","Janice Roberts","","S","300","8","Advanced Choreography","374","{'day': 'Tu', 'end': '14:45', 'location': 'SPT RHT', 'start': '13:20'};{'day': 'Th', 'end': '14:45', 'location': 'SPT RHT', 'start': '13:20'}","False","False","","3","","","C","19973","Research","1997"
"0000022387","1.0","0000000378","DNCTH","1","","","","Janice Roberts","","S","300","999","IR/Dance Sr Project","398","","False","False","","3","","","O","19973","Research","1997"
"0000022388","1.0","0000000378","DNCTH","1","","","","Janice Roberts","","S","300","999","IR/Senior Project","398","","False","False","A","3","","","O","19973","Research","1997"
"0000022389","1.0","0000000378","DNCTH","1","","","","Janice Roberts","","S","300","999","IR/Sr Choreography","398","","False","False","B","3","","","O","19973","Research","1997"
"0000022390","1.0","0000000378","DNCTH","1","","","","Ann (wagner) Wagner","","S","300","999","IR/Dance in Church","398","","False","False","C","3","","","O","19973","Research","1997"
"0000022391","1.0","0000000378","DNCTH","1","","","","Sheryl Saterstrom","","S","300","999","IR/Sr Project Choreog","398","","False","False","D","3","","","O","19973","Research","1997"
"0000022392","1.0","0000000378","DNCTH","1","","","","Anthony Roberts","","S","300","999","IR/Translating Dance","398","","False","False","E","3","","","O","19973","Research","1997"
"0000022393","1.0","0000000378","DNCTH","1","","","","Ann (wagner) Wagner","","S","300","999","IR/Senior Project","398","","False","False","F","3","","","O","19973","Research","1997"
"0000022394","1.0","0000001660","ENGL","13","","","","Colin Wells","","S","100","19","College English","111","{'day': 'Mo', 'end': '13:50', 'location': 'L 421', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'L 421', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'L 421', 'start': '12:55'}","False","False","B","3","2/0","","C","19973","Research","1997"
"0000022395","1.0","0000001660","ENGL","19","","","","Abby Werlock","","S","100","19","College English","111","{'day': 'Tu', 'end': '09:25', 'location': 'L 515', 'start': '08:00'};{'day': 'Th', 'end': '09:25', 'location': 'L 515', 'start': '08:00'}","False","False","C","3","3/0","","C","19973","Research","1997"
"0000022396","1.0","0000001660","ENGL","17","","","","Joan Hepburn","","S","100","19","College English","111","{'day': 'Tu', 'end': '11:00', 'location': 'L 515', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'L 515', 'start': '09:35'}","False","False","D","3","1/0","","C","19973","Research","1997"
"0000022397","1.0","0000001660","ENGL","19","","","","James Heynen","","S","100","19","College English","111","{'day': 'Tu', 'end': '11:00', 'location': 'L 421', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'L 421', 'start': '09:35'}","False","False","E","3","3/0","","C","19973","Research","1997"
"0000022398","1.0","0000001669","ENGL","25","","","","Joseph L. Mbele","1/0","S","100","25","Intr/Literary Studies","125","{'day': 'Mo', 'end': '11:40', 'location': 'L 421', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'L 421', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'L 421', 'start': '10:45'}","False","False","A","3","8/0","8/17","C","19973","Research","1997"
"0000022399","1.0","0000001669","ENGL","24","","","","Abby Werlock","0/0","S","100","25","Intr/Literary Studies","125","{'day': 'Mo', 'end': '14:55', 'location': 'L 515', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'L 515', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'L 515', 'start': '14:00'}","False","False","B","3","4/0","7/18","C","19973","Research","1997"
"0000022400","1.0","0000001669","ENGL","26","10/7","","","Richard DuRocher","1/0","S","100","25","Intr/Literary Studies","125","{'day': 'Tu', 'end': '13:10', 'location': 'L 420', 'start': '11:45'};{'day': 'Th', 'end': '13:10', 'location': 'L 420', 'start': '11:45'}","False","False","C","3","0/0","15/18","C","19973","Research","1997"
"0000022401","1.0","0000000397","ENGL","48","","","","Karen Cherewatuk;Ronald J. Lee","","S","200","60","Lit in Engl to 1650","221","{'day': 'Mo', 'end': '10:00', 'location': 'L 525', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'L 525', 'start': '09:05'}","False","False","","3","","","C","19973","Research","1997"
"0000022402","0.0","0000000398","ENGL","0","","","","Staff","","S","200","15","Lit Engl to 1650/Disc","221","{'day': 'Fr', 'end': '10:00', 'location': 'L 525', 'start': '09:05'}","False","False","A","3","","","C","19973","Discussion","1997"
"0000022403","0.0","0000000398","ENGL","0","","","","Staff","","S","200","15","Lit Engl to 1650/Disc","221","{'day': 'Fr', 'end': '10:00', 'location': 'L 520', 'start': '09:05'}","False","False","B","3","","","C","19973","Discussion","1997"
"0000022404","0.0","0000000398","ENGL","0","","","","Staff","","S","200","15","Lit Engl to 1650/Disc","221","{'day': 'Fr', 'end': '08:55', 'location': 'L 520', 'start': '08:00'}","False","False","C","3","","","C","19973","Discussion","1997"
"0000022405","0.0","0000000398","ENGL","0","","","","Staff","","S","200","15","Lit Engl to 1650/Disc","221","{'day': 'Fr', 'end': '08:55', 'location': 'L 525', 'start': '08:00'}","False","False","D","3","","","C","19973","Discussion","1997"
"0000022406","1.0","0000000399","ENGL","62","","","","Richard DuRocher;Mary Titus","","S","200","60","Lit in Engl 1650-1850","222","{'day': 'Mo', 'end': '11:40', 'location': 'L 515', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'L 515', 'start': '10:45'}","False","False","","3","","","C","19973","Research","1997"
"0000022407","0.0","0000000400","ENGL","0","","","","Staff","","S","200","15","Lit Eng 1650-1850/Dis","222","{'day': 'Fr', 'end': '11:40', 'location': 'L 515', 'start': '10:45'}","False","False","A","3","","","C","19973","Discussion","1997"
"0000022408","0.0","0000000400","ENGL","0","","","","Staff","","S","200","15","Lit Eng 1650-1850/Dis","222","{'day': 'Fr', 'end': '11:40', 'location': 'L 520', 'start': '10:45'}","False","False","B","3","","","C","19973","Discussion","1997"
"0000022409","0.0","0000000400","ENGL","0","","","","Staff","","S","200","15","Lit Eng 1650-1850/Dis","222","{'day': 'Fr', 'end': '10:00', 'location': 'CHM 233', 'start': '09:05'}","False","False","C","3","","","C","19973","Discussion","1997"
"0000022410","0.0","0000000400","ENGL","0","","","","Staff","","S","200","15","Lit Eng 1650-1850/Dis","222","{'day': 'Fr', 'end': '10:00', 'location': 'CHM 239', 'start': '09:05'}","False","False","D","3","","","C","19973","Discussion","1997"
"0000022411","1.0","0000000401","ENGL","28","","","","Mark Allister;Diana Postlethwaite","","S","200","60","Lit in Engl 1850-Pres","223","{'day': 'Mo', 'end': '13:50', 'location': 'L 515', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'L 515', 'start': '12:55'}","False","False","","3","","","C","19973","Research","1997"
"0000022412","0.0","0000000402","ENGL","0","","","","Staff","","S","200","15","Lit in Engl 1850-Disc","223","{'day': 'We', 'end': '13:50', 'location': 'L 515', 'start': '12:55'}","False","False","A","3","","","C","19973","Discussion","1997"
"0000022413","0.0","0000000402","ENGL","0","","","","Staff","","S","200","15","Lit in Engl 1850-Disc","223","{'day': 'We', 'end': '13:50', 'location': 'L 420', 'start': '12:55'}","False","False","B","3","","","C","19973","Discussion","1997"
"0000022414","0.0","0000000402","ENGL","0","","","","Staff","","S","200","15","Lit in Engl 1850-Disc","223","{'day': 'We', 'end': '10:00', 'location': 'L 420', 'start': '09:05'}","False","False","C","3","","","C","19973","Discussion","1997"
"0000022415","0.0","0000000402","ENGL","0","","","","Staff","","S","200","15","Lit in Engl 1850-Disc","223","{'day': 'We', 'end': '10:00', 'location': 'L 277', 'start': '09:05'}","False","False","D","3","","","C","19973","Discussion","1997"
"0000022416","1.0","0000000407","ENGL","30","","","","Jon Eric Nelson","","S","200","35","Hist Appr: Romanticism","238","{'day': 'Mo', 'end': '12:45', 'location': 'L 525', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'L 525', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'L 525', 'start': '11:50'}","False","False","","3","","","C","19973","Topic","1997"
"0000022417","1.0","0000001695","ENGL","23","","","","Colin Wells","","S","200","35","American Lit to 1865","241","{'day': 'Mo', 'end': '10:00', 'location': 'L 515', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'L 515', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'L 515', 'start': '09:05'}","False","False","","3","","","O","19973","Research","1997"
"0000022418","1.0","0000001698","ENGL","32","","","","Abby Werlock","","S","200","35","Amer Lit Since 1945","244","{'day': 'Tu', 'end': '13:10', 'location': 'L 515', 'start': '11:45'};{'day': 'Th', 'end': '13:10', 'location': 'L 515', 'start': '11:45'}","False","False","","3","","","C","19973","Research","1997"
"0000022419","1.0","0000000411","ENGL","34","","","","Joseph L. Mbele","","S","200","35","Post-Col/3rd-Wrld Lit","247","{'day': 'Tu', 'end': '11:00', 'location': 'L 525', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'L 525', 'start': '09:35'}","False","False","","3","","","C","19973","Research","1997"
"0000022420","1.0","0000000413","ENGL","14","","","","Richard Buckstead","","S","200","18","Expository Writing","251","{'day': 'Mo', 'end': '11:40', 'location': 'L 420', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'L 420', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'L 420', 'start': '10:45'}","False","False","","3","","","O","19973","Research","1997"
"0000022421","1.0","0000000417","ENGL","19","","","","Jan C. Hill","","S","200","18","Journalistic Writing","255","{'day': 'Tu', 'end': '14:45', 'location': 'L 420', 'start': '13:20'};{'day': 'Th', 'end': '14:45', 'location': 'L 420', 'start': '13:20'}","False","False","","3","","","C","19973","Research","1997"
"0000022422","1.0","0000000418","ENGL","18","","","","David Wee","","S","200","18","Creative Writing I","257","{'day': 'Mo', 'end': '14:55', 'location': 'L 520', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'L 520', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'L 520', 'start': '14:00'}","False","False","A","3","","","C","19973","Research","1997"
"0000022423","1.0","0000000418","ENGL","17","","","","James Heynen","","S","200","18","Creative Writing I","257","{'day': 'Tu', 'end': '13:10', 'location': 'L 525', 'start': '11:45'};{'day': 'Th', 'end': '13:10', 'location': 'L 525', 'start': '11:45'}","False","False","B","3","","","C","19973","Research","1997"
"0000022425","1.0","0000000432","ENGL","29","","","","Richard Buckstead","","S","200","35","Twain, Faulkner, Etc","290","{'day': 'Mo', 'end': '13:50', 'location': 'L 525', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'L 525', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'L 525', 'start': '12:55'}","False","False","","3","","","C","19973","Research","1997"
"0000022426","1.0","0000000433","ENGL","1","","","","Jan C. Hill","","S","200","999","Academic Internship","294","","True","False","","3","","","O","19973","Research","1997"
"0000022427","1.0","0000000434","ENGL","1","","","","Abby Werlock","","S","200","999","IS/Asian American Lit","298","","False","False","","3","","","O","19973","Research","1997"
"0000022428","1.0","0000000434","ENGL","1","","","","Olivia Frey","","S","200","999","IS/Biographical Wri","298","","False","False","A","3","","","O","19973","Research","1997"
"0000022429","1.0","0000000434","ENGL","1","","","","Carol Holly","","S","200","999","IS/Personal Writing","298","","False","False","B","3","","","O","19973","Research","1997"
"0000022430","1.0","0000000434","ENGL","1","","","","Olivia Frey","","S","200","999","IS/Feminist Lit","298","","False","False","C","3","","","O","19973","Research","1997"
"0000022431","1.0","0000000434","ENGL","1","","","","Olivia Frey","","S","200","999","IS/Feminist Lit","298","","False","False","D","3","","","O","19973","Research","1997"
"0000022432","1.0","0000000439","ENGL","13","","","","Richard DuRocher","","S","300","15","Literary Crit/Theory","360","{'day': 'Tu', 'end': '14:45', 'location': 'L 515', 'start': '13:20'};{'day': 'Th', 'end': '14:45', 'location': 'L 515', 'start': '13:20'}","False","False","","3","","","C","19973","Research","1997"
"0000022433","1.0","0000000441","ENGL","13","","","","James Heynen","","S","300","15","Cr Writ II: Poetry","372","{'day': 'Tu', 'end': '22:00', 'location': 'L 520', 'start': '19:00'}","False","False","","3","","","C","19973","Research","1997"
"0000022434","1.0","0000000445","ENGL","9","","","","Richard Buckstead","","S","300","15","Poetry","381","{'day': 'Mo', 'end': '14:55', 'location': 'L 525', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'L 525', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'L 525', 'start': '14:00'}","False","False","","3","","","O","19973","Research","1997"
"0000022435","1.0","0000001724","ENGL","17","","","","Joan Hepburn","","S","300","15","Topics/Race & Multi Lit","385","{'day': 'Tu', 'end': '14:45', 'location': 'L 525', 'start': '13:20'};{'day': 'Th', 'end': '14:45', 'location': 'L 525', 'start': '13:20'}","False","False","","3","","","C","19973","Topic","1997"
"0000022436","1.0","0000000451","ENGL","1","","","","Richard Buckstead","","S","300","999","IR/The ""greats"" Lit","398","","False","False","","3","","","O","19973","Research","1997"
"0000022437","1.0","0000000451","ENGL","1","","","","Joseph L. Mbele","","S","300","999","IR/Exile West Indies","398","","False","False","A","3","","","O","19973","Research","1997"
"0000022438","1.0","0000000451","ENGL","1","","","","James Heynen","","S","300","999","IR/Creative Writing","398","","False","False","B","3","","","O","19973","Research","1997"
"0000022439","1.0","0000000451","ENGL","1","","","","Olivia Frey","","S","300","999","IR/Ind Autobio Wri","398","","False","False","C","3","","","O","19973","Research","1997"
"0000022440","1.0","0000000451","ENGL","1","","","","Jon Eric Nelson","","S","300","999","IR/Travel Writing","398","","False","False","D","3","","","O","19973","Research","1997"
"0000022441","1.0","0000000452","ENGL","12","","","","Colin Wells","","S","300","15","Major Seminar","399","{'day': 'Tu', 'end': '11:00', 'location': 'L 520', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'L 520', 'start': '09:35'}","False","False","A","3","","","C","19973","Seminar","1997"
"0000022442","1.0","0000000452","ENGL","12","","","","Mary Titus","","S","300","15","Major Seminar","399","{'day': 'Tu', 'end': '13:10', 'location': 'L 520', 'start': '11:45'};{'day': 'Th', 'end': '13:10', 'location': 'L 520', 'start': '11:45'}","False","False","B","3","","","C","19973","Seminar","1997"
"0000022445","1.0","0000000460","ENVST","17","","","","Robert Jacobel","4/6","S","200","22","Global Climate Change","245","{'day': 'Tu', 'end': '13:10', 'location': 'SC 129', 'start': '11:45'};{'day': 'Th', 'end': '13:10', 'location': 'SC 129', 'start': '11:45'}","False","False","","3","8/6","","C","19973","Research","1997"
"0000022446","1.0","0000000462","ENVST","18","","","","Gary Deason","7/5","S","200","15","Saving Wild Places","259","{'day': 'Tu', 'end': '11:00', 'location': 'SC 110', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'SC 110', 'start': '09:35'}","False","False","","3","1/5","","C","19973","Research","1997"
"0000022447","1.0","0000000464","ENVST","1","","","","Daniel Hofrenning","","S","200","999","Academic Internship","294","","True","False","","3","","","O","19973","Research","1997"
"0000022448","1.0","0000000464","ENVST","1","","","","Gary Deason","","S","200","999","Academic Internship","294","","True","False","A","3","","","O","19973","Research","1997"
