"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","number","offerings","pn","section","semester","status","term","type","year"
"0000002909","1.0","0000000177","AMCON","16","16","0","0","0","FYW;HWC","Holly, Carol","{'fsnum': '3424', 'name': 'Holly, Carol'}","100","","","","","","Dem Vistas: 1800-1900","102","{'day': 'Mo', 'end': '11:40', 'location': 'L 515', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'L 515', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'L 515', 'start': '10:45'}","False","A","3","C","20013","Research","2001"
"0000002910","1.0","0000000177","AMCON","14","13","0","0","1","FYW;HWC","Allister, Mark","{'fsnum': '110', 'name': 'Allister, Mark'}","100","","","","","","Dem Vistas: 1800-1900","102","{'day': 'Mo', 'end': '11:40', 'location': 'L 421', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'L 421', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'L 421', 'start': '10:45'}","False","B","3","C","20013","Research","2001"
"0000002911","1.0","0000000179","AMCON","16","0","0","11","5","ALS-A;HBS;ORC;WRI","Titus, Mary","{'fsnum': '8415', 'name': 'Titus, Mary'}","200","","","","","","Pur/Happiness: 1920-00","202","{'day': 'Mo', 'end': '10:00', 'location': 'L 515', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'L 515', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'L 515', 'start': '09:05'}","False","A","3","C","20013","Research","2001"
"0000002912","1.0","0000000179","AMCON","16","0","0","15","1","ALS-A;HBS;ORC;WRI","Kutulas, Judy","{'fsnum': '4583', 'name': 'Kutulas, Judy'}","200","","","","","","Pur/Happiness: 1920-00","202","{'day': 'Mo', 'end': '10:00', 'location': 'L 515', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'L 515', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'L 515', 'start': '09:05'}","False","B","3","C","20013","Research","2001"
"0000002829","1.0","0000000008","AMST","32","4","3","16","9","HWC;MCS-D","Hahn, Steve C.","{'fsnum': '13148', 'name': 'Hahn, Steve C.'}","200","25","","","","","Top: American Frontier","208","{'day': 'Tu', 'end': '11:00', 'location': 'L 177', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'L 177', 'start': '09:35'}","False","","3","C","20013","Topic","2001"
"0000002830","1.0","0000000012","AMST","1","0","0","0","1","","Kutulas, Judy","{'fsnum': '4583', 'name': 'Kutulas, Judy'}","200","","","","","","IS/Amer Magazines","298","","False","","3","O","20013","Research","2001"
"0000002831","1.0","0000000013","AMST","13","0","5","1","7","","Allister, Mark","{'fsnum': '110', 'name': 'Allister, Mark'}","300","15","","","","","Sem: Man and Nature","301","{'day': 'Mo', 'end': '10:00', 'location': 'L 420', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'L 420', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'L 420', 'start': '09:05'}","False","","3","O","20013","Seminar","2001"
"0000002832","1.0","0000000015","AMST","1","0","0","0","1","WRI","Allister, Mark","{'fsnum': '110', 'name': 'Allister, Mark'}","300","","","","","","IR/The Written Amer","398","","False","","3","O","20013","Research","2001"
"0000003616","1.0","0000001487","ARMS","1","0","0","0","1","","Fitzgerald, Michael","{'fsnum': '2113', 'name': 'Fitzgerald, Michael'}","200","","","","","","IS/African-Amer Bio","298","","False","","3","O","20013","Research","2001"
"0000003617","1.0","0000001489","ARMS","1","0","0","0","1","","Anderson, Carolyn","{'fsnum': '179', 'name': 'Anderson, Carolyn'}","300","","","","","","IR/Native Education","398","","False","","3","O","20013","Research","2001"
"0000002833","0.5","0000000019","ART","20","8","2","2","8","ALS-A","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","100","20","3","2","2","2","Found Perceptual Draw","111","{'day': 'Tu', 'end': '09:25', 'location': 'CAD 216', 'start': '08:00'};{'day': 'Th', 'end': '09:25', 'location': 'CAD 216', 'start': '08:00'}","False","","3","C","20013","Research","2001"
"0000002834","0.5","0000000020","ART","18","8","2","4","4","ALS-A","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","100","20","5","2","5","3","Found Conceptual Draw","112","{'day': 'Tu', 'end': '13:10', 'location': 'CAD 216', 'start': '23:45'};{'day': 'Th', 'end': '13:10', 'location': 'CAD 216', 'start': '23:45'}","False","","3","C","20013","Research","2001"
"0000002835","0.5","0000000021","ART","23","8","1","6","8","ALS-A","Arneson, Wendell","{'fsnum': '276', 'name': 'Arneson, Wendell'}","100","20","4","2","4","3","Found Color Design","113","{'day': 'Mo', 'end': '10:00', 'location': 'CAD 116', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'CAD 116', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'CAD 116', 'start': '09:05'}","False","A","3","C","20013","Research","2001"
"0000002836","0.5","0000000021","ART","23","5","3","9","6","ALS-A","Arneson, Wendell","{'fsnum': '276', 'name': 'Arneson, Wendell'}","100","20","2","3","2","2","Found Color Design","113","{'day': 'Mo', 'end': '11:40', 'location': 'CAD 116', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'CAD 116', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'CAD 116', 'start': '10:45'}","False","B","3","C","20013","Research","2001"
