"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","number","offerings","pn","section","semester","status","term","type","year"
"0000008704","1.0","0000000011","AMST","1","0","0","0","1","","Farrell, James","{'fsnum': '2030', 'name': 'Farrell, James'}","200","","","","","","Academic Internship","294","","True","","2","O","20042","Research","2004"
"0000008705","1.0","0000000011","AMST","1","0","0","1","0","","Gorton, William A.","{'fsnum': '15068', 'name': 'Gorton, William A.'}","200","","","","","","Academic Internship","294","","True","A","2","O","20042","Research","2004"
"0000009121","1.0","0000001487","ARMS","1","0","0","0","1","","Chiappari, Chris L.","{'fsnum': '10036', 'name': 'Chiappari, Chris L.'}","200","","","","","","IS/Youth/Community","298","","False","","2","O","20042","Research","2004"
"0000008706","1.0","0000000028","ART","20","8","4","2","6","ALS-A","Dell, Irve","{'fsnum': '1369', 'name': 'Dell, Irve'}","100","18","","","","","Foundation Sculpture","122","{'day': 'Mo', 'end': '15:00', 'location': 'CAD 106', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 106', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 106', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 106', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 106', 'start': '13:00'};{'day': 'Mo', 'end': '10:00', 'location': 'CAD 106', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'CAD 106', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'CAD 106', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'CAD 106', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'CAD 106', 'start': '09:00'};{'day': 'Mo', 'end': '12:10', 'location': 'CAD 106', 'start': '22:40'};{'day': 'Tu', 'end': '12:10', 'location': 'CAD 106', 'start': '22:40'};{'day': 'We', 'end': '12:10', 'location': 'CAD 106', 'start': '22:40'};{'day': 'Th', 'end': '12:10', 'location': 'CAD 106', 'start': '22:40'};{'day': 'Fr', 'end': '12:10', 'location': 'CAD 106', 'start': '22:40'}","False","","2","C","20042","Research","2004"
"0000008707","1.0","0000000044","ART","15","1","7","3","4","","Arneson, Wendell","{'fsnum': '276', 'name': 'Arneson, Wendell'}","200","20","","","","","Advanced Drawing","233","{'day': 'Mo', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'Mo', 'end': '10:00', 'location': 'CAD 216', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'CAD 216', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'CAD 216', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'CAD 216', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'CAD 216', 'start': '09:00'};{'day': 'Mo', 'end': '12:10', 'location': 'CAD 216', 'start': '22:40'};{'day': 'Tu', 'end': '12:10', 'location': 'CAD 216', 'start': '22:40'};{'day': 'We', 'end': '12:10', 'location': 'CAD 216', 'start': '22:40'};{'day': 'Th', 'end': '12:10', 'location': 'CAD 216', 'start': '22:40'};{'day': 'Fr', 'end': '12:10', 'location': 'CAD 216', 'start': '22:40'}","False","","2","O","20042","Research","2004"
"0000008708","1.0","0000000048","ART","17","0","8","2","7","","Gallas, Ron","{'fsnum': '2492', 'name': 'Gallas, Ron'}","200","18","","","","","Manhattan Art Interim","246","","False","","2","C","20042","Research","2004"
"0000008709","1.0","0000000052","ART","33","0","9","9","15","ALS-A;HWC","Rohn, Matthew","{'fsnum': '6758', 'name': 'Rohn, Matthew'}","200","34","","","","","Art Since 1950","253","{'day': 'Mo', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'}","False","","2","C","20042","Research","2004"
"0000008710","1.0","0000000065","ART","27","3","5","11","8","ALS-A","Thompson, Nancy M.","{'fsnum': '13137', 'name': 'Thompson, Nancy M.'}","200","35","","","","","Gothic Art","271","{'day': 'Mo', 'end': '12:40', 'location': 'CAD 305', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'CAD 305', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'CAD 305', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'CAD 305', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'CAD 305', 'start': '22:40'}","False","","2","O","20042","Research","2004"
"0000008711","1.0","0000000068","ART","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","Academic Internship","294","","True","","2","O","20042","Research","2004"
"0000008712","1.0","0000000069","ART","1","0","0","0","1","","Arneson, Wendell","{'fsnum': '276', 'name': 'Arneson, Wendell'}","200","","","","","","IS/Adv Painting","298","","False","","2","O","20042","Research","2004"
"0000008713","1.0","0000000069","ART","1","0","0","0","1","","Arneson, Wendell","{'fsnum': '276', 'name': 'Arneson, Wendell'}","200","","","","","","IS/Oil/Acrylic","298","","False","A","2","O","20042","Research","2004"
"0000008714","1.0","0000000069","ART","1","0","0","0","1","","Dell, Irve","{'fsnum': '1369', 'name': 'Dell, Irve'}","200","","","","","","IS/Bronze & Wood Sculpt","298","","False","B","2","O","20042","Research","2004"
"0000008715","1.0","0000000069","ART","1","0","0","0","1","","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","200","","","","","","IS/Alt Firing Methods","298","","False","C","2","O","20042","Research","2004"
"0000008716","1.0","0000000069","ART","1","0","1","0","0","","Brooks-Shirey, Heather M.","{'fsnum': '14840', 'name': 'Brooks-Shirey, Heather M.'}","200","","","","","","IS/Art/Culture Brazil","298","","False","D","2","O","20042","Research","2004"
"0000008717","1.0","0000000069","ART","1","0","0","0","1","","Arneson, Wendell","{'fsnum': '276', 'name': 'Arneson, Wendell'}","200","","","","","","IS/Mixed Media Draw","298","","False","E","2","O","20042","Research","2004"
"0000008718","1.0","0000000069","ART","1","0","0","0","1","","Arneson, Wendell","{'fsnum': '276', 'name': 'Arneson, Wendell'}","200","","","","","","IS/Jpn/Us Media Study","298","","False","F","2","O","20042","Research","2004"
"0000008719","1.0","0000000069","ART","1","0","0","0","1","","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","200","","","","","","IS/Chicago Art Educ","298","","False","G","2","O","20042","Research","2004"
"0000008720","1.0","0000000073","ART","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","Academic Internship","394","","True","","2","O","20042","Research","2004"
"0000008721","1.0","0000000075","ART","1","0","0","0","1","","Arneson, Wendell","{'fsnum': '276', 'name': 'Arneson, Wendell'}","300","","","","","","IR/Advanced Painting","398","","False","","2","O","20042","Research","2004"
"0000008722","1.0","0000000079","ASIAN","45","24","1","17","3","ALS-A;MCS-G","Larson, Phyllis Hyland","{'fsnum': '4624', 'name': 'Larson, Phyllis Hyland'}","100","40","","10","","","Intro Japanese Film","124","{'day': 'Mo', 'end': '15:00', 'location': 'HH 501', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'HH 501', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'HH 501', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'HH 501', 'start': '13:00'};{'day': 'Mo', 'end': '12:40', 'location': 'HH 501', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'HH 501', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'HH 501', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'HH 501', 'start': '22:40'}","False","","2","C","20042","Research","2004"
"0000008723","1.0","0000000085","ASIAN","20","0","0","16","4","MCS-G","Ito, Rika","{'fsnum': '14203', 'name': 'Ito, Rika'}","200","20","","","","","Nat ID/China & Japan","212","","False","","2","C","20042","Research","2004"
"0000008724","1.0","0000000088","ASIAN","27","0","5","18","4","ALS-L;MCS-G","Wan, Pin Pin","{'fsnum': '8890', 'name': 'Wan, Pin Pin'}","200","25","","","","","Chinese Lit--Tr","236","{'day': 'Mo', 'end': '12:40', 'location': 'OM 002', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'OM 002', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'OM 002', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'OM 002', 'start': '22:40'}","False","","2","C","20042","Research","2004"
"0000008725","1.0","0000000090","ASIAN","10","2","0","3","5","HBS","Tegtmeyer Pak, Katherine S.","{'fsnum': '15754', 'name': 'Tegtmeyer Pak, Katherine S.'}","200","20","","","","","Intl Politics Ne Asia","245","{'day': 'Mo', 'end': '12:40', 'location': 'OM 015', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'OM 015', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'OM 015', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'OM 015', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'OM 015', 'start': '22:40'}","False","","2","O","20042","Research","2004"
"0000008726","1.0","0000000093","ASIAN","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","Academic Internship","294","","True","","2","O","20042","Research","2004"
