"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","number","offerings","pn","section","semester","status","term","type","year"
"0000005600","1.0","0000000344","EDUC","1","0","0","0","1","","Berger, Linda","{'fsnum': '417', 'name': 'Berger, Linda'}","300","","Academic Internship","394","","True","","5","O","20025","Research","2002"
"0000005601","1.0","0000000413","ENGL","5","1","2","0","2","WRI","Allister, Mark","{'fsnum': '110', 'name': 'Allister, Mark'}","200","","Creative Nonfiction","251","{'day': 'Mo', 'end': '11:30', 'location': 'RML 515', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RML 515', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RML 515', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RML 515', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RML 515', 'start': '10:00'}","False","","5","O","20025","Research","2002"
"0000005602","1.0","0000000424","ENGL","11","1","5","4","1","ALS-L","Nelson, Jon Eric","{'fsnum': '5506', 'name': 'Nelson, Jon Eric'}","200","","Literature & Film","275","{'day': 'Mo', 'end': '11:30', 'location': 'RML 520', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RML 520', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RML 520', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RML 520', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RML 520', 'start': '10:00'}","False","","5","O","20025","Research","2002"
"0000005603","1.0","0000000425","ENGL","7","0","5","0","2","ALS-L;WRI","Allister, Mark","{'fsnum': '110', 'name': 'Allister, Mark'}","200","","Lit & the Environment","276","{'day': 'Mo', 'end': '14:00', 'location': 'RML 515', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'RML 515', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'RML 515', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'RML 515', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'RML 515', 'start': '12:30'}","False","","5","O","20025","Research","2002"
"0000005604","1.0","0000000442","ENGL","4","0","3","0","1","","Allister, Mark","{'fsnum': '110', 'name': 'Allister, Mark'}","300","","Adv Creative Nonfict","373","{'day': 'Mo', 'end': '11:30', 'location': 'RML 515', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RML 515', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RML 515', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RML 515', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RML 515', 'start': '10:00'}","False","","5","O","20025","Research","2002"
"0000005605","1.0","0000000464","ENVST","1","0","0","0","1","","Hofrenning, Dan","{'fsnum': '3418', 'name': 'Hofrenning, Dan'}","200","","Academic Internship","294","","True","","5","O","20025","Research","2002"
"0000005607","1.0","0000000505","GERM","2","0","0","2","0","","Von Schwerin-High, Frederike","{'fsnum': '8820', 'name': 'Von Schwerin-High, Frederike'}","100","","Beginning German II","112","","False","","5","O","20025","Research","2002"
"0000005608","1.0","0000000508","GERM","2","0","1","1","0","","Von Schwerin-High, Frederike","{'fsnum': '8820', 'name': 'Von Schwerin-High, Frederike'}","200","","Intermed German I","231","","False","","5","O","20025","Research","2002"
"0000005609","1.0","0000000509","GERM","2","1","0","1","0","FOL-G","Von Schwerin-High, Frederike","{'fsnum': '8820', 'name': 'Von Schwerin-High, Frederike'}","200","","Intermed German II","232","","False","","5","O","20025","Research","2002"
"0000005610","1.0","0000000514","GERM","3","1","1","0","1","FOL-G;ORC","Von Schwerin-High, Frederike","{'fsnum': '8820', 'name': 'Von Schwerin-High, Frederike'}","200","","Speaking German","250","","False","","5","O","20025","Research","2002"
"0000005611","1.0","0000000515","GERM","1","0","0","1","0","ALS-L;FOL-G;WRI","Von Schwerin-High, Frederike","{'fsnum': '8820', 'name': 'Von Schwerin-High, Frederike'}","200","","Understand Narrative","251","","False","","5","O","20025","Research","2002"
"0000005612","1.0","0000000625","HIST","1","0","0","0","1","","Wilson, Charles","{'fsnum': '9090', 'name': 'Wilson, Charles'}","200","","IS/History East Rel","298","","False","","5","O","20025","Research","2002"
"0000005613","1.0","0000000642","HIST","1","0","1","0","0","","Hahn, Steve C.","{'fsnum': '13148', 'name': 'Hahn, Steve C.'}","300","","IR/New Mil His Am Rev","398","","False","","5","O","20025","Research","2002"
"0000005615","1.0","0000000697","ID","11","0","3","4","4","EIN;WRI","Carrington, J. L.","{'fsnum': '971', 'name': 'Carrington, J. L.'}","200","","War and Peace","238","{'day': 'Mo', 'end': '14:00', 'location': 'RML 525', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'RML 525', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'RML 525', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'RML 525', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'RML 525', 'start': '12:30'}","False","","5","O","20025","Research","2002"
"0000005606","1.0","0000000471","IDFA","1","0","1","0","0","","Bauer, Susan","{'fsnum': '338', 'name': 'Bauer, Susan'}","200","","Academic Internship","294","","True","","5","O","20025","Research","2002"
"0000005614","1.0","0000000687","IS","1","0","1","0","0","","Nelson, Jon Eric","{'fsnum': '5506', 'name': 'Nelson, Jon Eric'}","200","","IS/Screenwriting","298","","False","","5","O","20025","Research","2002"
"0000005617","1.0","0000000795","MEDIA","2","0","0","1","1","","Sonnega, Bill","{'fsnum': '7676', 'name': 'Sonnega, Bill'}","200","","Academic Internship","294","","True","","5","O","20025","Research","2002"
"0000005616","1.0","0000000770","MGMT","6","0","6","0","0","ORC","Goedde, Richard","{'fsnum': '2661', 'name': 'Goedde, Richard'}","200","","Computer Applications","230","{'day': 'Mo', 'end': '14:30', 'location': 'HH 413', 'start': '12:30'};{'day': 'Tu', 'end': '14:30', 'location': 'HH 413', 'start': '12:30'};{'day': 'We', 'end': '14:30', 'location': 'HH 413', 'start': '12:30'};{'day': 'Th', 'end': '14:30', 'location': 'HH 413', 'start': '12:30'}","False","","5","O","20025","Research","2002"
"0000005618","1.0","0000000919","NEURO","1","0","1","0","0","","Wolfe, Uta","{'fsnum': '14184', 'name': 'Wolfe, Uta'}","300","","Academic Internship","394","","True","","5","O","20025","Research","2002"
"0000005621","0.25","0000000997","PEAC","6","1","4","1","0","PHA","Finger, Le Ann K H.","{'fsnum': '13351', 'name': 'Finger, Le Ann K H.'}","100","","Golf","103","","False","","5","O","20025","Research","2002"
"0000005622","1.0","0000001057","PETH","1","0","0","1","0","","Hagen, Daniel","{'fsnum': '2890', 'name': 'Hagen, Daniel'}","200","","Academic Internship","294","","True","","5","O","20025","Research","2002"
"0000005619","1.0","0000000993","PHIL","1","0","0","0","1","","Marino, Gordon D.","{'fsnum': '5051', 'name': 'Marino, Gordon D.'}","300","","IR/Works of Love","398","","False","","5","O","20025","Research","2002"
"0000005620","1.0","0000000993","PHIL","1","0","0","1","0","","Taliaferro, Charles","{'fsnum': '8230', 'name': 'Taliaferro, Charles'}","300","","IR/Modern Thought","398","","False","A","5","O","20025","Research","2002"
"0000005623","1.0","0000001104","PSCI","12","2","5","4","1","HBS;MCS-G","Brooks, D Christopher","{'fsnum': '14170', 'name': 'Brooks, D Christopher'}","100","","Comparative Politics","112","{'day': 'Mo', 'end': '09:30', 'location': 'RML 421', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'RML 421', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'RML 421', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'RML 421', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'RML 421', 'start': '08:00'}","False","","5","O","20025","Research","2002"
"0000005624","1.0","0000001119","PSCI","6","0","5","1","0","EIN","Brooks, D Christopher","{'fsnum': '14170', 'name': 'Brooks, D Christopher'}","200","","Distributive Justice","249","{'day': 'Mo', 'end': '14:00', 'location': 'RML 421', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'RML 421', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'RML 421', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'RML 421', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'RML 421', 'start': '12:30'}","False","","5","O","20025","Research","2002"
"0000005625","1.0","0000001139","PSCI","1","0","1","0","0","","Umbanhowar Sr, Charles E.","{'fsnum': '8656', 'name': 'Umbanhowar Sr, Charles E.'}","200","","Academic Internship","294","","True","","5","O","20025","Research","2002"
"0000005626","1.0","0000001154","PSYCH","9","1","5","1","2","HBS;NST","Kilburg, Donald","{'fsnum': '15824', 'name': 'Kilburg, Donald'}","100","","Principles: Psych","125","{'day': 'Mo', 'end': '11:30', 'location': 'HH 403', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'HH 403', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'HH 403', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'HH 403', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'HH 403', 'start': '10:00'}","False","","5","O","20025","Research","2002"
"0000005627","1.0","0000001188","PSYCH","1","0","0","1","0","","Gross, Dana","{'fsnum': '2768', 'name': 'Gross, Dana'}","300","","Academic Internship","394","","True","A","5","O","20025","Research","2002"
"0000005628","1.0","0000001188","PSYCH","1","0","1","0","0","","Dickson Jr., James","{'fsnum': '1366', 'name': 'Dickson Jr., James'}","300","","Academic Internship","394","","True","B","5","O","20025","Research","2002"
"0000005629","1.0","0000001188","PSYCH","1","0","1","0","0","","Anderson, Deborah","{'fsnum': '186', 'name': 'Anderson, Deborah'}","300","","Academic Internship","394","","True","C","5","O","20025","Research","2002"
"0000005630","1.0","0000001190","PSYCH","1","0","1","0","0","","Sherman, Bonnie","{'fsnum': '7475', 'name': 'Sherman, Bonnie'}","300","","IR/Imagery in Music","398","","False","","5","O","20025","Research","2002"
"0000005631","1.0","0000001207","REL","10","1","4","5","0","BTS-T;WRI","Hanson, James","{'fsnum': '3061', 'name': 'Hanson, James'}","200","","St.Paul/Letter/Gospel","223","{'day': 'Mo', 'end': '14:00', 'location': 'RML 420', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'RML 420', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'RML 420', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'RML 420', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'RML 420', 'start': '12:30'}","False","","5","O","20025","Research","2002"
"0000005632","1.0","0000001232","REL","7","0","6","1","0","EIN;WRI","Hanson, James","{'fsnum': '3061', 'name': 'Hanson, James'}","200","","The Ethics of Jesus","276","{'day': 'Mo', 'end': '11:30', 'location': 'RML 420', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RML 420', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RML 420', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RML 420', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RML 420', 'start': '10:00'}","False","","5","O","20025","Research","2002"
"0000005633","1.0","0000001236","REL","2","0","2","0","0","","Lund, Eric","{'fsnum': '4838', 'name': 'Lund, Eric'}","200","","Academic Internship","294","","True","A","5","O","20025","Research","2002"
"0000005634","1.0","0000001236","REL","1","0","1","0","0","","Booth, David","{'fsnum': '712', 'name': 'Booth, David'}","200","","Academic Internship","294","","True","B","5","O","20025","Research","2002"
"0000005635","1.0","0000001236","REL","2","0","2","0","0","","Poehlmann, William","{'fsnum': '6381', 'name': 'Poehlmann, William'}","200","","Academic Internship","294","","True","C","5","O","20025","Research","2002"
"0000005636","1.0","0000001239","REL","1","0","0","0","1","","Stansell, Gary","{'fsnum': '7921', 'name': 'Stansell, Gary'}","200","","IS/The Hexateuch","298","","False","","5","O","20025","Research","2002"
"0000005637","1.0","0000001315","SOAN","1","0","1","0","0","","Nordstrom-Loeb, Bruce","{'fsnum': '5728', 'name': 'Nordstrom-Loeb, Bruce'}","200","","Academic Internship","294","","True","","5","O","20025","Research","2002"
"0000005638","1.0","0000001376","THEAT","12","0","5","3","4","ALS-A;ORC","Gisselman, Gary C.","{'fsnum': '10426', 'name': 'Gisselman, Gary C.'}","100","","Acting for Non-Majors","115","{'day': 'Mo', 'end': '11:30', 'location': 'TB 14/227', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'TB 14/227', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'TB 14/227', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'TB 14/227', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'TB 14/227', 'start': '10:00'}","False","","5","O","20025","Research","2002"

