"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","number","offerings","pn","section","semester","status","term","type","year"
"0000026980","1.0","0000000102","BIO","20","1","0","0","19","NSC;NSL","Staff","{'fsnum': '', 'name': 'Staff'}","100","20","Human Biology","123","","False","","5","O","19995","Research","1999"
"0000026981","1.0","0000000153","BIO","2","0","2","0","0","","Bakko, Eugene","{'fsnum': '325', 'name': 'Bakko, Eugene'}","200","","Academic Internship","294","","True","","5","O","19995","Research","1999"
"0000026982","1.0","0000000153","BIO","1","0","0","0","1","","","","200","","Academic Internship","294","","True","A","5","O","19995","Research","1999"
"0000026983","1.0","0000000153","BIO","1","0","1","0","0","","Kermott, Louis Henry","{'fsnum': '4284', 'name': 'Kermott, Louis Henry'}","200","","Academic Internship","294","","True","B","5","O","19995","Research","1999"
"0000026984","1.0","0000000153","BIO","2","0","2","0","0","","Shea, Kathleen L.","{'fsnum': '7450', 'name': 'Shea, Kathleen L.'}","200","","Academic Internship","294","","True","C","5","O","19995","Research","1999"
"0000026985","1.0","0000000197","CHEM","28","4","6","12","6","","Pearson, Wesley","{'fsnum': '6161', 'name': 'Pearson, Wesley'}","200","","Organic Chemistry","248","{'day': 'Mo', 'end': '09:30', 'location': 'SC 378', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'SC 378', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'SC 378', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'SC 378', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'SC 378', 'start': '08:00'}","False","","5","O","19995","Research","1999"
"0000026986","0.25","0000000200","CHEM","25","4","4","11","6","","Pearson, Wesley","{'fsnum': '6161', 'name': 'Pearson, Wesley'}","200","","Synthesis Lab","254","{'day': 'Mo', 'end': '16:00', 'location': 'SC 311', 'start': '13:00'};{'day': 'Tu', 'end': '16:00', 'location': 'SC 311', 'start': '13:00'}","True","","5","O","19995","Lab","1999"
"0000026987","1.0","0000000204","CHEM","1","0","1","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","1","Academic Internship","294","","True","","5","O","19995","Research","1999"
"0000026988","1.0","0000000256","ECON","9","0","0","2","7","HBS;HWC","Soderlind, Steve","{'fsnum': '7636', 'name': 'Soderlind, Steve'}","100","","Capitalism: Struggles","113","","False","","5","O","19995","Research","1999"
"0000026989","1.0","0000000276","ECON","2","0","1","1","0","","Soderlind, Steve","{'fsnum': '7636', 'name': 'Soderlind, Steve'}","200","","Academic Internship","294","","True","","5","O","19995","Research","1999"
"0000026990","1.0","0000000276","ECON","2","0","2","0","0","","","","200","","Academic Internship","294","","True","A","5","O","19995","Research","1999"
