"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","number","offerings","pn","section","semester","status","term","type","year"
"0000004805","1.0","0000000177","AMCON","22","21","0","0","1","FYW;HWC","Farrell, James","{'fsnum': '2030', 'name': 'Farrell, James'}","100","","","","","","Dem Vistas: 1800-1900","102","{'day': 'Mo', 'end': '11:40', 'location': 'HH 514', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'HH 514', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'HH 514', 'start': '10:45'}","False","A","3","C","20023","Research","2002"
"0000004806","1.0","0000000177","AMCON","22","21","0","0","1","FYW;HWC","Umbanhowar Sr, Charles E.","{'fsnum': '8656', 'name': 'Umbanhowar Sr, Charles E.'}","100","","","","","","Dem Vistas: 1800-1900","102","{'day': 'Mo', 'end': '11:40', 'location': 'HH 317', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'HH 317', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'HH 317', 'start': '10:45'}","False","B","3","C","20023","Research","2002"
"0000004807","1.0","0000000179","AMCON","16","0","2","13","1","ALS-A;HBS;ORC;WRI","Holly, Carol","{'fsnum': '3424', 'name': 'Holly, Carol'}","200","","","","","","Pur/Happiness: 1920-00","202","{'day': 'Mo', 'end': '14:55', 'location': 'RML 515', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'RML 515', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'RML 515', 'start': '14:00'}","False","A","3","C","20023","Research","2002"
"0000004808","1.0","0000000179","AMCON","13","0","0","13","0","ALS-A;HBS;ORC;WRI","Kutulas, Judy","{'fsnum': '4583', 'name': 'Kutulas, Judy'}","200","","","","","","Pur/Happiness: 1920-00","202","{'day': 'Mo', 'end': '14:55', 'location': 'RML 421', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'RML 421', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'RML 421', 'start': '14:00'}","False","B","3","C","20023","Research","2002"
"0000004711","1.0","0000000009","AMST","29","0","8","3","18","HWC;MCS-D;WRI","Kutulas, Judy","{'fsnum': '4583', 'name': 'Kutulas, Judy'}","200","25","","","","","Top: Amer Adolescence","209","{'day': 'Tu', 'end': '13:10', 'location': 'HH 413', 'start': '23:45'};{'day': 'Th', 'end': '14:05', 'location': 'HH 413', 'start': '12:45'}","False","","3","C","20023","Topic","2002"
"0000004712","1.0","0000000012","AMST","1","0","0","0","1","","Farrell, James","{'fsnum': '2030', 'name': 'Farrell, James'}","200","","","","","","IS/Habits of My Heart","298","","False","","3","O","20023","Research","2002"
"0000004713","1.0","0000000013","AMST","21","0","8","2","11","","Farrell, James","{'fsnum': '2030', 'name': 'Farrell, James'}","300","18","","","","","Sem: Consumer Culture","301","{'day': 'Mo', 'end': '13:50', 'location': 'HH 514', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'HH 514', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'HH 514', 'start': '12:55'}","False","","3","C","20023","Seminar","2002"
"0000005540","1.0","0000001483","ARMS","30","1","5","8","16","HWC;MCS-D","Fitzgerald, Michael","{'fsnum': '2113', 'name': 'Fitzgerald, Michael'}","100","24","","","","","Intro to Arms","122","{'day': 'Tu', 'end': '11:00', 'location': 'RML 577', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'RML 577', 'start': '09:30'}","False","","3","C","20023","Research","2002"
"0000005541","1.0","0000001484","ARMS","21","0","6","1","14","ALS-L;MCS-D;WRI","Titus, Mary","{'fsnum': '8415', 'name': 'Titus, Mary'}","200","20","","","","","Top: Af-Am Women's Lit","250","{'day': 'Tu', 'end': '14:45', 'location': 'RML 515', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'RML 515', 'start': '14:15'}","False","","3","C","20023","Seminar","2002"
"0000005542","1.0","0000001489","ARMS","1","0","0","0","1","WRI","Fitzgerald, Michael","{'fsnum': '2113', 'name': 'Fitzgerald, Michael'}","300","","","","","","IR/Origin Black Power","398","","False","","3","O","20023","Research","2002"
"0000004714","0.5","0000000019","ART","23","13","2","4","4","ALS-A","Evans, Jil","{'fsnum': '14958', 'name': 'Evans, Jil'}","100","22","4","3","7","3","Found Perceptual Draw","111","{'day': 'Tu', 'end': '11:00', 'location': 'CAD 216', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'CAD 216', 'start': '09:30'}","False","A","3","C","20023","Research","2002"
