"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","number","offerings","pn","section","semester","status","term","type","year"
"0000020969","1.0","0000000973","PHIL","2","0","2","0","0","BTS-T;WRI","","","200","","Phil of Theology","241","{'day': 'Mo', 'end': '09:30', 'location': 'M 3', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'M 3', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'M 3', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'M 3', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'M 3', 'start': '08:00'}","False","","4","O","19964","Research","1996"
"0000020970","1.0","0000000982","PHIL","8","0","3","1","4","EIN;WRI","","","200","","Top: Environ Ethics","257","{'day': 'Mo', 'end': '11:30', 'location': 'M 21', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'M 21', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'M 21', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'M 21', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'M 21', 'start': '10:00'}","False","","4","O","19964","Research","1996"
"0000020975","1.0","0000001072","PHYS","11","3","2","3","3","NSC;NSL","","","100","20","Principles Physics I","124","","False","","4","O","19964","Research","1996"
"0000020976","","0000001073","PHYS","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","100","20","Prin Physics I/Lab","124","","False","","4","O","19964","Lab","1996"
"0000020977","1.0","0000001101","PHYS","1","0","0","0","1","","Proksch, Roger","{'fsnum': '6428', 'name': 'Proksch, Roger'}","300","","IR/Scan Probe Microsc","398","","False","","4","O","19964","Research","1996"
"0000020978","1.0","0000001151","PSCI","1","0","1","0","0","","Umbanhowar Sr, Charles E.","{'fsnum': '8656', 'name': 'Umbanhowar Sr, Charles E.'}","300","","Academic Internship","394","","True","","4","O","19964","Research","1996"
"0000020979","1.0","0000001188","PSYCH","1","0","0","0","1","","Anderson, Deborah","{'fsnum': '186', 'name': 'Anderson, Deborah'}","300","","Academic Internship","394","","True","","4","O","19964","Research","1996"
"0000020980","1.0","0000001198","REL","5","1","0","3","1","BTS-T;WRI","Lund, Eric","{'fsnum': '4838', 'name': 'Lund, Eric'}","200","","Chr Theol in History","212","{'day': 'Mo', 'end': '11:30', 'location': 'M 15', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'M 15', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'M 15', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'M 15', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'M 15', 'start': '10:00'}","False","","4","O","19964","Research","1996"
"0000020981","1.0","0000001216","REL","3","1","2","0","0","MCS-G;WRI","Lund, Eric","{'fsnum': '4838', 'name': 'Lund, Eric'}","200","","Judaism,Christ,ISlam","241","{'day': 'Mo', 'end': '09:30', 'location': 'M 30', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'M 30', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'M 30', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'M 30', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'M 30', 'start': '08:00'}","False","","4","O","19964","Research","1996"
"0000020983","1.0","0000001294","SOAN","7","0","2","1","4","HBS;MCS-G;WRI","Hoops, Walter T.","{'fsnum': '3471', 'name': 'Hoops, Walter T.'}","100","","Int/Cult Anthropology","128","{'day': 'Mo', 'end': '09:30', 'location': 'M 15', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'M 15', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'M 15', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'M 15', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'M 15', 'start': '08:00'}","False","","4","O","19964","Research","1996"

