"clbid","credits","crsid","department","enrolled","firstyear","halfcredit","instructors","junior","learningmode","level","max","name","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","type","year"
"0000015741","0.5","0000000023","ART","14","5/5","","Staff","1/5","S","100","20","Found Photography","115","{'day': 'Tu', 'end': '11:00', 'location': 'FH 2', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'FH 2', 'start': '09:35'}","False","False","B","3","5/3","3/8","C","19943","Research","1994"
"0000015742","0.5","0000000024","ART","13","4/7","","Staff","1/3","S","100","18","Found Ceramics: Hand","116","{'day': 'Tu', 'end': '11:00', 'location': 'FH 19', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'FH 19', 'start': '09:35'}","False","False","A","3","5/2","3/6","C","19943","Research","1994"
"0000015743","0.5","0000000024","ART","16","4/7","","Staff","3/3","S","100","18","Found Ceramics: Hand","116","{'day': 'Tu', 'end': '13:10', 'location': 'FH 19', 'start': '11:45'};{'day': 'Th', 'end': '13:10', 'location': 'FH 19', 'start': '11:45'}","False","False","B","3","7/2","2/6","C","19943","Research","1994"
"0000015744","1.0","0000000034","ART","24","","","Staff","","S","200","20","Watercolor Painting","232","{'day': 'Mo', 'end': '14:55', 'location': 'FH 40', 'start': '12:55'};{'day': 'We', 'end': '14:55', 'location': 'FH 40', 'start': '12:55'};{'day': 'Fr', 'end': '14:55', 'location': 'FH 40', 'start': '12:55'}","False","False","","3","","","C","19943","Research","1994"
"0000015745","1.0","0000000036","ART","10","","","Staff","","S","200","8","Sculpt: Direct Metal","234","{'day': 'Tu', 'end': '14:45', 'location': 'FH 18', 'start': '11:45'};{'day': 'Th', 'end': '14:45', 'location': 'FH 18', 'start': '11:45'}","False","False","","3","","","C","19943","Research","1994"
"0000015746","1.0","0000000039","ART","14","","","Staff","","S","200","15","Printmkg Intaglio/Mono","237","{'day': 'Mo', 'end': '12:45', 'location': 'FH 44', 'start': '10:45'};{'day': 'We', 'end': '12:45', 'location': 'FH 44', 'start': '10:45'};{'day': 'Fr', 'end': '12:45', 'location': 'FH 44', 'start': '10:45'}","False","False","","3","","","O","19943","Research","1994"
"0000015747","1.0","0000000042","ART","13","","","Staff","","S","200","13","Motion Graphics I","240","{'day': 'Tu', 'end': '14:45', 'location': 'FH 21', 'start': '11:45'};{'day': 'Th', 'end': '14:45', 'location': 'FH 21', 'start': '11:45'}","False","False","","3","","","C","19943","Research","1994"
"0000015748","1.0","0000000051","ART","32","","","Staff","","S","200","30","The 19th Century","252","{'day': 'Tu', 'end': '11:00', 'location': 'FH 01', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'FH 01', 'start': '09:35'}","False","False","","3","","","C","19943","Research","1994"
"0000015749","1.0","0000001503","ART","52","","","Staff","","S","200","60","The 20th Century","253","{'day': 'Mo', 'end': '11:40', 'location': 'FH 01', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'FH 01', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'FH 01', 'start': '10:45'}","False","False","","3","","","O","19943","Research","1994"
"0000015750","1.0","0000001507","ART","25","","","Staff","","S","200","30","Baroque and Rococo","258","{'day': 'Tu', 'end': '13:10', 'location': 'FH 01', 'start': '11:45'};{'day': 'Th', 'end': '13:10', 'location': 'FH 01', 'start': '11:45'}","False","False","","3","","","O","19943","Research","1994"
"0000015751","1.0","0000000057","ART","31","","","Staff","","S","200","50","East Asian Art","259","{'day': 'Mo', 'end': '13:50', 'location': 'FH 01', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'FH 01', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'FH 01', 'start': '12:55'}","False","False","","3","","","O","19943","Research","1994"
"0000015752","1.0","0000000059","ART","52","","","Staff","","S","200","50","Hist of Architecture","261","{'day': 'Mo', 'end': '10:00', 'location': 'FH 01', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'FH 01', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'FH 01', 'start': '09:05'}","False","False","","3","","","C","19943","Research","1994"
"0000015753","1.0","0000000068","ART","1","","","Staff","","S","200","999","Internship","294","","True","False","","3","","","O","19943","Research","1994"
"0000015754","1.0","0000000069","ART","1","","","Staff","","S","200","999","IS/Major Film Movemnt","298","","False","False","","3","","","O","19943","Research","1994"
"0000015755","1.0","0000000069","ART","1","","","Staff","","S","200","999","IS/Video-Performance","298","","False","False","A","3","","","O","19943","Research","1994"
"0000015756","1.0","0000000069","ART","1","","","Staff","","S","200","999","IS/Steel Design","298","","False","False","B","3","","","O","19943","Research","1994"
"0000015757","1.0","0000000069","ART","1","","","Staff","","S","200","999","IS/Interactive Art","298","","False","False","C","3","","","O","19943","Research","1994"
"0000015758","1.0","0000001512","ART","6","","","Staff","","S","300","8","Painting II","331","{'day': 'Tu', 'end': '14:45', 'location': 'FH 40', 'start': '11:45'};{'day': 'Th', 'end': '14:45', 'location': 'FH 40', 'start': '11:45'}","False","False","","3","","","O","19943","Research","1994"
"0000015759","1.0","0000001513","ART","1","","","Staff","","S","300","6","Advanced Sculpture","333","{'day': 'Tu', 'end': '14:45', 'location': 'FH 18', 'start': '11:45'};{'day': 'Th', 'end': '14:45', 'location': 'FH 18', 'start': '11:45'}","False","False","","3","","","O","19943","Research","1994"
"0000015760","1.0","0000000071","ART","28","","","Staff","","S","300","35","Senior Studies-Studio","393","{'day': 'Th', 'end': '21:00', 'location': 'FH 01', 'start': '19:00'}","False","False","","3","","","O","19943","Research","1994"
"0000015761","1.0","0000000074","ART","13","","","Staff","","S","300","20","Sr Studies-Art Hist","395","{'day': 'Tu', 'end': '14:45', 'location': 'FHSEM', 'start': '13:20'};{'day': 'Th', 'end': '14:45', 'location': 'FHSEM', 'start': '13:20'}","False","False","","3","","","O","19943","Research","1994"
"0000015762","1.0","0000000078","ASIAN","22","6/9","","Staff","","S","100","30","Asian Cultures","121","{'day': 'Tu', 'end': '13:10', 'location': 'CH 101', 'start': '11:45'};{'day': 'Th', 'end': '13:10', 'location': 'CH 101', 'start': '11:45'}","False","False","","3","","","O","19943","Research","1994"
"0000015763","1.0","0000000100","BIO","95","","","Staff","","S","100","96","Biological Science","121","{'day': 'Mo', 'end': '10:00', 'location': 'SC 280', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 280', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 280', 'start': '09:05'}","False","False","","3","","","C","19943","Research","1994"
"0000015764","0.0","0000000101","BIO","0","","","Staff","","S","100","24","Biological Sci/Lab","121","{'day': 'We', 'end': '14:55', 'location': 'SC 273', 'start': '12:55'}","False","False","A","3","","","C","19943","Lab","1994"
"0000015765","0.0","0000000101","BIO","0","","","Staff","","S","100","24","Biological Sci/Lab","121","{'day': 'Th', 'end': '10:00', 'location': 'SC 273', 'start': '08:00'}","False","False","B","3","","","C","19943","Lab","1994"
"0000015766","0.0","0000000101","BIO","0","","","Staff","","S","100","24","Biological Sci/Lab","121","{'day': 'Th', 'end': '13:45', 'location': 'SC 273', 'start': '11:45'}","False","False","C","3","","","C","19943","Lab","1994"
"0000015767","0.0","0000000101","BIO","0","","","Staff","","S","100","24","Biological Sci/Lab","121","{'day': 'Th', 'end': '17:00', 'location': 'SC 273', 'start': '15:00'}","False","False","D","3","","","C","19943","Lab","1994"
"0000015768","1.0","0000000108","BIO","33","","","Staff","","S","100","48","Organismic Biology","126","{'day': 'Mo', 'end': '08:55', 'location': 'SC 278', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'SC 278', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'SC 278', 'start': '08:00'}","False","False","A","3","","","O","19943","Research","1994"
"0000015769","0.0","0000000109","BIO","0","","","Staff","","S","100","24","Organismic Biol/Lab","126","{'day': 'Tu', 'end': '14:15', 'location': 'SC 211', 'start': '11:45'}","False","False","A","3","","","O","19943","Lab","1994"
"0000015770","1.0","0000000108","BIO","44","","","Staff","","S","100","48","Organismic Biology","126","{'day': 'Mo', 'end': '11:40', 'location': 'SC 278', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SC 278', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SC 278', 'start': '10:45'}","False","False","B","3","","","C","19943","Research","1994"
"0000015771","0.0","0000000109","BIO","0","","","Staff","","S","100","24","Organismic Biol/Lab","126","{'day': 'Th', 'end': '10:30', 'location': 'SC 211', 'start': '08:00'}","False","False","B","3","","","O","19943","Lab","1994"
"0000015772","1.0","0000000108","BIO","69","","","Staff","","S","100","72","Organismic Biology","126","{'day': 'Mo', 'end': '12:45', 'location': 'SC 278', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'SC 278', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'SC 278', 'start': '11:50'}","False","False","C","3","","","C","19943","Research","1994"
"0000015773","0.0","0000000109","BIO","0","","","Staff","","S","100","24","Organismic Biol/Lab","126","{'day': 'Tu', 'end': '17:30', 'location': 'SC 211', 'start': '15:00'}","False","False","C","3","","","C","19943","Lab","1994"
"0000015774","0.0","0000000109","BIO","0","","","Staff","","S","100","24","Organismic Biol/Lab","126","{'day': 'We', 'end': '15:25', 'location': 'SC 211', 'start': '12:55'}","False","False","D","3","","","C","19943","Lab","1994"
"0000015775","0.0","0000000109","BIO","0","","","Staff","","S","100","24","Organismic Biol/Lab","126","{'day': 'Tu', 'end': '10:30', 'location': 'SC 211', 'start': '08:00'}","False","False","E","3","","","O","19943","Lab","1994"
"0000015776","0.0","0000000109","BIO","0","","","Staff","","S","100","24","Organismic Biol/Lab","126","{'day': 'Th', 'end': '14:15', 'location': 'SC 211', 'start': '11:45'}","False","False","F","3","","","C","19943","Lab","1994"
"0000015777","0.0","0000000109","BIO","0","","","Staff","","S","100","24","Organismic Biol/Lab","126","{'day': 'Th', 'end': '17:30', 'location': 'SC 211', 'start': '15:00'}","False","False","G","3","","","C","19943","Lab","1994"
"0000015778","1.0","0000000119","BIO","95","","","Staff","","S","200","72","Microbiology","231","{'day': 'Mo', 'end': '11:40', 'location': 'SC 280', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SC 280', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SC 280', 'start': '10:45'}","False","False","","3","","","C","19943","Research","1994"
"0000015779","0.0","0000000120","BIO","0","","","Staff","","S","200","24","Microbiology/Lab","231","{'day': 'Tu', 'end': '14:45', 'location': 'SC 263', 'start': '11:45'}","False","False","A","3","","","C","19943","Lab","1994"
"0000015780","0.0","0000000120","BIO","0","","","Staff","","S","200","24","Microbiology/Lab","231","{'day': 'We', 'end': '15:55', 'location': 'SC 263', 'start': '12:55'}","False","False","B","3","","","C","19943","Lab","1994"
"0000015781","0.0","0000000120","BIO","0","","","Staff","","S","200","24","Microbiology/Lab","231","{'day': 'Th', 'end': '16:20', 'location': 'SC 263', 'start': '13:20'}","False","False","C","3","","","C","19943","Lab","1994"
"0000015782","1.0","0000000122","BIO","51","","","Staff","","S","200","48","Intermediate Genetics","233","{'day': 'Mo', 'end': '08:55', 'location': 'SC 280', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'SC 280', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'SC 280', 'start': '08:00'}","False","False","","3","","","C","19943","Research","1994"
"0000015783","0.0","0000000123","BIO","0","","","Staff","","S","200","24","Intermed Genetics/Lab","233","{'day': 'Tu', 'end': '11:00', 'location': 'SC 229', 'start': '08:00'}","False","False","A","3","","","C","19943","Lab","1994"
"0000015784","0.0","0000000123","BIO","0","","","Staff","","S","200","24","Intermed Genetics/Lab","233","{'day': 'Tu', 'end': '16:20', 'location': 'SC 229', 'start': '13:20'}","False","False","B","3","","","C","19943","Lab","1994"
"0000015785","1.0","0000001535","BIO","28","","","Staff","","S","200","36","Cell Biology","241","{'day': 'Mo', 'end': '11:40', 'location': 'SC 274', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SC 274', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SC 274', 'start': '10:45'}","False","False","","3","","","O","19943","Research","1994"
"0000015786","0.0","0000001536","BIO","0","","","Staff","","S","200","12","Cell Biology/Lab","241","{'day': 'Tu', 'end': '16:20', 'location': 'SC 227', 'start': '13:20'}","False","False","A","3","","","C","19943","Lab","1994"
"0000015787","0.0","0000001536","BIO","0","","","Staff","","S","200","12","Cell Biology/Lab","241","{'day': 'We', 'end': '15:55', 'location': 'SC 227', 'start': '12:55'}","False","False","B","3","","","O","19943","Lab","1994"
"0000015788","0.0","0000001536","BIO","0","","","Staff","","S","200","12","Cell Biology/Lab","241","{'day': 'Th', 'end': '14:45', 'location': 'SC 227', 'start': '11:45'}","False","False","C","3","","","C","19943","Lab","1994"
"0000015789","1.0","0000000124","BIO","35","","","Staff","","S","200","32","Vertebrate Biology","242","{'day': 'Tu', 'end': '09:25', 'location': 'SC 278', 'start': '08:00'};{'day': 'Th', 'end': '09:25', 'location': 'SC 278', 'start': '08:00'}","False","False","","3","","","C","19943","Research","1994"
"0000015790","0.0","0000000125","BIO","0","","","Staff","","S","200","16","Vertebrate Biol/Lab","242","{'day': 'We', 'end': '15:55', 'location': 'SC 269', 'start': '12:55'}","False","False","A","3","","","C","19943","Lab","1994"
"0000015791","0.0","0000000125","BIO","0","","","Staff","","S","200","16","Vertebrate Biol/Lab","242","{'day': 'Th', 'end': '16:20', 'location': 'SC 269', 'start': '13:20'}","False","False","B","3","","","C","19943","Lab","1994"
"0000015792","1.0","0000000130","BIO","6","","","Staff","","S","200","16","Invertebrate Zoology","248","{'day': 'Tu', 'end': '11:00', 'location': 'SC 274', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'SC 274', 'start': '09:35'}","False","False","","3","","","O","19943","Research","1994"
"0000015793","0.0","0000000131","BIO","0","","","Staff","","S","200","16","Invertebrate Zool/Lab","248","{'day': 'Tu', 'end': '16:20', 'location': 'SC 273', 'start': '13:20'}","False","False","A","3","","","O","19943","Lab","1994"
"0000015794","1.0","0000000139","BIO","53","","","Staff","","S","200","60","Ecological Principles","261","{'day': 'Mo', 'end': '10:00', 'location': 'SC 278', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 278', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 278', 'start': '09:05'}","False","False","","3","","","O","19943","Research","1994"
"0000015795","0.0","0000000140","BIO","0","","","Staff","","S","200","20","Ecological Prin/Lab","261","{'day': 'Tu', 'end': '10:30', 'location': 'SC 248', 'start': '08:00'}","False","False","A","3","","","O","19943","Lab","1994"
"0000015796","0.0","0000000140","BIO","0","","","Staff","","S","200","20","Ecological Prin/Lab","261","{'day': 'Tu', 'end': '15:55', 'location': 'SC 248', 'start': '13:20'}","False","False","B","3","","","C","19943","Lab","1994"
"0000015797","0.0","0000000140","BIO","0","","","Staff","","S","200","20","Ecological Prin/Lab","261","{'day': 'We', 'end': '15:25', 'location': 'SC 248', 'start': '12:55'}","False","False","C","3","","","O","19943","Lab","1994"
"0000015798","1.0","0000000154","BIO","6","","","Staff","","S","200","999","IS/Cell Cycle","298","","False","False","","3","","","O","19943","Research","1994"
"0000015799","1.0","0000000154","BIO","1","","","Staff","","S","200","999","IS/Vet Med & Cancer","298","","False","False","A","3","","","O","19943","Research","1994"
"0000015800","1.0","0000000154","BIO","1","","","Staff","","S","200","999","IS/Human Genetics","298","","False","False","B","3","","","O","19943","Research","1994"
"0000015801","1.0","0000000159","BIO","4","","","Staff","","S","300","16","Molecular Biology","364","{'day': 'Tu', 'end': '13:10', 'location': 'SC 274', 'start': '11:45'};{'day': 'Th', 'end': '13:10', 'location': 'SC 274', 'start': '11:45'}","False","False","","3","","","O","19943","Research","1994"
"0000015802","0.0","0000000160","BIO","0","","","Staff","","S","300","16","Molecular Biology/Lab","364","{'day': 'We', 'end': '15:55', 'location': 'SC 229', 'start': '12:55'}","False","False","A","3","","","O","19943","Lab","1994"
"0000015803","1.0","0000000164","BIO","15","","","Staff","","S","300","24","Developmental Biology","372","{'day': 'Tu', 'end': '13:10', 'location': 'SC 130', 'start': '11:45'};{'day': 'Th', 'end': '13:10', 'location': 'SC 130', 'start': '11:45'}","False","False","","3","","","O","19943","Research","1994"
"0000015804","0.0","0000000165","BIO","0","","","Staff","","S","300","12","Developmental Bio/Lab","372","{'day': 'We', 'end': '15:55', 'location': 'SC 253', 'start': '12:55'}","False","False","A","3","","","O","19943","Lab","1994"
"0000015805","0.0","0000000165","BIO","0","","","Staff","","S","300","12","Developmental Bio/Lab","372","{'day': 'Th', 'end': '16:20', 'location': 'SC 253', 'start': '13:20'}","False","False","B","3","","","O","19943","Lab","1994"
"0000015806","1.0","0000000172","BIO","13","","","Staff","","S","300","12","Top: Cardiovasc Physio","391","{'day': 'Tu', 'end': '14:45', 'location': 'SC 210', 'start': '13:20'};{'day': 'Th', 'end': '14:45', 'location': 'SC 210', 'start': '13:20'}","False","False","","3","","","C","19943","Topic","1994"
"0000015807","1.0","0000000175","BIO","1","","","Staff","","S","300","999","IR/Tetrahymenauvarps","398","","False","False","","3","","","O","19943","Research","1994"
"0000015808","1.0","0000000175","BIO","1","","","Staff","","S","300","999","IR/Wetland Ecology","398","","False","False","A","3","","","O","19943","Research","1994"
"0000015809","1.0","0000000175","BIO","1","","","Staff","","S","300","999","IR/Cardioprotection","398","","False","False","B","3","","","O","19943","Research","1994"
"0000015810","1.0","0000000175","BIO","1","","","Staff","","S","300","999","IR/Phagocytosis","398","","False","False","C","3","","","O","19943","Research","1994"
"0000015811","1.0","0000000175","BIO","1","","","Staff","","S","300","999","IR/Advanced Technique","398","","False","False","D","3","","","O","19943","Research","1994"
"0000015812","1.0","0000000175","BIO","1","","","Staff","","S","300","999","IR/Sustainable Agric","398","","False","False","E","3","","","O","19943","Research","1994"
"0000015813","1.0","0000000175","BIO","1","","","Staff","","S","300","999","IR/Myocardial ISchemi","398","","False","False","F","3","","","O","19943","Research","1994"
"0000015814","1.0","0000000182","CHEM","29","","","Staff","","S","100","24","Fundamentls of Chem","111","{'day': 'Tu', 'end': '11:00', 'location': 'SC 278', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'SC 278', 'start': '09:35'}","False","False","","3","","","C","19943","Research","1994"
"0000015815","0.0","0000000183","CHEM","0","","","Staff","","S","100","24","Fundamentls Chem/Lab","111","{'day': 'We', 'end': '17:00', 'location': 'SC 371', 'start': '14:00'}","False","False","A","3","","","C","19943","Lab","1994"
"0000015816","0.0","0000000183","CHEM","0","","","Staff","","S","100","999","Fundamentls of Chem","111","{'day': 'Tu', 'end': '14:45', 'location': 'SC 371', 'start': '11:45'}","False","False","B","3","","","O","19943","Lab","1994"
"0000015817","1.0","0000001547","CHEM","9","","","Staff","","S","100","25","Materials Science","112","{'day': 'Tu', 'end': '09:25', 'location': 'SC 274', 'start': '08:00'};{'day': 'Th', 'end': '09:25', 'location': 'SC 274', 'start': '08:00'}","False","False","","3","","","O","19943","Research","1994"
"0000015818","0.0","0000001548","CHEM","0","","","Staff","","S","100","25","Materials Science/Lab","112","{'day': 'Th', 'end': '14:45', 'location': 'SC 371', 'start': '11:45'}","False","False","A","3","","","O","19943","Lab","1994"
"0000015819","1.0","0000000194","CHEM","44","","","Staff","","S","100","55","Chemical Reactions","126","{'day': 'Mo', 'end': '08:55', 'location': 'SC 378', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'SC 378', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'SC 378', 'start': '08:00'}","False","False","A","3","","","O","19943","Research","1994"
"0000015820","0.0","0000000195","CHEM","0","","","Staff","","S","100","28","Chem Reactions/Lab","126","{'day': 'Mo', 'end': '17:00', 'location': 'SC 363/374', 'start': '14:00'}","False","False","A","3","","","C","19943","Lab","1994"
"0000015821","1.0","0000000194","CHEM","56","","","Staff","","S","100","55","Chemical Reactions","126","{'day': 'Mo', 'end': '10:00', 'location': 'SC 378', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 378', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 378', 'start': '09:05'}","False","False","B","3","","","C","19943","Research","1994"
"0000015822","0.0","0000000195","CHEM","0","0/11","","Staff","","S","100","28","Chem Reactions/Lab","126","{'day': 'Tu', 'end': '11:00', 'location': 'SC 363/374', 'start': '08:00'}","False","False","B","3","","","O","19943","Lab","1994"
"0000015823","1.0","0000000194","CHEM","54","","","Staff","","S","100","55","Chemical Reactions","126","{'day': 'Mo', 'end': '11:40', 'location': 'SC 378', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SC 378', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SC 378', 'start': '10:45'}","False","False","C","3","","","C","19943","Research","1994"
"0000015824","0.0","0000000195","CHEM","0","0/7","","Staff","","S","100","28","Chem Reactions/Lab","126","{'day': 'Tu', 'end': '14:45', 'location': 'SC 363/374', 'start': '11:45'}","False","False","C","3","","","O","19943","Lab","1994"
"0000015825","1.0","0000000194","CHEM","33","","","Staff","","S","100","55","Chemical Reactions","126","{'day': 'Mo', 'end': '12:45', 'location': 'SC 378', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'SC 378', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'SC 378', 'start': '11:50'}","False","False","D","3","","","O","19943","Research","1994"
"0000015826","0.0","0000000195","CHEM","0","","","Staff","","S","100","28","Chem Reactions/Lab","126","{'day': 'We', 'end': '17:00', 'location': 'SC 363/374', 'start': '14:00'}","False","False","D","3","","","C","19943","Lab","1994"
"0000015827","0.0","0000000195","CHEM","0","0/7","","Staff","","S","100","28","Chem Reactions/Lab","126","{'day': 'Th', 'end': '11:00', 'location': 'SC 363/374', 'start': '08:00'}","False","False","E","3","","","O","19943","Lab","1994"
"0000015828","0.0","0000000195","CHEM","0","0/7","","Staff","","S","100","28","Chem Reactions/Lab","126","{'day': 'Th', 'end': '14:45', 'location': 'SC 363/374', 'start': '11:45'}","False","False","F","3","","","O","19943","Lab","1994"
"0000015829","0.0","0000000195","CHEM","0","","","Staff","","S","100","28","Chem Reactions/Lab","126","{'day': 'Fr', 'end': '17:00', 'location': 'SC 363/374', 'start': '14:00'}","False","False","G","3","","","O","19943","Lab","1994"
"0000015830","0.0","0000000195","CHEM","0","","","Staff","","S","100","28","Chem Reactions/Lab","126","{'day': 'Tu', 'end': '18:00', 'location': 'SC 363/374', 'start': '15:00'}","False","False","H","3","","","C","19943","Lab","1994"
"0000015831","1.0","0000000197","CHEM","31","","","Staff","","S","200","60","Organic Chemistry","248","{'day': 'Mo', 'end': '08:55', 'location': 'SC 282', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'SC 282', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'SC 282', 'start': '08:00'}","False","False","A","3","","","O","19943","Research","1994"
"0000015832","1.0","0000000197","CHEM","65","","","Staff","","S","200","70","Organic Chemistry","248","{'day': 'Mo', 'end': '10:00', 'location': 'SC 282', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 282', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 282', 'start': '09:05'}","False","False","B","3","","","O","19943","Research","1994"
"0000015833","0.25","0000000200","CHEM","20","","","Staff","","S","200","24","Synthesis Lab","254","{'day': 'Mo', 'end': '17:00', 'location': 'SC 311/378', 'start': '14:00'}","True","False","A","3","","","C","19943","Lab","1994"
