"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","number","offerings","pn","section","semester","status","term","type","year"
"0000026172","1.0","0000000016","AFAM","39","0","11","5","23","ALS-L;MCS-G;WRI","Mbele, Joseph L.","{'fsnum': '5144', 'name': 'Mbele, Joseph L.'}","200","30","","","","","Africa & the Americas","231","{'day': 'Tu', 'end': '11:00', 'location': 'L 577', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'L 577', 'start': '09:35'}","False","","3","C","19993","Seminar","1999"
"0000026168","1.0","0000000006","AMST","25","0","1","0","24","HBS;WRI","Allister, Mark","{'fsnum': '110', 'name': 'Allister, Mark'}","200","25","","","","","Being Male in America","206","{'day': 'Mo', 'end': '12:45', 'location': 'L 525', 'start': '23:50'};{'day': 'We', 'end': '12:45', 'location': 'L 525', 'start': '23:50'};{'day': 'Fr', 'end': '12:45', 'location': 'L 525', 'start': '23:50'}","False","","3","C","19993","Research","1999"
"0000026169","1.0","0000000012","AMST","1","0","1","0","0","WRI","Farrell, James","{'fsnum': '2030', 'name': 'Farrell, James'}","200","","","","","","IS/America and Asia","298","","False","","3","O","19993","Research","1999"
"0000026170","1.0","0000000013","AMST","22","0","10","2","10","","Kutulas, Judy","{'fsnum': '4583', 'name': 'Kutulas, Judy'}","300","20","","","","","Sem: Amer Wm of Color","301","{'day': 'Tu', 'end': '13:10', 'location': 'H 515', 'start': '23:45'};{'day': 'Th', 'end': '13:10', 'location': 'H 515', 'start': '23:45'}","False","","3","C","19993","Seminar","1999"
"0000026171","1.0","0000000015","AMST","1","0","0","0","1","","Farrell, James","{'fsnum': '2030', 'name': 'Farrell, James'}","300","","","","","","IR/Nps Research","398","","False","","3","O","19993","Research","1999"
"0000026946","1.0","0000001486","ARMS","1","0","0","0","1","","Farrell, James","{'fsnum': '2030', 'name': 'Farrell, James'}","200","","","","","","Academic Internship","294","","True","","3","O","19993","Research","1999"
"0000026947","1.0","0000001489","ARMS","1","0","0","0","1","","Holly, Carol","{'fsnum': '3424', 'name': 'Holly, Carol'}","300","","","","","","IR/Arms Final Project","398","","False","","3","O","19993","Research","1999"
"0000026173","0.5","0000000019","ART","23","10","3","5","5","ALS-A","","","100","22","","3","8","3","Found Perceptual Draw","111","{'day': 'Tu', 'end': '11:00', 'location': 'FH 42', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'FH 42', 'start': '09:35'}","False","","3","C","19993","Research","1999"
"0000026174","0.5","0000000020","ART","21","13","2","5","1","ALS-A","Shoger, Jan","{'fsnum': '7486', 'name': 'Shoger, Jan'}","100","22","","3","8","3","Found Conceptual Draw","112","{'day': 'Mo', 'end': '10:00', 'location': 'FH 42', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'FH 42', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'FH 42', 'start': '09:05'}","False","","3","C","19993","Research","1999"
"0000026175","0.5","0000000021","ART","22","12","2","5","3","ALS-A","","","100","22","","3","8","3","Found Color Design","113","{'day': 'Mo', 'end': '11:40', 'location': 'FH AB', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'FH AB', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'FH AB', 'start': '10:45'}","False","","3","C","19993","Research","1999"
"0000026176","0.5","0000000022","ART","16","9","1","2","4","ALS-A","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","100","16","","5","6","3","Foundation Sculpture","114","{'day': 'Tu', 'end': '09:25', 'location': 'FH 18', 'start': '08:00'};{'day': 'Th', 'end': '09:25', 'location': 'FH 18', 'start': '08:00'}","False","A","3","C","19993","Research","1999"
"0000026177","0.5","0000000022","ART","15","8","0","2","5","ALS-A","Dell, Irve","{'fsnum': '1369', 'name': 'Dell, Irve'}","100","16","","4","7","3","Foundation Sculpture","114","{'day': 'Tu', 'end': '11:00', 'location': 'FH 18', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'FH 18', 'start': '09:35'}","False","B","3","O","19993","Research","1999"
"0000026178","0.5","0000000023","ART","15","3","2","3","7","ALS-A","Ojala, Margaret","{'fsnum': '5816', 'name': 'Ojala, Margaret'}","100","20","","5","5","5","Found Photography","115","{'day': 'Tu', 'end': '09:25', 'location': 'FH 2', 'start': '08:00'};{'day': 'Th', 'end': '09:25', 'location': 'FH 2', 'start': '08:00'}","False","A","3","C","19993","Research","1999"
"0000026179","0.5","0000000023","ART","18","5","4","4","5","ALS-A","Ojala, Margaret","{'fsnum': '5816', 'name': 'Ojala, Margaret'}","100","20","","5","5","5","Found Photography","115","{'day': 'Tu', 'end': '11:00', 'location': 'FH 2', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'FH 2', 'start': '09:35'}","False","B","3","C","19993","Research","1999"
