"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","number","offerings","pn","section","semester","status","term","type","year"
"0000001073","1.0","0000000177","AMCON","22","19","0","0","3","FYW;HWC","Titus, Mary","{'fsnum': '8415', 'name': 'Titus, Mary'}","100","","","","","","Dem Vistas: 1800-1900","102","{'day': 'Mo', 'end': '10:00', 'location': 'L 515', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'L 515', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'L 515', 'start': '09:05'}","False","A","3","C","20003","Research","2000"
"0000001074","1.0","0000000177","AMCON","23","20","0","0","3","FYW;HWC","Lagerquist, L. DeAne","{'fsnum': '4592', 'name': 'Lagerquist, L. DeAne'}","100","","","","","","Dem Vistas: 1800-1900","102","{'day': 'Mo', 'end': '10:00', 'location': 'L 577', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'L 577', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'L 577', 'start': '09:05'}","False","B","3","C","20003","Research","2000"
"0000000987","1.0","0000000007","AMST","21","0","6","2","13","","Allister, Mark","{'fsnum': '110', 'name': 'Allister, Mark'}","200","20","","","","","Top: California Dreams","207","{'day': 'Mo', 'end': '14:55', 'location': 'L 515', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'L 515', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'L 515', 'start': '14:00'}","False","","3","C","20003","Topic","2000"
"0000000988","1.0","0000000013","AMST","22","0","9","0","13","","Kutulas, Judy","{'fsnum': '4583', 'name': 'Kutulas, Judy'}","300","20","","","","","Sem: Television Cultur","301","{'day': 'Tu', 'end': '13:10', 'location': 'H 515', 'start': '23:45'};{'day': 'Th', 'end': '13:10', 'location': 'H 515', 'start': '23:45'}","False","","3","C","20003","Seminar","2000"
"0000001780","1.0","0000001483","ARMS","24","2","6","13","3","HWC;MCS-D;WRI","Fure-Slocum, Eric J.","{'fsnum': '10197', 'name': 'Fure-Slocum, Eric J.'}","100","25","","","","","Intro to Arms","122","{'day': 'Tu', 'end': '11:00', 'location': 'M 30', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'M 30', 'start': '09:35'}","False","","3","C","20003","Research","2000"
"0000001781","1.0","0000001487","ARMS","1","0","0","0","1","","Titus, Mary","{'fsnum': '8415', 'name': 'Titus, Mary'}","200","","","","","","IS/Queering Harlem","298","","False","","3","O","20003","Research","2000"
"0000000989","0.5","0000000019","ART","20","10","1","2","7","ALS-A","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","100","20","10","5","6","","Found Perceptual Draw","111","{'day': 'Tu', 'end': '09:25', 'location': 'FH 42', 'start': '08:00'};{'day': 'Th', 'end': '09:25', 'location': 'FH 42', 'start': '08:00'}","False","A","3","C","20003","Research","2000"
"0000000990","0.5","0000000019","ART","20","6","6","4","4","ALS-A","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","100","20","8","5","8","","Found Perceptual Draw","111","{'day': 'Tu', 'end': '13:10', 'location': 'FH 42', 'start': '23:45'};{'day': 'Th', 'end': '13:10', 'location': 'FH 42', 'start': '23:45'}","False","B","3","C","20003","Research","2000"
"0000000991","0.5","0000000020","ART","22","6","5","5","6","ALS-A","Shoger, Jan","{'fsnum': '7486', 'name': 'Shoger, Jan'}","100","20","7","5","6","","Found Conceptual Draw","112","{'day': 'Mo', 'end': '10:00', 'location': 'FH 42', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'FH 42', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'FH 42', 'start': '09:05'}","False","","3","C","20003","Research","2000"
"0000000992","0.5","0000000021","ART","25","5","3","10","7","ALS-A","Arneson, Wendell","{'fsnum': '276', 'name': 'Arneson, Wendell'}","100","20","7","5","5","5","Found Color Design","113","{'day': 'Mo', 'end': '10:00', 'location': 'FH AB', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'FH AB', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'FH AB', 'start': '09:05'}","False","A","3","C","20003","Research","2000"
