"clbid","credits","crsid","department","description","enrolled","firstyear","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000009340","1.0","0000000327","EDUC","","7","","","Martha Wallace","","S","300","15","Tchg of Mathematics","","350","{'day': 'Tu', 'end': '11:00', 'location': 'SC 184', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'SC 184', 'start': '09:30'};{'day': 'We', 'end': '13:50', 'location': 'TBA', 'start': '12:55'}","False","False","","3","","","C","20043","","Research","2004"
"0000009341","1.0","0000000328","EDUC","","4","","","Joseph McClanahan","","S","300","15","Tchg of World Lang","","353","{'day': 'Mo', 'end': '08:55', 'location': 'FH 10L', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'FH 10L', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'FH 10L', 'start': '08:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009342","1.0","0000000329","EDUC","","25","","","Linda Berger","","S","300","25","Tchg Music-Elem Schls","","355","{'day': 'Tu', 'end': '14:45', 'location': 'CHM 233', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'CHM 233', 'start': '14:15'}","False","False","","3","","","C","20043","","Research","2004"
"0000009343","1.0","0000000333","EDUC","","12","","","Char Anne Bezanson","","S","300","10","Tchg of Science","","364","{'day': 'Tu', 'end': '22:00', 'location': 'FH 10L', 'start': '19:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009344","1.0","0000000334","EDUC","","13","","","Maria L. Kelly;Larry Fowler","","S","300","25","Tchg of Soc Studies","","365","{'day': 'Mo', 'end': '19:30', 'location': 'FH 10', 'start': '18:00'};{'day': 'Th', 'end': '19:30', 'location': 'FH 10', 'start': '18:00'};{'day': 'Mo', 'end': '08:55', 'location': 'FH 10', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'FH 10', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'FH 10', 'start': '08:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009345","0.5","0000000335","EDUC","","8","","","Mark Schelske","","S","300","30","Counsel/Comm Schools","","372","{'day': 'Tu', 'end': '09:25', 'location': 'FH 10', 'start': '08:00'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009346","0.5","0000000335","EDUC","","9","","","Mark Schelske","","S","300","20","Counsel/Comm Schools","","372","{'day': 'Tu', 'end': '11:00', 'location': 'FH 10', 'start': '09:35'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009347","0.5","0000000336","EDUC","","9","","","Heather Campbell","","S","300","30","The Exceptional Child","","375","{'day': 'Th', 'end': '09:20', 'location': 'FH 10', 'start': '08:00'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009348","0.5","0000000336","EDUC","","10","","","Heather Campbell","","S","300","20","The Exceptional Child","","375","{'day': 'Th', 'end': '10:50', 'location': 'FH 10', 'start': '09:30'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009349","1.0","0000000337","EDUC","","1","","","Heather Campbell","","S","300","3","The Exceptional Child","","376","{'day': 'Th', 'end': '09:20', 'location': 'FH 10', 'start': '08:00'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009350","1.0","0000000337","EDUC","","2","","","Heather Campbell","","S","300","3","The Exceptional Child","","376","{'day': 'Th', 'end': '10:50', 'location': 'FH 10', 'start': '09:30'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009351","0.5","0000000340","EDUC","","17","","","Robert W. McClure;John Welckle","","S","300","25","Senior Seminar Educ","","381","{'day': 'Mo', 'end': '16:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Tu', 'end': '16:00', 'location': 'TBA', 'start': '08:00'};{'day': 'We', 'end': '16:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Th', 'end': '16:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Fr', 'end': '16:00', 'location': 'TBA', 'start': '08:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009352","0.0","0000000341","EDUC","","16","","","Rosemary A. Pfarr-Baker","","S","300","25","Human Relations","","382","","True","False","","3","","","C","20043","","Research","2004"
"0000009353","0.5","0000000342","EDUC","","17","","","Robert W. McClure;John Welckle","","S","300","25","Issues in Education","","385","{'day': 'Mo', 'end': '16:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Tu', 'end': '16:00', 'location': 'TBA', 'start': '08:00'};{'day': 'We', 'end': '16:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Th', 'end': '16:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Fr', 'end': '16:00', 'location': 'TBA', 'start': '08:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009354","3.0","0000000343","EDUC","","16","","","Rosemary A. Pfarr-Baker","","S","300","25","Student Teaching","","389","","False","False","","3","","","C","20043","","Research","2004"
"0000009355","1.0","0000000344","EDUC","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20043","","Research","2004"
"0000009356","1.0","0000000345","EDUC","","1","","","Mark Schelske","","S","300","999","IR/Earth/Evolution/Ed","","398","","False","False","","3","","","O","20043","","Research","2004"
"0000009357","0.25","0000000346","DNCTE","","19","","","Sheryl Saterstrom","","S","100","20","The Beat Goes On","","105","{'day': 'Mo', 'end': '11:40', 'location': 'CAD _STUDIO_2', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'CAD _STUDIO_2', 'start': '10:45'}","True","False","","3","","","C","20043","","Research","2004"
"0000009358","0.25","0000000347","DNCTE","","21","","","Anne von Bibra","","S","100","20","Ballroom I (Men)","","106","{'day': 'Mo', 'end': '10:00', 'location': 'CAD _STUDIO_1', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'CAD _STUDIO_1', 'start': '09:05'}","True","False","A","3","","","C","20043","","Research","2004"
"0000009359","0.25","0000000347","DNCTE","","23","","","Anne von Bibra","","S","100","14","Ballroom I (Women)","","106","{'day': 'Mo', 'end': '10:00', 'location': 'CAD _STUDIO_1', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'CAD _STUDIO_1', 'start': '09:05'}","True","False","B","3","","","C","20043","","Research","2004"
"0000009360","0.25","0000000347","DNCTE","","21","","","Anne von Bibra","","S","100","20","Ballroom I (Men)","","106","{'day': 'Tu', 'end': '14:55', 'location': 'CAD _STUDIO_1', 'start': '14:00'};{'day': 'Th', 'end': '15:35', 'location': 'CAD _STUDIO_1', 'start': '14:40'}","True","False","C","3","","","C","20043","","Research","2004"
"0000009361","0.25","0000000347","DNCTE","","21","","","Anne von Bibra","","S","100","14","Ballroom I (Women)","","106","{'day': 'Tu', 'end': '14:55', 'location': 'CAD _STUDIO_1', 'start': '14:00'};{'day': 'Th', 'end': '15:35', 'location': 'CAD _STUDIO_1', 'start': '14:40'}","True","False","D","3","","","C","20043","","Research","2004"
"0000009362","0.25","0000000349","DNCTE","","21","","","Anne von Bibra","","S","100","25","Int'l Dance I","","109","{'day': 'Tu', 'end': '12:45', 'location': 'CAD _STUDIO_1', 'start': '11:50'};{'day': 'Th', 'end': '13:40', 'location': 'CAD _STUDIO_1', 'start': '12:45'}","True","False","","3","","","O","20043","","Research","2004"
"0000009363","0.25","0000000350","DNCTE","","12","","","Sheryl Saterstrom","","S","100","15","Fundamentally Dance","","110","{'day': 'Tu', 'end': '14:55', 'location': 'CAD _STUDIO_3', 'start': '14:00'};{'day': 'Th', 'end': '15:35', 'location': 'CAD _STUDIO_3', 'start': '14:40'}","True","False","","3","","","C","20043","","Research","2004"
"0000009364","0.25","0000000351","DNCTE","","16","","","Anthony Roberts","","S","100","20","Modern Dance I (.25)","","111","{'day': 'Mo', 'end': '13:50', 'location': 'CAD _STUDIO_1', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CAD _STUDIO_1', 'start': '12:55'}","True","False","A","3","","","C","20043","","Research","2004"
"0000009365","0.25","0000000351","DNCTE","","14","","","Sheryl Saterstrom","","S","100","20","Modern Dance I (.25)","","111","{'day': 'Mo', 'end': '14:55', 'location': 'CAD _STUDIO_3', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'CAD _STUDIO_3', 'start': '14:00'}","True","False","B","3","","","C","20043","","Research","2004"
"0000009366","0.25","0000000353","DNCTE","","21","","","Heather J. Klopchin","","S","100","20","Ballet I","","121","{'day': 'Tu', 'end': '11:00', 'location': 'CAD _STUDIO_2', 'start': '10:05'};{'day': 'Th', 'end': '10:50', 'location': 'CAD _STUDIO_2', 'start': '09:55'}","True","False","A","3","","","C","20043","","Research","2004"
"0000009367","0.25","0000000353","DNCTE","","20","","","Jennifer Bader","","S","100","20","Ballet I","","121","{'day': 'Tu', 'end': '12:45', 'location': 'CAD _STUDIO_2', 'start': '11:50'};{'day': 'Th', 'end': '13:40', 'location': 'CAD _STUDIO_2', 'start': '12:45'}","True","False","B","3","","","C","20043","","Research","2004"
"0000009368","0.5","0000000354","DNCTE","","22","","","Sheryl Saterstrom","","S","200","20","Body Moveable","","201","{'day': 'Mo', 'end': '10:00', 'location': 'CAD _STUDIO_3', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'CAD _STUDIO_3', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'CAD _STUDIO_3', 'start': '09:05'}","False","False","","3","","","C","20043","","Research","2004"
"0000009369","0.25","0000000355","DNCTE","","19","","","Anne von Bibra","","S","200","20","Ballroom II (Men)","","206","{'day': 'Mo', 'end': '12:45', 'location': 'CAD _STUDIO_1', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'CAD _STUDIO_1', 'start': '11:50'}","True","False","A","3","","","C","20043","","Research","2004"
"0000009370","0.25","0000000355","DNCTE","","20","","","Anne von Bibra","","S","200","14","Ballroom II (Women)","","206","{'day': 'Mo', 'end': '12:45', 'location': 'CAD _STUDIO_1', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'CAD _STUDIO_1', 'start': '11:50'}","True","False","B","3","","","C","20043","","Research","2004"
"0000009371","0.5","0000000357","DNCTE","","3","","","Anthony Roberts","","S","200","4","Modern Dance II","","210","{'day': 'Mo', 'end': '15:30', 'location': 'CAD _STUDIO_2', 'start': '14:00'};{'day': 'We', 'end': '15:30', 'location': 'CAD _STUDIO_2', 'start': '14:00'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009372","0.5","0000000357","DNCTE","","1","","","Sheryl Saterstrom","","S","200","4","Modern Dance II","No bag lunches","210","{'day': 'Tu', 'end': '13:10', 'location': 'CAD _STUDIO_3', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'CAD _STUDIO_3', 'start': '12:45'}","False","False","B","3","","","O","20043","","Research","2004"
"0000009373","0.25","0000000358","DNCTE","","18","","","Anthony Roberts","","S","200","17","Modern Dance II","","211","{'day': 'Mo', 'end': '15:30', 'location': 'CAD _STUDIO_2', 'start': '14:00'};{'day': 'We', 'end': '15:30', 'location': 'CAD _STUDIO_2', 'start': '14:00'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009374","0.25","0000000358","DNCTE","","4","","","Sheryl Saterstrom","","S","200","12","Modern Dance II","","211","{'day': 'Tu', 'end': '13:10', 'location': 'CAD _STUDIO_3', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'CAD _STUDIO_3', 'start': '12:45'}","False","False","B","3","","","O","20043","","Research","2004"
"0000009375","0.5","0000000359","DNCTE","","3","","","Heather J. Klopchin","","S","200","4","Ballet II","","220","{'day': 'Tu', 'end': '09:25', 'location': 'CAD _STUDIO_2', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'CAD _STUDIO_2', 'start': '08:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009376","0.25","0000000360","DNCTE","","19","","","Heather J. Klopchin","","S","200","16","Ballet II","","221","{'day': 'Tu', 'end': '09:25', 'location': 'CAD _STUDIO_2', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'CAD _STUDIO_2', 'start': '08:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009377","0.5","0000000361","DNCTE","","5","","","Sheryl Saterstrom","","S","300","15","Advance Body Movable","","301","{'day': 'Mo', 'end': '13:50', 'location': 'CAD _STUDIO_3', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CAD _STUDIO_3', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'CAD _STUDIO_3', 'start': '12:55'}","False","False","","3","","","O","20043","","Research","2004"
"0000009378","0.5","0000000362","DNCTE","","0","","","Janice Roberts","","S","300","5","Modern III","","310","{'day': 'Mo', 'end': '15:30', 'location': 'CAD _STUDIO_1', 'start': '14:00'};{'day': 'We', 'end': '15:30', 'location': 'CAD _STUDIO_1', 'start': '14:00'};{'day': 'Fr', 'end': '15:30', 'location': 'CAD _STUDIO_1', 'start': '14:00'}","False","False","","3","","","O","20043","","Research","2004"
"0000009379","0.25","0000000363","DNCTE","","11","","","Janice Roberts","","S","300","10","Modern III","","311","{'day': 'Mo', 'end': '15:30', 'location': 'CAD _STUDIO_1', 'start': '14:00'};{'day': 'We', 'end': '15:30', 'location': 'CAD _STUDIO_1', 'start': '14:00'};{'day': 'Fr', 'end': '15:30', 'location': 'CAD _STUDIO_1', 'start': '14:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009380","0.5","0000000364","DNCTE","","0","","","Jennifer Bader","","S","300","5","Ballet III","","320","{'day': 'Tu', 'end': '14:45', 'location': 'CAD _STUDIO_2', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'CAD _STUDIO_2', 'start': '14:15'}","False","False","","3","","","O","20043","","Research","2004"
"0000009381","0.25","0000000365","DNCTE","","8","","","Jennifer Bader","","S","300","10","Ballet III","","321","{'day': 'Tu', 'end': '14:45', 'location': 'CAD _STUDIO_2', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'CAD _STUDIO_2', 'start': '14:15'}","False","False","","3","","","O","20043","","Research","2004"
"0000009382","1.0","0000000371","DNCTH","","24","","","Heather J. Klopchin","","S","200","25","Dance in America","","246","{'day': 'Mo', 'end': '13:50', 'location': 'CAD 305', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CAD 305', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'CAD 305', 'start': '12:55'}","False","False","","3","","","C","20043","","Research","2004"
"0000009383","1.0","0000000374","DNCTH","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20043","","Research","2004"
"0000009384","1.0","0000000375","DNCTH","","0","","","Staff","","S","200","999","IS/","","298","","False","False","","3","","","O","20043","","Research","2004"
"0000009385","1.0","0000000377","DNCTH","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20043","","Research","2004"
"0000009386","1.0","0000000378","DNCTH","","1","","","Janice Roberts","","S","300","999","IR/Adv Choreograph II","","398","","False","False","","3","","","O","20043","","Research","2004"
"0000009387","1.0","0000000392","ENGL","","21","","","Karen E. Marsalek","","S","100","22","Literary Studies","","185","{'day': 'Mo', 'end': '12:45', 'location': 'RML 525', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'RML 525', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'RML 525', 'start': '11:50'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009388","1.0","0000000392","ENGL","","24","","","Carol Holly","","S","100","22","Literary Studies","","185","{'day': 'Tu', 'end': '11:00', 'location': 'RML 515', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'RML 515', 'start': '09:30'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009389","1.0","0000000392","ENGL","","27","","","Eliot K. Wilson","","S","100","21","Literary Studies","","185","{'day': 'Tu', 'end': '13:10', 'location': 'RML 421', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'RML 421', 'start': '12:45'}","False","False","C","3","","","C","20043","","Research","2004"
"0000009390","1.0","0000000397","ENGL","","37","","","Karen Cherewatuk;Mary E. Trull","","S","200","55","Lit in Engl to 1650","","221","{'day': 'Mo', 'end': '10:00', 'location': 'RML 525', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'RML 525', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'RML 525', 'start': '09:05'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009391","1.0","0000000397","ENGL","","0","","","Karen Cherewatuk;Mary E. Trull","","S","200","1","Lit in Engl to 1650","","221","{'day': 'Mo', 'end': '10:00', 'location': 'RML 525', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'RML 525', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'BMC 109', 'start': '09:05'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009392","1.0","0000000397","ENGL","","0","","","Karen Cherewatuk;Mary E. Trull","","S","200","1","Lit in Engl to 1650","","221","{'day': 'Mo', 'end': '10:00', 'location': 'RML 525', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'RML 525', 'start': '09:05'};{'day': 'Fr', 'end': '08:55', 'location': 'RML 525', 'start': '08:00'}","False","False","C","3","","","C","20043","","Research","2004"
"0000009393","1.0","0000000397","ENGL","","0","","","Karen Cherewatuk;Mary E. Trull","","S","200","1","Lit in Engl to 1650","","221","{'day': 'Mo', 'end': '10:00', 'location': 'RML 525', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'RML 525', 'start': '09:05'};{'day': 'Fr', 'end': '08:55', 'location': 'RML 520', 'start': '08:00'}","False","False","D","3","","","C","20043","","Research","2004"
"0000009394","1.0","0000000399","ENGL","","42","","","Mark Allister;Mary Titus","","S","200","55","Lit in Engl 1650-1850","","222","{'day': 'Mo', 'end': '11:40', 'location': 'RML 525', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RML 525', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'RML 525', 'start': '10:45'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009395","1.0","0000000399","ENGL","","0","","","Mark Allister;Mary Titus","","S","200","1","Lit in Engl 1650-1850","","222","{'day': 'Mo', 'end': '11:40', 'location': 'RML 525', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RML 525', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'RML 421', 'start': '10:45'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009396","1.0","0000000399","ENGL","","0","","","Mark Allister;Mary Titus","","S","200","1","Lit in Engl 1650-1850","","222","{'day': 'Mo', 'end': '11:40', 'location': 'RML 525', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RML 525', 'start': '10:45'};{'day': 'Fr', 'end': '10:00', 'location': 'TBA', 'start': '09:05'}","False","False","C","3","","","C","20043","","Research","2004"
"0000009397","1.0","0000000404","ENGL","A study of the Arthurian legend, from its Celtic origins through the classic medieval romances of Chretien and Malory, to Victorian adaptations of Tennyson and the Pre-Raphaelites, to contemporary novels and film. Analysis focuses on the myth’s characteristic forms and ideas; the errant knight’s adventures, the grail quest, triangulating desire, and adulterous love.","26","","","Karen Cherewatuk","","S","200","30","King Arthur Thru Ages","","227","{'day': 'Mo', 'end': '12:45', 'location': 'RML 421', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'RML 421', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'RML 421', 'start': '11:50'}","False","False","","3","","","C","20043","Chaucer and Ethics","Research","2004"
"0000009398","1.0","0000000410","ENGL","","47","","","Joan Hepburn","","S","200","60","Amer Racial/Multi Lit","","245","{'day': 'Tu', 'end': '09:25', 'location': 'RML 525', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'RML 525', 'start': '08:00'}","False","False","","3","","","O","20043","","Research","2004"
"0000009399","1.0","0000000411","ENGL","","27","","","Richard Buckstead","","S","200","30","Post-Colonial: India","","247","{'day': 'Mo', 'end': '13:50', 'location': 'RML 525', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'RML 525', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'RML 525', 'start': '12:55'}","False","False","","3","","","C","20043","","Research","2004"
"0000009400","1.0","0000000413","ENGL","","17","","","Mary V. Winstead","","S","200","15","Creative Wrtg: Non-Fic","","251","{'day': 'Tu', 'end': '14:45', 'location': 'RML 420', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'RML 420', 'start': '14:15'}","False","False","","3","","","C","20043","","Research","2004"
"0000009401","1.0","0000000417","ENGL","","17","","","Jan C. Hill","","S","200","18","Journalistic Writing","","255","{'day': 'Tu', 'end': '14:45', 'location': 'RML 515', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'RML 515', 'start': '14:15'}","False","False","","3","","","C","20043","","Research","2004"
"0000009402","1.0","0000000418","ENGL","","30","0/0","","James Heynen","9/10","S","200","30","Creat Wrtg: Fict/Poet","","257","{'day': 'Tu', 'end': '13:10', 'location': 'RML 525', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'RML 525', 'start': '12:45'}","False","False","","3","10/10","11/8","C","20043","","Research","2004"
"0000009403","1.0","0000000422","ENGL","","22","","","Richard DuRocher","","S","200","25","Utopias","","272","{'day': 'Mo', 'end': '13:50', 'location': 'RML 420', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'RML 420', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'RML 420', 'start': '12:55'}","False","False","","3","","","C","20043","","Research","2004"
"0000009404","1.0","0000000423","ENGL","","33","","","Karen E. Marsalek","","S","200","30","Eng Lang/Linguistics","","274","{'day': 'Mo', 'end': '14:55', 'location': 'RML 525', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'RML 525', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'RML 525', 'start': '14:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009405","1.0","0000000429","ENGL","","29","","","Diana Postlethwaite","","S","200","30","19th-21st C Novels","","283","{'day': 'Mo', 'end': '08:55', 'location': 'RML 525', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'RML 525', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'RML 525', 'start': '08:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009406","1.0","0000000431","ENGL","","25","","","Carol Holly","","S","200","30","Women & Literature","","286","{'day': 'Tu', 'end': '13:10', 'location': 'RML 515', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'RML 515', 'start': '12:45'}","False","False","","3","","","O","20043","","Research","2004"
"0000009407","1.0","0000000433","ENGL","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20043","","Research","2004"
"0000009408","1.0","0000000434","ENGL","","1","","","Mary E. Trull","","S","200","999","IS/Intro Film Theory","","298","","False","False","","3","","","O","20043","","Research","2004"
"0000009409","1.0","0000000434","ENGL","","1","","","Eliot K. Wilson","","S","200","999","IS/Short Fiction","","298","","False","False","A","3","","","O","20043","","Research","2004"
"0000009410","1.0","0000000434","ENGL","","1","","","Eliot K. Wilson","","S","200","999","IS/Publishing Poetry","","298","","False","False","B","3","","","O","20043","","Research","2004"
"0000009411","1.0","0000000434","ENGL","","1","","","Eliot K. Wilson","","S","200","999","IS/Book Lgth N-Fict","","298","","False","False","C","3","","","O","20043","","Research","2004"
"0000009412","1.0","0000000436","ENGL","","21","","","Richard Buckstead","","S","300","15","Top: Lit Eras-America","","340","{'day': 'Mo', 'end': '14:55', 'location': 'RML 520', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'RML 520', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'RML 520', 'start': '14:00'}","False","False","","3","","","C","20043","","Topic","2004"
"0000009413","1.0","0000000439","ENGL","","13","","","Richard DuRocher","","S","300","15","Literary Crit/Theory","","360","{'day': 'Tu', 'end': '14:45', 'location': 'RML 520', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'RML 520', 'start': '14:15'}","False","False","","3","","","C","20043","","Research","2004"
"0000009414","1.0","0000000441","ENGL","","17","","","James Heynen","","S","300","15","Advanced Fiction Wrtg","","372","{'day': 'Mo', 'end': '22:00', 'location': 'RML 525', 'start': '19:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009415","1.0","0000000442","ENGL","","20","","","Eliot K. Wilson","","S","300","15","Adv Non-Fiction Wrtg","","373","{'day': 'Tu', 'end': '11:00', 'location': 'RML 420', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'RML 420', 'start': '09:30'}","False","False","","3","","","C","20043","","Research","2004"
"0000009416","1.0","0000000449","ENGL","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20043","","Research","2004"
"0000009417","1.0","0000000450","ENGL","","14","","","Karen Cherewatuk","","S","300","15","Chaucer and Ethics","","395","{'day': 'Tu', 'end': '11:00', 'location': 'RML 520', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'RML 520', 'start': '09:30'}","False","False","","3","","","C","20043","","Research","2004"
"0000009418","1.0","0000000451","ENGL","","2","","","Carol Holly","","S","300","999","IR/Nature Literature","","398","","False","False","","3","","","O","20043","","Research","2004"
"0000009419","1.0","0000000451","ENGL","","1","","","James Heynen","","S","300","999","IR/Adv Creative Writ","","398","","False","False","A","3","","","O","20043","","Research","2004"
"0000009420","1.0","0000000451","ENGL","","1","","","Eliot K. Wilson","","S","300","999","IR/Travel Writing","","398","","False","False","B","3","","","O","20043","","Research","2004"
"0000009421","1.0","0000000451","ENGL","","1","","","Mary Susan Lovett","","S","300","999","IR/Young Adult Lit","","398","","False","False","C","3","","","O","20043","","Research","2004"
"0000009422","1.0","0000000451","ENGL","","1","","","Eliot K. Wilson","","S","300","999","IR/Literary Non-Fict","","398","","False","False","D","3","","","O","20043","","Research","2004"
"0000009423","1.0","0000000452","ENGL","","14","","","Mary E. Trull","","S","300","15","Sem: Metamorphoses","","399","{'day': 'Mo', 'end': '11:40', 'location': 'RML 520', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RML 520', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'RML 520', 'start': '10:45'}","False","False","","3","","","C","20043","","Seminar","2004"
"0000009424","1.0","0000000454","ENVST","","23","8/9","","Ann M. Pierce","2/9","S","100","26","Conservation Biology","","125","{'day': 'Mo', 'end': '15:00', 'location': 'SC 129', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'SC 129', 'start': '13:00'}","False","False","","3","7/7","6/11","C","20043","","Research","2004"
"0000009425","1.0","0000000455","ENVST","","25","17/18","","Rickard J. Pettersson","0/11","S","100","26","Intro: Enviro Studies","","137","{'day': 'Tu', 'end': '09:25', 'location': 'SC 129', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'SC 129', 'start': '08:00'}","False","False","A","3","3/7","5/17","O","20043","","Research","2004"
"0000009426","1.0","0000000455","ENVST","","23","9/9","","Rickard J. Pettersson","7/10","S","100","26","Intro: Enviro Studies","","137","{'day': 'Tu', 'end': '13:10', 'location': 'SC 129', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'SC 129', 'start': '12:45'}","False","False","B","3","2/7","5/10","C","20043","","Research","2004"
