"clbid","credits","crsid","department","description","enrolled","firstyear","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000009774","1.0","0000001057","PETH","","1","","","Cindy Book","","S","200","999","Academic Internship","","294","","True","False","A","3","","","O","20043","","Research","2004"
"0000009775","1.0","0000001057","PETH","","1","","","Judy Tegtmeyer","","S","200","999","Academic Internship","","294","","True","False","B","3","","","O","20043","","Research","2004"
"0000009776","1.0","0000001058","PETH","","1","","","Cindy Book","","S","200","999","IS/Efficacy of Icing","","298","","False","False","","3","","","O","20043","","Research","2004"
"0000009777","1.0","0000001058","PETH","","1","","","Bryan G. DeMaine","","S","200","999","IS/Training Programs","","298","","False","False","A","3","","","O","20043","","Research","2004"
"0000009778","0.25","0000001059","PETH","","2","","","Kurt Anderson","","S","300","24","Coaching Practicum","","335","","False","False","","3","","","O","20043","","Research","2004"
"0000009779","1.0","0000001060","PETH","","12","","","Gary Wicks","","S","300","24","Motor Learning","","373","{'day': 'Mo', 'end': '13:50', 'location': 'SAC 103', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'SAC 103', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'SAC 103', 'start': '12:55'};{'day': 'Th', 'end': '14:45', 'location': 'SAC 103', 'start': '12:45'}","False","False","","3","","","O","20043","","Research","2004"
"0000009780","1.0","0000001064","PETH","","16","","","Christine Daymont","","S","300","24","Physiology/Exercise","","375","{'day': 'Mo', 'end': '11:40', 'location': 'SAC 103', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SAC 103', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SAC 103', 'start': '10:45'};{'day': 'Tu', 'end': '11:00', 'location': 'SAC 103', 'start': '08:00'}","False","False","","3","","","O","20043","","Research","2004"
"0000009781","1.0","0000001067","PETH","","1","","","Cindy Book","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20043","","Research","2004"
"0000009782","1.0","0000001068","PETH","","2","","","Cindy Book","","S","300","999","IR/Bmd Research","","398","","False","False","","3","","","O","20043","","Research","2004"
"0000009783","1.0","0000001069","PHYS","","60","","","David A. Dahl","","S","100","60","Intro Astronomy","","112","{'day': 'Mo', 'end': '13:50', 'location': 'SC 170', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'SC 170', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'SC 170', 'start': '12:55'}","False","False","","3","","","C","20043","","Research","2004"
"0000009784","1.0","0000001074","PHYS","","54","","","David Nitz","","S","100","55","Principles Physics II","","125","{'day': 'Mo', 'end': '08:55', 'location': 'SC 170', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'SC 170', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'SC 170', 'start': '08:00'}","False","False","A","3","","","O","20043","","Research","2004"
"0000009785","0.0","0000001075","PHYS","","0","","","David Nitz","","S","100","20","Prin Physics II/Lab","","125","{'day': 'Mo', 'end': '15:25', 'location': 'SC 111', 'start': '12:55'}","False","False","A","3","","","C","20043","","Lab","2004"
"0000009786","1.0","0000001074","PHYS","","51","","","Matthew C. Feig","","S","100","55","Principles Physics II","","125","{'day': 'Mo', 'end': '10:00', 'location': 'SC 170', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 170', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 170', 'start': '09:05'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009787","0.0","0000001075","PHYS","","0","","","Jason J. Engbrecht","","S","100","20","Prin Physics II/Lab","","125","{'day': 'Tu', 'end': '14:15', 'location': 'SC 111', 'start': '11:45'}","False","False","B","3","","","C","20043","","Lab","2004"
"0000009788","0.0","0000001075","PHYS","","0","","","Matthew C. Feig","","S","100","20","Prin Physics II/Lab","","125","{'day': 'Th', 'end': '10:50', 'location': 'SC 111', 'start': '08:20'}","False","False","C","3","","","C","20043","","Lab","2004"
"0000009789","0.0","0000001075","PHYS","","0","","","David A. Dahl","","S","100","20","Prin Physics II/Lab","","125","{'day': 'Th', 'end': '16:55', 'location': 'SC 111', 'start': '14:25'}","False","False","D","3","","","C","20043","","Lab","2004"
"0000009790","0.0","0000001075","PHYS","","0","","","David Nitz","","S","100","20","Prin Physics II/Lab","","125","{'day': 'Fr', 'end': '15:25', 'location': 'SC 111', 'start': '12:55'}","False","False","E","3","","","C","20043","","Lab","2004"
"0000009791","1.0","0000001078","PHYS","","16","","","James Cederberg","","S","100","32","Analytical II","","127","{'day': 'Mo', 'end': '12:45', 'location': 'SC 170', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'SC 170', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'SC 170', 'start': '11:50'}","False","False","","3","","","O","20043","","Research","2004"
"0000009792","0.0","0000001079","PHYS","","0","","","James Cederberg","","S","100","16","Analytical II/Lab","","127","{'day': 'Mo', 'end': '15:25', 'location': 'SC 159', 'start': '12:55'}","False","False","A","3","","","O","20043","","Lab","2004"
"0000009793","0.0","0000001079","PHYS","","0","","","James Cederberg","","S","100","16","Analytical II/Lab","","127","{'day': 'Tu', 'end': '15:50', 'location': 'SC 159', 'start': '13:20'}","False","False","B","3","","","O","20043","","Lab","2004"
"0000009794","1.0","0000001082","PHYS","","13","","","Jason J. Engbrecht","","S","200","24","Modern Physics","","244","{'day': 'Mo', 'end': '10:00', 'location': 'SC 129', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 129', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 129', 'start': '09:05'}","False","False","","3","","","O","20043","","Research","2004"
"0000009795","0.25","0000001083","PHYS","","6","","","Robert Jacobel","","S","200","8","Modern Phys Lab (244)","","245","{'day': 'Mo', 'end': '17:00', 'location': 'SC 151', 'start': '14:00'}","False","False","A","3","","","C","20043","","Lab","2004"
"0000009796","0.25","0000001083","PHYS","","6","","","Robert Jacobel","","S","200","8","Modern Phys Lab (244)","","245","{'day': 'Tu', 'end': '16:20', 'location': 'SC 151', 'start': '13:20'}","False","False","B","3","","","O","20043","","Lab","2004"
"0000009797","1.0","0000001090","PHYS","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20043","","Research","2004"
"0000009798","1.0","0000001091","PHYS","","2","","","David Nitz","","S","200","999","IS/Ethics and Physics","","298","","False","False","","3","","","O","20043","","Research","2004"
"0000009799","1.0","0000001093","PHYS","","16","","","Matthew C. Feig","","S","300","24","Maxwell's Equations","","375","{'day': 'Mo', 'end': '11:40', 'location': 'SC 129', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SC 129', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SC 129', 'start': '10:45'}","False","False","","3","","","O","20043","","Research","2004"
"0000009800","1.0","0000001095","PHYS","","10","","","David A. Dahl","","S","300","20","Statistical Physics","","379","{'day': 'Tu', 'end': '11:00', 'location': 'SC 110', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'SC 110', 'start': '09:30'}","False","False","","3","","","O","20043","","Research","2004"
"0000009801","0.25","0000001097","PHYS","","11","","","Jason J. Engbrecht","","S","300","12","Adv Physics Lab (375)","","385","{'day': 'Th', 'end': '15:45', 'location': 'SC 151', 'start': '12:45'}","False","False","A","3","","","O","20043","","Lab","2004"
"0000009802","0.25","0000001097","PHYS","","5","","","Jason J. Engbrecht","","S","300","12","Adv Physics Lab (375)","","385","{'day': 'Fr', 'end': '17:00', 'location': 'SC 151', 'start': '14:00'}","False","False","B","3","","","O","20043","","Lab","2004"
"0000009803","1.0","0000001100","PHYS","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20043","","Research","2004"
"0000009804","1.0","0000001101","PHYS","","0","","","Staff","","S","300","999","IR/","","398","","False","False","","3","","","O","20043","","Research","2004"
"0000009805","0.25","0000001102","PHYS","","0","","","Staff","","S","300","20","Senior Seminar","","399","{'day': 'We', 'end': '15:00', 'location': 'SC 110', 'start': '14:00'}","True","False","","3","","","O","20043","","Seminar","2004"
"0000009806","1.0","0000001103","PSCI","","31","","","Donald I. Ostrom","3/4","S","100","35","American Politics","","111","{'day': 'Tu', 'end': '13:10', 'location': 'SC 278', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'SC 278', 'start': '12:45'}","False","False","","3","4/0","14/15","C","20043","","Research","2004"
"0000009807","1.0","0000001104","PSCI","","28","","","D Christopher Brooks","3/4","S","100","30","Comparative Politics","","112","{'day': 'Mo', 'end': '08:55', 'location': 'HH 317', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'HH 317', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'HH 317', 'start': '08:00'}","False","False","A","3","5/0","1/15","O","20043","","Research","2004"
"0000009808","1.0","0000001104","PSCI","","29","","","D Christopher Brooks","2/4","S","100","30","Comparative Politics","","112","{'day': 'Mo', 'end': '10:00', 'location': 'HH 317', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'HH 317', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'HH 317', 'start': '09:05'}","False","False","B","3","7/0","7/15","C","20043","","Research","2004"
"0000009809","1.0","0000001109","PSCI","","33","9/10","","Kris Thalhammer","2/10","S","100","35","Politics Human Rights","","117","{'day': 'Tu', 'end': '14:45', 'location': 'OM 031', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'OM 031', 'start': '14:15'}","False","False","","3","10/5","12/16","C","20043","","Research","2004"
"0000009810","1.0","0000001110","PSCI","","25","","","Katherine S. Tegtmeyer Pak","1/4","S","100","30","Int'l Relations","","121","{'day': 'Mo', 'end': '13:50', 'location': 'HH 403', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'HH 403', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'HH 403', 'start': '12:55'}","False","False","A","3","1/0","7/15","C","20043","","Research","2004"
"0000009811","1.0","0000001110","PSCI","","26","","","Katherine S. Tegtmeyer Pak","1/4","S","100","30","Int'l Relations","","121","{'day': 'Mo', 'end': '14:55', 'location': 'HH 403', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'HH 403', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'HH 403', 'start': '14:00'}","False","False","B","3","6/0","5/15","C","20043","","Research","2004"
"0000009812","1.0","0000001113","PSCI","","21","","","Sheryl D. Breen","","S","200","20","Analyzing Politics","","220","{'day': 'Mo', 'end': '08:55', 'location': 'HH 302', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'HH 302', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'HH 302', 'start': '08:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009813","1.0","0000001124","PSCI","","12","","","Katherine S. Tegtmeyer Pak","","S","200","25","Japanese Pol & Society","","254","{'day': 'Mo', 'end': '10:00', 'location': 'OM 002', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'OM 002', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'OM 002', 'start': '09:05'}","False","False","","3","","","O","20043","","Research","2004"
"0000009814","1.0","0000001128","PSCI","","24","","","Stephen B. Dyson","","S","200","25","World Politics","","258","{'day': 'Mo', 'end': '11:40', 'location': 'OM 030', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'OM 030', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'OM 030', 'start': '10:45'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009815","1.0","0000001128","PSCI","","16","","","Stephen B. Dyson","","S","200","25","World Politics","","258","{'day': 'Mo', 'end': '12:45', 'location': 'OM 030', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'OM 030', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'OM 030', 'start': '11:50'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009816","1.0","0000001130","PSCI","","27","","","William A. Gorton","","S","200","25","Hist Mod Pol Thought","","260","{'day': 'Tu', 'end': '14:45', 'location': 'SC 130', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'SC 130', 'start': '14:15'}","False","False","","3","","","C","20043","","Research","2004"
"0000009817","1.0","0000001133","PSCI","","20","","","Jo M. Beld","","S","200","25","Family Values","","270","{'day': 'Tu', 'end': '13:10', 'location': 'OM 004', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'OM 004', 'start': '12:45'}","False","False","","3","","","C","20043","","Research","2004"
"0000009818","1.0","0000001139","PSCI","","2","","","Sheryl D. Breen","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20043","","Research","2004"
"0000009819","1.0","0000001139","PSCI","","2","","","Donald I. Ostrom","","S","200","999","Academic Internship","","294","","True","False","A","3","","","O","20043","","Research","2004"
"0000009820","1.0","0000001141","PSCI","","1","","","Kris Thalhammer","","S","200","999","IS/Devlpmnt Theories","","298","","False","False","","3","","","O","20043","","Research","2004"
"0000009821","1.0","0000001142","PSCI","","13","","","Staff","","S","200","25","Top: Urban Politics","","299","{'day': 'Mo', 'end': '22:00', 'location': 'HH 301', 'start': '19:00'}","False","False","A","3","","","O","20043","","Topic","2004"
"0000009822","1.0","0000001142","PSCI","","17","","","Donald I. Ostrom","","S","200","25","Top: Amer Presidency","","299","{'day': 'Tu', 'end': '11:00', 'location': 'HH 514', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'HH 514', 'start': '09:30'}","False","False","B","3","","","O","20043","","Topic","2004"
"0000009823","1.0","0000001143","PSCI","","18","","","Roudy W. Hildreth","","S","300","15","Sem: American Politics","","311","{'day': 'Mo', 'end': '22:00', 'location': 'HH 302', 'start': '19:00'}","False","False","","3","","","C","20043","","Seminar","2004"
"0000009824","1.0","0000001144","PSCI","","16","","","Stephen B. Dyson","","S","300","15","Sem: Intl Relations","","321","{'day': 'Tu', 'end': '11:00', 'location': 'HH 403', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'HH 403', 'start': '09:30'}","False","False","","3","","","C","20043","","Seminar","2004"
"0000009825","1.0","0000001145","PSCI","","17","","","Kris Thalhammer","","S","300","15","Sem: Latin Am Politics","","367","{'day': 'Tu', 'end': '13:10', 'location': 'HH 317', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'HH 317', 'start': '12:45'}","False","False","","3","","","C","20043","","Seminar","2004"
"0000009826","1.0","0000001151","PSCI","","1","","","Donald I. Ostrom","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20043","","Research","2004"
"0000009827","1.0","0000001152","PSCI","","0","","","Staff","","S","300","999","IR/","","398","","False","False","","3","","","O","20043","","Research","2004"
"0000009828","1.0","0000001154","PSYCH","","127","","","Gary M. Muir","","S","100","125","Principles: Psych","","125","{'day': 'Mo', 'end': '10:00', 'location': 'HH 501', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'HH 501', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'HH 501', 'start': '09:05'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009829","1.0","0000001154","PSYCH","","122","","","Donna K. McMillan","","S","100","125","Principles: Psych","","125","{'day': 'Tu', 'end': '11:00', 'location': 'HH 501', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'HH 501', 'start': '09:30'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009830","0.25","0000001155","PSYCH","","25","","","James Dickson Jr.","","S","100","30","Invest Explor Lab","","126","{'day': 'Tu', 'end': '16:30', 'location': 'SC 280', 'start': '13:30'}","False","False","A","3","","","C","20043","","Lab","2004"
"0000009831","0.25","0000001155","PSYCH","","19","","","James Dickson Jr.","","S","100","30","Invest Explor Lab","","126","{'day': 'We', 'end': '14:50', 'location': 'SC 280', 'start': '11:50'}","False","False","B","3","","","O","20043","","Lab","2004"
"0000009832","1.0","0000001158","PSYCH","","20","","","James Dickson Jr.","","S","200","20","Research Methods","","231","{'day': 'Mo', 'end': '11:40', 'location': 'HH 302', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'HH 302', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'HH 302', 'start': '10:45'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009833","1.0","0000001158","PSYCH","","19","","","Dana Gross","","S","200","20","Research Methods","","231","{'day': 'Mo', 'end': '13:50', 'location': 'HH 302', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'HH 302', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'HH 302', 'start': '12:55'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009834","1.0","0000001158","PSYCH","","18","","","Dana Gross","","S","200","20","Research Methods","","231","{'day': 'Mo', 'end': '14:55', 'location': 'HH 302', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'HH 302', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'HH 302', 'start': '14:00'}","False","False","C","3","","","O","20043","","Research","2004"
"0000009835","1.0","0000001159","PSYCH","","11","","","Bonnie Sherman","","S","200","15","Sensation/Perception","","235","{'day': 'Mo', 'end': '10:00', 'location': 'HH 204', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'HH 204', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'HH 204', 'start': '09:05'};{'day': 'Th', 'end': '11:00', 'location': 'HH 204', 'start': '08:00'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009836","1.0","0000001159","PSYCH","","9","","","Bonnie Sherman","","S","200","15","Sensation/Perception","","235","{'day': 'Mo', 'end': '10:00', 'location': 'HH 204', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'HH 204', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'HH 204', 'start': '09:05'};{'day': 'Th', 'end': '15:45', 'location': 'HH 204', 'start': '12:45'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009837","1.0","0000001163","PSYCH","","13","","","Yasmine L. Konheim","","S","200","14","Cognit,Learn & Memory","","237","{'day': 'Tu', 'end': '09:25', 'location': 'HH 301', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'HH 301', 'start': '08:00'};{'day': 'Th', 'end': '15:45', 'location': 'HH 319', 'start': '12:45'}","False","False","B","3","","","O","20043","","Research","2004"
"0000009838","1.0","0000001165","PSYCH","","37","","","Alan F. Ernst","","S","200","35","Biopsychology","","238","{'day': 'Mo', 'end': '11:40', 'location': 'HH 307', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'HH 307', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'HH 307', 'start': '10:45'}","False","False","","3","","","C","20043","","Research","2004"
"0000009839","1.0","0000001168","PSYCH","","29","","","Jean E. Burr","","S","200","30","Developmental Psych","","241","{'day': 'Tu', 'end': '13:10', 'location': 'HH 307', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'HH 307', 'start': '12:45'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009840","1.0","0000001168","PSYCH","","31","","","Jean E. Burr","","S","200","30","Developmental Psych","","241","{'day': 'Tu', 'end': '14:45', 'location': 'HH 307', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'HH 307', 'start': '14:15'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009841","1.0","0000001172","PSYCH","","25","","","William Scott Gregory;Harold Brull","","S","200","30","Indust/Organizations","","250","{'day': 'Th', 'end': '22:00', 'location': 'HH 403', 'start': '19:00'}","False","False","","3","","","O","20043","","Research","2004"
"0000009842","1.0","0000001176","PSYCH","","31","","","Donna K. McMillan","","S","200","30","Abnormal Psych","","264","{'day': 'Tu', 'end': '13:10', 'location': 'OM 035', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'OM 035', 'start': '12:45'}","False","False","","3","","","C","20043","","Research","2004"
"0000009843","1.0","0000001178","PSYCH","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20043","","Research","2004"
"0000009844","1.0","0000001179","PSYCH","","1","","","Dana Gross","","S","200","999","IS/Delayed Language","","298","","False","False","","3","","","O","20043","","Research","2004"
"0000009845","1.0","0000001179","PSYCH","","1","","","Dana Gross","","S","200","999","IS/Language Input","","298","","False","False","A","3","","","O","20043","","Research","2004"
"0000009846","1.0","0000001179","PSYCH","","1","","","Dana Gross","","S","200","999","IS/Teenaged Mothers","","298","","False","False","B","3","","","O","20043","","Research","2004"
"0000009847","1.0","0000001179","PSYCH","","0","","","Bonnie Sherman","","S","200","999","IS/Fairview Ect Unit","","298","","False","False","C","3","","","O","20043","","Research","2004"
"0000009848","1.0","0000001179","PSYCH","","1","","","Donna K. McMillan","","S","200","999","IS/Psych of Meaning","","298","","False","False","D","3","","","O","20043","","Research","2004"
"0000009849","1.0","0000001181","PSYCH","","18","","","Hussein J. Rajput;Marit S. Lysne","","S","300","18","Psych of Counseling","","375","{'day': 'Mo', 'end': '08:55', 'location': 'HH 515', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'HH 515', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'HH 515', 'start': '08:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009850","1.0","0000001184","PSYCH","","8","","","Bonnie Sherman","","S","300","18","Human Neuropsychology","","385","{'day': 'Mo', 'end': '12:45', 'location': 'HH 204', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'HH 204', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'HH 204', 'start': '11:50'};{'day': 'Mo', 'end': '13:50', 'location': 'HH 204', 'start': '12:55'}","False","False","","3","","","O","20043","","Research","2004"
"0000009851","1.0","0000001186","PSYCH","","11","","","Gary M. Muir","","S","300","18","Sem: Neurobio/Lrn/Mem","","390","{'day': 'Mo', 'end': '13:50', 'location': 'OM 011', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'OM 011', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'OM 011', 'start': '12:55'}","False","False","A","3","","","O","20043","","Seminar","2004"
"0000009852","1.0","0000001186","PSYCH","","4","","","James Dickson Jr.","","S","300","4","Sem: Preceptors","","390","{'day': 'Fr', 'end': '14:55', 'location': 'HH 204', 'start': '14:00'}","False","False","C","3","","","C","20043","","Seminar","2004"
"0000009853","1.0","0000001186","PSYCH","","10","","","Deborah Anderson","","S","300","18","Sem: Health Psych","","390","{'day': 'Tu', 'end': '13:10', 'location': 'TB 227', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'TB 227', 'start': '12:45'}","False","False","D","3","","","O","20043","","Seminar","2004"
"0000009854","1.0","0000001186","PSYCH","","14","","","Dana Gross","","S","300","18","Sem: Infancy","","390","{'day': 'Tu', 'end': '14:45', 'location': 'HH 302', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'HH 302', 'start': '14:15'}","False","False","E","3","","","O","20043","","Seminar","2004"
"0000009855","1.0","0000001186","PSYCH","","16","","","Deborah Anderson","","S","300","18","Sem: Psych of Women","","390","{'day': 'Tu', 'end': '11:00', 'location': 'CAD 204', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'CAD 204', 'start': '09:30'}","False","False","F","3","","","O","20043","","Seminar","2004"
"0000009856","1.0","0000001188","PSYCH","","1","","","Bonnie Sherman","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20043","","Research","2004"
"0000009857","1.0","0000001190","PSYCH","","2","","","Gary M. Muir","","S","300","999","IR/Spatial Neurosci","","398","","False","False","","3","","","O","20043","","Research","2004"
"0000009858","1.0","0000001190","PSYCH","","1","","","Charles Huff","","S","300","999","IR/Eth Cond Adol Mice","","398","","False","False","A","3","","","O","20043","","Research","2004"
"0000009859","1.0","0000001190","PSYCH","","1","","","Donna K. McMillan","","S","300","999","IR/Sdt & Materialism","","398","","False","False","B","3","","","O","20043","","Research","2004"
"0000009860","1.0","0000001190","PSYCH","","2","","","Charles Huff","","S","300","999","IR/Morality","","398","","False","False","C","3","","","O","20043","","Research","2004"
"0000009861","1.0","0000001190","PSYCH","","1","","","Donna K. McMillan","","S","300","999","IR/Psych of Meaning","","398","","False","False","D","3","","","O","20043","","Research","2004"
"0000009862","1.0","0000001190","PSYCH","","1","","","Donna K. McMillan","","S","300","999","IR/What Fulfills Us?","","398","","False","False","E","3","","","O","20043","","Research","2004"
"0000009863","1.0","0000001190","PSYCH","","1","","","Donna K. McMillan","","S","300","999","IR/Psych of Time","","398","","False","False","F","3","","","O","20043","","Research","2004"
"0000009864","1.0","0000001190","PSYCH","","1","","","Donna K. McMillan","","S","300","999","IR/Forgiveness Study","","398","","False","False","G","3","","","O","20043","","Research","2004"
"0000009865","1.0","0000001190","PSYCH","","1","","","Charles Huff","","S","300","999","IR/Drug Condition II","","398","","False","False","H","3","","","O","20043","","Research","2004"
"0000009866","1.0","0000001190","PSYCH","","0","","","Deborah Anderson","","S","300","999","IR/Psych of Hormones","","398","","False","False","I","3","","","O","20043","","Research","2004"
"0000009867","1.0","0000001191","REL","","21","","","Margaret Odell","","S","100","25","Bible/Culture/Commun","","121","{'day': 'Tu', 'end': '11:00', 'location': 'BMC 102', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'BMC 102', 'start': '09:30'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009868","1.0","0000001191","REL","","25","","","Gary Stansell","","S","100","25","Bible/Culture/Commun","","121","{'day': 'Mo', 'end': '08:55', 'location': 'BMC 101', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'BMC 101', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'BMC 101', 'start': '08:00'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009869","1.0","0000001191","REL","","25","","","Gary Stansell","","S","100","25","Bible/Culture/Commun","","121","{'day': 'Mo', 'end': '11:40', 'location': 'BMC 101', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'BMC 101', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'BMC 101', 'start': '10:45'}","False","False","C","3","","","C","20043","","Research","2004"
"0000009870","1.0","0000001191","REL","","25","","","James Hanson","","S","100","25","Bible/Culture/Commun","","121","{'day': 'Mo', 'end': '12:45', 'location': 'BMC 101', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'BMC 101', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'BMC 101', 'start': '11:50'}","False","False","D","3","","","C","20043","","Research","2004"
"0000009871","1.0","0000001191","REL","","25","","","James Hanson","","S","100","25","Bible/Culture/Commun","","121","{'day': 'Mo', 'end': '14:55', 'location': 'BMC 101', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'BMC 101', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'BMC 101', 'start': '14:00'}","False","False","E","3","","","C","20043","","Research","2004"
"0000009872","1.0","0000001191","REL","","23","","","L. DeAne Lagerquist","","S","100","25","Bible/Culture/Commun","","121","{'day': 'Tu', 'end': '13:10', 'location': 'BMC 111', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'BMC 111', 'start': '12:45'}","False","False","F","3","","","C","20043","","Research","2004"
