"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","number","offerings","pn","section","semester","status","term","type","year"
"0000025184","1.0","0000000004","AMST","25","5","3","8","9","HBS;MCS-D","Farrell, James","{'fsnum': '2030', 'name': 'Farrell, James'}","100","25","","","","","Perspec Amer Culture","100","{'day': 'Mo', 'end': '10:00', 'location': 'L 177', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'L 177', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'L 177', 'start': '09:05'}","False","","1","C","19991","Research","1999"
"0000025950","1.0","0000001482","ARMS","21","9","4","4","4","MCS-D;WRI","Hepburn, Joan;Fitzgerald, Michael","{'fsnum': '3322', 'name': 'Hepburn, Joan'};{'fsnum': '2113', 'name': 'Fitzgerald, Michael'}","100","35","","","","","Intro to Arms","121","{'day': 'Mo', 'end': '10:00', 'location': 'L 577', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'L 577', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'L 577', 'start': '09:05'}","False","","1","O","19991","Research","1999"
"0000025185","0.5","0000000019","ART","19","11","1","4","3","ALS-A","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","100","21","","3","4","3","Found Perceptual Draw","111","{'day': 'Tu', 'end': '14:45', 'location': 'FH 42', 'start': '13:20'};{'day': 'Th', 'end': '14:45', 'location': 'FH 42', 'start': '13:20'}","False","A","1","O","19991","Research","1999"
"0000025186","0.5","0000000019","ART","16","6","2","3","5","ALS-A","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","100","20","","3","4","3","Found Perceptual Draw","111","{'day': 'Tu', 'end': '16:30', 'location': 'FH 42', 'start': '15:05'};{'day': 'Th', 'end': '16:30', 'location': 'FH 42', 'start': '15:05'}","False","B","1","O","19991","Research","1999"
"0000025187","0.5","0000000020","ART","20","7","3","6","4","ALS-A","Shoger, Jan","{'fsnum': '7486', 'name': 'Shoger, Jan'}","100","20","","3","4","3","Found Conceptual Draw","112","{'day': 'Mo', 'end': '14:55', 'location': 'FH 42', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'FH 42', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'FH 42', 'start': '14:00'}","False","","1","C","19991","Research","1999"
"0000025188","0.5","0000000021","ART","15","3","3","5","4","ALS-A","","","100","22","","3","5","3","Found Color Design","113","{'day': 'Mo', 'end': '10:00', 'location': 'FH AB', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'FH AB', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'FH AB', 'start': '09:05'}","False","A","1","O","19991","Research","1999"
"0000025189","0.5","0000000021","ART","20","8","5","3","4","ALS-A","","","100","22","","3","4","3","Found Color Design","113","{'day': 'Mo', 'end': '11:40', 'location': 'FH AB', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'FH AB', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'FH AB', 'start': '10:45'}","False","B","1","O","19991","Research","1999"
"0000025190","0.5","0000000022","ART","10","4","1","3","2","ALS-A","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","100","16","","4","6","3","Foundation Sculpture","114","{'day': 'Tu', 'end': '09:25', 'location': 'FH 18', 'start': '08:00'};{'day': 'Th', 'end': '09:25', 'location': 'FH 18', 'start': '08:00'}","False","A","1","O","19991","Research","1999"
"0000025191","0.5","0000000022","ART","13","2","3","6","2","ALS-A","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","100","14","4","4","4","3","Foundation Sculpture","114","{'day': 'Tu', 'end': '11:00', 'location': 'FH 18', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'FH 18', 'start': '09:35'}","False","B","1","O","19991","Research","1999"
"0000025192","0.5","0000000024","ART","16","2","5","5","4","ALS-A","Gallas, Ron","{'fsnum': '2492', 'name': 'Gallas, Ron'}","100","16","","4","4","3","Found Ceramics: Hand","116","{'day': 'Tu', 'end': '11:00', 'location': 'FH 19', 'start': '09:35'};{'day': 'Th', 'end': '11:00', 'location': 'FH 19', 'start': '09:35'}","False","","1","C","19991","Research","1999"
