"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000169303","1.0","0000020054","ARTS","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of two-dimensional art-making and the ways drawing informs the creation and understanding of art in cultural contexts. Students explore color, value, form, and space through a wide variety of materials. The course emphasizes strategies for idea generation and visual problem solving. Students engage in spirited investigation, critiques, and thoughtful creative expression. Materials fee. Offered each semester.","20","9","2","9","0","ALS-A;CRE","Tanaka, Anda","{'fsnum': '9002559', 'name': 'Tanaka, Anda'}","100","20","","0","10","0","Foundation 2-D Media","The materials fee for ARTS 102C will be $150.                                   ;This course has class-year limits and is not open to rising juniors or seniors.","102","{'day': 'Tu', 'end': '14:45', 'location': 'CAD 216', 'start': '23:45'};{'day': 'Th', 'end': '15:45', 'location': 'CAD 216', 'start': '12:45'}","False","False","C","1","C","20261","Foundation Two-Dimensional Media","Research","2026"
"0000169304","1.0","0000020056","ARTS","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of three-dimensional art-making and the ways three-dimensional media inform the creation and understanding of art in many contexts. Students explore sculpture and its intersection with other media and art forms through a variety of materials and experiments. The course emphasizes idea generation. Students engage in spirited investigation, creative expression, and play. Materials fee. Offered each semester.","16","6","1","7","2","ALS-A;CRE","Wu, Peng","{'fsnum': '9002464', 'name': 'Wu, Peng'}","100","16","","0","8","0","Foundation 3-D Media","The materials fee for ARTS 103A will be $150.                                   ;This course has class-year limits and is open only to first-year and sophomore  ;students.","103","{'day': 'Mo', 'end': '12:45', 'location': 'CAD 106', 'start': '22:45'};{'day': 'We', 'end': '12:45', 'location': 'CAD 106', 'start': '22:45'};{'day': 'Fr', 'end': '12:45', 'location': 'CAD 106', 'start': '22:45'}","False","False","A","1","C","20261","Foundation Three-Dimensional Media","Research","2026"
"0000169305","1.0","0000020056","ARTS","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of three-dimensional art-making and the ways three-dimensional media inform the creation and understanding of art in many contexts. Students explore sculpture and its intersection with other media and art forms through a variety of materials and experiments. The course emphasizes idea generation. Students engage in spirited investigation, creative expression, and play. Materials fee. Offered each semester.","17","2","8","6","1","ALS-A;CRE","Wu, Peng","{'fsnum': '9002464', 'name': 'Wu, Peng'}","100","16","","0","8","0","Foundation 3-D Media","The materials fee for ARTS 103B will be $150.                                   ;This course has class-year limits and is open only to first-year and sophomore  ;students.","103","{'day': 'Mo', 'end': '14:55', 'location': 'CAD 106', 'start': '12:55'};{'day': 'We', 'end': '14:55', 'location': 'CAD 106', 'start': '12:55'};{'day': 'Fr', 'end': '14:55', 'location': 'CAD 106', 'start': '12:55'}","False","False","B","1","C","20261","Foundation Three-Dimensional Media","Research","2026"
"0000169299","1.0","0000020055","ARTS","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of new media art making. New media is a broad category that includes a variety of art practices. Areas of focus may include video art, filmmaking, sound art, animation, performance and other digital, time-based, and/or interactive processes. Idea generation and creative development is central to the course, with an emphasis on experimentation and divergent thinking. Students engage in demonstrations, exercises, group work, reflection, and creative projects. Offered each semester.","8","3","1","3","1","ALS-A;CRE","Bosch, Kelsey E.","{'fsnum': '32181', 'name': 'Bosch, Kelsey E.'}","100","16","","0","8","0","Foundation New Media","This course has class-year limits and is open only to first-year and sophomore  ;students.","104","{'day': 'Mo', 'end': '12:45', 'location': 'CAD 116', 'start': '22:45'};{'day': 'We', 'end': '12:45', 'location': 'CAD 116', 'start': '22:45'};{'day': 'Fr', 'end': '12:45', 'location': 'CAD 116', 'start': '22:45'}","False","False","A","1","O","20261","","Research","2026"
"0000169300","1.0","0000020055","ARTS","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of new media art making. New media is a broad category that includes a variety of art practices. Areas of focus may include video art, filmmaking, sound art, animation, performance and other digital, time-based, and/or interactive processes. Idea generation and creative development is central to the course, with an emphasis on experimentation and divergent thinking. Students engage in demonstrations, exercises, group work, reflection, and creative projects. Offered each semester.","15","6","1","8","0","ALS-A;CRE","Bosch, Kelsey E.","{'fsnum': '32181', 'name': 'Bosch, Kelsey E.'}","100","16","","0","8","0","Foundation New Media","This course has class-year limits and is open only to first-year and sophomore  ;students.","104","{'day': 'Mo', 'end': '14:55', 'location': 'CAD 116', 'start': '12:55'};{'day': 'We', 'end': '14:55', 'location': 'CAD 116', 'start': '12:55'};{'day': 'Fr', 'end': '14:55', 'location': 'CAD 116', 'start': '12:55'}","False","False","B","1","O","20261","","Research","2026"
"0000169729","1.0","0000000029","ARTS","This course introduces students to digital photographic processes as a means for creating works of art. Students learn terminology and critical approaches to photography. The course includes presentations on concepts and photographers' works, discussions of articles, and regular critiques. Students are introduced to the history of the medium through presentations and readings. Students develop critical skills and the ability to analyze and interpret photographic work. Materials fee. Offered each semester.","16","0","4","5","7","ALS-A;CRE","McKagen, Nika","{'fsnum': '9006214', 'name': 'McKagen, Nika'}","200","16","","","","","Photography","The materials fee for ART 205A will be $185.","205","{'day': 'Mo', 'end': '12:45', 'location': 'CAD 122', 'start': '22:45'};{'day': 'We', 'end': '12:45', 'location': 'CAD 122', 'start': '22:45'};{'day': 'Fr', 'end': '12:45', 'location': 'CAD 122', 'start': '22:45'}","False","False","A","1","C","20261","","Research","2026"
"0000169730","1.0","0000000029","ARTS","This course introduces students to digital photographic processes as a means for creating works of art. Students learn terminology and critical approaches to photography. The course includes presentations on concepts and photographers' works, discussions of articles, and regular critiques. Students are introduced to the history of the medium through presentations and readings. Students develop critical skills and the ability to analyze and interpret photographic work. Materials fee. Offered each semester.","16","0","8","2","6","ALS-A;CRE","McKagen, Nika","{'fsnum': '9006214', 'name': 'McKagen, Nika'}","200","16","","","","","Photography","The materials fee for ART 205B will be $185.","205","{'day': 'Mo', 'end': '14:55', 'location': 'CAD 122', 'start': '12:55'};{'day': 'We', 'end': '14:55', 'location': 'CAD 122', 'start': '12:55'};{'day': 'Fr', 'end': '14:55', 'location': 'CAD 122', 'start': '12:55'}","False","False","B","1","C","20261","","Research","2026"
"0000169185","1.0","0000001496","ARTS","This course introduces students to the ceramic processes of wheel throwing and hand building as means for creating works of art. Students learn terminology and critical approaches to ceramics. Students develop critical skills and the ability to analyze and interpret ceramic artwork. The course emphasizes creative approaches to solving visual problems through ceramic work. Slide presentations on contemporary and historical ceramics provide background for assignments and highlight the role of ceramics in various cultural contexts. Materials fee. Offered each semester.","16","0","7","0","9","ALS-A;CRE","Morrison, David P.","{'fsnum': '9006376', 'name': 'Morrison, David P.'}","200","16","0","","","","Ceramics","The materials fee for ART 207 will be $185.","207","{'day': 'Tu', 'end': '11:00', 'location': 'CAD 115', 'start': '08:00'};{'day': 'Th', 'end': '10:50', 'location': 'CAD 115', 'start': '08:00'}","False","False","A","1","C","20261","","Research","2026"
"0000172027","1.0","0000001496","ARTS","This course introduces students to the ceramic processes of wheel throwing and hand building as means for creating works of art. Students learn terminology and critical approaches to ceramics. Students develop critical skills and the ability to analyze and interpret ceramic artwork. The course emphasizes creative approaches to solving visual problems through ceramic work. Slide presentations on contemporary and historical ceramics provide background for assignments and highlight the role of ceramics in various cultural contexts. Materials fee. Offered each semester.","16","0","5","0","11","ALS-A;CRE","Morrison, David P.","{'fsnum': '9006376', 'name': 'Morrison, David P.'}","200","16","","","","","Ceramics","The materials fee for ARTS 207 will be $185.","207","{'day': 'Tu', 'end': '14:45', 'location': 'CAD 115', 'start': '23:45'};{'day': 'Th', 'end': '15:45', 'location': 'CAD 115', 'start': '12:45'}","False","False","B","1","C","20261","","Research","2026"
"0000169712","1.0","0000000033","ARTS","This course develops and stimulates research into the emotional/expressive properties of painting. By investigating thematic, compositional, and technical problems, students develop a personalized approach to ideas and content. Students learn the importance of process, flexibility, alternatives, and the recognition that a painting has a life of its own. Materials fee. Offered annually. Prerequisite: ARTS 102.","15","0","6","1","8","","Weeks, Michon","{'fsnum': '23761', 'name': 'Weeks, Michon'}","200","15","0","","","","Oil/Acrylic Painting","Not open to incoming first-year students.                                       ;The materials fee for ART 221 will be $200.","221","{'day': 'Mo', 'end': '14:55', 'location': 'CAD 214', 'start': '12:55'};{'day': 'We', 'end': '14:55', 'location': 'CAD 214', 'start': '12:55'};{'day': 'Fr', 'end': '14:55', 'location': 'CAD 214', 'start': '12:55'}","False","ARTS 102.","","1","C","20261","","Research","2026"
"0000169776","1.0","0000000039","ARTS","This course provides a strong foundation in the array of copper plate processes of etching, aquatint, lift ground, soft ground, and polymer plate printmaking processes as well as in painterly monoprinting techniques. Students address personal sources of ideas, experimentation, drawing skills, and compositional concerns and draw upon examples of master printmakers to discuss how images reflect culture. Critical thinking skills are necessary in discussion and critiques. Materials fee. Offered annually. Prerequisite: ARTS 102.","15","0","7","0","8","","Tanaka, Anda","{'fsnum': '9002559', 'name': 'Tanaka, Anda'}","200","15","","","","","Printmaking:Intaglio and Monoprints","The materials fee for ART 227 is $135.                                          ;Students that have not completed the prerequisite are welcome to add this       ;course.","227","{'day': 'Tu', 'end': '11:00', 'location': 'CAD 212', 'start': '08:00'};{'day': 'Th', 'end': '10:50', 'location': 'CAD 212', 'start': '08:00'}","False","ARTS 102.","","1","C","20261","Printmaking: Intaglio and Monoprints","Research","2026"
"0000169994","1.0","0000017673","ARTS","The department periodically offers special topics courses. The specific title of the course is listed in the class and lab schedule when it is offered.","17","0","7","0","10","","Bosch, Kelsey E.","{'fsnum': '32181', 'name': 'Bosch, Kelsey E.'}","200","16","0","","0","","Top: Professional Practice","Not open to incoming first-year students or rising sophomores.","240","{'day': 'Mo', 'end': '10:00', 'location': 'CAD 116', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'CAD 116', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'CAD 116', 'start': '08:00'}","False","False","A","1","C","20261","Topics in the Fine Arts","Topic","2026"
"0000172307","1.0","0000017673","ARTS","The department periodically offers special topics courses. The specific title of the course is listed in the class and lab schedule when it is offered.","0","0","0","0","0","","Wu, Peng","{'fsnum': '9002464', 'name': 'Wu, Peng'}","200","15","0","","","","Top: Public Art","The materials fee for this course is $185.                                      ;Must have taken ARTS 103 Foundation of 3D Media.                                ;This course includes an academic civic engagement (ACE) component.","240","{'day': 'Mo', 'end': '10:00', 'location': 'CAD 106', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'CAD 106', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'CAD 106', 'start': '08:00'}","False","False","B","1","X","20261","Topics in the Fine Arts","Topic","2026"
"0000172703","1.0","0000000069","ARTS","Prerequisites: (for studio art) four foundation courses and two upper-division courses in area of study.;Prerequisites: (for art history) two upper-division courses in area of study.","1","0","0","0","1","","Bosch, Kelsey E.","{'fsnum': '32181', 'name': 'Bosch, Kelsey E.'}","200","0","","","","","IS/Visual Marketing Design","","298","","False","Prerequisites: (for studio art) four foundation courses and two upper-division courses in area of study.\nPrerequisites: (for art history) two upper-division courses in area of study.","A","1","C","20261","Independent Study","Research","2026"
"0000171860","1.0","0000001221","AS/RE","This course introduces the religious and philosophical traditions of China, Korea, and Japan: Confucianism, Chinese Taoism, Buddhism, Japanese Shinto, and the folk traditions. Students read classical texts such as Confucius' Analects, Zhuangzi, Taodejing, and Chan Buddhist texts, and analyze fundamental values and concepts such as Tao, yin/yang, and humaneness. Offered periodically.","23","7","6","7","3","GHS;MCG;MCS-G;RFV","Yun, Sungha","{'fsnum': '33051', 'name': 'Yun, Sungha'}","200","24","","6","6","6","Religions China/Korea/Japan","This course has class-year limits.","256","{'day': 'Tu', 'end': '13:10', 'location': 'OM 240', 'start': '23:45'};{'day': 'Th', 'end': '14:05', 'location': 'OM 240', 'start': '12:45'}","False","False","","1","O","20261","Religions of China, Korea, and Japan","Research","2026"
"0000169163","1.0","0000001222","AS/RE","This course studies the Buddhist view of the human predicament and its solution. Students examine the life of the Buddha, Buddhist scriptures, and the historical and philosophical development of Theravada and Mahayana Buddhism in East and Southeast Asia. Offered periodically.","24","4","7","6","7","GHS;MCG;MCS-G;RFV","Yun, Sungha","{'fsnum': '33051', 'name': 'Yun, Sungha'}","200","24","","6","6","6","Buddhism","This course has class-year limits.","257","{'day': 'Tu', 'end': '14:45', 'location': 'OM 240', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'OM 240', 'start': '14:15'}","False","False","","1","C","20261","","Research","2026"
"0000170064","1.0","0000023461","ASIAN","The department periodically offers courses on special topics. The specific title will be listed in the class and lab schedule when it is offered. Depending on course content, can also count toward Chinese and/or Japanese majors. Prerequisite: determined by instructor.","19","5","5","3","6","GHS;MCG;MCS-G","Nelson, Andrew P.","{'fsnum': '9006264', 'name': 'Nelson, Andrew P.'}","200","24","","","","","Top: How to Construct a Language","","200","{'day': 'Tu', 'end': '13:10', 'location': 'TOH 212', 'start': '23:45'};{'day': 'Th', 'end': '14:05', 'location': 'TOH 212', 'start': '12:45'}","False","determined by instructor.","","1","O","20261","Topics in Asian Studies","Topic","2026"
"0000171842","1.0","0000019727","ASIAN","This core course of Asian studies introduces students to modern Chinese literature and society. It examines canonical and popular works of Chinese writings including fiction, drama, autobiography, correspondences, and poetry from the early 20th century to the 21st century. Films and songs also serve as supplementary material when appropriate. Students read texts in translation and approach them in the context of modern Chinese society. They also study the literature as it reflects diverse Chinese communities across political boundaries. Offered annually.","21","2","5","5","9","ALS-L;GHS;MCG;MCS-G","Shih, Hsiang-Lin","{'fsnum': '25327', 'name': 'Shih, Hsiang-Lin'}","200","24","","","","","Modern Chinese Lit & Soc","","237","{'day': 'Tu', 'end': '11:00', 'location': 'TOH 308', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'TOH 308', 'start': '09:30'}","False","False","","1","O","20261","Modern Chinese Literature and Society","Research","2026"
"0000172573","0.25","0000028979","ASIAN","","0","0","0","0","0","","Shih, Hsiang-Lin","{'fsnum': '25327', 'name': 'Shih, Hsiang-Lin'}","200","10","","","","","LAC - Chinese","Meeting time will be decided based on availability of the registered students.  ;Prerequisite: Completion of CHIN 231 or equivalent experience. This course      ;cannot be wish listed. Add it after registering for ASIAN 237 (main course).","237","","False","","","1","O","20261","","FLAC","2026"
"0000172029","1.0","0000018793","BI/ES","The study of global change and human environmental impacts requires students to link concepts from biology, chemistry, and physics. Students investigate these links by exploring current theories in biogeochemistry, with an emphasis on understanding the feedback between physical and ecological processes and the coupling of multiple element cycles. Students attend lectures plus one three-hour lab per week. Laboratory activities focus on a practical exploration of the methods biogeochemists use, including experience with a variety of instruments. Offered periodically. Prerequisite: any level II biology, chemistry, or physics course or permission of instructor.","10","0","5","0","5","","Umbanhowar, Charles Jr.","{'fsnum': '8616', 'name': 'Umbanhowar, Charles Jr.'}","300","10","0","","0","","Biogeochemistry","This course is open to juniors and seniors only.                                ;Prerequisite: any lvll II bio, chem, or phys course or permission of instructor.;Students registering for BI/ES 350 must also register for BI/ES 350 lab AL.","350","{'day': 'Mo', 'end': '08:55', 'location': 'RNS 426', 'start': '08:00'}","False","any level II biology, chemistry, or physics course or permission of instructor.","","1","C","20261","Biogeochemistry: Theory and Application","Research","2026"
"0000172030","","0000019396","BI/ES","","10","0","5","0","5","","Umbanhowar, Charles Jr.","{'fsnum': '8616', 'name': 'Umbanhowar, Charles Jr.'}","300","10","","","","","Biogeochemistry Lab","","350","{'day': 'We', 'end': '16:00', 'location': 'RNS 455', 'start': '13:00'}","False","","","1","C","20261","","Lab","2026"
"0000169376","1.0","0000000102","BIO","This course focuses on the wonderous actions of the human body. Students learn how several vital body functions occur subconsciously, such as the rhythmic beating of the heart or the digestion of nutrients after a meal. Topics include how the brain works, how muscles contract, and how kidneys produce urine, and the remarkable biology associated with reproduction. Students use this understanding to elucidate diseases such as diabetes and hypertension. Students attend lectures plus one two-hour laboratory per week. Offered annually.","42","8","10","21","3","HWC;IST;NSC;NSL;NTS;SED","Pettitt, Beth","{'fsnum': '27204', 'name': 'Pettitt, Beth'}","100","48","","","","","Human Biology","Students in BIO 123 must also register for one lab BIO 123 AL or BL.","123","{'day': 'Tu', 'end': '13:10', 'location': 'RNS 410', 'start': '23:45'};{'day': 'Th', 'end': '14:05', 'location': 'RNS 410', 'start': '12:45'}","False","False","","1","O","20261","","Research","2026"
"0000169378","","0000000103","BIO","","19","4","7","7","1","","Pettitt, Beth","{'fsnum': '27204', 'name': 'Pettitt, Beth'}","100","23","","","","","Human Biology Lab","","123","{'day': 'We', 'end': '15:00', 'location': 'RNS 254', 'start': '13:00'}","False","","A","1","O","20261","","Lab","2026"
"0000169377","","0000000103","BIO","","23","4","3","14","2","","Pettitt, Beth","{'fsnum': '27204', 'name': 'Pettitt, Beth'}","100","23","","","","","Human Biology Lab","","123","{'day': 'We', 'end': '17:30', 'location': 'RNS 254', 'start': '15:30'}","False","","B","1","C","20261","","Lab","2026"
"0000169365","1.0","0000026712","BIO","The study of the anatomy and physiology of the human body is founded on a thorough understanding of the structure and function of cells and tissues. Students attend lectures plus one three-hour laboratory per week. This course may not be taken after completion of CH/BI 227 or BIO 227. Offered in the fall semester.","108","0","12","84","12","IST;NTS;SED","Cole, Steven","{'fsnum': '26217', 'name': 'Cole, Steven'}","100","108","","","","","Human Anatomy & Physiology I","Students in Bio 143 must also register for one lab: Bio 143 AL, BL, CL, DL, or  ;EL.","143","{'day': 'Mo', 'end': '10:00', 'location': 'RNS 150', 'start': '08:30'};{'day': 'We', 'end': '10:00', 'location': 'RNS 150', 'start': '08:30'}","False","False","","1","C","20261","Human Anatomy and Physiology: Cells and Tissues","Research","2026"
"0000169367","","0000026713","BIO","","20","0","2","18","0","","Cole, Steven","{'fsnum': '26217', 'name': 'Cole, Steven'}","100","20","","","","","Human Anatomy & Physiology I Lab","","143","{'day': 'Mo', 'end': '12:45', 'location': 'RNS 454', 'start': '22:45'}","False","","A","1","C","20261","","Lab","2026"
"0000169366","","0000026713","BIO","","22","0","1","19","2","","Cole, Steven","{'fsnum': '26217', 'name': 'Cole, Steven'}","100","20","","","","","Human Anatomy & Physiology I Lab","","143","{'day': 'Mo', 'end': '15:00', 'location': 'RNS 454', 'start': '13:00'}","False","","B","1","C","20261","","Lab","2026"
"0000169368","","0000026713","BIO","","23","0","1","19","3","","Cole, Steven","{'fsnum': '26217', 'name': 'Cole, Steven'}","100","20","","","","","Human Anatomy & Physiology I Lab","","143","{'day': 'Mo', 'end': '17:00', 'location': 'RNS 454', 'start': '15:00'}","False","","C","1","C","20261","","Lab","2026"
"0000169369","","0000026713","BIO","","20","0","1","15","4","","Cole, Steven","{'fsnum': '26217', 'name': 'Cole, Steven'}","100","20","","","","","Human Anatomy & Physiology I Lab","","143","{'day': 'We', 'end': '12:45', 'location': 'RNS 454', 'start': '22:45'}","False","","D","1","C","20261","","Lab","2026"
