"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","number","offerings","pn","section","semester","status","term","type","year"
"0000000768","1.0","0000000011","AMST","1","0","0","0","1","","Farrell, James","{'fsnum': '2030', 'name': 'Farrell, James'}","200","","","","","","Academic Internship","294","","True","","2","O","20002","Research","2000"
"0000000769","1.0","0000000015","AMST","1","0","0","0","1","WRI","Farrell, James","{'fsnum': '2030', 'name': 'Farrell, James'}","300","","","","","","IR/Urbanism /Housing","398","","False","","2","O","20002","Research","2000"
"0000000985","1.0","0000001489","ARMS","1","0","0","0","1","","Kutulas, Judy","{'fsnum': '4583', 'name': 'Kutulas, Judy'}","300","","","","","","IR/Race Gender & Tv","398","","False","","2","O","20002","Research","2000"
"0000000770","1.0","0000000018","ART","23","15","1","1","6","ALS-A","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","100","20","16","","","","Foundation Drawing","110","{'day': 'Mo', 'end': '10:00', 'location': 'FH 42', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'FH 42', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'FH 42', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'FH 42', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'FH 42', 'start': '09:00'};{'day': 'Mo', 'end': '12:10', 'location': 'FH 42', 'start': '22:40'};{'day': 'Tu', 'end': '12:10', 'location': 'FH 42', 'start': '22:40'};{'day': 'We', 'end': '12:10', 'location': 'FH 42', 'start': '22:40'};{'day': 'Th', 'end': '12:10', 'location': 'FH 42', 'start': '22:40'};{'day': 'Fr', 'end': '12:10', 'location': 'FH 42', 'start': '22:40'}","False","","2","C","20002","Research","2000"
"0000000771","1.0","0000000029","ART","21","13","1","1","6","ALS-A","Ojala, Margaret","{'fsnum': '5816', 'name': 'Ojala, Margaret'}","100","20","16","","","","Found Photography","124","{'day': 'Mo', 'end': '10:00', 'location': 'FH 2', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'FH 2', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'FH 2', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'FH 2', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'FH 2', 'start': '09:00'};{'day': 'Mo', 'end': '12:40', 'location': 'FH 2', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'FH 2', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'FH 2', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'FH 2', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'FH 2', 'start': '22:40'}","False","","2","C","20002","Research","2000"
"0000000772","1.0","0000000040","ART","13","1","2","2","8","","Kelley, Patrick T.","{'fsnum': '14002', 'name': 'Kelley, Patrick T.'}","200","14","","","","","Comp-Generatd Imagery","238","{'day': 'Mo', 'end': '15:00', 'location': 'FH 21', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'FH 21', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'FH 21', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'FH 21', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'FH 21', 'start': '13:00'};{'day': 'Mo', 'end': '12:00', 'location': 'FH 21', 'start': '22:40'};{'day': 'Tu', 'end': '12:00', 'location': 'FH 21', 'start': '22:40'};{'day': 'We', 'end': '12:00', 'location': 'FH 21', 'start': '22:40'};{'day': 'Th', 'end': '12:00', 'location': 'FH 21', 'start': '22:40'};{'day': 'Fr', 'end': '12:00', 'location': 'FH 21', 'start': '22:40'}","False","","2","C","20002","Research","2000"
"0000000773","1.0","0000000050","ART","29","0","6","14","9","ALS-A;HWC","Holden, Kristi","{'fsnum': '12373', 'name': 'Holden, Kristi'}","200","30","","","","","Origins of Modernism","251","{'day': 'Mo', 'end': '15:30', 'location': 'FH 01', 'start': '12:30'};{'day': 'Tu', 'end': '15:00', 'location': 'FH 01', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'FH 01', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'FH 01', 'start': '13:00'}","False","","2","O","20002","Research","2000"
"0000000774","1.0","0000000048","ART","18","0","9","3","6","","Gallas, Ron","{'fsnum': '2492', 'name': 'Gallas, Ron'}","200","","","","","","Manhattan Art Interim","262","","False","","2","C","20002","Research","2000"
"0000000775","1.0","0000000068","ART","2","0","0","0","2","","Arneson, Wendell","{'fsnum': '276', 'name': 'Arneson, Wendell'}","200","","","","","","Academic Internship","294","","True","","2","O","20002","Research","2000"
"0000000776","1.0","0000000068","ART","1","0","1","0","0","","Thompson, Nancy M.","{'fsnum': '13137', 'name': 'Thompson, Nancy M.'}","200","","","","","","Academic Internship","294","","True","A","2","O","20002","Research","2000"
