"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000078491","1.0","0000000044","ART","This course, designed for students who want to heighten their drawing skills, emphasizes using expressive qualities of drawing by investigating various media, techniques, and content. Assignments are both traditional and nontraditional within historical and contemporary perspectives. Experimentation is encouraged. Students are encouraged to develop a personal visual language. The course culminates in the production of a series of drawings that relate thematically. Critical thinking and discussion skills are important. Prerequisite: Art 102. Materials fee. Offered annually.","11","2","1","2","6","","Arneson, Wendell","{'fsnum': '276', 'name': 'Arneson, Wendell'}","200","22","","","","","Advanced Drawing","Open to all students who meet the prerequisite.","233","{'day': 'Mo', 'end': '15:00', 'location': 'CAD 214', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 214', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 214', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 214', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 214', 'start': '13:00'};{'day': 'Mo', 'end': '10:00', 'location': 'CAD 214', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'CAD 214', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'CAD 214', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'CAD 214', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'CAD 214', 'start': '09:00'};{'day': 'Mo', 'end': '12:00', 'location': 'CAD 214', 'start': '22:40'};{'day': 'Tu', 'end': '12:00', 'location': 'CAD 214', 'start': '22:40'};{'day': 'We', 'end': '12:00', 'location': 'CAD 214', 'start': '22:40'};{'day': 'Th', 'end': '12:00', 'location': 'CAD 214', 'start': '22:40'};{'day': 'Fr', 'end': '12:00', 'location': 'CAD 214', 'start': '22:40'}","False","Art 102. Materials fee. Offered annually.","","2","O","20112","","Research","2011"
"0000080578","1.0","0000000047","ART","This course explores video as a creative medium. Students learn basic video production and editing techniques, producing a number of individual and group projects. During the semester students examine a wide variety of videos and films, exploring experimental, documentary, and narrative approaches. The class also considers the history of video art and its relationship to other time-based and static art forms. Prerequisite: Art 104 or Art 117 or permission of the instructor. Materials fee. Offered alternate years. Counts toward film studies concentration.","11","0","3","4","4","ALS-A","Alvarez, Guido","{'fsnum': '21134', 'name': 'Alvarez, Guido'}","200","15","","","","","Video Art Production","","239","{'day': 'Mo', 'end': '15:00', 'location': 'CAD 100', 'start': '21:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 100', 'start': '21:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 100', 'start': '21:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 100', 'start': '21:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 100', 'start': '21:00'}","False","Art 104 or Art 117 or permission of the instructor. Materials fee. Offered alternate years. Counts toward film studies concentration.","","2","O","20112","","Research","2011"
"0000078716","1.0","0000000048","ART","This course provides intensive exposure to career opportunities in: architecture, painting, sculpture, printmaking, ceramics, photography, illustration, video, digital media, and design of all kinds (from toys to exhibitions at the Metropolitan Museum of Art). Working five to seven hours a day, students will interview over 25 artist professionals during the month, visit more than 100 galleries and museums, and write extensively about artists and artwork. This course does not count toward the minimum major in studio art or art history. Prerequisite: Art 253 (preferred) or Art 252. Offered during Interim.","18","0","1","11","6","","Dell, Irve","{'fsnum': '1369', 'name': 'Dell, Irve'}","200","18","","","","","Manhattan Art Interim","This is an off-campus course.","246","","False","Art 253 (preferred) or Art 252. Offered during Interim.","","2","C","20112","Manhattan Interim in New York City","Research","2011"
"0000082195","1.0","0000000050","ART","This lecture course surveys how art (mostly painting and sculpture) in Europe unfolded in remarkable ways relative to values signaled by the French Revolution. The course examines Neo-Classical art as it expresses Enlightenment thinking, the tumultuous Romantic and Realist imagery and times, and ends with Impressionism. Offered periodically during Interim. Open to first-year students.","23","5","2","13","3","ALS-A;HWC","Rohn, Matthew","{'fsnum': '6758', 'name': 'Rohn, Matthew'}","200","30","","","","","Art 1776-1880","","251","{'day': 'Mo', 'end': '12:40', 'location': 'CAD 305', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'CAD 305', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'CAD 305', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'CAD 305', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'CAD 305', 'start': '22:40'}","False","False","","2","O","20112","Art 1776-1880, Revolutionary Art","Research","2011"
"0000078497","1.0","0000000052","ART","This course is an introduction to modern and postmodern art and thought after World War II through a survey of painting, sculpture, and new-media arts. Students learn about celebrated art and artists, major values such as issues of identity informing their work, and ways of analyzing and making sense of newer art. Offered annually. Prerequisite: at least one college art history or studio art course recommended. Counts towards American studies major.","20","4","2","6","8","ALS-A;HWC","Tradowsky, Christopher","{'fsnum': '21187', 'name': 'Tradowsky, Christopher'}","200","30","","","","","Art Since 1945","Open to First-Year Students.","253","{'day': 'Mo', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'}","False","at least one college art history or studio art course recommended. Counts towards American studies major.","","2","O","20112","","Research","2011"
"0000080576","1.0","0000000054","ART","This course is an intensive introduction to the history of the art and architecture of Florence. Through a study of Florence's topography, its built environment, and painted and sculpted imagery, students study the history of Florence from its inception as a Roman colony through the 19th century when Florence was the capital of the newly unified Italian nation. The study of Florence is enriched by travel to other Tuscan cities such as Cortona, Siena, and Lucca. Offered during Interim in alternate years.","21","0","7","3","11","ALS-A","Thompson, Nancy M.","{'fsnum': '13137', 'name': 'Thompson, Nancy M.'}","200","20","","","","","Ital Art in Context","This is an off-campus course.","255","","False","False","","2","C","20112","Italian Art in Context","Research","2011"
"0000078389","1.0","0000000068","ART","","1","0","0","0","1","","Griep, Mary","{'fsnum': '2757', 'name': 'Griep, Mary'}","200","","","","","","Academic Internship","","294","","True","","","2","C","20112","","Research","2011"
"0000078679","1.0","0000000069","ART","Independent Study in studio art prerequisites: four foundation courses and two upper-division courses in area of study.;Independent Study in art history prerequisites: two upper-division courses in area of study.","1","0","1","0","0","","Arneson, Wendell","{'fsnum': '276', 'name': 'Arneson, Wendell'}","200","","","","","","IS/Mixed Media Drawing","","298","","False","False","","2","O","20112","Independent Study","Research","2011"
"0000085438","1.0","0000000069","ART","Independent Study in studio art prerequisites: four foundation courses and two upper-division courses in area of study.;Independent Study in art history prerequisites: two upper-division courses in area of study.","1","0","0","0","1","","Griep, Mary","{'fsnum': '2757', 'name': 'Griep, Mary'}","200","","","","","","IS/Career: Illustration","","298","","False","False","A","2","C","20112","Independent Study","Research","2011"
"0000085541","1.0","0000000069","ART","Independent Study in studio art prerequisites: four foundation courses and two upper-division courses in area of study.;Independent Study in art history prerequisites: two upper-division courses in area of study.","1","0","0","0","1","","Alvarez, Guido","{'fsnum': '21134', 'name': 'Alvarez, Guido'}","200","","","","","","IS/Visual Communications","","298","","False","False","B","2","O","20112","Independent Study","Research","2011"
"0000085560","1.0","0000000069","ART","Independent Study in studio art prerequisites: four foundation courses and two upper-division courses in area of study.;Independent Study in art history prerequisites: two upper-division courses in area of study.","1","0","0","0","1","","Alvarez, Guido","{'fsnum': '21134', 'name': 'Alvarez, Guido'}","200","","","","","","IS/American Roadtrip","","298","","False","False","C","2","O","20112","Independent Study","Research","2011"
"0000078390","1.0","0000000073","ART","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","Academic Internship","","394","","True","","","2","C","20112","","Research","2011"
"0000078633","1.0","0000000075","ART","Independent Research in studio art prerequisites: four foundation courses and three courses in area of study.;Independent Research in art history prerequisites: three courses in area of study.","1","0","0","0","1","","Griep, Mary","{'fsnum': '2757', 'name': 'Griep, Mary'}","300","","","","","","IR/Professional Design","","398","","False","False","","2","O","20112","Independent Research: Art History","Research","2011"
"0000081421","1.0","0000000075","ART","Independent Research in studio art prerequisites: four foundation courses and three courses in area of study.;Independent Research in art history prerequisites: three courses in area of study.","5","0","0","0","5","","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","300","","","","","","IR/Art Apprenticeship 2","","398","","False","False","A","2","C","20112","Independent Research: Art History","Research","2011"
"0000080709","1.0","0000000261","AS/EC","This course tracks economic development in China with emphasis on Shanghai. The course examines the emergence and evolution of markets in rural, urban, commercial, and financial centers and how the changes affect culture, attitudes, customs, and life of the people. Shanghai will be compared with other Chinese cities, including Nanjing, Suzhou, Hangzhou and Hong Kong. The role of Hong Kong in China's reform and its integration since 1997 is also discussed. Prerequisites: one of Economics 110-121 or permission of instructor. Offered alternate Interims.","30","0","14","7","9","HBS;MCG;MCS-G","Pomponio, Xun","{'fsnum': '6399', 'name': 'Pomponio, Xun'}","200","19","","","","","Econ Progress China","This is an off-campus course.","218","","False","Prerequisites: one of Economics 110-121 or permission of instructor. Offered alternate Interims.","","2","C","20112","Economic Progress in China","Research","2011"
"0000078726","1.0","0000018523","AS/PS","Currents of nationalism, regionalism and globalization organize political life around the world. What trends and policies promote regional integration? What forces frustrate integration? To answer these questions this course investigates security, economic, and cultural relations at the beginning of the 21st century within Asia and between Asia and Russia and the U.S. This course looks at the historical interaction of national, regional and global forces for additional answers. Prerequisite: previous course in Asian studies or political science, or permission of instructor.","15","1","4","7","3","HBS;MCG;MCS-G","Tegtmeyer Pak, Katherine S.","{'fsnum': '15754', 'name': 'Tegtmeyer Pak, Katherine S.'}","200","30","","","","","Nation/Region/Globe/Asia","","245","{'day': 'Mo', 'end': '12:40', 'location': 'HH 403', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'HH 403', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'HH 403', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'HH 403', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'HH 403', 'start': '22:40'}","False","previous course in Asian studies or political science, or permission of instructor.","","2","O","20112","Nationalism, Regionalism, Globalization in Asia","Research","2011"
"0000080657","1.0","0000001303","AS/SA","Southeast Asia is a diverse region, stretching from the sleek high-rises of Singapore to hermetic Rangoon; from Islam to Buddhism; from computer chip manufacture to swidden agriculture. Students read ethnographies, novels, and local histories to better understand Southeast Asian family life, religion, language, and education. Through focusing on the experience of modernity, students examine how Southeast Asians make sense of their group affiliations, their pasts and their futures. The course aims to challenge contemporary understandings of place, entitlement, and home both in Southeast Asia and beyond. Offered annually in the fall or spring semester or during Interim.","24","3","10","7","4","HBS;MCG;MCS-G","Williamson, Thomas A.","{'fsnum': '14223', 'name': 'Williamson, Thomas A.'}","200","25","","","","","Modern Southeast Asia","This course is open to first-year students.                                     ;This course has class-year limits.","239","{'day': 'Mo', 'end': '13:00', 'location': 'HH 317', 'start': '22:40'};{'day': 'Tu', 'end': '13:00', 'location': 'HH 317', 'start': '22:40'};{'day': 'We', 'end': '13:00', 'location': 'HH 317', 'start': '22:40'};{'day': 'Th', 'end': '13:00', 'location': 'HH 317', 'start': '22:40'};{'day': 'Fr', 'end': '13:00', 'location': 'HH 317', 'start': '22:40'}","False","False","","2","C","20112","","Research","2011"
"0000080697","1.0","0000024133","ASIAN","Students learn about Japanese and South Korean culture through the study of film. By watching and discussing a wide variety of films from these countries, students both gain insight into these societies and acquire the skills of critical film analysis. They also consider the implications of viewing subtitled films and explore the use of film as a mode of communication and language acquisition. Offered every other year.","26","8","3","6","9","MCG;MCS-G;ORC","Hoogenboom, Tomoko","{'fsnum': '14072', 'name': 'Hoogenboom, Tomoko'}","100","30","","","","","Japan & Korea thru Films","","144","{'day': 'Mo', 'end': '15:00', 'location': 'TOH 312', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TOH 312', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TOH 312', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TOH 312', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TOH 312', 'start': '13:00'};{'day': 'Mo', 'end': '12:00', 'location': 'TOH 312', 'start': '22:40'};{'day': 'Tu', 'end': '12:00', 'location': 'TOH 312', 'start': '22:40'};{'day': 'We', 'end': '12:00', 'location': 'TOH 312', 'start': '22:40'};{'day': 'Th', 'end': '12:00', 'location': 'TOH 312', 'start': '22:40'};{'day': 'Fr', 'end': '12:00', 'location': 'TOH 312', 'start': '22:40'}","False","False","","2","O","20112","Japanese and Korean Cultures Through Film","Research","2011"
"0000078499","1.0","0000018780","ASIAN","Students pursue guided fieldwork experience in the country whose language they study, either Japan or China. Activities and readings in this course build on the topics from Asian Studies 210 and three semesters of language study. Students continue to explore their understanding of Asia through ethnographic observation, interviews, and site visits. Students develop projects and follow a process of inquiry that will help them understand how ordinary people construct ""Asian"" culture and society today. Prerequisite: Asian Studies 210. Offered during Interim.","28","0","0","28","0","","Ito, Rika","{'fsnum': '14203', 'name': 'Ito, Rika'}","200","30","","","","","AsianCon2:Meet Sojourners","Registration restricted to students in the Asian Con program.                   ;This is an off-campus course.","215","","False","Asian Studies 210. Offered during Interim.","","2","C","20112","Asian Conversations II: Encountering Asia","Research","2011"
"0000085413","1.0","0000019742","ASIAN","Students pursue guided fieldwork experience in the United States. Activities and readings in this course build on the topics from Asian Studies 210 and three semesters of language study. Students reflect on the experience of Asians in America through readings, site visits, and local interviews. Students develop projects and follow a process of inquiry that will help them understand how ordinary people construct ""Asian"" culture and society today. Prerequisite: Asian Studies 210. Offered during Interim.","1","0","0","1","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","1","","","","","AsianCon2:Asia in America","","216","","False","Asian Studies 210. Offered during Interim.","","2","C","20112","Asian Conversations II: Encountering Asia in America","Research","2011"
"0000080580","1.0","0000019727","ASIAN","This core course of Asian Studies introduces students to modern Chinese literature and society. It examines canonical and popular works of Chinese writings including fiction, drama, autobiography, correspondences, and poetry written in classical and modern styles from the late nineteenth century to the early twenty-first century. Films also serve as supplementary material when appropriate. Students read texts in translation and approach them in the context of modern Chinese society. They also study the literature as it reflects China's interaction with the West and the country's struggle to define itself as a modern nation. Offered annually.","30","3","8","13","6","ALS-L;MCG;MCS-G;WRI","Chen, Luying","{'fsnum': '19296', 'name': 'Chen, Luying'}","200","30","","","","","Modern Chinese Lit & Soc","","237","{'day': 'Mo', 'end': '15:00', 'location': 'TOH 314', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TOH 314', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TOH 314', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TOH 314', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TOH 314', 'start': '13:00'}","False","False","","2","C","20112","Modern Chinese Literature and Society","Research","2011"
"0000078391","1.0","0000000093","ASIAN","","1","0","1","0","0","","Entenmann, Robert","{'fsnum': '1821', 'name': 'Entenmann, Robert'}","200","","","","","","Academic Internship","","294","","True","","","2","C","20112","","Research","2011"
"0000078686","1.0","0000000094","ASIAN","","1","0","1","0","0","","Kucera, Karil J.","{'fsnum': '14964', 'name': 'Kucera, Karil J.'}","200","","","","","","IS/Minority ID Korea","","298","","False","","","2","O","20112","Independent Study","Research","2011"
"0000085345","1.0","0000000094","ASIAN","","1","0","1","0","0","","Entenmann, Robert","{'fsnum': '1821', 'name': 'Entenmann, Robert'}","200","","","","","","IS/Christianity in China","","298","","False","","A","2","C","20112","Independent Study","Research","2011"
"0000085561","1.0","0000000094","ASIAN","","1","0","1","0","0","","Reed, Barbara","{'fsnum': '6625', 'name': 'Reed, Barbara'}","200","","","","","","IS/Thai Buddhism","","298","","False","","B","2","O","20112","Independent Study","Research","2011"
"0000078392","1.0","0000000096","ASIAN","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","Academic Internship","","394","","True","","","2","C","20112","","Research","2011"
"0000078591","1.0","0000000097","ASIAN","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","IR/","","398","","False","","","2","O","20112","Independent Research","Research","2011"
"0000080708","1.0","0000024136","BI/ES","This course offers students the opportunity to study first-hand the most diverse ecosystems on earth. This intensive field-oriented course explores lowland rain forest, montane forest, dry forest, and coastal and agricultural ecosystems through projects and field trips. Students read and discuss texts and primary literature specific to ecology, evolution, conservation, and agricultural practices of each area, and keep reflective journals. Prerequisite: one science course. Offered in alternate years during interim.","18","0","6","5","7","","Shea, Kathleen L.","{'fsnum': '7450', 'name': 'Shea, Kathleen L.'}","200","16","","","","","Tropical Ecology","This is an off-campus course.","286","","False","one science course. Offered in alternate years during interim.","","2","C","20112","Tropical Ecology in Costa Rica","Research","2011"
"0000078779","1.0","0000000104","BIO","Issues of women's biology including views of the evolving female and biological determinism are examined. Core material covers anatomy, development, the biological basis of gender, reproduction, sexual response, the menstrual cycle and aging, and aspects of women's health such as eating disorders, cancers, and hormonal treatments. Students participate in significant amounts of group work and oral presentation. The course is open to both men and women. Offered during Interim.","14","4","1","6","3","IST;NSC","Resnick, Tamar","{'fsnum': '22867', 'name': 'Resnick, Tamar'}","100","24","","","","","The Biology of Women","This course has class year limits.","124","{'day': 'Mo', 'end': '15:00', 'location': 'RNS 210', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 210', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'RNS 210', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'RNS 210', 'start': '13:00'};{'day': 'Mo', 'end': '12:00', 'location': 'RNS 210', 'start': '22:40'};{'day': 'Tu', 'end': '12:00', 'location': 'RNS 210', 'start': '22:40'};{'day': 'Th', 'end': '12:00', 'location': 'RNS 210', 'start': '22:40'};{'day': 'Fr', 'end': '12:00', 'location': 'RNS 210', 'start': '22:40'}","False","False","","2","O","20112","","Research","2011"
"0000078521","1.0","0000000106","BIO","This core course explores major principles of cellular and molecular biology and it or the Chemistry/Biology 125-127 series is a prerequisite for all level II biology courses. Emphases include the structural and chemical composition of cells, crucial metabolic pathways, fundamentals of cell division, basic genetics, and the scientific method. Materials integrate concepts with problem-solving. Students are introduced to state-of-the-art library search technologies and scientific writing. Students attend lectures plus one 2.5-hour laboratory per week. Offered annually in the fall semester and during Interim. Counts towards exercise science major.","22","18","1","2","1","IST;NSC;NSL;SED","Fruehling, Sara E.","{'fsnum': '17588', 'name': 'Fruehling, Sara E.'}","100","20","","","","","Cell Bio & Genetics","Students in Bio 125 must also register for lab Bio 125 L.","125","{'day': 'Mo', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'}","False","False","","2","C","20112","Cellular Biology and Genetics","Research","2011"
"0000078522","","0000000107","BIO","","22","18","1","2","1","","Fruehling, Sara E.","{'fsnum': '17588', 'name': 'Fruehling, Sara E.'}","100","20","","","","","Cell Bio & Genetics Lab","","125","{'day': 'Mo', 'end': '10:00', 'location': 'RNS 394', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'RNS 394', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'RNS 394', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'RNS 394', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'RNS 394', 'start': '08:00'};{'day': 'Mo', 'end': '12:00', 'location': 'RNS 394', 'start': '22:40'};{'day': 'Tu', 'end': '12:00', 'location': 'RNS 394', 'start': '22:40'};{'day': 'We', 'end': '12:00', 'location': 'RNS 394', 'start': '22:40'};{'day': 'Th', 'end': '12:00', 'location': 'RNS 394', 'start': '22:40'};{'day': 'Fr', 'end': '12:00', 'location': 'RNS 394', 'start': '22:40'}","False","","","2","C","20112","","Lab","2011"
