"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","number","pn","section","semester","status","term","type","year"
"0000015644","1.0","0000001058","PETH","1","0","0","0","1","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","IS/Fitness for Kids P","298","False","B","2","O","19942","Research","1994"
"0000015645","1.0","0000002219","PETH","10","2","2","5","1","","Staff","{'fsnum': '', 'name': 'Staff'}","300","12","Adv Sport Medicine","355","False","","2","C","19942","Research","1994"
"0000015632","1.0","0000000966","PHIL","21","16","0","2","3","ALS-L;WRI","Staff","{'fsnum': '', 'name': 'Staff'}","100","23","Philosophy and Lit","120","False","","2","C","19942","Research","1994"
"0000015633","1.0","0000002156","PHIL","22","6","5","4","7","","Staff","{'fsnum': '', 'name': 'Staff'}","100","25","Rel Phil/C.S. Lewis","127","False","","2","C","19942","Research","1994"
"0000015634","1.0","0000002160","PHIL","20","10","3","6","1","ALS-L;WRI","Staff","{'fsnum': '', 'name': 'Staff'}","100","23","Philosophy of Poetry","134","False","","2","C","19942","Research","1994"
"0000015635","1.0","0000002161","PHIL","25","21","1","0","3","MCS-G;WRI","Staff","{'fsnum': '', 'name': 'Staff'}","100","23","Ethics East and West","152","False","","2","C","19942","Research","1994"
"0000015636","1.0","0000002162","PHIL","22","15","5","1","1","ALS-A;WRI","Staff","{'fsnum': '', 'name': 'Staff'}","100","23","Art Georgia O'keeffe","155","False","","2","C","19942","Research","1994"
"0000015637","1.0","0000002164","PHIL","18","0","5","10","3","","Staff","{'fsnum': '', 'name': 'Staff'}","200","23","Revolutionary Thinkng","213","False","","2","C","19942","Research","1994"
"0000015638","1.0","0000000976","PHIL","21","1","8","7","5","","Staff","{'fsnum': '', 'name': 'Staff'}","200","23","Philosophy & Feminism","245","False","","2","C","19942","Research","1994"
"0000015639","1.0","0000000986","PHIL","1","0","1","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","IS/Existentialism","298","False","","2","O","19942","Research","1994"
"0000015640","1.0","0000000989","PHIL","5","0","2","1","2","","Staff","{'fsnum': '', 'name': 'Staff'}","300","20","Personal Turn/Ethics","373","False","","2","O","19942","Seminar","1994"
"0000015646","1.0","0000002226","PHYS","8","6","1","0","1","NSC","Staff","{'fsnum': '', 'name': 'Staff'}","100","24","Light","110","False","","2","O","19942","Research","1994"
"0000015647","1.0","0000002228","PHYS","24","21","0","1","2","NSC;NSL","Staff","{'fsnum': '', 'name': 'Staff'}","100","23","Physics of Photogrphy","120","False","","2","C","19942","Research","1994"
"0000015648","1.0","0000001086","PHYS","31","8","6","6","11","NSC;NSL","Staff","{'fsnum': '', 'name': 'Staff'}","200","27","Musical Acoustics","252","False","","2","C","19942","Research","1994"
"0000015649","1.0","0000001088","PHYS","17","2","6","4","5","NSC;NSL","Staff","{'fsnum': '', 'name': 'Staff'}","200","19","Origin Nuclear Weapon","254","False","","2","C","19942","Research","1994"
"0000015650","1.0","0000001109","PSCI","22","17","1","3","1","HBS","Staff","{'fsnum': '', 'name': 'Staff'}","100","23","Politics Human Rights","117","False","","2","C","19942","Research","1994"
"0000015651","1.0","0000002243","PSCI","19","1","3","12","3","HWC","Staff","{'fsnum': '', 'name': 'Staff'}","100","23","Conservatism in Amer","119","False","","2","O","19942","Research","1994"
"0000015652","1.0","0000002252","PSCI","5","1","1","0","3","","Staff","{'fsnum': '', 'name': 'Staff'}","200","23","Agrarianism & Agripol","234","False","","2","O","19942","Research","1994"
"0000015653","1.0","0000002254","PSCI","10","1","1","4","4","HBS;MCS-D","Staff","{'fsnum': '', 'name': 'Staff'}","200","28","Public Policy/Family","237","False","","2","O","19942","Research","1994"
"0000015654","1.0","0000001139","PSCI","4","0","3","0","1","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","Internship","294","True","","2","O","19942","Research","1994"
"0000015655","1.0","0000001139","PSCI","4","0","3","0","1","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","Internship","294","True","A","2","O","19942","Research","1994"
"0000015656","1.0","0000001139","PSCI","2","0","0","1","1","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","Internship","294","True","B","2","O","19942","Research","1994"
"0000015657","1.0","0000002270","PSCI","20","0","8","2","10","","Staff","{'fsnum': '', 'name': 'Staff'}","300","25","The New Europe","385","False","","2","O","19942","Research","1994"
"0000015658","1.0","0000001151","PSCI","1","0","0","0","1","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","Internship","394","True","","2","O","19942","Research","1994"
"0000015659","1.0","0000001151","PSCI","1","0","0","0","1","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","Internship","394","True","A","2","O","19942","Research","1994"
"0000015660","1.0","0000002279","PSYCH","16","0","3","9","4","","Staff","{'fsnum': '', 'name': 'Staff'}","200","28","Poverty Effect Child","223","False","","2","O","19942","Research","1994"
"0000015661","1.0","0000002280","PSYCH","25","2","2","3","18","","Staff","{'fsnum': '', 'name': 'Staff'}","200","28","Sleep and Dreaming","224","False","","2","C","19942","Research","1994"
"0000015662","1.0","0000001157","PSYCH","12","0","4","2","6","","Staff","{'fsnum': '', 'name': 'Staff'}","200","13","Listening Mind-Body","225","False","","2","C","19942","Research","1994"
"0000015663","1.0","0000002287","PSYCH","18","2","1","9","6","","Staff","{'fsnum': '', 'name': 'Staff'}","200","28","Psych of Leadership","253","False","","2","O","19942","Research","1994"
"0000015664","1.0","0000002290","PSYCH","13","1","3","5","4","","Staff","{'fsnum': '', 'name': 'Staff'}","200","13","Freudian/Buddhist Psy","257","False","","2","C","19942","Research","1994"
"0000015665","1.0","0000001178","PSYCH","1","0","0","0","1","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","Internship","294","True","","2","O","19942","Research","1994"
"0000015666","1.0","0000002304","PSYCH","10","1","4","2","3","","Staff","{'fsnum': '', 'name': 'Staff'}","300","12","Psychopharmacology","380","False","","2","C","19942","Research","1994"
"0000015667","1.0","0000002311","PSYCH","11","0","2","0","9","","Staff","{'fsnum': '', 'name': 'Staff'}","300","30","Placement Help Instit","393","True","","2","C","19942","Research","1994"
"0000015668","1.0","0000002328","REL","38","2","17","17","2","","Staff","{'fsnum': '', 'name': 'Staff'}","200","35","Jews and Christians","247","False","","2","C","19942","Research","1994"
"0000015669","1.0","0000002320","REL","29","3","11","4","11","","Staff","{'fsnum': '', 'name': 'Staff'}","200","28","Prayer and Praying","257","False","","2","C","19942","Research","1994"
"0000015670","1.0","0000002340","REL","26","0","11","2","13","","Staff","{'fsnum': '', 'name': 'Staff'}","200","28","The Holocaust","258","False","","2","C","19942","Research","1994"
"0000015671","1.0","0000002341","REL","25","0","8","0","17","MCS-D","Staff","{'fsnum': '', 'name': 'Staff'}","200","28","Rel Autobiographies","259","False","","2","C","19942","Research","1994"
"0000015672","1.0","0000002342","REL","30","0","17","4","9","","Staff","{'fsnum': '', 'name': 'Staff'}","200","28","Adam, Eve & Serpent","260","False","","2","C","19942","Research","1994"
"0000015673","1.0","0000001223","REL","20","0","8","5","7","","Staff","{'fsnum': '', 'name': 'Staff'}","200","21","Religion/Culture/Rome","261","False","","2","C","19942","Research","1994"
"0000015674","1.0","0000002349","REL","17","1","9","2","5","","Staff","{'fsnum': '', 'name': 'Staff'}","200","28","Hindu-Christian Dialg","268","False","","2","O","19942","Research","1994"
"0000015675","1.0","0000001239","REL","1","0","0","0","1","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","IS/Existence of God","298","False","","2","O","19942","Research","1994"
"0000015676","1.0","0000001239","REL","1","0","0","0","1","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","IS/Christianity-China","298","False","A","2","O","19942","Research","1994"
"0000015677","1.0","0000002421","SOAN","20","1","5","9","5","","Staff","{'fsnum': '', 'name': 'Staff'}","200","28","Drugs/Alcohol Amer","232","False","","2","O","19942","Research","1994"
"0000015678","1.0","0000001309","SOAN","18","0","7","8","3","HBS;MCS-G","Staff","{'fsnum': '', 'name': 'Staff'}","200","23","Primitive Societies","249","False","","2","C","19942","Research","1994"
"0000015679","1.0","0000001316","SOAN","1","0","0","0","1","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","IS/Chinese Matriline","298","False","","2","O","19942","Research","1994"
"0000015680","1.0","0000001325","SPAN","16","6","3","3","4","","Staff","{'fsnum': '', 'name': 'Staff'}","100","23","Beginning Spanish II","112","False","","2","O","19942","Research","1994"
"0000015681","1.0","0000001326","SPAN","18","7","2","8","1","","Staff","{'fsnum': '', 'name': 'Staff'}","200","16","Inter Span/Costa Rica","230","False","","2","C","19942","Research","1994"
"0000015682","1.0","0000002445","SWRK","23","14","0","5","4","","Staff","{'fsnum': '', 'name': 'Staff'}","100","28","Hiv/Aids in Our Lives","122","False","","2","C","19942","Research","1994"
"0000015683","1.0","0000001366","SWRK","1","0","0","0","1","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","Internship","294","True","","2","O","19942","Research","1994"
"0000015684","1.0","0000001380","THEAT","8","6","0","0","2","","Staff","{'fsnum': '', 'name': 'Staff'}","100","30","Prod Theater: Intro","133","True","","2","C","19942","Research","1994"
"0000015685","1.0","0000002463","THEAT","11","5","3","1","2","PHA","Staff","{'fsnum': '', 'name': 'Staff'}","100","14","Stage Combat","136","False","","2","O","19942","Research","1994"
"0000015686","1.0","0000001387","THEAT","11","1","2","2","6","","Staff","{'fsnum': '', 'name': 'Staff'}","200","25","Prod Theater: Advanced","234","True","","2","C","19942","Research","1994"
"0000015687","1.0","0000002474","THEAT","8","0","2","4","2","","Staff","{'fsnum': '', 'name': 'Staff'}","200","23","Intercultural Communi","246","False","","2","O","19942","Research","1994"
"0000015688","1.0","0000001393","THEAT","11","4","3","2","2","","Staff","{'fsnum': '', 'name': 'Staff'}","200","28","Intro to Playwriting","275","False","","2","O","19942","Research","1994"
"0000015689","1.0","0000001394","THEAT","2","0","1","0","1","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","Internship","294","True","","2","O","19942","Research","1994"
"0000015690","1.0","0000001395","THEAT","1","0","0","1","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","IS/Non-Verbal Communi","298","False","","2","O","19942","Research","1994"
"0000015691","1.0","0000001395","THEAT","1","0","0","0","1","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","IS/Adv Stage Combat","298","False","A","2","O","19942","Research","1994"
"0000015692","1.0","0000001395","THEAT","1","0","0","0","1","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","IS/Comm-Grp Relations","298","False","B","2","O","19942","Research","1994"
"0000015693","1.0","0000002485","THEAT","7","0","4","0","3","","Staff","{'fsnum': '', 'name': 'Staff'}","300","20","Freedom of Expression","386","False","","2","O","19942","Research","1994"
"0000015694","1.0","0000001400","THEAT","2","0","1","0","1","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","Internship","394","True","","2","O","19942","Research","1994"
"0000015695","1.0","0000001400","THEAT","1","0","0","0","1","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","Internship","394","True","A","2","O","19942","Research","1994"
"0000015696","1.0","0000001401","THEAT","1","0","0","0","1","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","IR/Women-Broadcasting","398","False","","2","O","19942","Research","1994"
"0000015697","1.0","0000001401","THEAT","1","0","0","0","1","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","IR/Role of Org in Imp","398","False","A","2","O","19942","Research","1994"

