"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","number","offerings","pn","section","semester","status","term","type","year"
"0000025951","1.0","0000000018","ART","19","4","2","9","4","ALS-A","","","100","22","5","","","","Foundation Drawing","110","{'day': 'Mo', 'end': '10:00', 'location': 'FH 42', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'FH 42', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'FH 42', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'FH 42', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'FH 42', 'start': '09:00'};{'day': 'Mo', 'end': '12:10', 'location': 'FH 42', 'start': '22:40'};{'day': 'Tu', 'end': '12:10', 'location': 'FH 42', 'start': '22:40'};{'day': 'We', 'end': '12:10', 'location': 'FH 42', 'start': '22:40'};{'day': 'Th', 'end': '12:10', 'location': 'FH 42', 'start': '22:40'};{'day': 'Fr', 'end': '12:10', 'location': 'FH 42', 'start': '22:40'}","False","","2","C","19992","Research","1999"
"0000025952","1.0","0000000028","ART","17","4","2","6","5","ALS-A","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","100","20","","","","","Foundation Sculpture","122","{'day': 'Mo', 'end': '10:00', 'location': 'FH 18', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'FH 18', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'FH 18', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'FH 18', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'FH 18', 'start': '09:00'};{'day': 'Mo', 'end': '12:40', 'location': 'FH 18', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'FH 18', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'FH 18', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'FH 18', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'FH 18', 'start': '22:40'}","False","","2","C","19992","Research","1999"
"0000025953","1.0","0000000040","ART","14","0","6","2","6","","Cameron, Janet C.","{'fsnum': '898', 'name': 'Cameron, Janet C.'}","200","13","","","","","Comp-Generatd Imagery","238","{'day': 'Mo', 'end': '15:00', 'location': 'FH 21', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'FH 21', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'FH 21', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'FH 21', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'FH 21', 'start': '13:00'};{'day': 'Mo', 'end': '12:00', 'location': 'FH 21', 'start': '22:40'};{'day': 'Tu', 'end': '12:00', 'location': 'FH 21', 'start': '22:40'};{'day': 'We', 'end': '12:00', 'location': 'FH 21', 'start': '22:40'};{'day': 'Th', 'end': '12:00', 'location': 'FH 21', 'start': '22:40'};{'day': 'Fr', 'end': '12:00', 'location': 'FH 21', 'start': '22:40'}","False","","2","C","19992","Research","1999"
"0000025954","1.0","0000000044","ART","18","0","4","7","7","","Shoger, Jan","{'fsnum': '7486', 'name': 'Shoger, Jan'}","200","20","","","","","Advanced Drawing","243","{'day': 'Mo', 'end': '15:00', 'location': 'FH 40', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'FH 40', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'FH 40', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'FH 40', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'FH 40', 'start': '13:00'};{'day': 'Mo', 'end': '10:00', 'location': 'FH 40', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'FH 40', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'FH 40', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'FH 40', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'FH 40', 'start': '09:00'};{'day': 'Mo', 'end': '12:10', 'location': 'FH 40', 'start': '22:40'};{'day': 'Tu', 'end': '12:10', 'location': 'FH 40', 'start': '22:40'};{'day': 'We', 'end': '12:10', 'location': 'FH 40', 'start': '22:40'};{'day': 'Th', 'end': '12:10', 'location': 'FH 40', 'start': '22:40'};{'day': 'Fr', 'end': '12:10', 'location': 'FH 40', 'start': '22:40'}","False","","2","C","19992","Research","1999"
"0000025955","1.0","0000000050","ART","23","5","1","7","10","ALS-A;HWC","Holden, Kristi","{'fsnum': '12373', 'name': 'Holden, Kristi'}","200","30","","","","","Origins of Modernism","251","{'day': 'Mo', 'end': '15:00', 'location': 'FH 01', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'FH 01', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'FH 01', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'FH 01', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'FH 01', 'start': '13:00'}","False","","2","C","19992","Research","1999"
"0000025956","1.0","0000000054","ART","29","2","6","7","14","ALS-A","Gimse, A. Malcolm","{'fsnum': '2641', 'name': 'Gimse, A. Malcolm'}","200","15","","","","","Italian Hill Cities","255","","False","","2","C","19992","Research","1999"
"0000025957","1.0","0000000048","ART","18","0","5","5","8","","Gallas, Ron","{'fsnum': '2492', 'name': 'Gallas, Ron'}","200","15","","","","","Manhattan Art Interim","262","","False","","2","C","19992","Research","1999"
"0000025958","1.0","0000000068","ART","1","0","0","0","1","","Rohn, Matthew","{'fsnum': '6758', 'name': 'Rohn, Matthew'}","200","","","","","","Academic Internship","294","","True","","2","O","19992","Research","1999"
"0000025959","1.0","0000000069","ART","1","0","0","0","1","","","","200","","","","","","IS/Oil On Paper","298","","False","","2","O","19992","Research","1999"
"0000025960","1.0","0000000069","ART","1","0","0","1","0","","Shoger, Jan","{'fsnum': '7486', 'name': 'Shoger, Jan'}","200","","","","","","IS/Biological Illustr","298","","False","A","2","O","19992","Research","1999"
"0000025961","1.0","0000000069","ART","1","0","0","0","1","","Cameron, Janet C.","{'fsnum': '898', 'name': 'Cameron, Janet C.'}","200","","","","","","IS/3d and Web Design","298","","False","B","2","O","19992","Research","1999"
"0000025962","1.0","0000000069","ART","1","0","0","0","1","","Gimse, A. Malcolm","{'fsnum': '2641', 'name': 'Gimse, A. Malcolm'}","200","","","","","","IS/Sketches of Taipei","298","","False","C","2","O","19992","Research","1999"
"0000025963","1.0","0000000069","ART","1","0","0","0","1","","Saurer, John;Gallas, Ron","{'fsnum': '7064', 'name': 'Saurer, John'};{'fsnum': '2492', 'name': 'Gallas, Ron'}","200","","","","","","IS/Ceramic Forms","298","","False","D","2","O","19992","Research","1999"
"0000025964","1.0","0000000069","ART","0","0","0","0","0","","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","200","","","","","","IS/Adv Wood Sculpture","298","","False","E","2","O","19992","Research","1999"
"0000025965","1.0","0000000085","ASIAN","12","0","2","8","2","MCS-G","Bodman, Richard","{'fsnum': '656', 'name': 'Bodman, Richard'}","200","","","","","","Nat ID/China & Japan","212","","False","","2","C","19992","Research","1999"
