"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","notes","number","offerings","pn","section","semester","status","term","type","year"
"0000007784","1.0","0000000274","ECON","16","0","1","15","0","","Wojick, Paul","{'fsnum': '9114', 'name': 'Wojick, Paul'}","200","25","","","","","Macroeconomic Theory","","261","{'day': 'Mo', 'end': '08:55', 'location': 'OM 002', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'OM 002', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'OM 002', 'start': '08:00'}","False","A","1","O","20041","Research","2004"
"0000007785","1.0","0000000274","ECON","24","0","6","13","5","","Wojick, Paul","{'fsnum': '9114', 'name': 'Wojick, Paul'}","200","25","","","","","Macroeconomic Theory","","261","{'day': 'Mo', 'end': '10:00', 'location': 'OM 002', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'OM 002', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'OM 002', 'start': '09:05'}","False","B","1","C","20041","Research","2004"
"0000007786","1.0","0000000275","ECON","24","0","11","10","3","","Becker, Anthony","{'fsnum': '348', 'name': 'Becker, Anthony'}","200","25","","","","","Microeconomic Theory","","262","{'day': 'Tu', 'end': '13:10', 'location': 'HH 413', 'start': '23:45'};{'day': 'Th', 'end': '14:05', 'location': 'HH 413', 'start': '12:45'}","False","A","1","C","20041","Research","2004"
"0000007787","1.0","0000000275","ECON","10","1","6","1","2","","Becker, Anthony","{'fsnum': '348', 'name': 'Becker, Anthony'}","200","25","","","","","Microeconomic Theory","","262","{'day': 'Tu', 'end': '14:45', 'location': 'HH 413', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'HH 413', 'start': '14:15'}","False","B","1","O","20041","Research","2004"
"0000007788","1.0","0000000276","ECON","1","0","0","1","0","","Carter, David","{'fsnum': '973', 'name': 'Carter, David'}","200","","","","","","Academic Internship","","294","","True","","1","O","20041","Research","2004"
"0000007789","1.0","0000000276","ECON","1","0","0","0","1","","Fitzgerald, Terry J.","{'fsnum': '14049', 'name': 'Fitzgerald, Terry J.'}","200","","","","","","Academic Internship","","294","","True","A","1","O","20041","Research","2004"
"0000007790","1.0","0000000277","ECON","1","0","0","0","1","","Emery, Edward David","{'fsnum': '1741', 'name': 'Emery, Edward David'}","200","","","","","","IS/Eu Econ Transition","","298","","False","","1","O","20041","Research","2004"
"0000007791","1.0","0000000277","ECON","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","IS/","","298","","False","A","1","O","20041","Research","2004"
"0000007792","1.0","0000000279","ECON","29","0","2","0","27","","Wojick, Paul","{'fsnum': '9114', 'name': 'Wojick, Paul'}","300","18","","","","","Money and Banking","","374","{'day': 'Mo', 'end': '13:50', 'location': 'OM 001', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'OM 001', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'OM 001', 'start': '12:55'}","False","","1","C","20041","Research","2004"
"0000007793","1.0","0000000280","ECON","15","0","2","0","13","","Pernecky, Mark","{'fsnum': '6199', 'name': 'Pernecky, Mark'}","300","18","","","","","Labor Econ/Empl Rel","","376","{'day': 'Mo', 'end': '13:50', 'location': 'HH 514', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'HH 514', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'HH 514', 'start': '12:55'}","False","","1","O","20041","Lab","2004"
"0000007794","1.0","0000000282","ECON","14","0","2","0","12","","Becker, Anthony","{'fsnum': '348', 'name': 'Becker, Anthony'}","300","18","","","","","Intro to Econometrics","","385","{'day': 'Tu', 'end': '11:00', 'location': 'OM 002', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'OM 002', 'start': '09:30'}","False","","1","O","20041","Research","2004"
"0000007795","1.0","0000000283","ECON","1","0","0","0","1","","Goedde, Richard","{'fsnum': '2661', 'name': 'Goedde, Richard'}","300","18","","","","","Senior Project","","389","","False","","1","O","20041","Research","2004"
"0000007796","1.0","0000000284","ECON","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","Academic Internship","","394","","True","","1","O","20041","Research","2004"
"0000007797","1.0","0000000285","ECON","1","0","0","0","1","","Judge, Rebecca","{'fsnum': '4137', 'name': 'Judge, Rebecca'}","300","","","","","","IR/Pollution Levy Sys","","398","","False","","1","O","20041","Research","2004"
"0000007798","1.0","0000000286","ECON","12","0","2","0","10","","Fitzgerald, Terry J.","{'fsnum': '14049', 'name': 'Fitzgerald, Terry J.'}","300","15","","","","","Seminar","","399","{'day': 'Tu', 'end': '13:10', 'location': 'HH 514', 'start': '23:45'};{'day': 'Th', 'end': '14:05', 'location': 'HH 514', 'start': '12:45'}","False","","1","O","20041","Seminar","2004"
"0000007812","","0000000309","EDUC","35","0","9","2","24","","Storry, Mark","{'fsnum': '8074', 'name': 'Storry, Mark'}","200","50","0","","0","","Drugs & Alcohol","","231","{'day': 'Th', 'end': '21:00', 'location': 'BMC 101', 'start': '19:00'}","True","","1","C","20041","Research","2004"
"0000007813","1.0","0000000311","EDUC","16","0","2","6","8","HBS","McClure, Robert W.","{'fsnum': '16582', 'name': 'McClure, Robert W.'}","200","24","0","","0","","Educ Psychology","","290","{'day': 'Mo', 'end': '11:40', 'location': 'FH 10', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'FH 10', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'FH 10', 'start': '10:45'}","False","A","1","C","20041","Research","2004"
"0000007814","1.0","0000000311","EDUC","13","0","3","2","8","HBS;WRI","Forstner, Daniel R.","{'fsnum': '15723', 'name': 'Forstner, Daniel R.'}","200","24","0","","0","","Educ Psychology","","290","{'day': 'Tu', 'end': '11:00', 'location': 'FH 10', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'FH 10', 'start': '09:30'}","False","B","1","C","20041","Research","2004"
"0000007815","","0000000312","EDUC","0","0","0","0","0","","Campbell, Heather;Pfarr-Baker, Rosemary A.","{'fsnum': '903', 'name': 'Campbell, Heather'};{'fsnum': '10410', 'name': 'Pfarr-Baker, Rosemary A.'}","200","24","0","","0","","Standards/Technology","","291","{'day': 'Mo', 'end': '18:00', 'location': 'HH 205', 'start': '16:00'}","True","A","1","C","20041","Research","2004"
"0000007816","","0000000312","EDUC","0","0","0","0","0","","Campbell, Heather;Pfarr-Baker, Rosemary A.","{'fsnum': '903', 'name': 'Campbell, Heather'};{'fsnum': '10410', 'name': 'Pfarr-Baker, Rosemary A.'}","200","24","0","","0","","Standards/Technology","","291","{'day': 'Mo', 'end': '20:30', 'location': 'HH 205', 'start': '18:30'}","True","B","1","C","20041","Research","2004"
"0000007817","","0000000312","EDUC","14","0","4","3","7","","Campbell, Heather;Pfarr-Baker, Rosemary A.","{'fsnum': '903', 'name': 'Campbell, Heather'};{'fsnum': '10410', 'name': 'Pfarr-Baker, Rosemary A.'}","200","24","0","","0","","Standards/Technology","","291","{'day': 'Fr', 'end': '18:00', 'location': 'HH 205', 'start': '16:00'}","True","C","1","C","20041","Research","2004"
"0000007818","1.0","0000000313","EDUC","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","Academic Internship","","294","","True","","1","O","20041","Research","2004"
"0000007819","1.0","0000000314","EDUC","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","IS/","","298","","False","","1","O","20041","Research","2004"
"0000007820","1.0","0000000321","EDUC","16","0","6","1","9","ORC","Kelly, Maria L.","{'fsnum': '10032', 'name': 'Kelly, Maria L.'}","300","18","0","","0","","Principles of Educ","","330","{'day': 'Mo', 'end': '11:40', 'location': 'FH 10L', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'FH 10L', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'FH 10L', 'start': '10:45'}","False","A","1","C","20041","Research","2004"
"0000007821","1.0","0000000321","EDUC","17","0","8","0","9","ORC","Kelly, Maria L.","{'fsnum': '10032', 'name': 'Kelly, Maria L.'}","300","18","0","","0","","Principles of Educ","","330","{'day': 'Mo', 'end': '10:00', 'location': 'FH 10', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'FH 10', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'FH 10', 'start': '09:05'}","False","B","1","C","20041","Research","2004"
"0000007822","1.0","0000000321","EDUC","10","0","5","0","5","ORC","Leer, Elizabeth A.","{'fsnum': '14224', 'name': 'Leer, Elizabeth A.'}","300","20","0","","0","","Principles of Educ","","330","{'day': 'Tu', 'end': '11:00', 'location': 'FH 10L', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'FH 10L', 'start': '09:30'}","False","C","1","C","20041","Research","2004"
"0000007823","0.5","0000000330","EDUC","25","0","1","0","24","","Graetz, Loretta","{'fsnum': '16666', 'name': 'Graetz, Loretta'}","300","24","0","","0","","Tchg Music-Mid/High S","","356","{'day': 'Tu', 'end': '14:45', 'location': 'CHM 233', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'CHM 233', 'start': '14:15'}","False","","1","C","20041","Research","2004"
"0000007824","0.5","0000000331","EDUC","13","0","1","0","12","","Peterson, Dione J.","{'fsnum': '16695', 'name': 'Peterson, Dione J.'}","300","18","0","","0","","Tchg Music-Sec Schls","","358","{'day': 'Mo', 'end': '21:00', 'location': 'CHM 239', 'start': '19:00'}","False","","1","C","20041","Research","2004"
"0000007825","0.5","0000000332","EDUC","13","0","0","0","13","","Mahr, Timothy","{'fsnum': '5013', 'name': 'Mahr, Timothy'}","300","18","0","","0","","Tchg of Instru Music","","359","{'day': 'Tu', 'end': '13:10', 'location': 'CHM 138', 'start': '23:45'};{'day': 'Th', 'end': '14:05', 'location': 'CHM 138', 'start': '12:45'}","False","","1","C","20041","Research","2004"
"0000007826","0.5","0000000335","EDUC","22","0","4","1","17","","Schelske, Mark","{'fsnum': '7148', 'name': 'Schelske, Mark'}","300","30","0","","0","","Counsel/Comm Schools","","372","{'day': 'Tu', 'end': '13:10', 'location': 'FH 10', 'start': '23:45'}","False","A","1","O","20041","Research","2004"
"0000007827","0.5","0000000335","EDUC","17","0","8","0","9","","Schelske, Mark","{'fsnum': '7148', 'name': 'Schelske, Mark'}","300","30","0","","0","","Counsel/Comm Schools","","372","{'day': 'Tu', 'end': '14:45', 'location': 'FH 10', 'start': '13:20'}","False","B","1","O","20041","Research","2004"
"0000007828","0.5","0000000336","EDUC","24","0","4","0","20","","Leming, Ann A.","{'fsnum': '4755', 'name': 'Leming, Ann A.'}","300","30","0","","0","","The Exceptional Child","","375","{'day': 'Th', 'end': '14:05', 'location': 'FH 10', 'start': '12:45'}","False","A","1","C","20041","Research","2004"
"0000007829","0.5","0000000336","EDUC","13","0","6","0","7","","Leming, Ann A.","{'fsnum': '4755', 'name': 'Leming, Ann A.'}","300","30","0","","0","","The Exceptional Child","","375","{'day': 'Th', 'end': '15:35', 'location': 'FH 10', 'start': '14:15'}","False","B","1","O","20041","Research","2004"
"0000007830","1.0","0000000337","EDUC","1","0","0","0","1","","Leming, Ann A.","{'fsnum': '4755', 'name': 'Leming, Ann A.'}","300","3","0","","0","","The Exceptional Child","","376","{'day': 'Th', 'end': '14:05', 'location': 'FH 10', 'start': '12:45'}","False","A","1","C","20041","Research","2004"
"0000007831","1.0","0000000337","EDUC","1","0","1","0","0","","Leming, Ann A.","{'fsnum': '4755', 'name': 'Leming, Ann A.'}","300","3","0","","0","","The Exceptional Child","","376","{'day': 'Th', 'end': '15:35', 'location': 'FH 10', 'start': '14:15'}","False","B","1","C","20041","Research","2004"
"0000007832","0.5","0000000340","EDUC","44","0","0","0","44","","Welckle, John;McClure, Robert W.","{'fsnum': '8971', 'name': 'Welckle, John'};{'fsnum': '16582', 'name': 'McClure, Robert W.'}","300","45","","","","","Senior Seminar Educ","","381","{'day': 'Mo', 'end': '16:00', 'location': 'TBA', 'start': '20:00'};{'day': 'Tu', 'end': '16:00', 'location': 'TBA', 'start': '20:00'};{'day': 'We', 'end': '16:00', 'location': 'TBA', 'start': '20:00'};{'day': 'Th', 'end': '16:00', 'location': 'TBA', 'start': '20:00'};{'day': 'Fr', 'end': '16:00', 'location': 'TBA', 'start': '20:00'}","False","","1","C","20041","Research","2004"
"0000007833","","0000000341","EDUC","44","0","0","0","44","","Pfarr-Baker, Rosemary A.","{'fsnum': '10410', 'name': 'Pfarr-Baker, Rosemary A.'}","300","45","","","","","Human Relations","","382","","True","","1","C","20041","Research","2004"
"0000007834","0.5","0000000342","EDUC","44","0","0","0","44","","Welckle, John;McClure, Robert W.","{'fsnum': '8971', 'name': 'Welckle, John'};{'fsnum': '16582', 'name': 'McClure, Robert W.'}","300","45","","","","","Issues in Education","","385","{'day': 'Mo', 'end': '16:00', 'location': 'TBA', 'start': '20:00'};{'day': 'Tu', 'end': '16:00', 'location': 'TBA', 'start': '20:00'};{'day': 'We', 'end': '16:00', 'location': 'TBA', 'start': '20:00'};{'day': 'Th', 'end': '16:00', 'location': 'TBA', 'start': '20:00'};{'day': 'Fr', 'end': '16:00', 'location': 'TBA', 'start': '20:00'}","False","","1","C","20041","Research","2004"
"0000007835","3.0","0000000343","EDUC","45","0","0","0","45","","Pfarr-Baker, Rosemary A.","{'fsnum': '10410', 'name': 'Pfarr-Baker, Rosemary A.'}","300","45","","","","","Student Teaching","","389","","False","","1","C","20041","Research","2004"
"0000007836","1.0","0000000344","EDUC","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","Academic Internship","","394","","True","","1","O","20041","Research","2004"
"0000007837","1.0","0000000345","EDUC","1","0","0","0","1","","Wallace, Martha","{'fsnum': '8879', 'name': 'Wallace, Martha'}","300","","","","","","IR/Knowing Elem Math","","398","","False","","1","O","20041","Research","2004"
"0000007838","1.0","0000000345","EDUC","1","0","0","0","1","","Schelske, Mark","{'fsnum': '7148', 'name': 'Schelske, Mark'}","300","","","","","","IR/Adolescents/Art Ed","","398","","False","A","1","O","20041","Research","2004"
"0000007866","1.0","0000000381","ENGL","6","1","0","0","5","","Bauer, Gene","{'fsnum': '345', 'name': 'Bauer, Gene'}","100","15","","","","","Intro/Academic Wri","","107","{'day': 'Tu', 'end': '09:25', 'location': 'TB 216', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'TB 216', 'start': '08:00'}","False","","1","C","20041","Research","2004"
"0000007867","1.0","0000000383","ENGL","12","10","0","0","2","","Hill, Jan C.","{'fsnum': '109', 'name': 'Hill, Jan C.'}","100","15","","","","","Skills in Composition","","110","{'day': 'Tu', 'end': '14:45', 'location': 'RML 420', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'RML 420', 'start': '14:15'}","False","","1","C","20041","Research","2004"
"0000007868","1.0","0000000392","ENGL","25","0","1","23","1","ALS-L;ORC;WRI","Wells, Colin","{'fsnum': '8973', 'name': 'Wells, Colin'}","100","25","","0","","0","Literary Studies","","185","{'day': 'Mo', 'end': '14:55', 'location': 'RML 525', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'RML 525', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'RML 525', 'start': '14:00'}","False","A","1","C","20041","Research","2004"
"0000007869","1.0","0000000392","ENGL","26","0","3","23","0","ALS-L;ORC;WRI","Holly, Carol","{'fsnum': '3424', 'name': 'Holly, Carol'}","100","25","","0","","0","Literary Studies","","185","{'day': 'Tu', 'end': '11:00', 'location': 'RML 515', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'RML 515', 'start': '09:30'}","False","B","1","C","20041","Research","2004"
"0000007870","1.0","0000000394","ENGL","1","0","0","0","1","ALS-L;WRI","Allister, Mark","{'fsnum': '110', 'name': 'Allister, Mark'}","200","1","","","","","Lit Env--Wolf Ridge","","201","","False","","1","C","20041","Research","2004"
"0000007871","1.0","0000000396","ENGL","30","1","8","14","7","ALS-L","Steen, Mary","{'fsnum': '7961', 'name': 'Steen, Mary'}","200","30","","","","","Fiction Down Under","","215","{'day': 'Tu', 'end': '13:10', 'location': 'RML 525', 'start': '23:45'};{'day': 'Th', 'end': '14:05', 'location': 'RML 525', 'start': '12:45'}","False","","1","C","20041","Research","2004"
"0000007872","1.0","0000000397","ENGL","36","0","9","24","3","WRI","Marsalek, Karen E.;Trull, Mary E.","{'fsnum': '10015', 'name': 'Marsalek, Karen E.'};{'fsnum': '15822', 'name': 'Trull, Mary E.'}","200","55","","","","","Lit in Engl to 1650","","221","{'day': 'Mo', 'end': '10:00', 'location': 'RML 525', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'RML 525', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'RML 525', 'start': '09:05'}","False","A","1","C","20041","Research","2004"
"0000007873","1.0","0000000397","ENGL","0","0","0","0","0","WRI","Marsalek, Karen E.;Trull, Mary E.","{'fsnum': '10015', 'name': 'Marsalek, Karen E.'};{'fsnum': '15822', 'name': 'Trull, Mary E.'}","200","1","","","","","Lit in Engl to 1650","","221","{'day': 'Fr', 'end': '10:00', 'location': 'RML 520', 'start': '09:05'};{'day': 'Mo', 'end': '10:00', 'location': 'RML 525', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'RML 525', 'start': '09:05'}","False","B","1","C","20041","Research","2004"
"0000007874","1.0","0000000397","ENGL","0","0","0","0","0","WRI","Marsalek, Karen E.;Trull, Mary E.","{'fsnum': '10015', 'name': 'Marsalek, Karen E.'};{'fsnum': '15822', 'name': 'Trull, Mary E.'}","200","1","","","","","Lit in Engl to 1650","","221","{'day': 'Fr', 'end': '08:55', 'location': 'RML 525', 'start': '08:00'};{'day': 'Mo', 'end': '10:00', 'location': 'RML 525', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'RML 525', 'start': '09:05'}","False","C","1","C","20041","Research","2004"
"0000007875","1.0","0000000397","ENGL","0","0","0","0","0","WRI","Marsalek, Karen E.;Trull, Mary E.","{'fsnum': '10015', 'name': 'Marsalek, Karen E.'};{'fsnum': '15822', 'name': 'Trull, Mary E.'}","200","1","","","","","Lit in Engl to 1650","","221","{'day': 'Fr', 'end': '08:55', 'location': 'RML 520', 'start': '08:00'};{'day': 'Mo', 'end': '10:00', 'location': 'RML 525', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'RML 525', 'start': '09:05'}","False","D","1","C","20041","Research","2004"
"0000007876","1.0","0000000399","ENGL","30","0","26","0","4","WRI","Wells, Colin;Hill, Jonathan","{'fsnum': '8973', 'name': 'Wells, Colin'};{'fsnum': '3341', 'name': 'Hill, Jonathan'}","200","55","","","","","Lit in Engl 1650-1850","","222","{'day': 'Mo', 'end': '11:40', 'location': 'RML 525', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RML 525', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'RML 525', 'start': '10:45'}","False","A","1","C","20041","Research","2004"
"0000007877","1.0","0000000399","ENGL","0","0","0","0","0","WRI","Wells, Colin;Hill, Jonathan","{'fsnum': '8973', 'name': 'Wells, Colin'};{'fsnum': '3341', 'name': 'Hill, Jonathan'}","200","1","","","","","Lit in Engl 1650-1850","","222","{'day': 'Fr', 'end': '11:40', 'location': 'BC', 'start': '10:45'};{'day': 'Mo', 'end': '11:40', 'location': 'RML 525', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RML 525', 'start': '10:45'}","False","B","1","C","20041","Research","2004"
"0000007878","1.0","0000000399","ENGL","0","0","0","0","0","WRI","Wells, Colin;Hill, Jonathan","{'fsnum': '8973', 'name': 'Wells, Colin'};{'fsnum': '3341', 'name': 'Hill, Jonathan'}","200","1","","","","","Lit in Engl 1650-1850","","222","{'day': 'Fr', 'end': '10:00', 'location': 'RML 420', 'start': '09:05'};{'day': 'Mo', 'end': '11:40', 'location': 'RML 525', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RML 525', 'start': '10:45'}","False","C","1","C","20041","Research","2004"
"0000007879","1.0","0000000405","ENGL","24","1","5","14","4","ALS-L","Wee, David","{'fsnum': '8901', 'name': 'Wee, David'}","200","30","","","","","Lit Eras: Victorian","","230","{'day': 'Tu', 'end': '14:45', 'location': 'RML 525', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'RML 525', 'start': '14:15'}","False","","1","O","20041","Research","2004"
"0000007880","1.0","0000000406","ENGL","32","0","2","0","30","ALS-L;WRI","Hill, Jan C.","{'fsnum': '109', 'name': 'Hill, Jan C.'}","200","30","","","","","Children's Literature","","233","{'day': 'Tu', 'end': '13:10', 'location': 'RML 515', 'start': '23:45'};{'day': 'Th', 'end': '14:05', 'location': 'RML 515', 'start': '12:45'}","False","","1","C","20041","Research","2004"
"0000007881","1.0","0000000409","ENGL","34","0","21","2","11","ALS-L;WRI","Buckstead, Richard","{'fsnum': '821', 'name': 'Buckstead, Richard'}","200","30","","","","","Amer Lit 1915-1945","","240","{'day': 'Mo', 'end': '13:50', 'location': 'RML 515', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'RML 515', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'RML 515', 'start': '12:55'}","False","","1","C","20041","Research","2004"
"0000007882","1.0","0000000418","ENGL","28","0","11","1","16","WRI","Wilson, Eliot K.","{'fsnum': '15823', 'name': 'Wilson, Eliot K.'}","200","23","","","","","Creat Wrtg: Fict/Poet","","257","{'day': 'Tu', 'end': '09:25', 'location': 'RML 525', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'RML 525', 'start': '08:00'}","False","","1","C","20041","Research","2004"
"0000007883","1.0","0000000424","ENGL","30","0","0","0","30","ALS-L","Trull, Mary E.","{'fsnum': '15822', 'name': 'Trull, Mary E.'}","200","30","","","","","Literature & Film","","275","{'day': 'Mo', 'end': '11:40', 'location': 'RML 515', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RML 515', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'RML 515', 'start': '10:45'}","False","","1","C","20041","Research","2004"
"0000007884","1.0","0000000426","ENGL","27","1","9","7","10","ALS-L","Marsalek, Karen E.","{'fsnum': '10015', 'name': 'Marsalek, Karen E.'}","200","30","","","","","Shakespeare & Contemp","","280","{'day': 'Mo', 'end': '12:45', 'location': 'RML 525', 'start': '23:50'};{'day': 'We', 'end': '12:45', 'location': 'RML 525', 'start': '23:50'};{'day': 'Fr', 'end': '12:45', 'location': 'RML 525', 'start': '23:50'}","False","","1","C","20041","Research","2004"
"0000007885","1.0","0000000429","ENGL","31","0","13","0","18","ALS-L","Nelson, Jon Eric","{'fsnum': '5506', 'name': 'Nelson, Jon Eric'}","200","30","","","","","Studies in Prose","","283","{'day': 'Mo', 'end': '13:50', 'location': 'RML 525', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'RML 525', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'RML 525', 'start': '12:55'}","False","","1","C","20041","Research","2004"
"0000007886","1.0","0000000431","ENGL","28","0","12","6","10","ALS-L;WRI","Cherewatuk, Karen","{'fsnum': '1076', 'name': 'Cherewatuk, Karen'}","200","30","","","","","Women & Literature","","286","{'day': 'Tu', 'end': '11:00', 'location': 'RML 525', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'RML 525', 'start': '09:30'}","False","","1","C","20041","Research","2004"
"0000007887","1.0","0000000432","ENGL","16","1","2","3","10","ALS-L","Buckstead, Richard","{'fsnum': '821', 'name': 'Buckstead, Richard'}","200","30","","","","","Faulkner & Melville","","290","{'day': 'Mo', 'end': '14:55', 'location': 'RML 515', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'RML 515', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'RML 515', 'start': '14:00'}","False","","1","O","20041","Research","2004"
"0000007888","1.0","0000000433","ENGL","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","Academic Internship","","294","","True","","1","O","20041","Research","2004"
"0000007889","1.0","0000000434","ENGL","1","0","1","0","0","","Wee, David","{'fsnum': '8901', 'name': 'Wee, David'}","200","","","","","","IS/Our Age of Austen","","298","","False","","1","O","20041","Research","2004"
"0000007890","1.0","0000000434","ENGL","1","0","0","0","1","","Bauer, Gene","{'fsnum': '345', 'name': 'Bauer, Gene'}","200","","","","","","IS/News Paper Writing","","298","","False","A","1","O","20041","Research","2004"
"0000007891","1.0","0000000434","ENGL","0","0","0","0","0","","Holly, Carol","{'fsnum': '3424', 'name': 'Holly, Carol'}","200","","","","","","IS/Cmg of Age in Usa","","298","","False","B","1","O","20041","Research","2004"
"0000007892","1.0","0000000434","ENGL","1","0","0","0","1","","Holly, Carol","{'fsnum': '3424', 'name': 'Holly, Carol'}","200","","","","","","IS/Coming of Age","","298","","False","C","1","O","20041","Research","2004"
"0000007893","1.0","0000000437","ENGL","13","1","0","0","12","","Hepburn, Joan","{'fsnum': '3322', 'name': 'Hepburn, Joan'}","300","15","","","","","Top: Multi-Cult Lit","","345","{'day': 'Tu', 'end': '11:00', 'location': 'RML 520', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'RML 520', 'start': '09:30'}","False","","1","C","20041","Topic","2004"
"0000007894","1.0","0000000440","ENGL","17","0","2","1","14","","Wilson, Eliot K.","{'fsnum': '15823', 'name': 'Wilson, Eliot K.'}","300","15","","","","","Advanced Poetry Wrtg","","371","{'day': 'Tu', 'end': '14:45', 'location': 'RML 515', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'RML 515', 'start': '14:15'}","False","","1","C","20041","Research","2004"
"0000007895","1.0","0000000443","ENGL","16","0","2","0","14","","Nelson, Jon Eric","{'fsnum': '5506', 'name': 'Nelson, Jon Eric'}","300","15","","","","","Screenwriting","","374","{'day': 'Tu', 'end': '09:25', 'location': 'RML 520', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'RML 520', 'start': '08:00'}","False","","1","C","20041","Research","2004"
"0000007896","1.0","0000000449","ENGL","1","0","0","0","1","","Hill, Jan C.","{'fsnum': '109', 'name': 'Hill, Jan C.'}","300","","","","","","Academic Internship","","394","","True","","1","O","20041","Research","2004"
"0000007897","1.0","0000000451","ENGL","5","0","0","0","5","","Trull, Mary E.","{'fsnum': '15822', 'name': 'Trull, Mary E.'}","300","","","","","","IR/Discover the Self","","398","","False","","1","O","20041","Research","2004"
"0000007898","1.0","0000000451","ENGL","6","0","0","0","6","","Wee, David","{'fsnum': '8901', 'name': 'Wee, David'}","300","","","","","","IR/Our Age of Austen","","398","","False","A","1","O","20041","Research","2004"
"0000007899","1.0","0000000451","ENGL","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","IR/","","398","","False","B","1","O","20041","Research","2004"
"0000007900","1.0","0000000451","ENGL","1","0","0","0","1","","Allister, Mark","{'fsnum': '110', 'name': 'Allister, Mark'}","300","","","","","","IR/Virginia Woolf","","398","","False","C","1","O","20041","Research","2004"
"0000007901","1.0","0000000451","ENGL","1","0","0","0","1","","Cherewatuk, Karen","{'fsnum': '1076', 'name': 'Cherewatuk, Karen'}","300","","","","","","IR/Mdvl Views Nature","","398","","False","D","1","O","20041","Research","2004"
"0000007902","1.0","0000000451","ENGL","1","0","0","0","1","","Holly, Carol","{'fsnum': '3424', 'name': 'Holly, Carol'}","300","","","","","","IR/Cmg of Age in Usa","","398","","False","E","1","O","20041","Research","2004"
