"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","notes","number","offerings","pn","section","semester","status","term","type","year"
"0000008093","1.0","0000000734","MATH","16","16","0","0","0","MAR","Crowley, Katherine D.","{'fsnum': '16645', 'name': 'Crowley, Katherine D.'}","100","30","","","","","Honors Calculus II","","128","{'day': 'Mo', 'end': '13:50', 'location': 'SC 184', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'SC 184', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'SC 184', 'start': '12:55'}","False","B","1","O","20041","Research","2004"
"0000008094","1.0","0000000734","MATH","19","16","0","0","3","MAR","Allen, Richard","{'fsnum': '97', 'name': 'Allen, Richard'}","100","30","","","","","Honors Calculus II","","128","{'day': 'Mo', 'end': '11:40', 'location': 'SC 184', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SC 184', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SC 184', 'start': '10:45'}","False","C","1","O","20041","Research","2004"
"0000008095","1.0","0000000734","MATH","31","30","0","0","1","MAR","Humke, Paul","{'fsnum': '3558', 'name': 'Humke, Paul'}","100","30","","","","","Honors Calculus II","","128","{'day': 'Mo', 'end': '14:55', 'location': 'SC 186', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'SC 186', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'SC 186', 'start': '14:00'}","False","D","1","C","20041","Research","2004"
"0000008096","1.0","0000000734","MATH","31","29","0","1","1","MAR","Cederberg, Judith","{'fsnum': '1026', 'name': 'Cederberg, Judith'}","100","30","","","","","Honors Calculus II","","128","{'day': 'Mo', 'end': '08:55', 'location': 'SC 186', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'SC 186', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'SC 186', 'start': '08:00'}","False","E","1","C","20041","Research","2004"
"0000008097","1.0","0000000735","MATH","32","0","5","10","17","MAR","Smith, Kay E.","{'fsnum': '7593', 'name': 'Smith, Kay E.'}","200","30","","","","","Principles of Math","","210","{'day': 'Mo', 'end': '13:50', 'location': 'SC 130', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'SC 130', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'SC 130', 'start': '12:55'}","False","","1","C","20041","Research","2004"
"0000008098","1.0","0000000736","MATH","19","11","1","4","3","MAR","Cederberg, Judith","{'fsnum': '1026', 'name': 'Cederberg, Judith'}","200","30","","","","","Elem Linear Algebra","","220","{'day': 'Mo', 'end': '10:00', 'location': 'SC 186', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 186', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 186', 'start': '09:05'}","False","A","1","O","20041","Research","2004"
"0000008099","1.0","0000000736","MATH","15","6","0","5","4","MAR","Vessey, Theodore","{'fsnum': '8796', 'name': 'Vessey, Theodore'}","200","30","","","","","Elem Linear Algebra","","220","{'day': 'Mo', 'end': '08:55', 'location': 'SC 188', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'SC 188', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'SC 188', 'start': '08:00'}","False","B","1","O","20041","Research","2004"
"0000008100","1.0","0000000736","MATH","21","10","1","7","3","MAR","Dietz, Jill","{'fsnum': '1380', 'name': 'Dietz, Jill'}","200","30","","","","","Elem Linear Algebra","","220","{'day': 'Mo', 'end': '13:50', 'location': 'SC 186', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'SC 186', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'SC 186', 'start': '12:55'}","False","C","1","O","20041","Research","2004"
"0000008101","1.0","0000000738","MATH","16","0","3","13","0","","Zorn, Paul","{'fsnum': '9206', 'name': 'Zorn, Paul'}","200","30","","","","","Multivariable Calc","","226","{'day': 'Tu', 'end': '09:25', 'location': 'SC 184', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'SC 184', 'start': '08:00'}","False","A","1","O","20041","Research","2004"
"0000008102","1.0","0000000738","MATH","27","1","10","11","5","","Zorn, Paul","{'fsnum': '9206', 'name': 'Zorn, Paul'}","200","30","","","","","Multivariable Calc","","226","{'day': 'Tu', 'end': '13:10', 'location': 'SC 186', 'start': '23:45'};{'day': 'Th', 'end': '14:05', 'location': 'SC 186', 'start': '12:45'}","False","B","1","C","20041","Research","2004"
"0000008103","1.0","0000000740","MATH","17","0","4","12","1","","Crowley, Katherine D.","{'fsnum': '16645', 'name': 'Crowley, Katherine D.'}","200","30","","","","","Int Differ Equations","","230","{'day': 'Tu', 'end': '11:00', 'location': 'SC 184', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'SC 184', 'start': '09:30'}","False","","1","O","20041","Research","2004"
"0000008104","1.0","0000000745","MATH","26","0","16","8","2","WRI","Humke, Paul","{'fsnum': '3558', 'name': 'Humke, Paul'}","200","25","","","","","Elem Real Analysis","","244","{'day': 'Mo', 'end': '11:40', 'location': 'SC 188', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SC 188', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SC 188', 'start': '10:45'}","False","A","1","C","20041","Research","2004"
"0000008105","1.0","0000000745","MATH","13","0","5","5","3","WRI","Vessey, Theodore","{'fsnum': '8796', 'name': 'Vessey, Theodore'}","200","25","","","","","Elem Real Analysis","","244","{'day': 'Mo', 'end': '13:50', 'location': 'SC 188', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'SC 188', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'SC 188', 'start': '12:55'}","False","B","1","O","20041","Research","2004"
"0000008106","1.0","0000000747","MATH","11","0","6","2","3","WRI","Smith, Kay E.","{'fsnum': '7593', 'name': 'Smith, Kay E.'}","200","25","","","","","Abstract Algebra I","","252","{'day': 'Mo', 'end': '10:00', 'location': 'SC 110', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 110', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 110', 'start': '09:05'}","False","A","1","O","20041","Research","2004"
"0000008107","1.0","0000000747","MATH","22","0","9","6","7","WRI","Dietz, Jill","{'fsnum': '1380', 'name': 'Dietz, Jill'}","200","25","","","","","Abstract Algebra I","","252","{'day': 'Mo', 'end': '12:45', 'location': 'SC 188', 'start': '23:50'};{'day': 'We', 'end': '12:45', 'location': 'SC 188', 'start': '23:50'};{'day': 'Fr', 'end': '12:45', 'location': 'SC 188', 'start': '23:50'}","False","B","1","C","20041","Research","2004"
"0000008108","1.0","0000000748","MATH","11","0","8","0","3","","Vessey, Theodore","{'fsnum': '8796', 'name': 'Vessey, Theodore'}","200","30","","","","","Probability Theory","","262","{'day': 'Mo', 'end': '10:00', 'location': 'SC 188', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 188', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 188', 'start': '09:05'}","False","A","1","O","20041","Research","2004"
"0000008109","1.0","0000000748","MATH","5","0","3","1","1","","McKelvey, Steven","{'fsnum': '5214', 'name': 'McKelvey, Steven'}","200","30","","","","","Probability Theory","","262","{'day': 'Mo', 'end': '14:55', 'location': 'SC 184', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'SC 184', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'SC 184', 'start': '14:00'}","False","B","1","O","20041","Research","2004"
"0000008110","1.0","0000000751","MATH","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","Academic Internship","","294","","True","","1","O","20041","Research","2004"
"0000008111","1.0","0000000752","MATH","1","0","0","0","1","","Humke, Paul","{'fsnum': '3558', 'name': 'Humke, Paul'}","200","","","","","","IS/Probability Measur","","298","","False","","1","O","20041","Research","2004"
"0000008112","1.0","0000000752","MATH","1","0","0","0","1","","Taylor, Amelia J.","{'fsnum': '15808', 'name': 'Taylor, Amelia J.'}","200","","","","","","IS/Pedagogy Calc Labs","","298","","False","A","1","O","20041","Research","2004"
"0000008113","1.0","0000000754","MATH","23","0","5","0","18","","Hanson, Bruce","{'fsnum': '3033', 'name': 'Hanson, Bruce'}","300","25","","","","","Complex Analysis","","340","{'day': 'Tu', 'end': '11:00', 'location': 'SC 186', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'SC 186', 'start': '09:30'}","False","","1","O","20041","Research","2004"
"0000008114","1.0","0000000756","MATH","18","0","7","1","10","","Dietz, Jill","{'fsnum': '1380', 'name': 'Dietz, Jill'}","300","25","","","","","Topology","","348","{'day': 'Tu', 'end': '13:10', 'location': 'SC 184', 'start': '23:45'};{'day': 'Th', 'end': '14:05', 'location': 'SC 184', 'start': '12:45'}","False","","1","O","20041","Research","2004"
"0000008115","1.0","0000000766","MATH","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","Academic Internship","","394","","True","","1","O","20041","Research","2004"
"0000008116","1.0","0000000767","MATH","0","0","0","0","0","WRI","Kutulas, Judy","{'fsnum': '4583', 'name': 'Kutulas, Judy'}","300","","","","","","IR/Women in the Media","","398","","False","","1","O","20041","Research","2004"
"0000008117","1.0","0000000767","MATH","1","0","1","0","0","","Taylor, Amelia J.","{'fsnum': '15808', 'name': 'Taylor, Amelia J.'}","300","","","","","","IR/Comm Ring Theory","","398","","False","A","1","O","20041","Research","2004"
"0000008137","1.0","0000000792","MEDIA","28","4","8","1","15","MCS-D;ORC","Sonnega, Bill","{'fsnum': '7676', 'name': 'Sonnega, Bill'}","100","27","","","","","Mass Media","","160","{'day': 'Tu', 'end': '11:00', 'location': 'TB 216', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'TB 216', 'start': '09:30'}","False","","1","C","20041","Research","2004"
"0000008138","1.0","0000000795","MEDIA","2","0","0","0","2","","Sonnega, Bill","{'fsnum': '7676', 'name': 'Sonnega, Bill'}","200","","","","","","Academic Internship","","294","","True","","1","O","20041","Research","2004"
"0000008139","1.0","0000000795","MEDIA","0","0","0","0","0","","Fitzgerald, Terry J.","{'fsnum': '14049', 'name': 'Fitzgerald, Terry J.'}","200","","","","","","Academic Internship","","294","","True","A","1","O","20041","Research","2004"
"0000008140","1.0","0000000796","MEDIA","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","IS/","","298","","False","","1","O","20041","Research","2004"
"0000008141","1.0","0000000798","MEDIA","1","0","0","0","1","","Kutulas, Judy","{'fsnum': '4583', 'name': 'Kutulas, Judy'}","300","","","","","","IR/Women in the Media","","398","","False","","1","O","20041","Research","2004"
"0000008118","1.0","0000000768","MGMT","28","0","8","13","7","","Emery, Mary Ann","{'fsnum': '1746', 'name': 'Emery, Mary Ann'}","200","30","","","","","Principles of Acct","","225","{'day': 'Mo', 'end': '11:40', 'location': 'HH 301', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'HH 301', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'HH 301', 'start': '10:45'}","False","A","1","C","20041","Research","2004"
"0000008119","1.0","0000000768","MGMT","33","2","12","15","4","","Emery, Mary Ann","{'fsnum': '1746', 'name': 'Emery, Mary Ann'}","200","30","","","","","Principles of Acct","","225","{'day': 'Mo', 'end': '10:00', 'location': 'HH 301', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'HH 301', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'HH 301', 'start': '09:05'}","False","B","1","C","20041","Research","2004"
"0000008120","1.0","0000000769","MGMT","22","1","6","6","9","HBS","Thomforde, Kathy C.","{'fsnum': '1070', 'name': 'Thomforde, Kathy C.'}","200","25","","","","","Arts Management","","229","{'day': 'Tu', 'end': '14:45', 'location': 'HH 301', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'HH 301', 'start': '14:15'}","False","","1","C","20041","Research","2004"
"0000008121","1.0","0000000774","MGMT","25","0","13","0","12","","Goedde, Richard","{'fsnum': '2661', 'name': 'Goedde, Richard'}","200","25","","","","","Managerial/Cost Acct","","237","{'day': 'Mo', 'end': '12:45', 'location': 'HH 413', 'start': '23:50'};{'day': 'We', 'end': '12:45', 'location': 'HH 413', 'start': '23:50'};{'day': 'Fr', 'end': '12:45', 'location': 'HH 413', 'start': '23:50'}","False","","1","C","20041","Research","2004"
"0000008122","1.0","0000000777","MGMT","20","0","6","3","11","HBS","Christie, Sian E.","{'fsnum': '16804', 'name': 'Christie, Sian E.'}","200","25","","","","","Marketing","","250","{'day': 'Th', 'end': '22:00', 'location': 'HH 403', 'start': '19:00'}","False","","1","C","20041","Research","2004"
"0000008123","1.0","0000000778","MGMT","24","0","11","4","9","HBS","Chutikamoltham, Siriwan","{'fsnum': '15806', 'name': 'Chutikamoltham, Siriwan'}","200","25","","","","","Management","","251","{'day': 'Tu', 'end': '13:10', 'location': 'HH 403', 'start': '23:45'};{'day': 'Th', 'end': '14:05', 'location': 'HH 403', 'start': '12:45'}","False","A","1","C","20041","Research","2004"
"0000008124","1.0","0000000778","MGMT","13","0","5","1","7","HBS","Chutikamoltham, Siriwan","{'fsnum': '15806', 'name': 'Chutikamoltham, Siriwan'}","200","25","","","","","Management","","251","{'day': 'Tu', 'end': '14:45', 'location': 'HH 403', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'HH 403', 'start': '14:15'}","False","B","1","O","20041","Research","2004"
"0000008125","1.0","0000000782","MGMT","14","0","2","2","10","","Emery, Mary Ann","{'fsnum': '1746', 'name': 'Emery, Mary Ann'}","200","25","","","","","Intermed Acct Theory","","259","{'day': 'Tu', 'end': '09:25', 'location': 'OM 035', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'OM 035', 'start': '08:00'}","False","","1","O","20041","Research","2004"
"0000008126","1.0","0000000783","MGMT","21","0","5","0","16","","Chutikamoltham, Siriwan","{'fsnum': '15806', 'name': 'Chutikamoltham, Siriwan'}","200","25","","","","","Corporate Finance","","281","{'day': 'Tu', 'end': '11:00', 'location': 'HH 302', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'HH 302', 'start': '09:30'}","False","","1","O","20041","Research","2004"
"0000008127","1.0","0000000784","MGMT","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","Academic Internship","","294","","True","","1","O","20041","Research","2004"
"0000008128","1.0","0000000784","MGMT","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","Academic Internship","","294","","True","A","1","O","20041","Research","2004"
"0000008129","1.0","0000000784","MGMT","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","Academic Internship","","294","","True","B","1","O","20041","Research","2004"
"0000008130","1.0","0000000785","MGMT","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","IS/","","298","","False","","1","O","20041","Research","2004"
"0000008131","1.0","0000000785","MGMT","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","IS/","","298","","False","A","1","O","20041","Research","2004"
"0000008132","1.0","0000000788","MGMT","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","Academic Internship","","394","","True","","1","O","20041","Research","2004"
"0000008133","1.0","0000000789","MGMT","1","0","0","0","1","","Chutikamoltham, Siriwan","{'fsnum': '15806', 'name': 'Chutikamoltham, Siriwan'}","300","","","","","","IR/Real Estate Econ","","398","","False","","1","O","20041","Research","2004"
"0000008134","1.0","0000000789","MGMT","1","0","0","0","1","","Emery, Mary Ann","{'fsnum': '1746', 'name': 'Emery, Mary Ann'}","300","","","","","","IR/Intermed Acct II","","398","","False","A","1","O","20041","Research","2004"
"0000008135","1.0","0000000789","MGMT","1","0","0","0","1","","Goedde, Richard","{'fsnum': '2661', 'name': 'Goedde, Richard'}","300","","","","","","IR/Investments","","398","","False","B","1","O","20041","Research","2004"
"0000008136","1.0","0000000789","MGMT","1","0","0","0","1","","Goedde, Richard","{'fsnum': '2661', 'name': 'Goedde, Richard'}","300","","","","","","IR/Investment System","","398","","False","C","1","O","20041","Research","2004"
"0000008142","0.25","0000000799","MUSIC","17","12","0","0","5","","Hodel, Marty","{'fsnum': '3404', 'name': 'Hodel, Marty'}","100","18","","","","","Ear/Keyboard I","","111","{'day': 'Mo', 'end': '08:55', 'location': 'CHM 224', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'CHM 224', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'CHM 224', 'start': '08:00'}","False","A","1","C","20041","Research","2004"
"0000008143","0.25","0000000799","MUSIC","21","15","2","0","4","","Merritt, Justin W.","{'fsnum': '16664', 'name': 'Merritt, Justin W.'}","100","18","","","","","Ear/Keyboard I","","111","{'day': 'Mo', 'end': '10:00', 'location': 'CHM 224', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'CHM 224', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'CHM 224', 'start': '09:05'}","False","B","1","C","20041","Research","2004"
"0000008144","0.25","0000000799","MUSIC","17","8","1","1","7","","Amundson, Steven","{'fsnum': '140', 'name': 'Amundson, Steven'}","100","18","","","","","Ear/Keyboard I","","111","{'day': 'Mo', 'end': '11:40', 'location': 'CHM 224', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'CHM 224', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'CHM 224', 'start': '10:45'}","False","C","1","C","20041","Research","2004"
"0000008145","0.25","0000000799","MUSIC","17","16","0","0","1","","Rowland, Margaret A.","{'fsnum': '16694', 'name': 'Rowland, Margaret A.'}","100","18","","","","","Ear/Keyboard I","","111","{'day': 'Mo', 'end': '13:50', 'location': 'CHM 224', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CHM 224', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'CHM 224', 'start': '12:55'}","False","D","1","C","20041","Research","2004"
"0000008146","0.25","0000000799","MUSIC","13","11","0","0","2","","Rowland, Margaret A.","{'fsnum': '16694', 'name': 'Rowland, Margaret A.'}","100","18","","","","","Ear/Keyboard I","","111","{'day': 'Mo', 'end': '14:55', 'location': 'CHM 224', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'CHM 224', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'CHM 224', 'start': '14:00'}","False","E","1","C","20041","Research","2004"
"0000008147","0.75","0000000801","MUSIC","17","12","0","0","5","","Hodel, Marty","{'fsnum': '3404', 'name': 'Hodel, Marty'}","100","18","","","","","Theory I","","113","{'day': 'Tu', 'end': '09:25', 'location': 'CHM 224', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'CHM 224', 'start': '08:00'}","False","A","1","C","20041","Research","2004"
"0000008148","0.75","0000000801","MUSIC","20","15","1","0","4","","Merritt, Justin W.","{'fsnum': '16664', 'name': 'Merritt, Justin W.'}","100","18","","","","","Theory I","","113","{'day': 'Tu', 'end': '11:00', 'location': 'CHM 224', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'CHM 224', 'start': '09:30'}","False","B","1","C","20041","Research","2004"
"0000008149","0.75","0000000801","MUSIC","14","8","0","0","6","","Amundson, Steven","{'fsnum': '140', 'name': 'Amundson, Steven'}","100","18","","","","","Theory I","","113","{'day': 'Tu', 'end': '13:10', 'location': 'CHM 224', 'start': '23:45'};{'day': 'Th', 'end': '14:05', 'location': 'CHM 224', 'start': '12:45'}","False","C","1","C","20041","Research","2004"
"0000008150","0.75","0000000801","MUSIC","15","13","1","1","0","","Forsberg, Charles","{'fsnum': '2241', 'name': 'Forsberg, Charles'}","100","18","","","","","Theory I","","113","{'day': 'Tu', 'end': '13:10', 'location': 'CHM 232', 'start': '23:45'};{'day': 'Th', 'end': '14:05', 'location': 'CHM 232', 'start': '12:45'}","False","D","1","C","20041","Research","2004"
"0000008151","0.75","0000000801","MUSIC","17","15","0","0","2","","Rowland, Margaret A.","{'fsnum': '16694', 'name': 'Rowland, Margaret A.'}","100","18","","","","","Theory I","","113","{'day': 'Tu', 'end': '14:45', 'location': 'CHM 224', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'CHM 224', 'start': '14:15'}","False","E","1","C","20041","Research","2004"
"0000008152","0.25","0000000807","MUSIC","11","8","0","0","3","","Wee, Theo","{'fsnum': '8916', 'name': 'Wee, Theo'}","100","12","","","","","Piano Class I","","161","{'day': 'Tu', 'end': '09:20', 'location': 'CHM 222', 'start': '08:25'};{'day': 'Th', 'end': '09:20', 'location': 'CHM 222', 'start': '08:25'}","False","A","1","C","20041","Research","2004"
"0000008153","0.25","0000000807","MUSIC","8","4","3","0","1","","Wee, Theo","{'fsnum': '8916', 'name': 'Wee, Theo'}","100","12","","","","","Piano Class I","","161","{'day': 'Tu', 'end': '12:45', 'location': 'CHM 222', 'start': '23:50'};{'day': 'Th', 'end': '13:40', 'location': 'CHM 222', 'start': '12:45'}","False","B","1","O","20041","Research","2004"
"0000008154","0.25","0000000807","MUSIC","5","4","0","0","1","","Wee, Theo","{'fsnum': '8916', 'name': 'Wee, Theo'}","100","12","","","","","Piano Class I","","161","{'day': 'Tu', 'end': '14:15', 'location': 'CHM 222', 'start': '13:20'};{'day': 'Th', 'end': '15:10', 'location': 'CHM 222', 'start': '14:15'}","False","C","1","O","20041","Research","2004"
"0000008155","0.25","0000000810","MUSIC","10","4","0","1","5","","Johnson, Sigrid","{'fsnum': '4103', 'name': 'Johnson, Sigrid'}","100","12","","","","","Voice Class","","164","{'day': 'Mo', 'end': '10:00', 'location': 'CHM 140', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'CHM 140', 'start': '09:05'}","False","A","1","O","20041","Research","2004"
"0000008156","0.25","0000000810","MUSIC","7","5","0","0","2","","Johnson, Sigrid","{'fsnum': '4103', 'name': 'Johnson, Sigrid'}","100","12","","","","","Voice Class","","164","{'day': 'Mo', 'end': '11:40', 'location': 'CHM 140', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'CHM 140', 'start': '10:45'}","False","B","1","O","20041","Research","2004"
"0000008157","0.25","0000000810","MUSIC","12","4","1","3","4","","Johnson, Sigrid","{'fsnum': '4103', 'name': 'Johnson, Sigrid'}","100","12","","","","","Voice Class","","164","{'day': 'Mo', 'end': '13:50', 'location': 'CHM 233', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CHM 233', 'start': '12:55'}","False","C","1","C","20041","Research","2004"
"0000008158","0.25","0000000813","MUSIC","17","0","4","1","12","","Carter, David","{'fsnum': '973', 'name': 'Carter, David'}","100","15","","","","","String Class","","168","{'day': 'Mo', 'end': '14:55', 'location': 'CHM 140', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'CHM 140', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'CHM 140', 'start': '14:00'}","False","","1","C","20041","Research","2004"
"0000008159","0.25","0000000814","MUSIC","21","0","4","1","16","","Kallestad, Scott","{'fsnum': '4167', 'name': 'Kallestad, Scott'}","100","18","","","","","Woodwind Class","","169","{'day': 'Mo', 'end': '12:45', 'location': 'CHM 138', 'start': '23:50'};{'day': 'We', 'end': '12:45', 'location': 'CHM 138', 'start': '23:50'};{'day': 'Fr', 'end': '12:45', 'location': 'CHM 138', 'start': '23:50'}","False","","1","C","20041","Research","2004"
"0000008160","0.25","0000000815","MUSIC","18","0","0","9","9","","Rodland, Catherine R.","{'fsnum': '13173', 'name': 'Rodland, Catherine R.'}","200","23","","","","","Ear/Keyboard III","","211","{'day': 'Mo', 'end': '08:55', 'location': 'CHM 232', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'CHM 232', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'CHM 232', 'start': '08:00'}","False","A","1","O","20041","Research","2004"
"0000008161","0.25","0000000815","MUSIC","22","0","0","18","4","","Rodland, Catherine R.","{'fsnum': '13173', 'name': 'Rodland, Catherine R.'}","200","23","","","","","Ear/Keyboard III","","211","{'day': 'Mo', 'end': '10:00', 'location': 'CHM 232', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'CHM 232', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'CHM 232', 'start': '09:05'}","False","B","1","C","20041","Research","2004"
"0000008162","0.25","0000000815","MUSIC","21","1","1","15","4","","Rodland, Catherine R.","{'fsnum': '13173', 'name': 'Rodland, Catherine R.'}","200","23","","","","","Ear/Keyboard III","","211","{'day': 'Mo', 'end': '11:40', 'location': 'CHM 232', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'CHM 232', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'CHM 232', 'start': '10:45'}","False","C","1","C","20041","Research","2004"
"0000008163","0.75","0000000817","MUSIC","27","1","0","16","10","","Forsberg, Charles","{'fsnum': '2241', 'name': 'Forsberg, Charles'}","200","32","","","","","Theory III","","213","{'day': 'Tu', 'end': '09:25', 'location': 'CHM 239', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'CHM 239', 'start': '08:00'}","False","A","1","C","20041","Research","2004"
"0000008164","0.75","0000000817","MUSIC","34","0","1","26","7","","Rodland, Catherine R.","{'fsnum': '13173', 'name': 'Rodland, Catherine R.'}","200","32","","","","","Theory III","","213","{'day': 'Tu', 'end': '11:00', 'location': 'CHM 239', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'CHM 239', 'start': '09:30'}","False","B","1","C","20041","Research","2004"
"0000008165","0.25","0000000819","MUSIC","12","0","1","0","11","","Merritt, Justin W.","{'fsnum': '16664', 'name': 'Merritt, Justin W.'}","200","15","","","","","Instrumentation","","220","{'day': 'Mo', 'end': '13:50', 'location': 'CHM 232', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CHM 232', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'CHM 232', 'start': '12:55'}","False","","1","O","20041","Research","2004"
"0000008166","0.5","0000000820","MUSIC","17","0","8","0","9","","Merritt, Justin W.","{'fsnum': '16664', 'name': 'Merritt, Justin W.'}","200","18","","","","","Instrumentation","","221","{'day': 'Mo', 'end': '13:50', 'location': 'CHM 232', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CHM 232', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'CHM 232', 'start': '12:55'}","False","","1","O","20041","Research","2004"
"0000008167","1.0","0000000822","MUSIC","10","0","3","2","5","","Childs, Mary","{'fsnum': '10497', 'name': 'Childs, Mary'}","200","16","","","","","Composition I","","223","{'day': 'Mo', 'end': '12:45', 'location': 'CHM 232', 'start': '23:50'};{'day': 'We', 'end': '12:45', 'location': 'CHM 232', 'start': '23:50'};{'day': 'Fr', 'end': '12:45', 'location': 'CHM 232', 'start': '23:50'}","False","","1","O","20041","Research","2004"
"0000008168","1.0","0000000829","MUSIC","60","1","12","6","41","ALS-A;MCS-G","Hagedorn, David","{'fsnum': '2878', 'name': 'Hagedorn, David'}","200","60","","","","","World Music","","237","{'day': 'Mo', 'end': '11:40', 'location': 'CHM 233', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'CHM 233', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'CHM 233', 'start': '10:45'}","False","","1","C","20041","Research","2004"
