"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","number","offerings","pn","section","semester","status","term","type","year"
"0000023108","1.0","0000000204","CHEM","2","0","1","1","0","","Pearson, Wesley","{'fsnum': '6161', 'name': 'Pearson, Wesley'}","200","","Academic Internship","294","","True","","5","O","19975","Research","1997"
"0000023118","1.0","0000000299","CSCI","1","0","0","1","0","","Brown, Richard","{'fsnum': '806', 'name': 'Brown, Richard'}","200","","Academic Internship","294","","True","","5","O","19975","Research","1997"
"0000023119","1.0","0000000299","CSCI","1","0","1","0","0","","Richey, Matthew","{'fsnum': '6658', 'name': 'Richey, Matthew'}","200","","Academic Internship","294","","True","A","5","O","19975","Research","1997"
"0000023120","1.0","0000000300","CSCI","1","0","0","0","1","","Brown, Richard","{'fsnum': '806', 'name': 'Brown, Richard'}","200","","IS/Windows Programmng","298","","False","","5","O","19975","Research","1997"
"0000023109","1.0","0000000276","ECON","2","0","2","0","0","","Becker, Anthony","{'fsnum': '348', 'name': 'Becker, Anthony'}","200","","Academic Internship","294","","True","","5","O","19975","Research","1997"
"0000023110","1.0","0000000276","ECON","3","0","2","1","0","","","","200","","Academic Internship","294","","True","A","5","O","19975","Research","1997"
"0000023111","1.0","0000000276","ECON","3","0","3","0","0","","Thomforde, Kathy C.","{'fsnum': '1070', 'name': 'Thomforde, Kathy C.'}","200","","Academic Internship","294","","True","B","5","O","19975","Research","1997"
"0000023112","1.0","0000000276","ECON","3","0","2","1","0","","Emery, Edward David","{'fsnum': '1741', 'name': 'Emery, Edward David'}","200","","Academic Internship","294","","True","C","5","O","19975","Research","1997"
"0000023113","1.0","0000000276","ECON","3","0","3","0","0","","Emery, Mary Ann","{'fsnum': '1746', 'name': 'Emery, Mary Ann'}","200","","Academic Internship","294","","True","D","5","O","19975","Research","1997"
"0000023114","1.0","0000000276","ECON","3","0","3","0","0","","Goedde, Richard","{'fsnum': '2661', 'name': 'Goedde, Richard'}","200","","Academic Internship","294","","True","E","5","O","19975","Research","1997"
"0000023115","1.0","0000000276","ECON","1","0","0","1","0","","Wojick, Paul","{'fsnum': '9114', 'name': 'Wojick, Paul'}","200","","Academic Internship","294","","True","G","5","O","19975","Research","1997"
"0000023116","1.0","0000000284","ECON","1","0","1","0","0","","Soderlind, Steve","{'fsnum': '7636', 'name': 'Soderlind, Steve'}","300","1","Academic Internship","394","","True","","5","O","19975","Research","1997"
"0000023117","1.0","0000000284","ECON","1","0","1","0","0","","Wojick, Paul","{'fsnum': '9114', 'name': 'Wojick, Paul'}","300","","Academic Internship","394","","True","A","5","O","19975","Research","1997"
"0000023121","1.0","0000000314","EDUC","1","0","0","0","1","","Schelske, Mark","{'fsnum': '7148', 'name': 'Schelske, Mark'}","200","","IS/Comm With Exc Chil","298","","False","","5","O","19975","Research","1997"
"0000023122","1.0","0000000426","ENGL","6","1","3","1","1","ALS-L;WRI","DuRocher, Richard","{'fsnum': '1548', 'name': 'DuRocher, Richard'}","200","","Intro to Shakespeare","280","","False","","5","O","19975","Research","1997"
"0000023123","1.0","0000000433","ENGL","2","0","2","0","0","","Hill, Jan C.","{'fsnum': '109', 'name': 'Hill, Jan C.'}","200","","Academic Internship","294","","True","","5","O","19975","Research","1997"
"0000023124","0.5","0000000434","ENGL","1","0","0","0","1","WRI","Staff","{'fsnum': '', 'name': 'Staff'}","200","","IS/Personal Writing","298","","False","","5","O","19975","Research","1997"
"0000023125","1.0","0000000444","ENGL","7","0","4","1","2","WRI","DuRocher, Richard","{'fsnum': '1548', 'name': 'DuRocher, Richard'}","300","","Shakespeare","380","","False","","5","O","19975","Research","1997"
"0000023126","1.0","0000000449","ENGL","1","1","0","0","0","","Postlethwaite, Diana","{'fsnum': '6403', 'name': 'Postlethwaite, Diana'}","300","","Academic Internship","394","","True","","5","O","19975","Research","1997"
"0000023129","1.0","0000000656","FAMST","2","0","2","0","0","","Holt, C. George","{'fsnum': '3431', 'name': 'Holt, C. George'}","300","","Academic Internship","394","","True","","5","O","19975","Research","1997"
"0000023127","1.0","0000000505","GERM","1","1","0","0","0","","Rippley, Lavern","{'fsnum': '6671', 'name': 'Rippley, Lavern'}","100","","Beginning German II","112","","False","","5","O","19975","Research","1997"
"0000023128","1.0","0000000508","GERM","1","0","0","0","1","","Rippley, Lavern","{'fsnum': '6671', 'name': 'Rippley, Lavern'}","200","","Intermed German I","231","","False","","5","O","19975","Research","1997"
"0000023130","1.0","0000000751","MATH","2","0","2","0","0","","Cederberg, Judith","{'fsnum': '1026', 'name': 'Cederberg, Judith'}","200","","Academic Internship","294","","True","","5","O","19975","Research","1997"
"0000023131","1.0","0000000767","MATH","2","0","2","0","0","","Humke, Paul","{'fsnum': '3558', 'name': 'Humke, Paul'}","300","","IR/Partial Diff Eqns","398","","False","","5","O","19975","Research","1997"
"0000023132","1.0","0000000784","MGMT","2","0","2","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","Academic Internship","294","","True","","5","O","19975","Research","1997"
"0000023133","1.0","0000000803","MUSIC","2","1","1","0","0","ALS-A","Forsberg, Charles","{'fsnum': '2241', 'name': 'Forsberg, Charles'}","100","","The Music Spectrum","130","{'day': 'Mo', 'end': '09:30', 'location': 'CHM 222/224', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'CHM 222/224', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'CHM 222/224', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'CHM 222/224', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'CHM 222/224', 'start': '08:00'}","False","","5","O","19975","Research","1997"
"0000023134","1.0","0000000961","NURS","1","0","0","1","0","","Neal, Diana","{'fsnum': '5499', 'name': 'Neal, Diana'}","300","","Academic Internship","394","","True","","5","O","19975","Research","1997"
"0000023155","0.25","0000000997","PEAC","6","1","1","1","3","PHA","Bentley, Aaron","{'fsnum': '376', 'name': 'Bentley, Aaron'}","100","","Golf","103","","False","","5","O","19975","Research","1997"
"0000023153","1.0","0000000973","PHIL","2","0","1","0","1","BTS-T;WRI","Poling, John","{'fsnum': '6392', 'name': 'Poling, John'}","200","","Phil of Theology","241","{'day': 'Mo', 'end': '14:00', 'location': 'H 515', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'H 515', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'H 515', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'H 515', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'H 515', 'start': '12:30'}","False","","5","O","19975","Research","1997"
"0000023154","1.0","0000000979","PHIL","7","0","3","2","2","EIN;WRI","Poling, John","{'fsnum': '6392', 'name': 'Poling, John'}","200","","Ethics/The Good Life","252","{'day': 'Mo', 'end': '11:30', 'location': 'H 515', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'H 515', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'H 515', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'H 515', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'H 515', 'start': '10:00'}","False","","5","O","19975","Research","1997"
"0000023156","1.0","0000001139","PSCI","1","0","1","0","0","","Umbanhowar Sr, Charles E.","{'fsnum': '8656', 'name': 'Umbanhowar Sr, Charles E.'}","200","","Academic Internship","294","","True","","5","O","19975","Research","1997"
"0000023157","1.0","0000001136","PSCI","4","1","1","1","1","","Grubb, Rodney G.","{'fsnum': '2776', 'name': 'Grubb, Rodney G.'}","300","","Amer Foreign Policy","381","{'day': 'Mo', 'end': '14:00', 'location': 'L 577', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'L 577', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'L 577', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'L 577', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'L 577', 'start': '12:30'}","False","","5","O","19975","Research","1997"
"0000023158","1.0","0000001151","PSCI","2","0","1","1","0","","Umbanhowar Sr, Charles E.","{'fsnum': '8656', 'name': 'Umbanhowar Sr, Charles E.'}","300","","Academic Internship","394","","True","","5","O","19975","Research","1997"
"0000023159","1.0","0000001151","PSCI","1","0","0","1","0","","Hofrenning, Dan","{'fsnum': '3418', 'name': 'Hofrenning, Dan'}","300","","Academic Internship","394","","True","A","5","O","19975","Research","1997"
"0000023160","1.0","0000001178","PSYCH","1","0","1","0","0","","McMillan, Donna K.","{'fsnum': '5220', 'name': 'McMillan, Donna K.'}","200","","Academic Internship","294","","True","","5","O","19975","Research","1997"
"0000023161","1.0","0000001179","PSYCH","1","0","0","1","0","","McMillan, Donna K.","{'fsnum': '5220', 'name': 'McMillan, Donna K.'}","200","","IS/Eating Disorders","298","","False","","5","O","19975","Research","1997"
"0000023162","1.0","0000001188","PSYCH","1","0","0","1","0","","Gross, Dana","{'fsnum': '2768', 'name': 'Gross, Dana'}","300","","Academic Internship","394","","True","","5","O","19975","Research","1997"
"0000023163","1.0","0000001188","PSYCH","1","0","1","0","0","","Ross, Mary Ellen","{'fsnum': '6902', 'name': 'Ross, Mary Ellen'}","300","","Academic Internship","394","","True","A","5","O","19975","Research","1997"
"0000023164","1.0","0000001188","PSYCH","1","0","0","1","0","","Huff, Charles","{'fsnum': '3556', 'name': 'Huff, Charles'}","300","","Academic Internship","394","","True","B","5","O","19975","Research","1997"
"0000023165","1.0","0000001190","PSYCH","1","0","1","0","0","","Huff, Charles","{'fsnum': '3556', 'name': 'Huff, Charles'}","300","","IR/Gender Bias On Net","398","","False","","5","O","19975","Research","1997"
"0000023166","1.0","0000001194","REL","2","1","0","1","0","BTS-T;WRI","Granquist, Mark A.","{'fsnum': '2683', 'name': 'Granquist, Mark A.'}","200","","The Greats","203","{'day': 'Mo', 'end': '11:30', 'location': 'L 577', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'L 577', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'L 577', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'L 577', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'L 577', 'start': '10:00'}","False","","5","O","19975","Research","1997"
"0000023167","1.0","0000001198","REL","6","1","2","0","3","BTS-T;WRI","Granquist, Mark A.","{'fsnum': '2683', 'name': 'Granquist, Mark A.'}","200","","Chr Theol in History","212","{'day': 'Mo', 'end': '09:30', 'location': 'L 577', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'L 577', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'L 577', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'L 577', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'L 577', 'start': '08:00'}","False","","5","O","19975","Research","1997"
"0000023168","1.0","0000001236","REL","2","0","1","0","1","","Granquist, Mark A.","{'fsnum': '2683', 'name': 'Granquist, Mark A.'}","200","","Academic Internship","294","","True","","5","O","19975","Research","1997"
"0000023169","1.0","0000001257","REL","1","0","0","0","1","","Stansell, Gary","{'fsnum': '7921', 'name': 'Stansell, Gary'}","300","","IR/Apocryphal Texts","398","","False","","5","O","19975","Research","1997"
"0000023170","1.0","0000001289","SOAN","14","0","0","0","14","HBS;MCS-D","DeVries, Raymond","{'fsnum': '1367', 'name': 'DeVries, Raymond'}","100","","Intro to Sociology","121","{'day': 'Mo', 'end': '12:15', 'location': 'H 516', 'start': '21:00'};{'day': 'Tu', 'end': '12:15', 'location': 'H 516', 'start': '21:00'};{'day': 'We', 'end': '12:15', 'location': 'H 516', 'start': '21:00'};{'day': 'Th', 'end': '12:15', 'location': 'H 516', 'start': '21:00'};{'day': 'Fr', 'end': '12:15', 'location': 'H 516', 'start': '21:00'}","False","","5","O","19975","Research","1997"
"0000023171","1.0","0000001308","SOAN","5","1","0","0","4","HBS","Leming, Michael","{'fsnum': '4762', 'name': 'Leming, Michael'}","200","","Dying,Death,Bereave","248","{'day': 'Mo', 'end': '09:30', 'location': 'H 413', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'H 413', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'H 413', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'H 413', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'H 413', 'start': '08:00'}","False","","5","O","19975","Research","1997"
"0000023172","1.0","0000001310","SOAN","3","1","0","0","2","HBS;MCS-D","Leming, Michael","{'fsnum': '4762', 'name': 'Leming, Michael'}","200","","Marriage & the Family","260","{'day': 'Mo', 'end': '11:30', 'location': 'H 413', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'H 413', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'H 413', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'H 413', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'H 413', 'start': '10:00'}","False","","5","O","19975","Research","1997"
"0000023173","1.0","0000001367","SWRK","1","0","1","0","0","","Lennox, Naurine","{'fsnum': '4761', 'name': 'Lennox, Naurine'}","200","","IS/Hmn Bio Appl in Sw","298","","False","","5","O","19975","Research","1997"
"0000023174","1.0","0000001394","THEAT","1","0","1","0","0","","Sonnega, Bill","{'fsnum': '7676', 'name': 'Sonnega, Bill'}","200","","Academic Internship","294","","True","","5","O","19975","Research","1997"
"0000023175","1.0","0000001400","THEAT","1","0","1","0","0","","Wilson, Karen","{'fsnum': '9093', 'name': 'Wilson, Karen'}","300","","Academic Internship","394","","True","","5","O","19975","Research","1997"
"0000023176","1.0","0000001400","THEAT","1","0","0","1","0","","Sonnega, Bill","{'fsnum': '7676', 'name': 'Sonnega, Bill'}","300","","Academic Internship","394","","True","A","5","O","19975","Research","1997"
"0000023177","1.0","0000001400","THEAT","1","0","1","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","Academic Internship","394","","True","B","5","O","19975","Research","1997"
"0000023178","1.0","0000001401","THEAT","1","0","0","0","1","","Sonnega, Bill","{'fsnum': '7676', 'name': 'Sonnega, Bill'}","300","","IR/Music & Persuasion","398","","False","","5","O","19975","Research","1997"

