"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000170833","1.0","0000000045","ARTS","This intermediate-level course assumes students have a substantial understanding of ceramic processes, plus a good awareness of their own interests in the realm of ceramic expression. The instructor helps students focus their efforts by proposing specific areas of investigation. Materials fee. Offered annually. Prerequisite: ARTS 207 or permission of instructor.","0","0","0","0","0","","Morrison, David P.","{'fsnum': '9006376', 'name': 'Morrison, David P.'}","200","16","0","","","","Intermediate Ceramics","The materials fee for ARTS 234 will be $185.                                    ;Not open to first-year students.","234","{'day': 'Tu', 'end': '14:45', 'location': 'CAD 115', 'start': '23:45'};{'day': 'Th', 'end': '15:45', 'location': 'CAD 115', 'start': '12:45'}","False","ARTS 207 or permission of instructor.","","3","O","20263","","Research","2026"
"0000170711","1.0","0000027951","ARTS","This course introduces students to the medium of graphic design as a method of enhanced communication. The course explores the design communication process including conceptualization, creative processes, terminology, and technology. Assignments introduce computer applications used in the graphic design profession as well as graphic design elements of typography, production, color theory, digital printing processes, and basic web design. Offered periodically. Prerequisite: ARTS 104 or permission of the instructor.","0","0","0","0","0","","Bosch, Kelsey E.","{'fsnum': '32181', 'name': 'Bosch, Kelsey E.'}","200","16","0","","","","Graphic Design","Not open to first-year students.","236","{'day': 'Mo', 'end': '10:00', 'location': 'TBA', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'TBA', 'start': '08:00'}","False","ARTS 104 or permission of the instructor.","","3","O","20263","","Research","2026"
"0000172222","1.0","0000017673","ARTS","Sound has long captured the imaginations of artists as a unique and expressive medium with which to create soundscapes, interactive art, sculptures, installations, film, custom instruments, and as accompaniment to painting. In this topics course, we will look at the history and evolution of sound as an artistic and interdisciplinary medium with which to tell stories, conduct research, and create artwork and spaces. Students will develop a variety of projects through field recording and electronic sound generation, spatialized audio design, data sonification, and sound installation that may intersect with other media. Prerequisite: ARTS 104.","0","0","0","0","0","","Bosch, Kelsey E.","{'fsnum': '32181', 'name': 'Bosch, Kelsey E.'}","200","16","0","","","","Top: Sound Art","Need to have taken ARTS 104 to register for this course.                        ;Not open to first-year students.","240","{'day': 'Mo', 'end': '12:45', 'location': 'TBA', 'start': '22:45'};{'day': 'We', 'end': '12:45', 'location': 'TBA', 'start': '22:45'};{'day': 'Fr', 'end': '12:45', 'location': 'TBA', 'start': '22:45'}","False","ARTS 104.","","3","O","20263","Topics in the Fine Arts","Topic","2026"
"0000171174","1.0","0000000071","ARTS","This capstone course in the studio art program consists of advanced studio work, a visiting artist series, weekly critiques, and discussions with faculty and peers. Each student's independent work with a faculty advisor culminates in a senior exhibition at Flaten Art Museum. Weekly sessions also cover such topics as preparing a resume, documenting one's work, framing, and producing exhibition announcements and posters. Offered annually. Prerequisites: (for non-studio majors) ARTS 102, ARTS 103, ARTS 104, two upper-level (200-300) courses, one art history course, and permission of chair.","0","0","0","0","0","OEP","Tanaka, Anda;Weeks, Michon","{'fsnum': '9002559', 'name': 'Tanaka, Anda'};{'fsnum': '23761', 'name': 'Weeks, Michon'}","300","35","0","0","0","","Senior Studies in Studio Art","Open to Seniors only.","343","{'day': 'Mo', 'end': '21:00', 'location': 'CAD 305', 'start': '19:00'};{'day': 'Mo', 'end': '15:00', 'location': 'CAD 103', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 103', 'start': '13:00'}","False","Prerequisites: (for non-studio majors) ARTS 102, ARTS 103, ARTS 104, two upper-level (200-300) courses, one art history course, and permission of chair.","","3","O","20263","","Research","2026"
"0000170505","1.0","0000001234","AS/RE","Students examine contemporary Buddhist moral teachings on social issues such as violence and peacemaking, human rights and social justice, and humanity and the environment. Coursework focuses on the writings of Vietnamese monk and peace activist Thich Nhat Hanh, Tibetan leader-in-exile Tenzin Gyatso (Fourteenth Dalai Lama), American ecologist Joanna Macy, and others. Students consider the moral paradigms of Christianity and Buddhism: Christ and the Bodhisattva. Offered annually.","0","0","0","0","0","EIN;ERC","Yun, Sungha","{'fsnum': '33051', 'name': 'Yun, Sungha'}","200","24","6","0","6","0","Buddhism, Peace, Justice","","289","{'day': 'Tu', 'end': '13:10', 'location': 'TBA', 'start': '23:45'};{'day': 'Th', 'end': '14:05', 'location': 'TBA', 'start': '12:45'}","False","False","","3","O","20263","Buddhism, Peace and Justice","Research","2026"
"0000172223","1.0","0000022786","ASIAN","","0","0","0","0","0","","Quimby, Joanne","{'fsnum': '28070', 'name': 'Quimby, Joanne'}","0","24","","","","","Placeholder Course","","1","{'day': 'Tu', 'end': '11:00', 'location': 'TBA', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'TBA', 'start': '09:30'}","False","","B","3","O","20263","","Research","2026"
"0000172224","1.0","0000022786","ASIAN","","0","0","0","0","0","","Becklin, Eric R.","{'fsnum': '20451', 'name': 'Becklin, Eric R.'}","0","24","","","","","Placeholder Course","","1","{'day': 'Tu', 'end': '14:45', 'location': 'TBA', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'TBA', 'start': '14:15'}","False","","C","3","O","20263","","Research","2026"
"0000172225","1.0","0000023461","ASIAN","Can we imagine Russia beyond Russian culture and the Russian-dominated history of the country? This course offers students the opportunity to delve into the rich histories and cultures of the Indigenous peoples of North Asia through an examination of historical texts, documentaries, films, and novels. Students will engage with a wide range of Indigenous writings, including pictographic and ideographic texts that have survived Russian colonization and Soviet collectivization, Indigenous autobiographies supported by Orthodox missionaries and Soviet institutions, socialist realist novels, and experimental de- and post-colonial works. We will seek to interrogate these texts within the context of Russian and Soviet history and through the lens of theoretical and ethnographic work relating to the broader Indigenous world.","0","0","0","0","0","GHS;MCG;MCS-G","Morse, Ashley","{'fsnum': '9002449', 'name': 'Morse, Ashley'}","200","24","","","","","Top: Literatures of the Asian North","","200","{'day': 'Tu', 'end': '09:25', 'location': 'TBA', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'TBA', 'start': '08:00'}","False","False","","3","O","20263","Topics in Asian Studies","Topic","2026"
"0000172226","1.0","0000039919","ASIAN","Students read a selection of 20th & 21st century Japanese literary works written by women. Close readings and class discussions focus on representations of the (female) body and bodily/embodied experiences in the assigned texts. What do these representations reveal about specific social contexts and gendered roles/expectations in Japanese society? Gender is a primary analytical concern, and students must feel comfortable reading about and discussing gender, sexuality, and the body. All course materials are read in English translation. No knowledge of Japanese is required. Offered periodically during January term.","0","0","0","0","0","ALS-L;CRE;GHS;MCG","Quimby, Joanne","{'fsnum': '28070', 'name': 'Quimby, Joanne'}","200","24","","","","","The Body in Japanese Women's Lit","","234","{'day': 'Tu', 'end': '14:45', 'location': 'TBA', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'TBA', 'start': '14:15'}","False","False","A","3","O","20263","The Body in Japanese Women's Literature","Research","2026"
"0000172228","1.0","0000041323","ASIAN","A rich array of diasporic literature is set amongst the Pacific waves, tracing not only life journeys between homelands and islands, but also racial and ethnic tensions compounded by nuclear weapons and wastes. This course introduces novels, poems, plays, and memoirs that tell Asian, Oceanic, and Austronesian experiences of displacement. Students explore how literary writing carves out spaces for and lends voices to diasporic communities in the Pacific world. Offered alternate years in spring semester. Prerequisite: WRIT 120 or equivalent.","0","0","0","0","0","PAR;WAC","Shih, Hsiang-Lin","{'fsnum': '25327', 'name': 'Shih, Hsiang-Lin'}","200","24","","","","","Diasporic Literature of the Pacific","","238","{'day': 'Tu', 'end': '11:00', 'location': 'TBA', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'TBA', 'start': '09:30'}","False","WRIT 120 or equivalent.","","3","O","20263","","Research","2026"
"0000170428","1.0","0000017590","ASIAN","From classical form to avant garde, this course introduces students to the various artistic representations of Asian calligraphy. Students explore the aesthetic concepts, evolution of different styles, and practical techniques of brush-written writings. Class lectures complement hands-on practice in which students master the basic strokes, structures, compositions, and movements that are involved in producing calligraphic work. Asian language knowledge is not required. All readings and demonstrations will be in English. Materials fee. Offered periodically.","0","0","0","0","0","ALS-A;CRE;GHS;MCG;MCS-G","Bi, Hui","{'fsnum': '25359', 'name': 'Bi, Hui'}","200","24","","","","","Asian Calligraphy","","268","{'day': 'Mo', 'end': '12:45', 'location': 'TBA', 'start': '23:50'};{'day': 'We', 'end': '12:45', 'location': 'TBA', 'start': '23:50'};{'day': 'Fr', 'end': '12:45', 'location': 'TBA', 'start': '23:50'}","False","False","","3","O","20263","The Art of Calligraphy: Techniques and Appreciation","Research","2026"
"0000172229","1.0","0000016962","ASIAN","The Universal Declaration of Human Rights proclaims that ""the inherent dignity and ... the equal and inalienable rights of all members of the human family [are] the foundation of freedom, justice and peace in the world."" Who speaks to human rights in East Asia? What ethical perspectives are voiced? Case studies presented through memoirs, films, reports, and multidisciplinary analyses provide the material for exploring diverse normative claims about individual rights in East Asia. Offered annually. This course is designed as a capstone experience for Asian Studies, Chinese and Japanese majors and Asian Studies concentrators. Other students need permission of instructor to enroll.","0","0","0","0","0","EIN;ERC;WRI","Tegtmeyer Pak, Katherine S.","{'fsnum': '15754', 'name': 'Tegtmeyer Pak, Katherine S.'}","300","18","","","","","Human Rights/AsianContext","","397","{'day': 'Tu', 'end': '09:25', 'location': 'TBA', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'TBA', 'start': '08:00'}","False","False","","3","O","20263","Seminar: Human Rights/Asian Context","Research","2026"
"0000170657","1.0","0000038365","BIO","This course explores the science of microbiology and the impact of microorganisms (bacteria, viruses, fungi, protozoa, and prions) on human affairs and daily life. Topics include microbial diversity, cell structure and function, growth and metabolism, genetics, control of microbial growth, host-pathogen interactions, immunology, infectious disease, and applied microbiology. Each topic provides a basis for discussion of current issues where microorganisms play a role. Students attend lectures plus one two-hour laboratory per week. Offered annually during Spring semester.","0","0","0","0","0","IST;NTS;SED","Fruehling, Sara E.","{'fsnum': '17588', 'name': 'Fruehling, Sara E.'}","100","66","","","","","Explorations in Microbiology","Students who register for BIO 140 must also register for BIO 140 Lab AL, BL or  ;CL.","140","{'day': 'Mo', 'end': '11:40', 'location': 'RNS 310', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RNS 310', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'RNS 310', 'start': '10:45'}","False","False","","3","O","20263","","Research","2026"
"0000170658","","0000038389","BIO","","0","0","0","0","0","","Fruehling, Sara E.","{'fsnum': '17588', 'name': 'Fruehling, Sara E.'}","100","22","","","","","Explorations in Microbiology Lab","","140","{'day': 'We', 'end': '16:00', 'location': 'RNS 398', 'start': '14:00'}","False","","A","3","O","20263","","Lab","2026"
"0000170659","","0000038389","BIO","","0","0","0","0","0","","Fruehling, Sara E.","{'fsnum': '17588', 'name': 'Fruehling, Sara E.'}","100","22","","","","","Explorations in Microbiology Lab","","140","{'day': 'Th', 'end': '10:50', 'location': 'RNS 398', 'start': '08:50'}","False","","B","3","O","20263","","Lab","2026"
"0000170660","","0000038389","BIO","","0","0","0","0","0","","Fruehling, Sara E.","{'fsnum': '17588', 'name': 'Fruehling, Sara E.'}","100","22","","","","","Explorations in Microbiology Lab","","140","{'day': 'Th', 'end': '14:45', 'location': 'RNS 398', 'start': '12:45'}","False","","C","3","O","20263","","Lab","2026"
"0000172131","1.0","0000026712","BIO","The study of the anatomy and physiology of the human body is founded on a thorough understanding of the structure and function of cells and tissues. Students attend lectures plus one three-hour laboratory per week. This course may not be taken after completion of CH/BI 227 or BIO 227. Offered each semester.","0","0","0","0","0","IST;NTS;SED","Cole, Steven","{'fsnum': '26217', 'name': 'Cole, Steven'}","100","60","","","","","Human Anatomy & Physiology I","Students registering for BIO 143 must also register for BIO 143 AL, BL, or CL.","143","{'day': 'Mo', 'end': '10:00', 'location': 'TBA', 'start': '08:30'};{'day': 'We', 'end': '10:00', 'location': 'TBA', 'start': '08:30'}","False","False","","3","O","20263","Human Anatomy and Physiology: Cells and Tissues","Research","2026"
"0000172132","","0000026713","BIO","","0","0","0","0","0","","Cole, Steven","{'fsnum': '26217', 'name': 'Cole, Steven'}","100","20","","","","","Human Anatomy & Physiology I Lab","","143","{'day': 'Mo', 'end': '12:45', 'location': 'TBA', 'start': '22:45'}","False","","A","3","O","20263","","Lab","2026"
"0000172133","","0000026713","BIO","","0","0","0","0","0","","Cole, Steven","{'fsnum': '26217', 'name': 'Cole, Steven'}","100","20","","","","","Human Anatomy & Physiology I Lab","","143","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'}","False","","B","3","O","20263","","Lab","2026"
"0000172134","","0000026713","BIO","","0","0","0","0","0","","Cole, Steven","{'fsnum': '26217', 'name': 'Cole, Steven'}","100","20","","","","","Human Anatomy & Physiology I Lab","","143","{'day': 'Mo', 'end': '17:00', 'location': 'TBA', 'start': '15:00'}","False","","C","3","O","20263","","Lab","2026"
"0000170481","1.0","0000026649","BIO","This course is the gateway for the biology major, guiding students as they develop the context, skills, and modern framework on which to continue their study of biology. Students explore the history, evolution, and diversity of life in the context of genetics and comparative genomics. The laboratory emphasizes question-asking, problem-solving, and exploring biodiversity, and students have multiple opportunities to practice and communicate their science. Students attend lectures plus one 3-hour laboratory/discussion per week. Offered each semester.","0","0","0","0","0","IST;NTS;SED","Peterson, Sean M.","{'fsnum': '34063', 'name': 'Peterson, Sean M.'}","100","63","","","","","Biodiversity Foundations","Students in Bio 150A must also register for one lab Bio 150 AL, BL or CL.","150","{'day': 'Mo', 'end': '11:40', 'location': 'RNS 410', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RNS 410', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'RNS 410', 'start': '10:45'}","False","False","A","3","O","20263","Evolutionary Foundations of Biodiversity","Research","2026"
"0000170482","1.0","0000026649","BIO","This course is the gateway for the biology major, guiding students as they develop the context, skills, and modern framework on which to continue their study of biology. Students explore the history, evolution, and diversity of life in the context of genetics and comparative genomics. The laboratory emphasizes question-asking, problem-solving, and exploring biodiversity, and students have multiple opportunities to practice and communicate their science. Students attend lectures plus one 3-hour laboratory/discussion per week. Offered each semester.","0","0","0","0","0","IST;NTS;SED","Angell, Diane K.","{'fsnum': '256', 'name': 'Angell, Diane K.'}","100","40","","","","","Biodiversity Foundations","Students in Bio 150B must also register for Bio 150 DL or EL.","150","{'day': 'Mo', 'end': '08:55', 'location': 'RNS 410', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'RNS 410', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'RNS 410', 'start': '08:00'}","False","False","B","3","O","20263","Evolutionary Foundations of Biodiversity","Research","2026"
