"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","number","offerings","pn","section","semester","status","term","type","year"
"0000005557","1.0","0000000438","ENGL","2","0","1","0","1","","Mbele, Joseph L.","{'fsnum': '5144', 'name': 'Mbele, Joseph L.'}","300","","Top: Post Colonial Lit","347","{'day': 'Mo', 'end': '14:00', 'location': 'RML 525', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'RML 525', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'RML 525', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'RML 525', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'RML 525', 'start': '12:30'}","False","","4","O","20024","Topic","2002"
"0000005562","1.0","0000000649","FAMST","6","0","2","3","1","","Holt, C. George","{'fsnum': '3431', 'name': 'Holt, C. George'}","200","","Family Relationships","242","{'day': 'Mo', 'end': '09:30', 'location': 'OM 002', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'OM 002', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'OM 002', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'OM 002', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'OM 002', 'start': '08:00'}","False","","4","O","20024","Research","2002"
"0000005563","1.0","0000000651","FAMST","7","1","2","3","1","","Holt, C. George","{'fsnum': '3431', 'name': 'Holt, C. George'}","200","","Human Sexuality","253","{'day': 'Mo', 'end': '11:30', 'location': 'OM 002', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'OM 002', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'OM 002', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'OM 002', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'OM 002', 'start': '10:00'}","False","","4","O","20024","Research","2002"
"0000005558","1.0","0000000504","GERM","4","0","0","4","0","","Hoyer, Jennifer","{'fsnum': '15922', 'name': 'Hoyer, Jennifer'}","100","","Beginning German I","111","","False","","4","O","20024","Research","2002"
"0000005559","1.0","0000000505","GERM","1","1","0","0","0","","Hoyer, Jennifer","{'fsnum': '15922', 'name': 'Hoyer, Jennifer'}","100","","Beginning German II","112","","False","","4","O","20024","Research","2002"
"0000005560","1.0","0000000508","GERM","2","0","0","2","0","","Hoyer, Jennifer","{'fsnum': '15922', 'name': 'Hoyer, Jennifer'}","200","","Intermed German I","231","","False","","4","O","20024","Research","2002"
"0000005561","1.0","0000000509","GERM","3","1","0","2","0","FOL-G","Hoyer, Jennifer","{'fsnum': '15922', 'name': 'Hoyer, Jennifer'}","200","","Intermed German II","232","","False","","4","O","20024","Research","2002"
"0000005564","1.0","0000000731","MATH","2","0","1","1","0","MAR","Bloss, Matthew","{'fsnum': '14983', 'name': 'Bloss, Matthew'}","100","","Calculus I","120","","False","","4","O","20024","Research","2002"
"0000005565","1.0","0000000733","MATH","1","0","0","1","0","MAR","Bloss, Matthew","{'fsnum': '14983', 'name': 'Bloss, Matthew'}","100","","Calculus II","126","","False","","4","O","20024","Research","2002"
"0000005566","1.0","0000000735","MATH","13","2","5","2","4","MAR","Bolstad, Peder","{'fsnum': '661', 'name': 'Bolstad, Peder'}","200","","Principles of Math","210","{'day': 'Mo', 'end': '09:30', 'location': 'OM 001', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'OM 001', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'OM 001', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'OM 001', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'OM 001', 'start': '08:00'}","False","","4","O","20024","Research","2002"
"0000005567","1.0","0000000738","MATH","1","0","0","0","1","","Bloss, Matthew","{'fsnum': '14983', 'name': 'Bloss, Matthew'}","200","","Multivariable Calc","226","","False","","4","O","20024","Research","2002"
"0000005568","1.0","0000000745","MATH","3","1","0","1","1","","Bloss, Matthew","{'fsnum': '14983', 'name': 'Bloss, Matthew'}","200","","Elem Real Analysis","244","","False","","4","O","20024","Research","2002"
"0000005569","1.0","0000000795","MEDIA","1","0","1","0","0","","Sonnega, Bill","{'fsnum': '7676', 'name': 'Sonnega, Bill'}","200","","Academic Internship","294","","True","","4","O","20024","Research","2002"
"0000005570","1.0","0000000821","MUSIC","1","0","0","0","1","","Forsberg, Charles","{'fsnum': '2241', 'name': 'Forsberg, Charles'}","200","","Counterpoint","222","","False","","4","O","20024","Research","2002"
"0000005571","1.0","0000000822","MUSIC","1","0","1","0","0","","Forsberg, Charles","{'fsnum': '2241', 'name': 'Forsberg, Charles'}","200","","Composition I","223","","False","","4","O","20024","Research","2002"
"0000005572","1.0","0000000956","NURS","9","0","0","0","9","","Glazebrook, Rita","{'fsnum': '2650', 'name': 'Glazebrook, Rita'}","300","","Health Care in Amer","372","","False","","4","O","20024","Research","2002"
"0000005574","0.25","0000000997","PEAC","7","0","2","3","2","PHA","Finger, Le Ann K H.","{'fsnum': '13351', 'name': 'Finger, Le Ann K H.'}","100","","Golf","103","","False","","4","O","20024","Research","2002"
"0000005575","0.25","0000000998","PEAC","8","0","4","3","1","PHA","Pratt, Kenneth","{'fsnum': '6408', 'name': 'Pratt, Kenneth'}","100","","Rock Climbing","106","{'day': 'Mo', 'end': '14:00', 'location': 'Tostrud Ctr', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'Tostrud Ctr', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'Tostrud Ctr', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'Tostrud Ctr', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'Tostrud Ctr', 'start': '12:30'}","False","","4","O","20024","Research","2002"
"0000005576","0.25","0000001008","PEAC","3","0","2","1","0","PHA","Campion, John","{'fsnum': '920', 'name': 'Campion, John'}","100","","Scuba Diving","126","","False","","4","O","20024","Research","2002"
"0000005577","0.5","0000001012","PEAC","15","1","7","3","4","PHA","Daymont, Christine","{'fsnum': '1358', 'name': 'Daymont, Christine'}","100","","Individual Fitness.50","133","{'day': 'Mo', 'end': '19:45', 'location': 'MFH', 'start': '18:45'};{'day': 'Tu', 'end': '19:45', 'location': 'MFH', 'start': '18:45'};{'day': 'We', 'end': '19:45', 'location': 'MFH', 'start': '18:45'};{'day': 'Th', 'end': '19:45', 'location': 'MFH', 'start': '18:45'};{'day': 'Fr', 'end': '19:45', 'location': 'MFH', 'start': '18:45'}","False","","4","O","20024","Research","2002"
"0000005578","0.5","0000001016","PEAC","2","0","0","2","0","PHA","Daymont, Christine","{'fsnum': '1358', 'name': 'Daymont, Christine'}","100","","Wt Training Co-Ed .50","140","{'day': 'Mo', 'end': '19:45', 'location': 'MFH', 'start': '18:45'};{'day': 'Tu', 'end': '19:45', 'location': 'MFH', 'start': '18:45'};{'day': 'We', 'end': '19:45', 'location': 'MFH', 'start': '18:45'};{'day': 'Th', 'end': '19:45', 'location': 'MFH', 'start': '18:45'};{'day': 'Fr', 'end': '19:45', 'location': 'MFH', 'start': '18:45'}","False","","4","O","20024","Research","2002"
"0000005579","1.0","0000001056","PETH","7","0","3","1","3","EIN;WRI","Wicks, Gary","{'fsnum': '9030', 'name': 'Wicks, Gary'}","200","","Sports Ethics/Society","290","{'day': 'Mo', 'end': '11:30', 'location': 'RML 525', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RML 525', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RML 525', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RML 525', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RML 525', 'start': '10:00'}","False","","4","O","20024","Research","2002"
"0000005573","1.0","0000000979","PHIL","10","0","4","5","1","EIN","Santurri, Edmund","{'fsnum': '7020', 'name': 'Santurri, Edmund'}","200","","Ethics/The Good Life","252","{'day': 'Mo', 'end': '14:00', 'location': 'RML 420', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'RML 420', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'RML 420', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'RML 420', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'RML 420', 'start': '12:30'}","False","","4","O","20024","Research","2002"
"0000005580","1.0","0000001072","PHYS","8","0","1","6","1","NSC;NSL","Nitz, David","{'fsnum': '5620', 'name': 'Nitz, David'}","100","","Principles Physics I","124","{'day': 'Mo', 'end': '11:30', 'location': 'SC 110', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'SC 110', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'SC 110', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'SC 110', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'SC 110', 'start': '10:00'}","False","","4","O","20024","Research","2002"
"0000005581","","0000001073","PHYS","0","0","0","0","0","","Nitz, David","{'fsnum': '5620', 'name': 'Nitz, David'}","100","","Principles Phys/Lab","124","{'day': 'We', 'end': '15:00', 'location': 'SC 111', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'SC 111', 'start': '13:00'}","False","A","4","O","20024","Lab","2002"
"0000005582","1.0","0000001156","PSYCH","4","0","2","2","0","HBS","Westergaard, Marit","{'fsnum': '13030', 'name': 'Westergaard, Marit'}","200","","Issues 1st & 2nd Lang","222","{'day': 'Mo', 'end': '14:00', 'location': 'HH 514', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'HH 514', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'HH 514', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'HH 514', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'HH 514', 'start': '12:30'}","False","","4","O","20024","Research","2002"
"0000005583","1.0","0000001195","REL","11","1","2","5","3","BTS-T;WRI","Santurri, Edmund","{'fsnum': '7020', 'name': 'Santurri, Edmund'}","200","","Chri Theol/Moral Life","207","{'day': 'Mo', 'end': '11:30', 'location': 'RML 420', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RML 420', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RML 420', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RML 420', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RML 420', 'start': '10:00'}","False","","4","O","20024","Research","2002"
"0000005584","1.0","0000001209","REL","13","0","4","9","0","BTS-T;WRI","Malotky, Daniel","{'fsnum': '5032', 'name': 'Malotky, Daniel'}","200","","God & Human Suffering","225","{'day': 'Mo', 'end': '14:00', 'location': 'RML 577', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'RML 577', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'RML 577', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'RML 577', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'RML 577', 'start': '12:30'}","False","","4","O","20024","Research","2002"
"0000005585","1.0","0000001225","REL","1","1","0","0","0","BTS-T","Lund, Eric","{'fsnum': '4838', 'name': 'Lund, Eric'}","200","","Rome and Wittenberg","262","","False","","4","C","20024","Research","2002"
"0000005586","1.0","0000001289","SOAN","8","1","3","3","1","HBS;MCS-D","Engelen-Eigles, Deborah","{'fsnum': '14222', 'name': 'Engelen-Eigles, Deborah'}","100","","Intro to Sociology","121","{'day': 'Mo', 'end': '15:00', 'location': 'HH 403', 'start': '12:30'};{'day': 'Tu', 'end': '15:00', 'location': 'HH 403', 'start': '12:30'};{'day': 'We', 'end': '15:00', 'location': 'HH 403', 'start': '12:30'};{'day': 'Th', 'end': '15:00', 'location': 'HH 403', 'start': '12:30'};{'day': 'Fr', 'end': '15:00', 'location': 'HH 403', 'start': '12:30'}","False","","4","O","20024","Research","2002"
"0000005587","1.0","0000001307","SOAN","8","0","4","2","2","HBS","Engelen-Eigles, Deborah","{'fsnum': '14222', 'name': 'Engelen-Eigles, Deborah'}","200","","Social Deviance","245","{'day': 'Mo', 'end': '12:00', 'location': 'HH 403', 'start': '22:00'};{'day': 'Tu', 'end': '12:00', 'location': 'HH 403', 'start': '22:00'};{'day': 'We', 'end': '12:00', 'location': 'HH 403', 'start': '22:00'};{'day': 'Th', 'end': '12:00', 'location': 'HH 403', 'start': '22:00'};{'day': 'Fr', 'end': '12:00', 'location': 'HH 403', 'start': '22:00'}","False","","4","O","20024","Research","2002"

