"clbid","credits","crsid","department","enrolled","firstyear","instructors","junior","learningmode","level","max","name","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","type","year"
"0000002608","1.0","0000000028","ART","21","16/15","John Saurer","1/0","S","100","20","Foundation Sculpture","122","{'day': 'Mo', 'end': '10:00', 'location': 'CAD 106', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'CAD 106', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'CAD 106', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'CAD 106', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'CAD 106', 'start': '09:00'};{'day': 'Mo', 'end': '12:10', 'location': 'CAD 106', 'start': '10:40'};{'day': 'Tu', 'end': '12:10', 'location': 'CAD 106', 'start': '10:40'};{'day': 'We', 'end': '12:10', 'location': 'CAD 106', 'start': '10:40'};{'day': 'Th', 'end': '12:10', 'location': 'CAD 106', 'start': '10:40'};{'day': 'Fr', 'end': '12:10', 'location': 'CAD 106', 'start': '10:40'}","False","False","","2","4/5","0/0","C","20012","Research","2001"
"0000002609","1.0","0000000040","ART","14","","Patrick T. Kelley","","S","200","15","Comp-Generatd Imagery","228","{'day': 'Mo', 'end': '12:00', 'location': 'CAD 100', 'start': '10:40'};{'day': 'Tu', 'end': '12:00', 'location': 'CAD 100', 'start': '10:40'};{'day': 'We', 'end': '12:00', 'location': 'CAD 100', 'start': '10:40'};{'day': 'Th', 'end': '12:00', 'location': 'CAD 100', 'start': '10:40'};{'day': 'Fr', 'end': '12:00', 'location': 'CAD 100', 'start': '10:40'};{'day': 'Mo', 'end': '15:00', 'location': 'CAD 100', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 100', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 100', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 100', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 100', 'start': '13:00'}","False","False","","2","","","C","20012","Research","2001"
"0000002610","1.0","0000000044","ART","15","","Carol Padberg","","S","200","22","Advanced Drawing","233","{'day': 'Mo', 'end': '10:00', 'location': 'CAD 216', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'CAD 216', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'CAD 216', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'CAD 216', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'CAD 216', 'start': '09:00'};{'day': 'Mo', 'end': '12:10', 'location': 'CAD 216', 'start': '10:40'};{'day': 'Tu', 'end': '12:10', 'location': 'CAD 216', 'start': '10:40'};{'day': 'We', 'end': '12:10', 'location': 'CAD 216', 'start': '10:40'};{'day': 'Th', 'end': '12:10', 'location': 'CAD 216', 'start': '10:40'};{'day': 'Fr', 'end': '12:10', 'location': 'CAD 216', 'start': '10:40'}","False","False","","2","","","O","20012","Research","2001"
"0000002611","1.0","0000000048","ART","16","","Ron Gallas","","S","200","15","Manhattan Art Interim","246","","False","False","","2","","","C","20012","Research","2001"
"0000002612","1.0","0000000051","ART","36","","Randall Van Schepen","","S","200","40","Art 1880-1950","252","{'day': 'Mo', 'end': '12:40', 'location': 'CAD 305', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'CAD 305', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'CAD 305', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'CAD 305', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'CAD 305', 'start': '10:40'}","False","False","","2","","","C","20012","Research","2001"
"0000002613","1.0","0000000054","ART","15","","Nancy M. Thompson","","S","200","15","Ital Art in Context","255","","False","False","","2","","","C","20012","Research","2001"
"0000002615","1.0","0000000068","ART","1","","Jan Shoger","","S","200","999","Academic Internship","294","","True","False","","2","","","O","20012","Research","2001"
"0000002616","1.0","0000000069","ART","1","","Ron Gallas","","S","200","999","IS/Ceramics Ind Study","298","","False","False","","2","","","O","20012","Research","2001"
"0000002617","1.0","0000000069","ART","1","","John Saurer","","S","200","999","IS/Wood Sculpture","298","","False","False","A","2","","","O","20012","Research","2001"
"0000002618","1.0","0000000075","ART","1","","Wendell Arneson","","S","300","999","IR/Psych Painting","398","","False","False","","2","","","O","20012","Research","2001"
"0000002619","1.0","0000000075","ART","1","","Wendell Arneson","","S","300","999","IR/Adv Painting","398","","False","False","A","2","","","O","20012","Research","2001"
"0000002620","1.0","0000000080","ASIAN","16","5/15","Rika Ito","","S","100","20","Japanese Lang/Society","126","{'day': 'Mo', 'end': '15:00', 'location': 'M 30', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'M 30', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'M 30', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'M 30', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'M 30', 'start': '13:00'}","False","False","","2","","","O","20012","Research","2001"
"0000002621","1.0","0000000085","ASIAN","20","","Phyllis Hyland Larson","","S","200","20","Nat ID/China & Japan","212","","False","False","","2","","","C","20012","Research","2001"
"0000002622","1.0","0000000086","ASIAN","8","","Rika Ito","","S","200","10","Top: Japan Lang/Soc","226","{'day': 'Mo', 'end': '15:00', 'location': 'M 30', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'M 30', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'M 30', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'M 30', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'M 30', 'start': '13:00'}","False","False","","2","","","C","20012","Topic","2001"
"0000002623","1.0","0000000088","ASIAN","21","4/0","Anbin Shi","","S","200","30","Chinese Literature","236","{'day': 'Mo', 'end': '12:40', 'location': 'M 1', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'M 1', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'M 1', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'M 1', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'M 1', 'start': '10:40'}","False","False","","2","3/25","","O","20012","Research","2001"
"0000002624","1.0","0000000094","ASIAN","1","","Robert Entenmann","","S","200","999","IS/Economic Reform In","298","","False","False","","2","","","O","20012","Research","2001"
"0000002625","1.0","0000000104","BIO","32","6/5","Lauri Sammartano","9/6","S","100","28","The Biology of Women","124","{'day': 'Mo', 'end': '10:00', 'location': 'SC 129', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'SC 129', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'SC 129', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'SC 129', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 129', 'start': '09:00'};{'day': 'Mo', 'end': '12:40', 'location': 'SC 129', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'SC 129', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'SC 129', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'SC 129', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'SC 129', 'start': '10:40'}","False","False","","2","10/5","7/7","C","20012","Research","2001"
"0000002626","1.0","0000000106","BIO","22","","Barbara May","","S","100","24","Cellular Bio & Genetics","125","{'day': 'Mo', 'end': '10:00', 'location': 'SC 273', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'SC 273', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'SC 273', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'SC 273', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 273', 'start': '08:00'};{'day': 'Mo', 'end': '12:00', 'location': 'SC 273', 'start': '10:40'};{'day': 'Tu', 'end': '12:00', 'location': 'SC 273', 'start': '10:40'};{'day': 'We', 'end': '12:00', 'location': 'SC 273', 'start': '10:40'};{'day': 'Th', 'end': '12:00', 'location': 'SC 273', 'start': '10:40'};{'day': 'Fr', 'end': '12:00', 'location': 'SC 273', 'start': '10:40'};{'day': 'Mo', 'end': '15:00', 'location': 'SC 274', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'SC 274', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'SC 274', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'SC 274', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'SC 274', 'start': '13:00'}","False","False","","2","","","C","20012","Research","2001"
"0000002627","1.0","0000000111","BIO","24","7/6","Joel Olfelt","4/6","S","100","24","Plants and People","129","{'day': 'Mo', 'end': '10:00', 'location': 'SC 211', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'SC 211', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'SC 211', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'SC 211', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 211', 'start': '09:00'};{'day': 'Mo', 'end': '12:00', 'location': 'SC 211', 'start': '10:40'};{'day': 'Tu', 'end': '12:00', 'location': 'SC 211', 'start': '10:40'};{'day': 'We', 'end': '12:00', 'location': 'SC 211', 'start': '10:40'};{'day': 'Th', 'end': '12:00', 'location': 'SC 211', 'start': '10:40'};{'day': 'Fr', 'end': '12:00', 'location': 'SC 211', 'start': '10:40'};{'day': 'Mo', 'end': '15:00', 'location': 'SC 211', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'SC 211', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'SC 211', 'start': '13:00'}","False","False","","2","5/5","8/6","C","20012","Research","2001"
"0000002628","1.0","0000000132","BIO","8","","Eric Cole","","S","200","12","Probing Life W/Light","249","{'day': 'Mo', 'end': '10:00', 'location': 'SC 227', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'SC 227', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'SC 227', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'SC 227', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 227', 'start': '09:00'};{'day': 'Mo', 'end': '12:40', 'location': 'SC 227', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'SC 227', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'SC 227', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'SC 227', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'SC 227', 'start': '10:40'};{'day': 'Mo', 'end': '15:00', 'location': 'SC 227', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'SC 227', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'SC 227', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'SC 227', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'SC 227', 'start': '13:00'}","False","False","","2","","","C","20012","Research","2001"
"0000002629","1.0","0000000146","BIO","12","","Charles Jr. Umbanhowar","","S","200","999","Winter Ecology","281","","False","False","","2","","","C","20012","Research","2001"
"0000002630","1.0","0000000147","BIO","12","","Kim A. Kandl","","S","200","999","Desert Biology","282","","False","False","","2","","","C","20012","Research","2001"
"0000002631","1.0","0000000153","BIO","17","","Theodore Johnson","","S","200","999","Academic Internship","294","","True","False","","2","","","O","20012","Research","2001"
"0000002632","1.0","0000000153","BIO","1","","Diane K. Angell","","S","200","999","Academic Internship","294","","True","False","A","2","","","O","20012","Research","2001"
"0000002633","1.0","0000000153","BIO","1","","Kim A. Kandl","","S","200","999","Academic Internship","294","","True","False","B","2","","","O","20012","Research","2001"
"0000002634","1.0","0000000153","BIO","1","","Joel Olfelt","","S","200","999","Academic Internship","294","","True","False","C","2","","","O","20012","Research","2001"
"0000002635","1.0","0000000154","BIO","1","","Diane K. Angell","","S","200","999","IS/Ocean Mammals","298","","False","False","","2","","","O","20012","Research","2001"
"0000002636","1.0","0000000169","BIO","19","","Denise Thiede","","S","300","18","Evolution","383","{'day': 'Mo', 'end': '10:00', 'location': 'SC 210', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'SC 210', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'SC 210', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'SC 210', 'start': '09:00'};{'day': 'Mo', 'end': '12:00', 'location': 'SC 210', 'start': '10:40'};{'day': 'Tu', 'end': '12:00', 'location': 'SC 210', 'start': '10:40'};{'day': 'We', 'end': '12:00', 'location': 'SC 210', 'start': '10:40'};{'day': 'Th', 'end': '12:00', 'location': 'SC 210', 'start': '10:40'};{'day': 'Mo', 'end': '15:00', 'location': 'SC 210', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'SC 210', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'SC 210', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'SC 210', 'start': '13:00'}","False","False","","2","","","C","20012","Research","2001"
"0000002637","1.0","0000000174","BIO","3","","Theodore Johnson","","S","300","999","Academic Internship","394","","True","False","","2","","","O","20012","Research","2001"
"0000002638","1.0","0000000174","BIO","1","","Louis Henry Kermott","","S","300","999","Academic Internship","394","","True","False","A","2","","","O","20012","Research","2001"
"0000002639","1.0","0000000175","BIO","1","","Theodore Johnson","","S","300","999","IR/Treatments in Ad","398","","False","False","","2","","","O","20012","Research","2001"
"0000002640","1.0","0000000185","CHEM","26","","Jeffrey Dahlseid","","S","100","35","Chem-Life's Beginning","120","{'day': 'Mo', 'end': '10:00', 'location': 'SC 274', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'SC 274', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'SC 274', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'SC 274', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 274', 'start': '08:00'}","False","False","","2","","","O","20012","Research","2001"
"0000002641","1.0","0000000189","CHEM","31","","Susan Green","","S","100","999","Chemical Structure","123","{'day': 'Mo', 'end': '12:40', 'location': 'SC 378', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'SC 378', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'SC 378', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'SC 378', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'SC 378', 'start': '10:40'}","False","False","","2","","","O","20012","Research","2001"
"0000002642","1.0","0000001552","CHEM","20","","Mary Walczak","","S","100","23","Environmental Chem","124","{'day': 'Mo', 'end': '10:00', 'location': 'SC 374', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'SC 374', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'SC 374', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'SC 374', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 374', 'start': '08:00'};{'day': 'Tu', 'end': '15:30', 'location': 'SC 371/374', 'start': '12:30'};{'day': 'We', 'end': '15:30', 'location': 'SC 371/374', 'start': '12:30'};{'day': 'Th', 'end': '15:30', 'location': 'SC 371/374', 'start': '12:30'}","False","False","","2","","","C","20012","Research","2001"
"0000002643","1.0","0000000198","CHEM","5","","Patrick N. Riley","","S","200","999","Organometallic Chem","252","{'day': 'Mo', 'end': '12:40', 'location': 'SC 310', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'SC 310', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'SC 310', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'SC 310', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'SC 310', 'start': '10:40'}","False","False","","2","","","O","20012","Research","2001"
"0000002644","1.0","0000000204","CHEM","1","","Jeffrey Dahlseid","","S","200","999","Academic Internship","294","","True","False","","2","","","O","20012","Research","2001"
"0000002645","1.0","0000000215","CHEM","12","","Wesley Pearson","","S","300","24","Organic Analys/Theory","380","{'day': 'Mo', 'end': '10:00', 'location': 'SC 310', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'SC 310', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'SC 310', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'SC 310', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 310', 'start': '08:00'}","False","False","","2","","","O","20012","Research","2001"
"0000002646","1.0","0000000232","CLASS","27","","Gwendolyn Compton-Engle","","S","200","30","Class Studies Greece","251","","False","False","","2","","","C","20012","Research","2001"
"0000002647","1.0","0000000254","ECON","25","","Edward David Emery","","S","100","30","Capitalism: Econ Hist","111","{'day': 'Mo', 'end': '10:00', 'location': 'H 403', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'H 403', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'H 403', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'H 403', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'H 403', 'start': '09:00'};{'day': 'Mo', 'end': '12:20', 'location': 'SC 186', 'start': '10:50'};{'day': 'Tu', 'end': '12:20', 'location': 'SC 186', 'start': '10:50'};{'day': 'We', 'end': '12:20', 'location': 'SC 186', 'start': '10:50'};{'day': 'Th', 'end': '12:20', 'location': 'SC 186', 'start': '10:50'};{'day': 'Fr', 'end': '12:20', 'location': 'SC 186', 'start': '10:50'}","False","False","","2","","","C","20012","Research","2001"
"0000002648","1.0","0000000261","ECON","18","","Xun Pomponio","","S","200","20","Econ Progress China","218","","False","False","","2","","","C","20012","Research","2001"
"0000002649","1.0","0000000273","ECON","18","","William L. Carlson","","S","200","20","Britain in Transition","253","","False","False","","2","","","C","20012","Research","2001"
"0000002650","1.0","0000000276","ECON","3","","Paul Wojick","","S","200","999","Academic Internship","294","","True","False","","2","","","O","20012","Research","2001"
"0000002651","1.0","0000000276","ECON","1","","Terry J. Fitzgerald","","S","200","999","Academic Internship","294","","True","False","A","2","","","O","20012","Research","2001"
"0000002652","1.0","0000000276","ECON","1","","Bruce Dalgaard","","S","200","999","Academic Internship","294","","True","False","B","2","","","O","20012","Research","2001"
"0000002653","1.0","0000000277","ECON","1","","Paul Wojick","","S","200","999","IS/Financial World","298","","False","False","","2","","","O","20012","Research","2001"
"0000002654","1.0","0000000277","ECON","1","","Steve Soderlind","","S","200","999","IS/Banking in B'desh","298","","False","False","A","2","","","O","20012","Research","2001"
"0000002655","1.0","0000000277","ECON","1","","Steve Soderlind","","S","200","999","IS/Discrete Math Econ","298","","False","False","B","2","","","O","20012","Research","2001"
"0000002656","1.0","0000000284","ECON","1","","Steve Soderlind","","S","300","999","Academic Internship","394","","True","False","","2","","","O","20012","Research","2001"
"0000002657","1.0","0000000307","CSCI","2","","Richard Brown","","S","300","999","IR/Operating Systems","398","","False","False","","2","","","O","20012","Research","2001"
"0000002658","1.0","0000000308","EDUC","14","","Maria L. Kelly","","S","100","20","Schools & Communities","170","","True","False","","2","","","C","20012","Research","2001"
"0000002659","1.0","0000000310","EDUC","12","","Myron L. Solid","","S","200","25","Perspectives On Tchg","260","","True","False","","2","","","C","20012","Research","2001"
"0000002660","1.0","0000000338","EDUC","29","","Mark Schelske","","S","300","30","Multi-Cult Ed Hawaii","378","","True","False","","2","","","C","20012","Research","2001"
"0000002661","1.0","0000000339","EDUC","25","","Rosemary A. Pfarr-Baker","","S","300","40","Urban Ed Practicum","379","","True","False","","2","","","C","20012","Research","2001"
"0000002662","1.0","0000000345","EDUC","1","","Mark Schelske","","S","300","999","IR/Teaching of French","398","","False","False","","2","","","O","20012","Research","2001"
"0000002663","1.0","0000001647","DNCTH","13","","Susan Bauer","","S","100","13","Diversity ISSues","122","{'day': 'Mo', 'end': '10:00', 'location': 'DANCE ST 3', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'DANCE ST 3', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'DANCE ST 3', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'DANCE ST 3', 'start': '09:00'};{'day': 'Mo', 'end': '12:00', 'location': 'DANCE ST 3', 'start': '10:45'};{'day': 'Tu', 'end': '12:00', 'location': 'DANCE ST 3', 'start': '10:45'};{'day': 'We', 'end': '12:00', 'location': 'DANCE ST 3', 'start': '10:45'};{'day': 'Th', 'end': '12:00', 'location': 'DANCE ST 3', 'start': '10:45'}","False","False","","2","","","C","20012","Research","2001"
"0000002664","1.0","0000000367","DNCTH","26","8/10","Anne von Bibra","","S","100","22","World Dance Tradit'ns","124","{'day': 'Mo', 'end': '12:10', 'location': 'TB 216', 'start': '10:40'};{'day': 'Tu', 'end': '12:10', 'location': 'TB 216', 'start': '10:40'};{'day': 'Th', 'end': '12:10', 'location': 'TB 216', 'start': '10:40'};{'day': 'Fr', 'end': '12:10', 'location': 'TB 216', 'start': '10:40'};{'day': 'Mo', 'end': '15:00', 'location': 'DANCE ST 1', 'start': '13:15'};{'day': 'Tu', 'end': '15:00', 'location': 'DANCE ST 1', 'start': '13:15'};{'day': 'Th', 'end': '15:00', 'location': 'DANCE ST 1', 'start': '13:15'};{'day': 'Fr', 'end': '15:00', 'location': 'DANCE ST 1', 'start': '13:15'}","False","False","","2","","","C","20012","Research","2001"
"0000002665","1.0","0000000382","ENGL","28","","Joseph L. Mbele","","S","100","25","Trickstr/Post-Col Lit","108","{'day': 'Mo', 'end': '15:00', 'location': 'L 525', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'L 525', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'L 525', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'L 525', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'L 525', 'start': '13:00'}","False","False","","2","","","C","20012","Research","2001"
"0000002666","1.0","0000000387","ENGL","25","","Mary Steen","","S","100","25","Reading for Life","132","{'day': 'Mo', 'end': '12:40', 'location': 'L 525', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'L 525', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'L 525', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'L 525', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'L 525', 'start': '10:40'}","False","False","","2","","","C","20012","Research","2001"
"0000002667","1.0","0000000389","ENGL","14","","Mary Titus","","S","100","25","Lit/Social Change","155","","False","False","","2","","","C","20012","Research","2001"
"0000002668","1.0","0000000392","ENGL","23","","Karen Cherewatuk","","S","100","25","Literary Studies","185","{'day': 'Mo', 'end': '12:40', 'location': 'L 515', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'L 515', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'L 515', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'L 515', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'L 515', 'start': '10:40'}","False","False","","2","","","C","20012","Research","2001"
"0000002669","1.0","0000000394","ENGL","15","","Mark Allister","","S","200","999","Lit Envir Wolf Ridge","201","","False","False","","2","","","C","20012","Research","2001"
"0000002670","1.0","0000000403","ENGL","33","","Diana Postlethwaite","","S","200","30","19-C.Myths/20-C.Film","226","{'day': 'Mo', 'end': '12:40', 'location': 'L 421', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'L 421', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'L 421', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'L 421', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'L 421', 'start': '10:40'}","False","False","","2","","","C","20012","Research","2001"
"0000002671","1.0","0000000414","ENGL","23","","John T. Day","","S","200","999","IRish Short Stories","252","","False","False","","2","","","C","20012","Research","2001"
"0000002672","1.0","0000000419","ENGL","30","","Richard Buckstead","","S","200","999","Hemingway in Cuba","259","","False","False","","2","","","C","20012","Research","2001"
"0000002673","1.0","0000000430","ENGL","16","","Joan Hepburn","","S","200","999","Performing Arts in NY","284","","False","False","","2","","","C","20012","Research","2001"
"0000002674","1.0","0000000433","ENGL","1","","Jan C. Hill","","S","200","999","Academic Internship","294","","True","False","","2","","","O","20012","Research","2001"
"0000002675","1.0","0000000434","ENGL","1","","Diana Postlethwaite","","S","200","999","IS/Disillusion in A & E","298","","False","False","","2","","","O","20012","Research","2001"
"0000002676","1.0","0000000436","ENGL","15","","Carol Holly","","S","300","15","Advanced Amer Lit","340","{'day': 'Mo', 'end': '12:40', 'location': 'L 520', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'L 520', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'L 520', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'L 520', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'L 520', 'start': '10:40'}","False","False","","2","","","C","20012","Topic","2001"
"0000002677","1.0","0000000451","ENGL","1","","Jonathan Hill","","S","300","999","IR/British Romantics","398","","False","False","","2","","","O","20012","Research","2001"
"0000002678","1.0","0000000479","FREN","17","","Scott Homler","","S","200","30","Intermed French I","231","{'day': 'Mo', 'end': '12:40', 'location': 'M 2', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'M 2', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'M 2', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'M 2', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'M 2', 'start': '10:40'}","False","False","","2","","","O","20012","Research","2001"
"0000002679","1.0","0000000481","FREN","13","","Herve Pensec","","S","200","999","Lang/Cul Fr Caribbean","233","","False","False","","2","","","C","20012","Research","2001"
"0000002680","1.0","0000000482","FREN","18","","Jolene Barjasteh","","S","200","25","Speaking of French","250","{'day': 'Mo', 'end': '15:00', 'location': 'M 26', 'start': '10:40'};{'day': 'Tu', 'end': '15:00', 'location': 'M 26', 'start': '10:40'};{'day': 'We', 'end': '15:00', 'location': 'M 26', 'start': '10:40'};{'day': 'Th', 'end': '15:00', 'location': 'M 26', 'start': '10:40'};{'day': 'Fr', 'end': '15:00', 'location': 'M 26', 'start': '10:40'}","False","False","","2","","","O","20012","Research","2001"
"0000002681","1.0","0000000489","FREN","12","","M. Clare Mather","","S","200","999","ID French Stud Paris","275","","False","False","","2","","","C","20012","Research","2001"
"0000002682","1.0","0000000510","GERM","10","","Frederike Von Schwerin-High","","S","200","999","Old and New Capitals","233","","False","False","","2","","","C","20012","Research","2001"
"0000002683","1.0","0000000511","GERM","19","","Karen R. Achberger","","S","200","999","Arts in Vienna","245","","False","False","","2","","","C","20012","Research","2001"
"0000002684","0.0","0000000511","GERM","5","","Karen R. Achberger","","S","200","999","FLC-German","245","","False","False","L","2","","","C","20012","Research","2001"
"0000002685","1.0","0000000512","GERM","33","8/10","Karl Fink","","S","200","25","Age of Goethe-Tr","246","{'day': 'Mo', 'end': '10:00', 'location': 'M 4', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'M 4', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'M 4', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'M 4', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'M 4', 'start': '08:00'}","False","False","","2","","","C","20012","Research","2001"
